dep(sent-2, Congress-1)
ccomp(said-15, bombarded-5)
prep(bombarded-5, by-6)
amod(Treasury-8, new-7)
pobj(by-6, Treasury-8)
cc(Treasury-8, and-9)
nn(offerings-12, agency-10)
nn(offerings-12, debt-11)
conj(Treasury-8, offerings-12)
punct(said-15, ,-13)
punct(said-15, ''-14)
root(ROOT-0, said-15)
nn(Jr.-18, William-16)
nn(Jr.-18, Sullivan-17)
nsubj(said-15, Jr.-18)
punct(Jr.-18, ,-19)
appos(Jr.-18, director-20)
prep(director-20, of-21)
nn(research-23, money-market-22)
pobj(of-21, research-23)
prep(director-20, at-24)
nn(Inc-28, Dean-25)
nn(Inc-28, Witter-26)
nn(Inc-28, Reynolds-27)
pobj(at-24, Inc-28)
punct(said-15, .-29)

punct(concerned-5, ``-1)
det(market-3, The-2)
nsubj(concerned-5, market-3)
cop(concerned-5, is-4)
root(ROOT-0, concerned-5)
prep(concerned-5, about-6)
poss(ability-8, its-7)
pobj(about-6, ability-8)
aux(underwrite-10, to-9)
vmod(ability-8, underwrite-10)
predet(debt-13, all-11)
det(debt-13, this-12)
dobj(underwrite-10, debt-13)
prep(underwrite-10, at-14)
amod(levels-16, current-15)
pobj(at-14, levels-16)
punct(concerned-5, .-17)
punct(concerned-5, ''-18)

prep(sell-25, In-1)
pobj(In-1, addition-2)
prep(addition-2, to-3)
det($-5, the-4)
pobj(to-3, $-5)
number(billion-7, 15.6-6)
num($-5, billion-7)
prep($-5, of-8)
nn(bills-10, Treasury-9)
pobj(of-8, bills-10)
aux(sold-13, to-11)
auxpass(sold-13, be-12)
vmod($-5, sold-13)
prep(sold-13, at-14)
amod(week-16, next-15)
poss(auction-20, week-16)
possessive(week-16, 's-17)
amod(auction-20, regular-18)
nn(auction-20, Monday-19)
pobj(at-14, auction-20)
punct(sell-25, ,-21)
det(government-23, the-22)
nsubj(sell-25, government-23)
aux(sell-25, will-24)
root(ROOT-0, sell-25)
dobj(sell-25, $-26)
number(billion-28, 10-27)
num($-26, billion-28)
prep($-26, of-29)
amod(notes-33, new-30)
amod(notes-33, two-year-31)
nn(notes-33, Treasury-32)
pobj(of-29, notes-33)
punct(sell-25, .-34)

cc(said-5, And-1)
nn(Corp.-4, Resolution-2)
nn(Corp.-4, Funding-3)
nsubj(said-5, Corp.-4)
root(ROOT-0, said-5)
amod(yesterday-7, late-6)
tmod(said-5, yesterday-7)
mark(sell-11, that-8)
dep(sell-11, it-9)
aux(sell-11, will-10)
ccomp(said-5, sell-11)
dobj(sell-11, $-12)
number(billion-14, 4.5-13)
num($-12, billion-14)
prep($-12, of-15)
amod(bonds-17, 30-year-16)
pobj(of-15, bonds-17)
dep(sell-11, Wednesday-18)
punct(said-5, .-19)

dep(unit-5, Refcorp-1)
cop(unit-5, is-2)
det(unit-5, the-3)
amod(unit-5, financing-4)
root(ROOT-0, unit-5)
prep(unit-5, of-6)
nn(Corp.-9, Resolution-7)
nn(Corp.-9, Trust-8)
pobj(of-6, Corp.-9)
punct(Corp.-9, ,-10)
det(agency-14, a-11)
amod(agency-14, new-12)
nn(agency-14, government-13)
appos(Corp.-9, agency-14)
vmod(agency-14, created-15)
aux(rescue-17, to-16)
xcomp(created-15, rescue-17)
det(nation-19, the-18)
poss(thrifts-22, nation-19)
possessive(nation-19, 's-20)
amod(thrifts-22, troubled-21)
dobj(rescue-17, thrifts-22)
punct(unit-5, .-23)

poss(securities-2, Its-1)
nsubjpass(dubbed-5, securities-2)
aux(dubbed-5, have-3)
auxpass(dubbed-5, been-4)
root(ROOT-0, dubbed-5)
punct(bonds-8, ``-6)
nn(bonds-8, bailout-7)
dep(dubbed-5, bonds-8)
punct(bonds-8, ''-9)
prep(dubbed-5, by-10)
dep(by-10, traders-11)
punct(dubbed-5, .-12)

prep(had-8, In-1)
amod(trading-3, when-issued-2)
pobj(In-1, trading-3)
punct(had-8, ,-4)
det(Treasurys-7, the-5)
amod(Treasurys-7, two-year-6)
nsubj(had-8, Treasurys-7)
root(ROOT-0, had-8)
det(yield-10, a-9)
dobj(had-8, yield-10)
prep(yield-10, of-11)
quantmod(7.88-13, about-12)
num(%-14, 7.88-13)
pobj(of-11, %-14)
punct(had-8, .-15)

prep(were-8, In-1)
det(market-4, the-2)
amod(market-4, municipal-3)
pobj(In-1, market-4)
punct(were-8, ,-5)
det(eyes-7, all-6)
nsubj(were-8, eyes-7)
root(ROOT-0, were-8)
prep(were-8, on-9)
nn(debt-11, California-10)
pobj(on-9, debt-11)
mark(tried-14, as-12)
dep(tried-14, investors-13)
advcl(were-8, tried-14)
aux(gauge-16, to-15)
xcomp(tried-14, gauge-16)
det(ramifications-19, the-17)
amod(ramifications-19, financial-18)
dobj(gauge-16, ramifications-19)
prep(ramifications-19, of-20)
poss(earthquake-23, Tuesday-21)
possessive(Tuesday-21, 's-22)
pobj(of-20, earthquake-23)
punct(were-8, .-24)

cc(said-3, But-1)
dep(said-3, traders-2)
root(ROOT-0, said-3)
det(quake-5, the-4)
nsubj(had-6, quake-5)
ccomp(said-3, had-6)
advmod(impact-10, only-7)
det(impact-10, a-8)
amod(impact-10, minor-9)
dobj(had-6, impact-10)
prep(impact-10, on-11)
det(trading-13, the-12)
pobj(on-11, trading-13)
prep(trading-13, of-14)
nn(debt-20, California-15)
nn(debt-20, state-16)
cc(state-16, and-17)
conj(state-16, local-18)
amod(debt-20, municipal-19)
pobj(of-14, debt-20)
punct(said-3, .-21)

punct(said-29, ``-1)
dep(are-3, There-2)
ccomp(said-29, are-3)
amod(bonds-5, certain-4)
dep(are-3, bonds-5)
dep(refer-7, traders-6)
rcmod(bonds-5, refer-7)
prep(refer-7, to-8)
prep(refer-7, as-9)
punct(bonds-13, `-10)
nn(bonds-13, earthquake-11)
punct(bonds-13, '-12)
pobj(as-9, bonds-13)
mark(are-19, because-14)
det(issuers-17, the-15)
punct(issuers-17, -LRB--16)
nsubj(are-19, issuers-17)
punct(issuers-17, -RRB--18)
advcl(refer-7, are-19)
prep(are-19, on-20)
pobj(on-20, top-21)
prep(top-21, of-22)
det(fault-26, the-23)
nn(fault-26, San-24)
nn(fault-26, Andreas-25)
pobj(of-22, fault-26)
punct(said-29, ,-27)
punct(said-29, ''-28)
root(ROOT-0, said-29)
nn(Mann-31, Zane-30)
nsubj(said-29, Mann-31)
punct(Mann-31, ,-32)
appos(Mann-31, editor-33)
prep(editor-33, of-34)
det(Advisor-39, the-35)
nn(Advisor-39, California-36)
nn(Advisor-39, Municipal-37)
nn(Advisor-39, Bond-38)
pobj(of-34, Advisor-39)
punct(Advisor-39, ,-40)
det(newsletter-42, a-41)
appos(Advisor-39, newsletter-42)
prep(newsletter-42, for-43)
dep(for-43, investors-44)
punct(said-29, .-45)

mark(pay-5, Since-1)
det(bonds-3, those-2)
nsubj(pay-5, bonds-3)
advmod(pay-5, already-4)
advcl(affected-23, pay-5)
det(yield-9, a-6)
advmod(higher-8, slightly-7)
amod(yield-9, higher-8)
dobj(pay-5, yield-9)
punct(yield-9, ,-10)
det(premium-13, an-11)
amod(premium-13, extra-12)
appos(yield-9, premium-13)
prep(premium-13, for-14)
det(risk-17, the-15)
nn(risk-17, earthquake-16)
pobj(for-14, risk-17)
punct(yield-9, ,-18)
dep(affected-23, they-19)
aux(affected-23, were-20)
neg(affected-23, n't-21)
advmod(affected-23, materially-22)
root(ROOT-0, affected-23)
punct(affected-23, .-24)

cc(said-6, But-1)
det(analysts-5, some-2)
nn(analysts-5, bond-3)
nn(analysts-5, market-4)
nsubj(said-6, analysts-5)
root(ROOT-0, said-6)
dep(change-10, that-7)
aux(change-10, could-8)
advmod(change-10, quickly-9)
ccomp(said-6, change-10)
mark(scramble-16, if-11)
nn(companies-15, property-12)
nn(companies-15, casualty-13)
nn(companies-15, insurance-14)
nsubj(scramble-16, companies-15)
advcl(change-10, scramble-16)
aux(sell-18, to-17)
xcomp(scramble-16, sell-18)
dobj(sell-18, portions-19)
prep(portions-19, of-20)
poss(portfolios-23, their-21)
amod(portfolios-23, municipal-22)
pobj(of-20, portfolios-23)
aux(raise-25, to-24)
vmod(sell-18, raise-25)
dobj(raise-25, cash-26)
aux(pay-28, to-27)
vmod(cash-26, pay-28)
nn(claims-30, damage-29)
dobj(pay-28, claims-30)
punct(said-6, .-31)

punct(said-18, ``-1)
nn(companies-3, Insurance-2)
nsubj(foot-5, companies-3)
aux(foot-5, will-4)
ccomp(said-18, foot-5)
det(amount-8, a-6)
amod(amount-8, substantial-7)
dobj(foot-5, amount-8)
prep(amount-8, of-9)
det(bill-11, the-10)
pobj(of-9, bill-11)
aux(reconstruct-13, to-12)
vmod(bill-11, reconstruct-13)
nn(Francisco-15, San-14)
dobj(reconstruct-13, Francisco-15)
punct(said-18, ,-16)
punct(said-18, ''-17)
root(ROOT-0, said-18)
nn(Lieberman-20, Charles-19)
nsubj(said-18, Lieberman-20)
punct(Lieberman-20, ,-21)
amod(economist-23, chief-22)
appos(Lieberman-20, economist-23)
prep(economist-23, at-24)
nn(Corp-28, Manufacturers-25)
nn(Corp-28, Hanover-26)
nn(Corp-28, Securities-27)
pobj(at-24, Corp-28)
punct(said-18, .-29)

dep(expects-3, He-1)
advmod(expects-3, also-2)
root(ROOT-0, expects-3)
det(performance-5, the-4)
dobj(expects-3, performance-5)
prep(performance-5, of-6)
dep(of-6, municipals-7)
aux(lag-9, to-8)
xcomp(expects-3, lag-9)
dep(lag-9, Treasurys-10)
mark(forced-14, as-11)
dep(forced-14, California-12)
auxpass(forced-14, is-13)
advcl(lag-9, forced-14)
aux(issue-16, to-15)
xcomp(forced-14, issue-16)
amod(debt-18, new-17)
dobj(issue-16, debt-18)
prep(issue-16, over-19)
dep(over-19, time-20)
aux(repair-22, to-21)
dep(issue-16, repair-22)
amod(facilities-24, public-23)
dobj(repair-22, facilities-24)
punct(expects-3, .-25)

det(report-2, A-1)
nsubj(concluded-12, report-2)
vmod(report-2, issued-3)
amod(yesterday-5, late-4)
tmod(issued-3, yesterday-5)
prep(issued-3, by-6)
poss(Corp.-11, Standard-7)
cc(Standard-7, &-8)
conj(Standard-7, Poor-9)
possessive(Standard-7, 's-10)
pobj(by-6, Corp.-11)
root(ROOT-0, concluded-12)
det(quake-14, the-13)
nsubj(cause-17, quake-14)
aux(cause-17, wo-15)
neg(cause-17, n't-16)
ccomp(concluded-12, cause-17)
punct(cause-17, ``-18)
amod(deterioration-21, wide-scale-19)
nn(deterioration-21, credit-20)
dobj(cause-17, deterioration-21)
punct(cause-17, ''-22)
prep(cause-17, for-23)
pobj(for-23, issuers-24)
cc(issuers-24, and-25)
nn(issues-27, debt-26)
conj(issuers-24, issues-27)
prep(cause-17, in-28)
det(area-31, the-29)
amod(area-31, 12-county-30)
pobj(in-28, area-31)
prep(area-31, of-32)
amod(California-34, Northern-33)
pobj(of-32, California-34)
vmod(area-31, affected-35)
prep(affected-35, by-36)
det(quake-38, the-37)
pobj(by-36, quake-38)
punct(concluded-12, .-39)

nn(Securities-2, Treasury-1)
root(ROOT-0, Securities-2)

nn(bonds-2, Treasury-1)
nsubj(ended-3, bonds-2)
root(ROOT-0, ended-3)
advmod(mixed-5, narrowly-4)
acomp(ended-3, mixed-5)
prep(ended-3, in-6)
amod(trading-8, quiet-7)
pobj(in-6, trading-8)
punct(ended-3, .-9)

det(bond-4, The-1)
amod(bond-4, benchmark-2)
amod(bond-4, 30-year-3)
nsubj(ended-5, bond-4)
root(ROOT-0, ended-5)
prep(ended-5, at-6)
det(price-8, a-7)
pobj(at-6, price-8)
prep(price-8, of-9)
number(29/32-11, 100-10)
dep(of-9, 29/32-11)
aux(yield-13, to-12)
vmod(price-8, yield-13)
num(%-15, 8.03-14)
dobj(yield-13, %-15)
punct(ended-5, ,-16)
prep(ended-5, compared-17)
pcomp(compared-17, with-18)
number(28/32-20, 100-19)
num(Tuesday-25, 28/32-20)
aux(yield-22, to-21)
dep(Tuesday-25, yield-22)
num(%-24, 8.04-23)
dobj(yield-22, %-24)
pobj(with-18, Tuesday-25)
punct(ended-5, .-26)

det(notes-4, The-1)
amod(notes-4, latest-2)
amod(notes-4, 10-year-3)
nsubjpass(quoted-6, notes-4)
auxpass(quoted-6, were-5)
root(ROOT-0, quoted-6)
advmod(quoted-6, late-7)
prep(quoted-6, at-8)
det(price-10, a-9)
pobj(at-8, price-10)
prep(price-10, of-11)
number(26/32-13, 99-12)
dep(of-11, 26/32-13)
aux(yield-15, to-14)
vmod(price-10, yield-15)
num(%-17, 8-16)
dobj(yield-15, %-17)
punct(quoted-6, ,-18)
prep(quoted-6, compared-19)
pcomp(compared-19, with-20)
number(25/32-22, 99-21)
pobj(with-20, 25/32-22)
aux(yield-24, to-23)
dep(25/32-22, yield-24)
num(%-26, 8.01-25)
dobj(yield-24, %-26)
punct(quoted-6, .-27)

amod(rates-2, Short-term-1)
nsubj(changed-5, rates-2)
aux(changed-5, were-3)
advmod(changed-5, little-4)
root(ROOT-0, changed-5)
punct(changed-5, .-6)

amod(Issues-2, Corporate-1)
root(ROOT-0, Issues-2)

amod(bonds-3, Investment-grade-1)
amod(bonds-3, corporate-2)
nsubj(ended-4, bonds-3)
root(ROOT-0, ended-4)
num(point-6, 1/4-5)
npadvmod(lower-7, point-6)
dep(ended-4, lower-7)
punct(ended-4, .-8)

det(offering-5, The-1)
nn(offering-5, Continental-2)
nn(offering-5, junk-3)
nn(offering-5, bond-4)
nsubj(issue-18, offering-5)
punct(offering-5, ,-6)
vmod(offering-5, underwritten-7)
prep(underwritten-7, by-8)
nn(Inc.-12, Drexel-9)
nn(Inc.-12, Burnham-10)
nn(Inc.-12, Lambert-11)
pobj(by-8, Inc.-12)
punct(offering-5, ,-13)
cop(issue-18, was-14)
det(issue-18, the-15)
advmod(issue-18, only-16)
amod(issue-18, new-17)
root(ROOT-0, issue-18)
vmod(issue-18, priced-19)
dep(priced-19, yesterday-20)
punct(issue-18, .-21)

prep(priced-15, In-1)
det(offering-4, the-2)
amod(offering-4, four-part-3)
pobj(In-1, offering-4)
punct(priced-15, ,-5)
det($-7, the-6)
nsubjpass(priced-15, $-7)
number(million-9, 71-8)
num($-7, million-9)
prep($-7, of-10)
amod(certificates-13, secured-11)
nn(certificates-13, equipment-12)
pobj(of-10, certificates-13)
auxpass(priced-15, was-14)
root(ROOT-0, priced-15)
aux(yield-17, to-16)
xcomp(priced-15, yield-17)
num(%-19, 13.75-18)
dobj(yield-17, %-19)
dep(%-19, to-20)
num(%-22, 15.75-21)
dep(%-19, %-22)
punct(priced-15, .-23)

root(ROOT-0, Municipals-1)

amod(bonds-2, Municipal-1)
nsubj(ended-3, bonds-2)
root(ROOT-0, ended-3)
quantmod(3/8-7, about-4)
number(3/8-7, 1/8-5)
dep(3/8-7, to-6)
num(point-8, 3/8-7)
npadvmod(lower-9, point-8)
dep(ended-3, lower-9)
punct(ended-3, ,-10)
dep(ended-3, hurt-11)
prep(hurt-11, by-12)
det(circulation-14, the-13)
pobj(by-12, circulation-14)
prep(circulation-14, of-15)
num(lists-20, two-16)
punct(lists-20, ``-17)
amod(lists-20, bid-wanted-18)
punct(lists-20, ''-19)
pobj(of-15, lists-20)
vmod(lists-20, totaling-21)
dobj(totaling-21, $-22)
number(million-24, 655-23)
num($-22, million-24)
punct(ended-3, .-25)

nn(Inc.-3, Chemical-1)
nn(Inc.-3, Securities-2)
nsubj(acting-5, Inc.-3)
aux(acting-5, is-4)
root(ROOT-0, acting-5)
prep(acting-5, as-6)
dep(as-6, agent-7)
prep(acting-5, for-8)
det(seller-10, the-9)
pobj(for-8, seller-10)
punct(acting-5, .-11)

advmod(were-6, Meanwhile-1)
punct(were-6, ,-2)
det(issues-5, some-3)
nn(issues-5, California-4)
nsubj(were-6, issues-5)
root(ROOT-0, were-6)
advmod(were-6, down-7)
det(touch-9, a-8)
npadvmod(more-10, touch-9)
pobj(down-7, more-10)
prep(more-10, than-11)
det(market-14, the-12)
amod(market-14, broad-13)
pobj(than-11, market-14)
punct(were-6, ,-15)
cc(were-6, but-16)
dep(said-18, traders-17)
conj(were-6, said-18)
dep(selling-25, there-19)
aux(selling-25, had-20)
neg(selling-25, n't-21)
cop(selling-25, been-22)
amod(selling-25, much-23)
nn(selling-25, investor-24)
ccomp(said-18, selling-25)
mwe(of-27, because-26)
prep(selling-25, of-27)
det(quake-29, the-28)
pobj(of-27, quake-29)
punct(were-6, .-30)

cc(came-8, But-1)
nn(bonds-7, New-2)
nn(bonds-7, York-3)
nn(bonds-7, City-4)
amod(bonds-7, general-5)
nn(bonds-7, obligation-6)
nsubj(came-8, bonds-7)
root(ROOT-0, came-8)
prep(came-8, under-9)
nn(pressure-11, selling-10)
pobj(under-9, pressure-11)
punct(came-8, .-12)

dep(said-2, Traders-1)
root(ROOT-0, said-2)
det(stream-5, a-3)
amod(stream-5, steady-4)
nsubjpass(put-9, stream-5)
prep(stream-5, of-6)
dep(of-6, bonds-7)
auxpass(put-9, was-8)
ccomp(said-2, put-9)
advmod(put-9, up-10)
prep(put-9, for-11)
dep(for-11, sale-12)
dep(put-9, yesterday-13)
punct(put-9, ,-14)
xcomp(put-9, pushing-15)
dobj(pushing-15, yields-16)
prep(yields-16, for-17)
amod(maturities-19, longer-18)
pobj(for-17, maturities-19)
advmod(pushing-15, up-20)
num(point-23, 0.05-21)
nn(point-23, percentage-22)
pobj(up-20, point-23)
punct(said-2, .-24)

dep(said-2, Traders-1)
root(ROOT-0, said-2)
dep(reacting-5, investors-3)
aux(reacting-5, were-4)
ccomp(said-2, reacting-5)
prep(reacting-5, to-6)
amod(news-9, recent-7)
amod(news-9, negative-8)
pobj(to-6, news-9)
prep(news-9, on-10)
det(city-12, the-11)
poss(finances-14, city-12)
possessive(city-12, 's-13)
pobj(on-10, finances-14)
cc(reacting-5, and-15)
conj(reacting-5, are-16)
dep(are-16, nervous-17)
advmod(of-19, ahead-18)
prep(are-16, of-19)
det(election-23, the-20)
nn(election-23, Nov.-21)
num(election-23, 7-22)
pobj(of-19, election-23)
punct(said-2, .-24)

nn(D.C.-3, Washington-1)
punct(D.C.-3, ,-2)
nsubj(topped-5, D.C.-3)
punct(D.C.-3, ,-4)
root(ROOT-0, topped-5)
det(slate-8, the-6)
amod(slate-8, competitive-7)
dobj(topped-5, slate-8)
dep(topped-5, yesterday-9)
prep(topped-5, with-10)
det(sale-12, a-11)
pobj(with-10, sale-12)
prep(sale-12, of-13)
pobj(of-13, $-14)
number(million-16, 200-15)
num($-14, million-16)
prep($-14, of-17)
amod(notes-23, general-18)
nn(notes-23, obligation-19)
nn(notes-23, tax-20)
nn(notes-23, revenue-21)
nn(notes-23, anticipation-22)
pobj(of-17, notes-23)
punct(topped-5, .-24)

prep(was-15, In-1)
amod(trading-3, late-2)
pobj(In-1, trading-3)
punct(was-15, ,-4)
nn(Authority-8, New-5)
nn(Authority-8, Jersey-6)
nn(Authority-8, Turnpike-7)
poss(issue-12, Authority-8)
possessive(Authority-8, 's-9)
number(%-11, 7.20-10)
amod(issue-12, %-11)
nsubj(was-15, issue-12)
prep(issue-12, of-13)
dep(of-13, 2018-14)
root(ROOT-0, was-15)
advmod(was-15, off-16)
num(point-18, 1/4-17)
pobj(off-16, point-18)
prep(was-15, at-19)
pobj(at-19, 98-20)
dep(98-20, bid-21)
punct(was-15, .-22)

det(yield-2, The-1)
nsubj(%-5, yield-2)
cop(%-5, was-3)
num(%-5, 7.35-4)
root(ROOT-0, %-5)
punct(%-5, ,-6)
advmod(%-5, up-7)
num(point-10, 0.01-8)
nn(point-10, percentage-9)
pobj(up-7, point-10)
punct(%-5, .-11)

amod(Securities-2, Mortgage-Backed-1)
root(ROOT-0, Securities-2)

nn(securities-2, Mortgage-1)
nsubj(ended-3, securities-2)
root(ROOT-0, ended-3)
advmod(changed-5, little-4)
acomp(ended-3, changed-5)
prep(ended-3, after-6)
amod(dealings-8, light-7)
pobj(after-6, dealings-8)
punct(ended-3, .-9)

dep(was-2, There-1)
root(ROOT-0, was-2)
neg(impact-6, no-3)
amod(impact-6, appreciable-4)
nn(impact-6, market-5)
dep(was-2, impact-6)
prep(impact-6, from-7)
det(earthquake-10, the-8)
nn(earthquake-10, California-9)
pobj(from-7, earthquake-10)
punct(was-2, .-11)

dep(said-2, Dealers-1)
root(ROOT-0, said-2)
dep(was-4, there-3)
ccomp(said-2, was-4)
det(concern-6, some-5)
dep(was-4, concern-6)
mark(forced-12, that-7)
nn(companies-9, insurance-8)
nsubjpass(forced-12, companies-9)
aux(forced-12, might-10)
auxpass(forced-12, be-11)
ccomp(concern-6, forced-12)
aux(sell-14, to-13)
xcomp(forced-12, sell-14)
nn(securities-16, mortgage-15)
dobj(sell-14, securities-16)
aux(help-18, to-17)
vmod(sell-14, help-18)
ccomp(help-18, pay-19)
amod(claims-21, earthquake-related-20)
dobj(pay-19, claims-21)
punct(said-2, ,-22)
cc(said-2, but-23)
neg(selling-25, no-24)
conj(said-2, selling-25)
dep(selling-25, materialized-26)
punct(said-2, .-27)

det(Corp.-6, The-1)
nn(Corp.-6, Federal-2)
nn(Corp.-6, Home-3)
nn(Corp.-6, Loan-4)
nn(Corp.-6, Mortgage-5)
nsubj(have-20, Corp.-6)
cc(Corp.-6, and-7)
nn(Association-11, Federal-8)
nn(Association-11, National-9)
nn(Association-11, Mortgage-10)
conj(Corp.-6, Association-11)
punct(Corp.-6, ,-12)
num(issuers-15, two-13)
amod(issuers-15, dominant-14)
appos(Corp.-6, issuers-15)
prep(issuers-15, of-16)
nn(securities-18, mortgage-17)
pobj(of-16, securities-18)
punct(Corp.-6, ,-19)
root(ROOT-0, have-20)
det(amount-23, a-21)
amod(amount-23, sizable-22)
dobj(have-20, amount-23)
prep(amount-23, of-24)
nn(loans-27, California-25)
nn(loans-27, home-26)
pobj(of-24, loans-27)
prep(have-20, in-28)
poss(pools-31, their-29)
amod(pools-31, mortgagebacked-30)
pobj(in-28, pools-31)
punct(have-20, .-32)

cc(seen-7, But-1)
poss(exposure-5, their-2)
amod(exposure-5, potential-3)
nn(exposure-5, quake-4)
nsubjpass(seen-7, exposure-5)
auxpass(seen-7, is-6)
root(ROOT-0, seen-7)
prep(seen-7, as-8)
dep(as-8, small-9)
prep(seen-7, given-10)
mark(require-13, that-11)
dep(require-13, they-12)
pcomp(given-10, require-13)
det(cushion-16, a-14)
amod(cushion-16, financial-15)
dobj(require-13, cushion-16)
prep(require-13, on-17)
predet(loans-20, all-18)
det(loans-20, the-19)
pobj(on-17, loans-20)
dep(purchase-22, they-21)
rcmod(loans-20, purchase-22)
punct(seen-7, .-23)

cc(large-18, And-1)
mark(high-9, because-2)
amod(prices-6, Northern-3)
nn(prices-6, California-4)
nn(prices-6, home-5)
nsubj(high-9, prices-6)
cop(high-9, are-7)
advmod(high-9, so-8)
advcl(large-18, high-9)
punct(large-18, ,-10)
nsubj(large-18, loans-11)
prep(loans-11, from-12)
det(region-14, the-13)
pobj(from-12, region-14)
advmod(large-18, often-15)
cop(large-18, are-16)
advmod(large-18, too-17)
root(ROOT-0, large-18)
aux(included-21, to-19)
auxpass(included-21, be-20)
ccomp(large-18, included-21)
prep(included-21, in-22)
nn(Mac-24, Freddie-23)
pobj(in-22, Mac-24)
cc(Mac-24, and-25)
nn(pools-28, Fannie-26)
nn(pools-28, Mae-27)
conj(Mac-24, pools-28)
punct(large-18, .-29)

advmod(ended-13, Meanwhile-1)
punct(ended-13, ,-2)
nn(securities-9, Government-3)
nn(securities-9, National-4)
nn(securities-9, Mortgage-5)
nn(securities-9, Association-6)
number(%-8, 9-7)
amod(securities-9, %-8)
nsubj(ended-13, securities-9)
prep(securities-9, for-10)
nn(delivery-12, November-11)
pobj(for-10, delivery-12)
root(ROOT-0, ended-13)
prep(ended-13, at-14)
number(29/32-16, 97-15)
dep(at-14, 29/32-16)
punct(ended-13, ,-17)
dep(ended-13, unchanged-18)
punct(ended-13, .-19)

nn(securities-5, Freddie-1)
nn(securities-5, Mac-2)
number(%-4, 9-3)
amod(securities-5, %-4)
nsubj(were-6, securities-5)
root(ROOT-0, were-6)
prep(were-6, at-7)
number(4/32-9, 97-8)
dep(at-7, 4/32-9)
punct(were-6, ,-10)
advmod(were-6, down-11)
dep(down-11, 1/32-12)
punct(were-6, .-13)

prep(issued-7, In-1)
amod(markets-3, derivative-2)
pobj(In-1, markets-3)
punct(issued-7, ,-4)
nn(Mae-6, Fannie-5)
nsubj(issued-7, Mae-6)
root(ROOT-0, issued-7)
num(conduits-16, two-8)
amod(conduits-16, $-9)
number(million-11, 400-10)
num($-9, million-11)
amod(conduits-16, real-12)
nn(conduits-16, estate-13)
nn(conduits-16, mortgage-14)
nn(conduits-16, investment-15)
dobj(issued-7, conduits-16)
vmod(conduits-16, backed-17)
prep(backed-17, by-18)
poss(securities-22, its-19)
number(%-21, 9-20)
amod(securities-22, %-21)
pobj(by-18, securities-22)
punct(issued-7, .-23)

amod(Bonds-2, Foreign-1)
root(ROOT-0, Bonds-2)

amod(bonds-3, British-1)
nn(bonds-3, government-2)
nsubj(ended-8, bonds-3)
punct(bonds-3, ,-4)
cc(bonds-3, or-5)
conj(bonds-3, gilts-6)
punct(bonds-3, ,-7)
root(ROOT-0, ended-8)
advmod(lower-10, moderately-9)
dep(ended-8, lower-10)
mark(recovered-14, as-11)
nsubj(recovered-14, equities-12)
advmod(equities-12, there-13)
advcl(ended-8, recovered-14)
prep(recovered-14, from-15)
poss(drop-18, Tuesday-16)
possessive(Tuesday-16, 's-17)
pobj(from-15, drop-18)
punct(ended-8, .-19)

det(Treasury-2, The-1)
poss(bond-7, Treasury-2)
possessive(Treasury-2, 's-3)
number(3/4-5, 11-4)
dep(%-6, 3/4-5)
dep(bond-7, %-6)
nsubj(fell-10, bond-7)
amod(bond-7, due-8)
number(due-8, 2003/2007-9)
root(ROOT-0, fell-10)
dep(fell-10, 11/32-11)
prep(fell-10, to-12)
number(31/32-14, 111-13)
dep(to-12, 31/32-14)
aux(yield-16, to-15)
xcomp(fell-10, yield-16)
num(%-18, 10.08-17)
dobj(yield-16, %-18)
punct(fell-10, ,-19)
mark(were-27, while-20)
det(notes-24, the-21)
number(%-23, 12-22)
amod(notes-24, %-23)
nsubj(were-27, notes-24)
amod(notes-24, due-25)
number(due-25, 1995-26)
advcl(fell-10, were-27)
advmod(were-27, down-28)
dep(down-28, 7/32-29)
prep(down-28, to-30)
number(22/32-32, 103-31)
dep(to-30, 22/32-32)
aux(yield-34, to-33)
xcomp(were-27, yield-34)
num(%-36, 11.04-35)
dobj(yield-34, %-36)
punct(fell-10, .-37)

dep(said-2, Traders-1)
root(ROOT-0, said-2)
dep(day-8, today-3)
aux(day-8, may-4)
cop(day-8, be-5)
det(day-8, an-6)
amod(day-8, anxious-7)
ccomp(said-2, day-8)
prep(day-8, for-9)
det(market-11, the-10)
pobj(for-9, market-11)
punct(said-2, .-12)

amod(figures-4, Several-1)
amod(figures-4, key-2)
amod(figures-4, economic-3)
nsubj(due-6, figures-4)
cop(due-6, are-5)
root(ROOT-0, due-6)
dep(due-6, out-7)
cc(due-6, and-8)
dep(Lawson-14, Chancellor-9)
prep(Chancellor-9, of-10)
det(Exchequer-12, the-11)
pobj(of-10, Exchequer-12)
nn(Lawson-14, Nigel-13)
nsubjpass(scheduled-16, Lawson-14)
auxpass(scheduled-16, is-15)
conj(due-6, scheduled-16)
aux(give-18, to-17)
xcomp(scheduled-16, give-18)
det(address-25, the-19)
amod(address-25, annual-20)
punct(address-25, ``-21)
nn(address-25, Mansion-22)
nn(address-25, House-23)
punct(address-25, ''-24)
dobj(give-18, address-25)
prep(give-18, to-26)
det(community-29, the-27)
amod(community-29, financial-28)
pobj(to-26, community-29)
