advmod(comes-3, When-1)
aux(drive-6, wo-4)
neg(drive-6, n't-5)
ccomp(said-13, drive-6)
advmod(drive-6, down-7)
dep(drive-6, rates-8)
advmod(drive-6, immediately-9)
punct(said-13, ,-10)
nn(Keith-12, Mr.-11)
nsubj(said-13, Keith-12)
root(ROOT-0, said-13)
punct(said-13, .-14)

prep(fear-10, Despite-1)
det(news-4, the-2)
nn(news-4, inflation-3)
pobj(Despite-1, news-4)
punct(fear-10, ,-5)
amod(officials-8, several-6)
nn(officials-8, Fed-7)
nsubj(fear-10, officials-8)
advmod(fear-10, still-9)
root(ROOT-0, fear-10)
amod(pressures-12, consumer-price-11)
nsubj(intensify-14, pressures-12)
aux(intensify-14, will-13)
ccomp(fear-10, intensify-14)
mark(insist-17, because-15)
dep(insist-17, they-16)
advcl(intensify-14, insist-17)
det(economy-19, the-18)
nsubj(stronger-21, economy-19)
cop(stronger-21, is-20)
ccomp(insist-17, stronger-21)
mark(believed-24, than-22)
advmod(believed-24, generally-23)
ccomp(stronger-21, believed-24)
punct(fear-10, .-25)

cc(expect-5, But-1)
nn(analysts-4, Wall-2)
nn(analysts-4, Street-3)
nsubj(expect-5, analysts-4)
root(ROOT-0, expect-5)
amod(signs-7, further-6)
dobj(expect-5, signs-7)
prep(signs-7, of-8)
amod(weakness-10, economic-9)
pobj(of-8, weakness-10)
prep(signs-7, in-11)
nn(reports-13, government-12)
pobj(in-11, reports-13)
prep(expect-5, during-14)
det(weeks-18, the-15)
amod(weeks-18, next-16)
amod(weeks-18, few-17)
pobj(during-14, weeks-18)
punct(expect-5, .-19)

advcl(cinch-6, If-1)
advmod(If-1, so-2)
punct(cinch-6, ,-3)
dep(cinch-6, that-4)
aux(cinch-6, will-5)
root(ROOT-0, cinch-6)
det(case-8, the-7)
dobj(cinch-6, case-8)
prep(case-8, for-9)
det(shot-11, another-10)
pobj(for-9, shot-11)
prep(shot-11, of-12)
dep(of-12, credit-easing-13)
prep(shot-11, within-14)
det(month-16, a-15)
pobj(within-14, month-16)
cc(month-16, or-17)
advmod(month-16, so-18)
punct(cinch-6, .-19)

dep(expected-7, That-1)
punct(expected-7, ,-2)
prep(expected-7, in-3)
dep(in-3, turn-4)
punct(expected-7, ,-5)
auxpass(expected-7, is-6)
root(ROOT-0, expected-7)
aux(persuade-9, to-8)
xcomp(expected-7, persuade-9)
dep(persuade-9, banks-10)
aux(cut-12, to-11)
xcomp(persuade-9, cut-12)
poss(rate-16, their-13)
amod(rate-16, prime-14)
nn(rate-16, lending-15)
dobj(cut-12, rate-16)
punct(rate-16, ,-17)
det(rate-20, a-18)
nn(rate-20, benchmark-19)
appos(rate-16, rate-20)
prep(rate-20, on-21)
amod(corporate-23, many-22)
pobj(on-21, corporate-23)
cc(corporate-23, and-24)
nn(loans-26, consumer-25)
conj(corporate-23, loans-26)
punct(rate-16, ,-27)
prep(cut-12, by-28)
predet(point-32, half-29)
det(point-32, a-30)
nn(point-32, percentage-31)
pobj(by-28, point-32)
punct(cut-12, ,-33)
prep(cut-12, to-34)
num(%-36, 10-35)
pobj(to-34, %-36)
punct(expected-7, .-37)

punct(said-15, ``-1)
dep('re-3, We-2)
ccomp(said-15, 're-3)
neg('re-3, not-4)
prep('re-3, out-5)
pcomp(out-5, of-6)
det(woods-8, the-7)
pobj(of-6, woods-8)
advmod('re-3, yet-9)
prep('re-3, by-10)
det(means-12, any-11)
pobj(by-10, means-12)
punct(said-15, ,-13)
punct(said-15, ''-14)
root(ROOT-0, said-15)
nn(Mateyo-18, George-16)
nn(Mateyo-18, R.-17)
nsubj(said-15, Mateyo-18)
punct(Mateyo-18, ,-19)
appos(Mateyo-18, president-20)
cc(president-20, and-21)
amod(executive-23, chief-22)
conj(president-20, executive-23)
prep(president-20, of-24)
nn(Co.-28, Carnegie-25)
nn(Co.-28, Capital-26)
nn(Co.-28, Management-27)
nn(Cleveland-30, Co.-28)
punct(Cleveland-30, ,-29)
pobj(of-24, Cleveland-30)
punct(said-15, .-31)

cc(slowing-6, But-1)
det(economy-3, the-2)
nsubj(slowing-6, economy-3)
punct(slowing-6, ``-4)
aux(slowing-6, is-5)
root(ROOT-0, slowing-6)
advmod(slowing-6, enough-7)
aux(give-9, to-8)
dep(enough-7, give-9)
det(Reserve-12, the-10)
nn(Reserve-12, Federal-11)
iobj(give-9, Reserve-12)
dobj(give-9, leeway-13)
aux(reduce-15, to-14)
vmod(leeway-13, reduce-15)
nn(rates-17, interest-16)
dobj(reduce-15, rates-17)
punct(slowing-6, .-18)
punct(slowing-6, ''-19)

cc(leery-6, But-1)
amod(investors-4, many-2)
amod(investors-4, individual-3)
nsubj(leery-6, investors-4)
cop(leery-6, are-5)
root(ROOT-0, leery-6)
prep(leery-6, about-7)
dep(about-7, stocks-8)
mwe(of-10, because-9)
prep(leery-6, of-10)
amod(signs-12, fresh-11)
pobj(of-10, signs-12)
prep(signs-12, of-13)
pobj(of-13, fragility-14)
prep(fragility-14, in-15)
det(market-19, the-16)
amod(market-19, huge-17)
nn(market-19, junk-bond-18)
pobj(in-15, market-19)
punct(leery-6, .-20)

dep(anxious-4, Investors-1)
advmod(anxious-4, also-2)
cop(anxious-4, are-3)
root(ROOT-0, anxious-4)
prep(anxious-4, about-5)
poss(hour-10, today-6)
possessive(today-6, 's-7)
punct(hour-10, ``-8)
nn(hour-10, witching-9)
pobj(about-5, hour-10)
punct(hour-10, ,-11)
punct(hour-10, ''-12)
det(expiration-15, the-13)
amod(expiration-15, monthly-14)
dep(hour-10, expiration-15)
prep(expiration-15, of-16)
amod(futures-18, stock-index-17)
pobj(of-16, futures-18)
cc(futures-18, and-19)
conj(futures-18, options-20)
punct(futures-18, ,-21)
cc(futures-18, and-22)
conj(futures-18, options-23)
prep(options-23, on-24)
amod(stocks-26, individual-25)
pobj(on-24, stocks-26)
punct(anxious-4, .-27)

det(phenomenon-2, This-1)
nsubj(makes-4, phenomenon-2)
advmod(makes-4, often-3)
root(ROOT-0, makes-4)
nn(prices-6, stock-5)
nsubj(swing-7, prices-6)
ccomp(makes-4, swing-7)
advmod(swing-7, wildly-8)
prep(swing-7, at-9)
det(end-11, the-10)
pobj(at-9, end-11)
prep(end-11, of-12)
det(session-15, the-13)
nn(session-15, trading-14)
pobj(of-12, session-15)
punct(makes-4, .-16)

prep(surged-8, In-1)
amod(activity-4, major-2)
nn(activity-4, market-3)
pobj(In-1, activity-4)
punct(surged-8, :-5)
nn(prices-7, Stock-6)
nsubj(surged-8, prices-7)
root(ROOT-0, surged-8)
prep(surged-8, in-9)
amod(trading-11, heavy-10)
pobj(in-9, trading-11)
punct(surged-8, .-12)

nsubj(rose-8, Volume-1)
prep(Volume-1, on-2)
det(Exchange-7, the-3)
nn(Exchange-7, New-4)
nn(Exchange-7, York-5)
nn(Exchange-7, Stock-6)
pobj(on-2, Exchange-7)
root(ROOT-0, rose-8)
prep(rose-8, to-9)
number(million-11, 198.1-10)
num(shares-12, million-11)
pobj(to-9, shares-12)
prep(rose-8, from-13)
number(million-15, 166.9-14)
dep(from-13, million-15)
dep(from-13, Wednesday-16)
punct(rose-8, .-17)

nn(issues-4, Gaining-1)
nn(issues-4, Big-2)
nn(issues-4, Board-3)
nsubj(outnumbered-5, issues-4)
root(ROOT-0, outnumbered-5)
dep(outnumbered-5, decliners-6)
prep(outnumbered-5, by-7)
num(355-10, 1,235-8)
dep(355-10, to-9)
pobj(by-7, 355-10)
punct(outnumbered-5, .-11)

det(dollar-2, The-1)
nsubj(was-3, dollar-2)
root(ROOT-0, was-3)
dep(was-3, mixed-4)
punct(was-3, .-5)

prep(was-8, In-1)
nn(York-3, New-2)
pobj(In-1, York-3)
amod(yesterday-5, late-4)
nsubj(was-8, yesterday-5)
punct(was-8, ,-6)
dep(was-8, it-7)
root(ROOT-0, was-8)
prep(was-8, at-9)
num(yen-11, 141.70-10)
pobj(at-9, yen-11)
punct(was-8, ,-12)
advmod(was-8, up-13)
prep(up-13, from-14)
num(yen-16, 141.45-15)
pobj(from-14, yen-16)
amod(Wednesday-18, late-17)
tmod(from-14, Wednesday-18)
punct(was-8, .-19)

cc(fell-3, But-1)
dep(fell-3, it-2)
root(ROOT-0, fell-3)
prep(fell-3, to-4)
num(marks-6, 1.8470-5)
pobj(to-4, marks-6)
prep(fell-3, from-7)
dep(from-7, 1.8485-8)
punct(fell-3, .-9)

poss(rout-3, Tuesday-1)
possessive(Tuesday-1, 's-2)
nsubj(reminder-26, rout-3)
prep(rout-3, of-4)
det(hopeful-8, a-5)
nn(hopeful-8, GOP-6)
amod(hopeful-8, congressional-7)
pobj(of-4, hopeful-8)
prep(rout-3, in-9)
det(district-12, a-10)
nn(district-12, Mississippi-11)
pobj(in-9, district-12)
mark(backed-16, that-13)
aux(backed-16, has-14)
neg(backed-16, n't-15)
dep(district-12, backed-16)
det(candidate-20, a-17)
amod(candidate-20, Democratic-18)
amod(candidate-20, presidential-19)
dobj(backed-16, candidate-20)
prep(backed-16, since-21)
nn(Stevenson-23, Adlai-22)
pobj(since-21, Stevenson-23)
cop(reminder-26, is-24)
det(reminder-26, another-25)
root(ROOT-0, reminder-26)
mark(been-42, that-27)
punct(been-42, ,-28)
advmod(at-31, at-29)
pobj(at-29, least-30)
prep(been-42, at-31)
det(level-34, the-32)
amod(level-34, federal-33)
pobj(at-31, level-34)
punct(been-42, ,-35)
amod(splitting-39, political-36)
punct(splitting-39, ``-37)
nn(splitting-39, ticket-38)
nsubj(been-42, splitting-39)
punct(splitting-39, ''-40)
aux(been-42, has-41)
ccomp(reminder-26, been-42)
prep(been-42, on-43)
det(rise-45, the-44)
pobj(on-43, rise-45)
prep(been-42, over-46)
det(century-50, the-47)
amod(century-50, past-48)
amod(century-50, half-49)
pobj(over-46, century-50)
punct(reminder-26, .-51)

prep(choose-21, In-1)
quantmod(one-3, only-2)
num(year-6, one-3)
amod(year-6, presidential-4)
nn(year-6, election-5)
pobj(In-1, year-6)
advmod(year-6, prior-7)
prep(prior-7, to-8)
dep(to-8, 1948-9)
aux(choose-21, did-10)
mwe(than-12, more-11)
quantmod(20-13, than-12)
num(%-14, 20-13)
nsubj(choose-21, %-14)
prep(%-14, of-15)
det(nation-17, the-16)
poss(districts-20, nation-17)
possessive(nation-17, 's-18)
amod(districts-20, congressional-19)
pobj(of-15, districts-20)
root(ROOT-0, choose-21)
det(party-24, a-22)
amod(party-24, different-23)
poss(candidate-26, party-24)
possessive(party-24, 's-25)
dobj(choose-21, candidate-26)
prep(candidate-26, for-27)
det(House-30, the-28)
nn(House-30, White-29)
pobj(for-27, House-30)
prep(candidate-26, than-31)
pcomp(than-31, for-32)
det(House-34, the-33)
pobj(for-32, House-34)
prep(House-34, of-35)
dep(of-35, Representatives-36)
punct(choose-21, .-37)

advmod(equals-5, Now-1)
det(percentage-3, that-2)
nsubj(equals-5, percentage-3)
advmod(equals-5, routinely-4)
root(ROOT-0, equals-5)
det(third-7, a-6)
dobj(equals-5, third-7)
cc(equals-5, and-8)
advmod(been-11, twice-9)
aux(been-11, has-10)
conj(equals-5, been-11)
prep(been-11, above-12)
num(%-14, 40-13)
pobj(above-12, %-14)
punct(equals-5, .-15)

mark(know-3, As-1)
dep(know-3, we-2)
advcl(tend-6, know-3)
punct(tend-6, ,-4)
dep(tend-6, voters-5)
root(ROOT-0, tend-6)
aux(favor-8, to-7)
xcomp(tend-6, favor-8)
dep(favor-8, Republicans-9)
advmod(favor-8, more-10)
prep(favor-8, in-11)
pobj(in-11, races-12)
prep(races-12, for-13)
dep(for-13, president-14)
prep(favor-8, than-15)
pcomp(than-15, in-16)
pobj(in-16, those-17)
prep(those-17, for-18)
dep(for-18, Congress-19)
punct(tend-6, .-20)

prep(captured-21, In-1)
det(election-4, every-2)
amod(election-4, presidential-3)
pobj(In-1, election-4)
prep(election-4, over-5)
det(century-9, the-6)
amod(century-9, past-7)
amod(century-9, half-8)
pobj(over-5, century-9)
punct(election-4, ,-10)
prep(election-4, except-11)
pcomp(except-11, for-12)
det(candidacy-16, the-13)
nn(candidacy-16, Goldwater-14)
amod(candidacy-16, presidential-15)
pobj(for-12, candidacy-16)
punct(election-4, ,-17)
det(GOP-19, the-18)
nsubj(captured-21, GOP-19)
aux(captured-21, has-20)
root(ROOT-0, captured-21)
det(percentage-24, a-22)
amod(percentage-24, greater-23)
dobj(captured-21, percentage-24)
prep(percentage-24, of-25)
det(vote-29, the-26)
amod(vote-29, major-party-27)
amod(vote-29, popular-28)
pobj(of-25, vote-29)
prep(vote-29, for-30)
dep(for-30, president-31)
mark(has-34, than-32)
dep(has-34, it-33)
dep(percentage-24, has-34)
prep(has-34, of-35)
amod(seats-37, congressional-36)
pobj(of-35, seats-37)
cc(seats-37, or-38)
det(vote-41, the-39)
amod(vote-41, popular-40)
conj(seats-37, vote-41)
prep(vote-41, for-42)
dep(for-42, Congress-43)
punct(captured-21, .-44)

advmod(opposite-10, Prior-1)
prep(Prior-1, to-2)
dep(to-2, 1932-3)
punct(opposite-10, ,-4)
det(pattern-6, the-5)
nsubj(opposite-10, pattern-6)
cop(opposite-10, was-7)
advmod(opposite-10, nearly-8)
det(opposite-10, the-9)
root(ROOT-0, opposite-10)
punct(opposite-10, .-11)

dep(accounts-2, What-1)
root(ROOT-0, accounts-2)
prep(accounts-2, for-3)
det(results-5, the-4)
pobj(for-3, results-5)
prep(results-5, of-6)
amod(decades-8, recent-7)
pobj(of-6, decades-8)
punct(accounts-2, ?-9)

det(theory-4, A-1)
amod(theory-4, simple-2)
amod(theory-4, economic-3)
nsubj(provide-6, theory-4)
aux(provide-6, may-5)
root(ROOT-0, provide-6)
advmod(explanation-11, at-7)
pobj(at-7, least-8)
det(explanation-11, a-9)
amod(explanation-11, partial-10)
dobj(provide-6, explanation-11)
prep(explanation-11, for-12)
det(personality-15, the-13)
amod(personality-15, split-14)
pobj(for-12, personality-15)
vmod(personality-15, displayed-16)
prep(displayed-16, by-17)
dep(by-17, Americans-18)
prep(displayed-16, in-19)
det(booth-22, the-20)
nn(booth-22, voting-21)
pobj(in-19, booth-22)
punct(provide-6, .-23)

det(theory-2, The-1)
nsubj(relies-3, theory-2)
root(ROOT-0, relies-3)
prep(relies-3, on-4)
num(assumptions-6, three-5)
pobj(on-4, assumptions-6)
punct(relies-3, :-7)

dep(buy-6, 1-1)
punct(1-1, -RRB--2)
dep(buy-6, Voters-3)
aux(buy-6, can-4)
punct(buy-6, ``-5)
root(ROOT-0, buy-6)
punct(buy-6, ''-7)
dobj(buy-6, one-8)
prep(one-8, of-9)
num(brands-11, two-10)
pobj(of-9, brands-11)
advmod(select-14, when-12)
dep(select-14, they-13)
dep(buy-6, select-14)
poss(agents-17, their-15)
amod(agents-17, political-16)
dobj(select-14, agents-17)
punct(buy-6, ---18)
det(brand-21, a-19)
amod(brand-21, Republican-20)
parataxis(buy-6, brand-21)
dep(believes-23, that-22)
dep(brand-21, believes-23)
prep(believes-23, in-24)
det(state-27, the-25)
amod(state-27, minimalist-26)
pobj(in-24, state-27)
cc(in-24, and-28)
conj(in-24, in-29)
det(virtues-31, the-30)
pobj(in-29, virtues-31)
prep(virtues-31, of-32)
amod(markets-34, private-33)
pobj(of-32, markets-34)
prep(markets-34, over-35)
det(vices-37, the-36)
pobj(over-35, vices-37)
prep(vices-37, of-38)
amod(action-40, public-39)
pobj(of-38, action-40)
punct(brand-21, ,-41)
cc(brand-21, and-42)
det(brand-45, a-43)
amod(brand-45, Democratic-44)
conj(brand-21, brand-45)
dep(believes-47, that-46)
dep(brand-45, believes-47)
prep(believes-47, in-48)
amod(government-50, big-49)
pobj(in-48, government-50)
cc(in-48, and-51)
conj(in-48, in-52)
amod(intervention-54, public-53)
pobj(in-52, intervention-54)
aux(remedy-56, to-55)
vmod(intervention-54, remedy-56)
det(excesses-58, the-57)
dobj(remedy-56, excesses-58)
amod(excesses-58, attendant-59)
prep(attendant-59, to-60)
det(pursuit-62, the-61)
pobj(to-60, pursuit-62)
prep(pursuit-62, of-63)
amod(interest-65, private-64)
pobj(of-63, interest-65)
punct(buy-6, .-66)

dep(have-5, 2-1)
punct(2-1, -RRB--2)
amod(representatives-4, Congressional-3)
nsubj(have-5, representatives-4)
root(ROOT-0, have-5)
num(responsibilities-8, two-6)
amod(responsibilities-8, basic-7)
dobj(have-5, responsibilities-8)
mark(voting-10, while-9)
advcl(have-5, voting-10)
prep(voting-10, in-11)
dep(in-11, office-12)
punct(have-5, ---13)
parataxis(have-5, dealing-14)
prep(dealing-14, with-15)
amod(issues-17, national-16)
pobj(with-15, issues-17)
punct(actions-20, -LRB--18)
amod(actions-20, programmatic-19)
dep(issues-17, actions-20)
mwe(as-22, such-21)
prep(actions-20, as-22)
pcomp(as-22, casting-23)
nn(votes-26, roll-24)
nn(votes-26, call-25)
dobj(casting-23, votes-26)
prep(votes-26, on-27)
pobj(on-27, legislation-28)
dep(imposes-30, that-29)
ccomp(legislation-28, imposes-30)
dep(imposes-30, costs-31)
cc(imposes-30, and/or-32)
conj(imposes-30, confers-33)
dep(confers-33, benefits-34)
prep(confers-33, on-35)
det(population-37, the-36)
pobj(on-35, population-37)
prep(population-37, at-38)
dep(at-38, large-39)
punct(actions-20, -RRB--40)
cc(dealing-14, and-41)
conj(dealing-14, attending-42)
prep(attending-42, to-43)
amod(issues-45, local-44)
pobj(to-43, issues-45)
punct(service-48, -LRB--46)
nn(service-48, constituency-47)
dep(issues-45, service-48)
cc(service-48, and-49)
nn(barrel-51, pork-50)
conj(service-48, barrel-51)
punct(service-48, -RRB--52)
punct(have-5, .-53)

dep(willing-18, 3-1)
punct(3-1, -RRB--2)
amod(representatives-5, Republican-3)
amod(representatives-5, congressional-4)
nsubj(willing-18, representatives-5)
punct(willing-18, ,-6)
mwe(of-8, because-7)
prep(willing-18, of-8)
poss(belief-10, their-9)
pobj(of-8, belief-10)
prep(belief-10, in-11)
det(state-14, a-12)
amod(state-14, minimalist-13)
pobj(in-11, state-14)
punct(willing-18, ,-15)
cop(willing-18, are-16)
advmod(willing-18, less-17)
root(ROOT-0, willing-18)
aux(engage-20, to-19)
xcomp(willing-18, engage-20)
prep(engage-20, in-21)
amod(benefit-seeking-23, local-22)
pobj(in-21, benefit-seeking-23)
dep(members-27, than-24)
dep(members-27, are-25)
amod(members-27, Democratic-26)
dep(willing-18, members-27)
prep(members-27, of-28)
dep(of-28, Congress-29)
punct(willing-18, .-30)

mark(assumptions-3, If-1)
det(assumptions-3, these-2)
advcl(face-11, assumptions-3)
dep(assumptions-3, hold-4)
punct(face-11, ,-5)
nsubj(face-11, voters-6)
prep(voters-6, in-7)
pobj(in-7, races-8)
prep(races-8, for-9)
dep(for-9, Congress-10)
root(ROOT-0, face-11)
dobj(dilemma-21, what-12)
prep(called-17, in-13)
amod(theory-15, economic-14)
pobj(in-13, theory-15)
auxpass(called-17, is-16)
ccomp(face-11, called-17)
det(prisoner-19, a-18)
poss(dilemma-21, prisoner-19)
possessive(prisoner-19, 's-20)
xcomp(called-17, dilemma-21)
cc(face-11, and-22)
conj(face-11, have-23)
det(incentive-25, an-24)
dobj(have-23, incentive-25)
punct(have-23, ,-26)
prep(have-23, at-27)
det(margin-29, the-28)
pobj(at-27, margin-29)
punct(have-23, ,-30)
aux(lean-32, to-31)
vmod(have-23, lean-32)
dep(lean-32, Democratic-33)
punct(face-11, .-34)

mark(put-3, If-1)
dep(put-3, they-2)
root(ROOT-0, put-3)
det(Republican-5, a-4)
dobj(put-3, Republican-5)
prep(put-3, into-6)
dep(into-6, office-7)
punct(put-3, ,-8)
neg(only-10, not-9)
dep(acquire-13, only-10)
aux(acquire-13, will-11)
dep(acquire-13, they-12)
conj(put-3, acquire-13)
dobj(acquire-13, less-14)
prep(less-14, in-15)
pobj(in-15, terms-16)
prep(terms-16, of-17)
amod(benefits-19, local-18)
pobj(of-17, benefits-19)
cc(put-3, but-20)
poss(legislator-23, their-21)
amod(legislator-23, selected-22)
nsubj(powerless-27, legislator-23)
aux(powerless-27, will-24)
cop(powerless-27, be-25)
advmod(powerless-27, relatively-26)
conj(put-3, powerless-27)
aux(prevent-29, to-28)
xcomp(powerless-27, prevent-29)
amod(legislators-31, other-30)
dobj(prevent-29, legislators-31)
prep(prevent-29, from-32)
punct(from-32, ``-33)
dep(from-32, bringing-34)
dep(bringing-34, home-35)
det(bacon-37, the-36)
dobj(bringing-34, bacon-37)
punct(bringing-34, ''-38)
prep(bringing-34, to-39)
poss(constituencies-42, their-40)
amod(constituencies-42, respective-41)
pobj(to-39, constituencies-42)
punct(put-3, .-43)

det(legislator-2, Each-1)
nsubj(one-9, legislator-2)
punct(one-9, ,-3)
prep(one-9, after-4)
dep(after-4, all-5)
punct(one-9, ,-6)
cop(one-9, is-7)
quantmod(one-9, only-8)
root(ROOT-0, one-9)
prep(one-9, out-10)
pcomp(out-10, of-11)
dep(of-11, 535-12)
advmod(comes-15, when-13)
dep(comes-15, it-14)
dep(one-9, comes-15)
prep(comes-15, to-16)
amod(making-19, national-17)
nn(making-19, policy-18)
pobj(to-16, making-19)
punct(one-9, .-20)

prep(is-17, In-1)
pobj(In-1, races-2)
prep(races-2, for-3)
det(House-6, the-4)
nn(House-6, White-5)
pobj(for-3, House-6)
punct(is-17, ,-7)
det(voter-9, a-8)
poss(incentive-11, voter-9)
possessive(voter-9, 's-10)
nsubj(is-17, incentive-11)
punct(is-17, ,-12)
prep(is-17, at-13)
det(margin-15, the-14)
pobj(at-13, margin-15)
punct(is-17, ,-16)
root(ROOT-0, is-17)
aux(lean-19, to-18)
xcomp(is-17, lean-19)
dep(lean-19, Republican-20)
punct(is-17, .-21)

mark(limit-6, Although-1)
det(president-4, a-2)
nn(president-4, GOP-3)
nsubj(limit-6, president-4)
aux(limit-6, may-5)
advcl(likely-21, limit-6)
amod(benefits-8, local-7)
dobj(limit-6, benefits-8)
prep(benefits-8, to-9)
det(voter-11, the-10)
poss(district/state-14, voter-11)
possessive(voter-11, 's-12)
amod(district/state-14, particular-13)
pobj(to-9, district/state-14)
punct(likely-21, ,-15)
amod(president-18, such-16)
det(president-18, a-17)
nsubj(likely-21, president-18)
cop(likely-21, is-19)
advmod(likely-21, also-20)
root(ROOT-0, likely-21)
aux(effective-25, to-22)
cop(effective-25, be-23)
advmod(effective-25, more-24)
xcomp(likely-21, effective-25)
prep(effective-25, at-26)
pcomp(at-26, preventing-27)
amod(districts/states-29, other-28)
dobj(preventing-27, districts/states-29)
cc(districts/states-29, and-30)
poss(legislators-32, their-31)
conj(districts/states-29, legislators-32)
prep(preventing-27, from-33)
pcomp(from-33, bringing-34)
dep(bringing-34, home-35)
det(benefits-38, the-36)
amod(benefits-38, local-37)
dobj(bringing-34, benefits-38)
punct(likely-21, .-39)

det(voter-3, The-1)
amod(voter-3, individual-2)
poss(standing-5, voter-3)
possessive(voter-3, 's-4)
nsubjpass(enhanced-9, standing-5)
advmod(enhanced-9, consequently-6)
aux(enhanced-9, will-7)
auxpass(enhanced-9, be-8)
root(ROOT-0, enhanced-9)
prep(enhanced-9, through-10)
amod(taxes-12, lower-11)
pobj(through-10, taxes-12)
punct(enhanced-9, .-13)

mark(simple-6, While-1)
det(theory-3, this-2)
nsubj(simple-6, theory-3)
cop(simple-6, is-4)
advmod(simple-6, exceedingly-5)
advcl(appears-9, simple-6)
punct(appears-9, ,-7)
dep(appears-9, it-8)
root(ROOT-0, appears-9)
aux(explain-11, to-10)
xcomp(appears-9, explain-11)
amod(things-13, several-12)
dobj(explain-11, things-13)
punct(appears-9, .-14)

dep(occupied-40, First-1)
punct(occupied-40, ,-2)
advmod(increased-7, why-3)
nn(splitting-5, ticket-4)
nsubj(increased-7, splitting-5)
aux(increased-7, has-6)
dep(occupied-40, increased-7)
cc(increased-7, and-8)
conj(increased-7, taken-9)
det(pattern-12, the-10)
amod(pattern-12, peculiar-11)
dobj(taken-9, pattern-12)
mark(has-15, that-13)
dep(has-15, it-14)
dep(pattern-12, has-15)
prep(increased-7, over-16)
det(century-20, the-17)
amod(century-20, past-18)
amod(century-20, half-19)
pobj(over-16, century-20)
punct(occupied-40, :-21)
advmod(occupied-40, Prior-22)
prep(Prior-22, to-23)
det(election-25, the-24)
pobj(to-23, election-25)
prep(election-25, of-26)
nn(Roosevelt-28, Franklin-27)
pobj(of-26, Roosevelt-28)
prep(election-25, as-29)
dep(as-29, president-30)
cc(election-25, and-31)
det(advent-33, the-32)
conj(election-25, advent-33)
prep(advent-33, of-34)
det(Deal-37, the-35)
nn(Deal-37, New-36)
pobj(of-34, Deal-37)
punct(occupied-40, ,-38)
dep(occupied-40, government-39)
root(ROOT-0, occupied-40)
det(role-44, a-41)
advmod(smaller-43, much-42)
amod(role-44, smaller-43)
dobj(occupied-40, role-44)
prep(occupied-40, in-45)
dep(in-45, society-46)
cc(occupied-40, and-47)
det(prisoner-49, the-48)
poss(problem-52, prisoner-49)
possessive(prisoner-49, 's-50)
nn(problem-52, dilemma-51)
nsubj(severe-62, problem-52)
vmod(problem-52, confronting-53)
dep(confronting-53, voters-54)
prep(confronting-53, in-55)
pobj(in-55, races-56)
prep(races-56, for-57)
dep(for-57, Congress-58)
cop(severe-62, was-59)
advmod(severe-62, considerably-60)
advmod(severe-62, less-61)
conj(occupied-40, severe-62)
punct(occupied-40, .-63)

dep(explains-4, Second-1)
punct(explains-4, ,-2)
dep(explains-4, it-3)
root(ROOT-0, explains-4)
advmod(hold-7, why-5)
dep(hold-7, voters-6)
ccomp(explains-4, hold-7)
dep(hold-7, Congress-8)
prep(hold-7, in-9)
dep(in-9, disdain-10)
cc(hold-7, but-11)
advmod(love-13, generally-12)
conj(hold-7, love-13)
poss(representatives-17, their-14)
amod(representatives-17, own-15)
amod(representatives-17, congressional-16)
dobj(love-13, representatives-17)
punct(explains-4, :-18)
det(legislator-21, Any-19)
amod(legislator-21, individual-20)
poss(constituents-23, legislator-21)
possessive(legislator-21, 's-22)
nsubj(appreciate-24, constituents-23)
parataxis(explains-4, appreciate-24)
det(benefits-27, the-25)
amod(benefits-27, specific-26)
dobj(appreciate-24, benefits-27)
mark(wins-31, that-28)
det(legislator-30, the-29)
nsubj(wins-31, legislator-30)
dep(benefits-27, wins-31)
prep(wins-31, for-32)
dep(for-32, them-33)
cc(benefits-27, but-34)
neg(cost-38, not-35)
det(cost-38, the-36)
amod(cost-38, overall-37)
conj(benefits-27, cost-38)
vmod(cost-38, associated-39)
prep(associated-39, with-40)
det(legislator-43, every-41)
amod(legislator-43, other-42)
nsubj(doing-44, legislator-43)
pcomp(with-40, doing-44)
advmod(doing-44, likewise-45)
prep(doing-44, for-46)
poss(constituency-49, his-47)
amod(constituency-49, own-48)
pobj(for-46, constituency-49)
punct(explains-4, .-50)

dep(suggests-5, Third-1)
punct(suggests-5, ,-2)
det(theory-4, the-3)
nsubj(suggests-5, theory-4)
root(ROOT-0, suggests-5)
advmod(have-21, why-6)
nsubj(have-21, legislators-7)
dep(pay-9, who-8)
ccomp(legislators-7, pay-9)
advmod(attention-12, too-10)
amod(attention-12, much-11)
dobj(pay-9, attention-12)
prep(pay-9, to-13)
amod(making-16, national-14)
nn(making-16, policy-15)
pobj(to-13, making-16)
advmod(pay-9, relative-17)
prep(relative-17, to-18)
amod(benefit-seeking-20, local-19)
pobj(to-18, benefit-seeking-20)
ccomp(suggests-5, have-21)
amod(security-23, lower-22)
dobj(have-21, security-23)
prep(have-21, in-24)
dep(in-24, office-25)
punct(suggests-5, .-26)

prep(become-18, For-1)
dep(For-1, example-2)
punct(become-18, ,-3)
amod(members-5, first-term-4)
nsubj(become-18, members-5)
prep(members-5, of-6)
det(House-8, the-7)
pobj(of-6, House-8)
punct(members-5, ,-9)
