nn(Cos.-4, Marsh-1)

det(Bank-2, The-1)
nsubj(had-11, Bank-2)
prep(Bank-2, of-3)
dep(of-3, England-4)
punct(had-11, ,-5)
prep(had-11, on-6)
det(hand-9, the-7)
amod(hand-9, other-8)
pobj(on-6, hand-9)
punct(had-11, ,-10)
root(ROOT-0, had-11)
amod(reserves-13, gold-12)
dobj(had-11, reserves-13)
dep(averaged-15, that-14)
dep(reserves-13, averaged-15)
quantmod(30-17, about-16)
num(%-18, 30-17)
dobj(averaged-15, %-18)
prep(%-18, of-19)
poss(currency-22, its-20)
amod(currency-22, outstanding-21)
pobj(of-19, currency-22)
punct(had-11, ,-23)
cc(had-11, and-24)
nsubjpass(accepted-30, Bank-25)
prep(Bank-25, of-26)
nn(notes-28, England-27)
pobj(of-26, notes-28)
auxpass(accepted-30, were-29)
conj(had-11, accepted-30)
prep(accepted-30, throughout-31)
det(world-33, the-32)
pobj(throughout-31, world-33)
punct(had-11, .-34)

det(reason-4, The-1)
advmod(likely-3, most-2)
amod(reason-4, likely-3)
nsubj(is-8, reason-4)
prep(reason-4, for-5)
det(disparity-7, this-6)
pobj(for-5, disparity-7)
root(ROOT-0, is-8)
mark(bank-17, that-9)
det(Bank-11, the-10)
nsubj(bank-17, Bank-11)
prep(Bank-11, of-12)
dep(of-12, England-13)
cop(bank-17, was-14)
det(bank-17, a-15)
amod(bank-17, private-16)
ccomp(is-8, bank-17)
prep(bank-17, with-18)
amod(assets-21, substantial-19)
amod(assets-21, earning-20)
pobj(with-18, assets-21)
punct(is-8, ,-22)
cc(is-8, and-23)
det(rights-26, the-24)
nn(rights-26, common-law-25)
nsubjpass(established-37, rights-26)
prep(rights-26, of-27)
dep(of-27, creditors-28)
aux(collect-30, to-29)
vmod(rights-26, collect-30)
dobj(collect-30, claims-31)
prep(claims-31, against-32)
det(bank-34, the-33)
pobj(against-32, bank-34)
auxpass(established-37, were-35)
advmod(established-37, well-36)
conj(is-8, established-37)
prep(established-37, in-38)
dep(in-38, Britain-39)
punct(is-8, .-40)

prep(owned-10, By-1)
dep(By-1, contrast-2)
punct(owned-10, ,-3)
prep(owned-10, in-4)
amod(Russia-6, 19th-century-5)
pobj(in-4, Russia-6)
det(government-9, an-7)
amod(government-9, authoritarian-8)
nsubj(owned-10, government-9)
root(ROOT-0, owned-10)
det(bank-12, the-11)
dobj(owned-10, bank-12)
cc(owned-10, and-13)
conj(owned-10, had-14)
det(power-16, the-15)
dobj(had-14, power-16)
aux(revoke-18, to-17)
vmod(power-16, revoke-18)
dep(revoke-18, payment-19)
advmod(chose-22, whenever-20)
dep(chose-22, it-21)
ccomp(revoke-18, chose-22)
punct(owned-10, ,-23)
advmod(in-28, much-24)
mark(in-28, as-25)
dep(in-28, it-26)
aux(in-28, would-27)
advcl(owned-10, in-28)
poss(Union-32, today-29)
possessive(today-29, 's-30)
nn(Union-32, Soviet-31)
pobj(in-28, Union-32)
punct(owned-10, .-33)

det(success-2, The-1)
nsubj(due-9, success-2)
prep(success-2, of-3)
det(standard-7, the-4)
nn(standard-7, British-5)
nn(standard-7, gold-6)
pobj(of-3, standard-7)
cop(due-9, was-8)
root(ROOT-0, due-9)
prep(due-9, to-10)
amod(banking-13, independent-11)
amod(banking-13, private-12)
pobj(to-10, banking-13)
cc(banking-13, and-14)
amod(law-16, common-15)
conj(banking-13, law-16)
punct(banking-13, ,-17)
advmod(than-19, rather-18)
prep(banking-13, than-19)
det(choice-21, the-20)
pobj(than-19, choice-21)
prep(choice-21, of-22)
dep(of-22, gold-23)
prep(choice-21, for-24)
pcomp(for-24, valuing-25)
det(currency-27, the-26)
dobj(valuing-25, currency-27)
punct(due-9, .-28)

nsubj(coincidence-4, It-1)
cop(coincidence-4, is-2)
neg(coincidence-4, no-3)
root(ROOT-0, coincidence-4)
mark(devalued-26, that-5)
prep(devalued-26, from-6)
dep(from-6, 1844-7)
prep(from-6, to-8)
dep(to-8, 1914-9)
punct(devalued-26, ,-10)
advmod(bank-20, when-11)
det(Bank-13, the-12)
nsubj(bank-20, Bank-13)
prep(Bank-13, of-14)
dep(of-14, England-15)
cop(bank-20, was-16)
det(bank-20, an-17)
amod(bank-20, independent-18)
amod(bank-20, private-19)
dep(devalued-26, bank-20)
punct(devalued-26, ,-21)
det(pound-23, the-22)
nsubjpass(devalued-26, pound-23)
auxpass(devalued-26, was-24)
neg(devalued-26, never-25)
ccomp(coincidence-4, devalued-26)
cc(devalued-26, and-27)
nsubjpass(suspended-36, payment-28)
prep(payment-28, of-29)
dep(of-29, gold-30)
prep(payment-28, for-31)
nn(notes-33, pound-32)
pobj(for-31, notes-33)
auxpass(suspended-36, was-34)
neg(suspended-36, never-35)
conj(devalued-26, suspended-36)
punct(coincidence-4, ,-37)
cc(coincidence-4, but-38)
prep(devalued-52, with-39)
det(nationalization-42, the-40)
amod(nationalization-42, subsequent-41)
pobj(with-39, nationalization-42)
prep(nationalization-42, of-43)
det(Bank-45, the-44)
pobj(of-43, Bank-45)
prep(Bank-45, of-46)
dep(of-46, England-47)
punct(devalued-52, ,-48)
det(pound-50, the-49)
nsubjpass(devalued-52, pound-50)
auxpass(devalued-52, was-51)
conj(coincidence-4, devalued-52)
prep(devalued-52, with-53)
amod(frequency-55, increasing-54)
pobj(with-53, frequency-55)
cc(devalued-52, and-56)
poss(use-58, its-57)
conj(devalued-52, use-58)
prep(use-58, as-59)
det(medium-62, an-60)
amod(medium-62, international-61)
pobj(as-59, medium-62)
prep(medium-62, of-63)
dep(of-63, exchange-64)
dep(use-58, declined-65)
punct(coincidence-4, .-66)

det(Union-3, The-1)
nn(Union-3, Soviet-2)
nsubj(keep-5, Union-3)
aux(keep-5, should-4)
root(ROOT-0, keep-5)
det(lessons-7, these-6)
dobj(keep-5, lessons-7)
prep(keep-5, in-8)
dep(in-8, mind-9)
mark(seeks-12, as-10)
dep(seeks-12, it-11)
advcl(keep-5, seeks-12)
aux(establish-14, to-13)
xcomp(seeks-12, establish-14)
det(ruble-16, the-15)
dobj(establish-14, ruble-16)
prep(establish-14, as-17)
det(currency-20, an-18)
amod(currency-20, international-19)
pobj(as-17, currency-20)
punct(keep-5, .-21)

num(way-2, One-1)
nsubj(be-13, way-2)
aux(make-4, to-3)
vmod(way-2, make-4)
det(ruble-6, the-5)
dobj(make-4, ruble-6)
prep(make-4, into-7)
det(currency-11, a-8)
amod(currency-11, major-9)
amod(currency-11, international-10)
pobj(into-7, currency-11)
aux(be-13, would-12)
root(ROOT-0, be-13)
aux(leave-15, to-14)
xcomp(be-13, leave-15)
dobj(leave-15, reserves-16)
prep(reserves-16, of-17)
dep(of-17, gold-18)
cc(reserves-16, and-19)
amod(assets-21, earning-20)
conj(reserves-16, assets-21)
prep(leave-15, in-22)
det(bank-25, a-23)
nn(bank-25, Swiss-24)
pobj(in-22, bank-25)
prep(leave-15, with-26)
pobj(with-26, distributions-27)
dep(distributions-27, based-28)
prep(based-28, on-29)
nn(laws-31, Swiss-30)
pobj(on-29, laws-31)
punct(be-13, .-32)

mark(independent-12, Unless-1)
det(laws-3, the-2)
nsubj(independent-12, laws-3)
vmod(laws-3, determining-4)
det(noteholder-6, the-5)
poss(rights-8, noteholder-6)
possessive(noteholder-6, 's-7)
dobj(determining-4, rights-8)
prep(rights-8, to-9)
dep(to-9, payment-10)
cop(independent-12, are-11)
advcl(unsuccessful-28, independent-12)
prep(independent-12, of-13)
det(issuer-15, the-14)
pobj(of-13, issuer-15)
prep(issuer-15, of-16)
det(notes-18, those-17)
pobj(of-16, notes-18)
punct(unsuccessful-28, ,-19)
advmod(unsuccessful-28, however-20)
punct(unsuccessful-28, ,-21)
det(ruble-24, a-22)
amod(ruble-24, gold-based-23)
nsubj(unsuccessful-28, ruble-24)
aux(unsuccessful-28, would-25)
cop(unsuccessful-28, be-26)
advmod(unsuccessful-28, as-27)
root(ROOT-0, unsuccessful-28)
prep(unsuccessful-28, for-29)
det(Soviets-31, the-30)
pobj(for-29, Soviets-31)
mark(was-34, as-32)
dep(was-34, it-33)
advcl(unsuccessful-28, was-34)
prep(was-34, for-35)
det(czars-37, the-36)
pobj(for-35, czars-37)
punct(unsuccessful-28, .-38)

nn(Petruzzi-3, Christopher-1)
nn(Petruzzi-3, R.-2)
root(ROOT-0, Petruzzi-3)

root(ROOT-0, Professor-1)
prep(Professor-1, of-2)
dep(of-2, Taxation-3)

nn(University-3, California-1)
nn(University-3, State-2)
root(ROOT-0, University-3)

root(ROOT-0, Fullerton-1)
punct(Fullerton-1, ,-2)
dep(Fullerton-1, Calif-3)
punct(Calif-3, .-4)

nn(October-3, Wednesday-1)
punct(October-3, ,-2)
root(ROOT-0, October-3)
num(October-3, 25-4)
punct(October-3, ,-5)
num(October-3, 1989-6)

det(U.S.-3, The-1)
amod(U.S.-3, key-2)
nsubj(guide-12, U.S.-3)
cc(U.S.-3, and-4)
amod(rates-8, foreign-5)
amod(rates-8, annual-6)
nn(rates-8, interest-7)
conj(U.S.-3, rates-8)
amod(U.S.-3, below-9)
cop(guide-12, are-10)
det(guide-12, a-11)
root(ROOT-0, guide-12)
prep(guide-12, to-13)
amod(levels-15, general-14)
pobj(to-13, levels-15)
cc(guide-12, but-16)
aux(represent-20, do-17)
neg(represent-20, n't-18)
advmod(represent-20, always-19)
conj(guide-12, represent-20)
amod(transactions-22, actual-21)
dobj(represent-20, transactions-22)
punct(guide-12, .-23)

nn(RATE-2, PRIME-1)
root(ROOT-0, RATE-2)
punct(RATE-2, :-3)
number(1/2-5, 10-4)
num(%-6, 1/2-5)
dep(RATE-2, %-6)
punct(RATE-2, .-7)

det(rate-3, The-1)
nn(rate-3, base-2)
root(ROOT-0, rate-3)
prep(rate-3, on-4)
amod(loans-6, corporate-5)
pobj(on-4, loans-6)
prep(rate-3, at-7)
amod(banks-13, large-8)
nn(banks-13, U.S.-9)
nn(banks-13, money-10)
nn(banks-13, center-11)
amod(banks-13, commercial-12)
pobj(at-7, banks-13)
punct(rate-3, .-14)

nn(FUNDS-2, FEDERAL-1)
root(ROOT-0, FUNDS-2)
punct(FUNDS-2, :-3)
number(3/4-5, 8-4)
num(%-6, 3/4-5)
dep(FUNDS-2, %-6)
amod(%-6, high-7)
punct(%-6, ,-8)
number(11/16-10, 8-9)
num(%-11, 11/16-10)
appos(%-6, %-11)
amod(%-11, low-12)
punct(%-6, ,-13)
number(3/4-15, 8-14)
num(%-16, 3/4-15)
appos(%-6, %-16)
prep(%-16, near-17)
amod(bid-19, closing-18)
pobj(near-17, bid-19)
punct(%-6, ,-20)
number(13/16-22, 8-21)
num(%-23, 13/16-22)
appos(%-6, %-23)
vmod(%-23, offered-24)
punct(FUNDS-2, .-25)

root(ROOT-0, Reserves-1)
dep(Reserves-1, traded-2)
prep(traded-2, among-3)
amod(banks-5, commercial-4)
pobj(among-3, banks-5)
prep(traded-2, for-6)
amod(use-8, overnight-7)
pobj(for-6, use-8)
prep(traded-2, in-9)
pobj(in-9, amounts-10)
prep(amounts-10, of-11)
pobj(of-11, $-12)
number(million-14, 1-13)
num($-12, million-14)
cc($-12, or-15)
conj($-12, more-16)
punct(Reserves-1, .-17)

root(ROOT-0, Source-1)
punct(Source-1, :-2)
nn(Inc-9, Fulton-3)
nn(Inc-9, Prebon-4)
punct(U.S.A-6, -LRB--5)
appos(Inc-9, U.S.A-6)
punct(U.S.A-6, .-7)
punct(U.S.A-6, -RRB--8)
dep(Source-1, Inc-9)
punct(Inc-9, .-10)

nn(RATE-2, DISCOUNT-1)
root(ROOT-0, RATE-2)
punct(RATE-2, :-3)
num(%-5, 7-4)
dep(RATE-2, %-5)
punct(RATE-2, .-6)

det(charge-2, The-1)
root(ROOT-0, charge-2)
prep(charge-2, on-3)
pobj(on-3, loans-4)
prep(loans-4, to-5)
nn(institutions-7, depository-6)
pobj(to-5, institutions-7)
prep(loans-4, by-8)
det(Bank-14, the-9)
nn(Bank-14, New-10)
nn(Bank-14, York-11)
nn(Bank-14, Federal-12)
nn(Bank-14, Reserve-13)
pobj(by-8, Bank-14)
punct(charge-2, .-15)

nn(MONEY-2, CALL-1)
root(ROOT-0, MONEY-2)
punct(MONEY-2, :-3)
number(%-9, 9-4)
number(%-9, 3/4-5)
dep(%-9, %-6)
dep(%-9, to-7)
number(%-9, 10-8)
dep(MONEY-2, %-9)
punct(MONEY-2, .-10)

det(charge-2, The-1)
root(ROOT-0, charge-2)
prep(charge-2, on-3)
pobj(on-3, loans-4)
prep(loans-4, to-5)
dep(to-5, brokers-6)
prep(loans-4, on-7)
nn(collateral-10, stock-8)
nn(collateral-10, exchange-9)
pobj(on-7, collateral-10)
punct(charge-2, .-11)

nn(PAPER-2, COMMERCIAL-1)
root(ROOT-0, PAPER-2)
vmod(PAPER-2, placed-3)
advmod(placed-3, directly-4)
prep(placed-3, by-5)
nn(Corp.-9, General-6)
nn(Corp.-9, Motors-7)
nn(Corp.-9, Acceptance-8)
pobj(by-5, Corp.-9)
punct(PAPER-2, :-10)
num(%-12, 8.45-11)
dep(PAPER-2, %-12)
number(44-15, 30-13)
dep(44-15, to-14)
num(days-16, 44-15)
npadvmod(%-12, days-16)
punct(%-12, ;-17)
num(%-19, 8.20-18)
dep(%-12, %-19)
number(67-22, 45-20)
dep(67-22, to-21)
num(days-23, 67-22)
npadvmod(%-19, days-23)
punct(%-12, ;-24)
num(%-26, 8.325-25)
dep(%-12, %-26)
number(89-29, 68-27)
dep(89-29, to-28)
num(days-30, 89-29)
npadvmod(%-26, days-30)
punct(%-12, ;-31)
num(%-33, 8-32)
dep(%-12, %-33)
number(119-36, 90-34)
dep(119-36, to-35)
num(days-37, 119-36)
npadvmod(%-33, days-37)
punct(%-12, ;-38)
num(%-40, 7.875-39)
dep(%-12, %-40)
number(149-43, 120-41)
dep(149-43, to-42)
num(days-44, 149-43)
npadvmod(%-40, days-44)
punct(%-12, ;-45)
num(%-47, 7.75-46)
dep(%-12, %-47)
number(179-50, 150-48)
dep(179-50, to-49)
num(days-51, 179-50)
npadvmod(%-47, days-51)
punct(%-12, ;-52)
num(%-54, 7.50-53)
dep(%-12, %-54)
number(270-57, 180-55)
dep(270-57, to-56)
num(days-58, 270-57)
npadvmod(%-54, days-58)
punct(PAPER-2, .-59)

nn(PAPER-2, COMMERCIAL-1)
root(ROOT-0, PAPER-2)
punct(PAPER-2, :-3)
amod(unsecured-5, High-grade-4)
amod(notes-6, unsecured-5)
dep(PAPER-2, notes-6)
vmod(notes-6, sold-7)
prep(sold-7, through-8)
dep(through-8, dealers-9)
prep(sold-7, by-10)
amod(corporations-12, major-11)
pobj(by-10, corporations-12)
prep(sold-7, in-13)
pobj(in-13, multiples-14)
prep(multiples-14, of-15)
pobj(of-15, $-16)
num($-16, 1,000-17)
punct(PAPER-2, :-18)
num(%-20, 8.55-19)
dep(PAPER-2, %-20)
num(days-22, 30-21)
npadvmod(%-20, days-22)
punct(%-20, ;-23)
num(%-25, 8.45-24)
dep(%-20, %-25)
num(days-27, 60-26)
npadvmod(%-25, days-27)
punct(%-20, ;-28)
num(%-30, 8.40-29)
dep(%-20, %-30)
num(days-32, 90-31)
npadvmod(%-30, days-32)
punct(PAPER-2, .-33)

root(ROOT-0, CERTIFICATES-1)
prep(CERTIFICATES-1, OF-2)
dep(OF-2, DEPOSIT-3)
punct(CERTIFICATES-1, :-4)
num(%-6, 8.09-5)
dep(CERTIFICATES-1, %-6)
num(month-8, one-7)
npadvmod(%-6, month-8)
punct(%-6, ;-9)
num(%-11, 8.09-10)
dep(%-6, %-11)
num(months-13, two-12)
npadvmod(%-11, months-13)
punct(%-6, ;-14)
num(%-16, 8.06-15)
dep(%-6, %-16)
num(months-18, three-17)
npadvmod(%-16, months-18)
punct(%-6, ;-19)
num(%-21, 8-20)
dep(%-6, %-21)
num(months-23, six-22)
npadvmod(%-21, months-23)
punct(%-6, ;-24)
num(%-26, 7.94-25)
dep(%-6, %-26)
num(year-28, one-27)
dep(%-26, year-28)
punct(CERTIFICATES-1, .-29)

root(ROOT-0, Average-1)
prep(Average-1, of-2)
amod(rates-4, top-3)
pobj(of-2, rates-4)
dep(Average-1, paid-5)
prep(paid-5, by-6)
amod(banks-10, major-7)
nn(banks-10, New-8)
nn(banks-10, York-9)
pobj(by-6, banks-10)
prep(paid-5, on-11)
amod(issues-14, primary-12)
amod(issues-14, new-13)
pobj(on-11, issues-14)
prep(issues-14, of-15)
amod(C.D.s-17, negotiable-16)
pobj(of-15, C.D.s-17)
punct(paid-5, ,-18)
dep(on-20, usually-19)
dep(paid-5, on-20)
pobj(on-20, amounts-21)
prep(amounts-21, of-22)
pobj(of-22, $-23)
number(million-25, 1-24)
num($-23, million-25)
cc($-23, and-26)
conj($-23, more-27)
punct(Average-1, .-28)

det(unit-3, The-1)
amod(unit-3, minimum-2)
nsubj($-5, unit-3)
cop($-5, is-4)
root(ROOT-0, $-5)
num($-5, 100,000-6)
punct($-5, .-7)

amod(rates-2, Typical-1)
root(ROOT-0, rates-2)
prep(rates-2, in-3)
det(market-6, the-4)
amod(market-6, secondary-5)
pobj(in-3, market-6)
punct(rates-2, :-7)
num(%-9, 8.53-8)
dep(rates-2, %-9)
num(month-11, one-10)
npadvmod(%-9, month-11)
punct(%-9, ;-12)
num(%-14, 8.45-13)
dep(%-9, %-14)
num(months-16, three-15)
npadvmod(%-14, months-16)
punct(%-9, ;-17)
num(%-19, 8.27-18)
dep(%-9, %-19)
num(months-21, six-20)
npadvmod(%-19, months-21)
punct(rates-2, .-22)

nn(ACCEPTANCES-2, BANKERS-1)
root(ROOT-0, ACCEPTANCES-2)
punct(ACCEPTANCES-2, :-3)
num(%-5, 8.47-4)
dep(ACCEPTANCES-2, %-5)
num(days-7, 30-6)
npadvmod(%-5, days-7)
punct(%-5, ;-8)
num(%-10, 8.30-9)
dep(%-5, %-10)
num(days-12, 60-11)
npadvmod(%-10, days-12)
punct(%-5, ;-13)
num(%-15, 8.27-14)
dep(%-5, %-15)
num(days-17, 90-16)
npadvmod(%-15, days-17)
punct(%-5, ;-18)
num(%-20, 8.08-19)
dep(%-5, %-20)
num(days-22, 120-21)
npadvmod(%-20, days-22)
punct(%-5, ;-23)
num(%-25, 7.98-24)
dep(%-5, %-25)
num(days-27, 150-26)
npadvmod(%-25, days-27)
punct(%-5, ;-28)
num(%-30, 7.90-29)
dep(%-5, %-30)
num(days-32, 180-31)
npadvmod(%-30, days-32)
punct(ACCEPTANCES-2, .-33)

amod(instruments-6, Negotiable-1)
punct(instruments-6, ,-2)
amod(instruments-6, bank-backed-3)
nn(instruments-6, business-4)
nn(instruments-6, credit-5)
root(ROOT-0, instruments-6)
advmod(financing-8, typically-7)
vmod(instruments-6, financing-8)
det(order-11, an-9)
nn(order-11, import-10)
dobj(financing-8, order-11)
punct(instruments-6, .-12)

nn(EURODOLLARS-3, LONDON-1)
advmod(EURODOLLARS-3, LATE-2)
root(ROOT-0, EURODOLLARS-3)
punct(EURODOLLARS-3, :-4)
number(%-11, 8-5)
number(%-11, 11/16-6)
dep(%-11, %-7)
dep(%-11, to-8)
number(%-11, 8-9)
number(%-11, 9/16-10)
dep(EURODOLLARS-3, %-11)
num(month-13, one-12)
npadvmod(%-11, month-13)
punct(%-11, ;-14)
number(%-21, 8-15)
number(%-21, 9/16-16)
dep(%-21, %-17)
dep(%-21, to-18)
number(%-21, 8-19)
number(%-21, 7/16-20)
dep(%-11, %-21)
num(months-23, two-22)
npadvmod(%-21, months-23)
punct(%-11, ;-24)
number(%-31, 8-25)
number(%-31, 5/8-26)
dep(%-31, %-27)
dep(%-31, to-28)
number(%-31, 8-29)
number(%-31, 1/2-30)
dep(%-11, %-31)
num(months-33, three-32)
npadvmod(%-31, months-33)
punct(%-11, ;-34)
number(%-41, 8-35)
number(%-41, 1/2-36)
dep(%-41, %-37)
dep(%-41, to-38)
number(%-41, 8-39)
number(%-41, 3/8-40)
dep(%-11, %-41)
num(months-43, four-42)
npadvmod(%-41, months-43)
punct(%-11, ;-44)
number(%-51, 8-45)
number(%-51, 7/16-46)
dep(%-51, %-47)
dep(%-51, to-48)
number(%-51, 8-49)
number(%-51, 5/16-50)
dep(%-11, %-51)
num(months-53, five-52)
npadvmod(%-51, months-53)
punct(%-11, ;-54)
number(%-61, 8-55)
number(%-61, 7/16-56)
dep(%-61, %-57)
dep(%-61, to-58)
number(%-61, 8-59)
number(%-61, 5/16-60)
dep(%-11, %-61)
num(months-63, six-62)
npadvmod(%-61, months-63)
punct(EURODOLLARS-3, .-64)

nn(RATES-4, LONDON-1)
nn(RATES-4, INTERBANK-2)
nn(RATES-4, OFFERED-3)
root(ROOT-0, RATES-4)
punct(LIBOR-6, -LRB--5)
appos(RATES-4, LIBOR-6)
punct(LIBOR-6, -RRB--7)
punct(RATES-4, :-8)
number(11/16-10, 8-9)
num(%-11, 11/16-10)
dep(RATES-4, %-11)
num(month-13, one-12)
npadvmod(%-11, month-13)
punct(%-11, ;-14)
number(5/8-16, 8-15)
num(%-17, 5/8-16)
dep(%-11, %-17)
num(months-19, three-18)
npadvmod(%-17, months-19)
punct(%-11, ;-20)
number(7/16-22, 8-21)
num(%-23, 7/16-22)
dep(%-11, %-23)
num(months-25, six-24)
npadvmod(%-23, months-25)
punct(%-11, ;-26)
number(3/8-28, 8-27)
num(%-29, 3/8-28)
dep(%-11, %-29)
num(year-31, one-30)
dep(%-29, year-31)
punct(RATES-4, .-32)

det(average-2, The-1)
root(ROOT-0, average-2)
prep(average-2, of-3)
nn(rates-6, interbank-4)
amod(rates-6, offered-5)
pobj(of-3, rates-6)
prep(average-2, for-7)
nn(deposits-9, dollar-8)
pobj(for-7, deposits-9)
prep(average-2, in-10)
det(market-13, the-11)
nn(market-13, London-12)
pobj(in-10, market-13)
vmod(average-2, based-14)
prep(based-14, on-15)
pobj(on-15, quotations-16)
prep(quotations-16, at-17)
num(banks-20, five-18)
amod(banks-20, major-19)
pobj(at-17, banks-20)
punct(average-2, .-21)

nn(RATES-3, FOREIGN-1)
nn(RATES-3, PRIME-2)
root(ROOT-0, RATES-3)
punct(RATES-3, :-4)
dep(RATES-3, Canada-5)
num(%-7, 13.50-6)
dep(Canada-5, %-7)
punct(Canada-5, ;-8)
dep(Canada-5, Germany-9)
num(%-11, 9-10)
dep(Germany-9, %-11)
punct(Canada-5, ;-12)
dep(Canada-5, Japan-13)
num(%-15, 4.875-14)
dep(Japan-13, %-15)
punct(Canada-5, ;-16)
dep(Canada-5, Switzerland-17)
num(%-19, 8.50-18)
dep(Switzerland-17, %-19)
punct(Canada-5, ;-20)
dep(Canada-5, Britain-21)
num(%-23, 15-22)
dep(Britain-21, %-23)
punct(RATES-3, .-24)

det(indications-3, These-1)
nn(indications-3, rate-2)
nsubj(comparable-7, indications-3)
cop(comparable-7, are-4)
neg(comparable-7, n't-5)
advmod(comparable-7, directly-6)
root(ROOT-0, comparable-7)
punct(comparable-7, ;-8)
amod(practices-10, lending-9)
nsubj(vary-11, practices-10)
parataxis(comparable-7, vary-11)
advmod(vary-11, widely-12)
prep(vary-11, by-13)
dep(by-13, location-14)
punct(comparable-7, .-15)

nn(BILLS-2, TREASURY-1)
root(ROOT-0, BILLS-2)
punct(BILLS-2, :-3)
dep(BILLS-2, Results-4)
prep(Results-4, of-5)
det(auction-14, the-6)
dep(auction-14, Monday-7)
punct(Monday-7, ,-8)
dep(Monday-7, October-9)
dep(Monday-7, 23-10)
punct(Monday-7, ,-11)
dep(Monday-7, 1989-12)
punct(Monday-7, ,-13)
pobj(of-5, auction-14)
prep(auction-14, of-15)
amod(bills-19, short-term-16)
nn(bills-19, U.S.-17)
nn(bills-19, government-18)
pobj(of-15, bills-19)
punct(bills-19, ,-20)
vmod(bills-19, sold-21)
prep(sold-21, at-22)
det(discount-24, a-23)
pobj(at-22, discount-24)
prep(discount-24, from-25)
nn(value-27, face-26)
pobj(from-25, value-27)
prep(sold-21, in-28)
pobj(in-28, units-29)
prep(units-29, of-30)
dep($-34, $-31)
number($-34, 10,000-32)
dep($-34, to-33)
pobj(of-30, $-34)
number(million-36, 1-35)
num($-34, million-36)
punct(BILLS-2, :-37)
num(%-39, 7.52-38)
dep(BILLS-2, %-39)
num(weeks-41, 13-40)
dep(%-39, weeks-41)
punct(%-39, ;-42)
num(%-44, 7.50-43)
dep(%-39, %-44)
num(weeks-46, 26-45)
dep(%-44, weeks-46)
punct(BILLS-2, .-47)

nn(CORP-5, FEDERAL-1)
nn(CORP-5, HOME-2)
nn(CORP-5, LOAN-3)
nn(CORP-5, MORTGAGE-4)
root(ROOT-0, CORP-5)
punct(CORP-5, .-6)
punct(Mac-9, -LRB--7)
nn(Mac-9, Freddie-8)
appos(CORP-5, Mac-9)
punct(Mac-9, -RRB--10)
punct(CORP-5, :-11)
amod(yields-13, Posted-12)
dep(CORP-5, yields-13)
prep(yields-13, on-14)
amod(commitments-17, 30-year-15)
nn(commitments-17, mortgage-16)
pobj(on-14, commitments-17)
prep(yields-13, for-18)
pobj(for-18, delivery-19)
prep(delivery-19, within-20)
num(days-22, 30-21)
pobj(within-20, days-22)
punct(CORP-5, .-23)

num(%-2, 9.75-1)
root(ROOT-0, %-2)
punct(%-2, ,-3)
amod(mortgages-7, standard-4)
amod(mortgages-7, conventional-5)
amod(mortgages-7, fixed-rate-6)
appos(%-2, mortgages-7)
punct(%-2, ;-8)
num(%-10, 7.875-9)
dep(%-2, %-10)
punct(%-10, ,-11)
number(%-13, 2-12)
amod(mortgages-19, %-13)
amod(mortgages-19, rate-14)
dep(rate-14, capped-15)
amod(mortgages-19, one-year-16)
amod(mortgages-19, adjustable-17)
nn(mortgages-19, rate-18)
appos(%-10, mortgages-19)
punct(%-2, .-20)

root(ROOT-0, Source-1)
punct(Source-1, :-2)
nn(Inc-5, Telerate-3)
nn(Inc-5, Systems-4)
dep(Source-1, Inc-5)
punct(Source-1, .-6)

nn(ASSOCIATION-4, FEDERAL-1)
nn(ASSOCIATION-4, NATIONAL-2)
nn(ASSOCIATION-4, MORTGAGE-3)
root(ROOT-0, ASSOCIATION-4)
punct(Mae-7, -LRB--5)
nn(Mae-7, Fannie-6)
appos(ASSOCIATION-4, Mae-7)
punct(Mae-7, -RRB--8)
punct(ASSOCIATION-4, :-9)
amod(yields-11, Posted-10)
dep(ASSOCIATION-4, yields-11)
prep(yields-11, on-12)
number(year-14, 30-13)
amod(commitments-16, year-14)
nn(commitments-16, mortgage-15)
pobj(on-12, commitments-16)
prep(yields-11, for-17)
pobj(for-17, delivery-18)
prep(delivery-18, within-19)
num(days-21, 30-20)
pobj(within-19, days-21)
punct(priced-23, -LRB--22)
dep(yields-11, priced-23)
prep(priced-23, at-24)
dep(at-24, par-25)
punct(priced-23, -RRB--26)
num(%-28, 9.68-27)
dep(ASSOCIATION-4, %-28)
punct(%-28, ,-29)
amod(mortgages-33, standard-30)
amod(mortgages-33, conventional-31)
amod(mortgages-33, fixed-rate-32)
appos(%-28, mortgages-33)
punct(%-28, ;-34)
num(%-36, 8.70-35)
dep(%-28, %-36)
punct(%-36, ,-37)
num(mortgages-44, 6/2-38)
amod(mortgages-44, rate-39)
dep(rate-39, capped-40)
amod(mortgages-44, one-year-41)
amod(mortgages-44, adjustable-42)
nn(mortgages-44, rate-43)
appos(%-36, mortgages-44)
punct(ASSOCIATION-4, .-45)

root(ROOT-0, Source-1)
punct(Source-1, :-2)
nn(Inc-5, Telerate-3)
nn(Inc-5, Systems-4)
dep(Source-1, Inc-5)
punct(Source-1, .-6)

nn(TRUST-5, MERRILL-1)
nn(TRUST-5, LYNCH-2)
nn(TRUST-5, READY-3)
nn(TRUST-5, ASSETS-4)
root(ROOT-0, TRUST-5)
punct(TRUST-5, :-6)
