aux(suggesting-8, Is-1)
pobj(about-24, prospects-27)
punct(retreated-4, .-28)

nsubj(finished-11, NatWest-1)
punct(NatWest-1, ,-2)
det(traded-6, the-3)
advmod(traded-6, most-4)
advmod(traded-6, actively-5)
dep(NatWest-1, traded-6)
prep(traded-6, of-7)
det(banks-9, the-8)
pobj(of-7, banks-9)
punct(NatWest-1, ,-10)
root(ROOT-0, finished-11)
prep(finished-11, at-12)
dep(at-12, 300-13)
punct(finished-11, ,-14)
advmod(finished-11, up-15)
dep(up-15, 1-16)
punct(finished-11, .-17)

nn(Industries-2, B.A.T-1)
nsubj(fell-3, Industries-2)
root(ROOT-0, fell-3)
prep(fell-3, in-4)
amod(dealings-6, early-5)
pobj(in-4, dealings-6)
cc(fell-3, but-7)
conj(fell-3, recovered-8)
aux(finish-10, to-9)
xcomp(recovered-8, finish-10)
prep(finish-10, at-11)
dep(at-11, 754-12)
punct(finish-10, ,-13)
advmod(finish-10, up-14)
dep(up-14, 5-15)
punct(fell-3, .-16)

dep(said-2, Dealers-1)
root(ROOT-0, said-2)
det(market-4, the-3)
nsubj(was-5, market-4)
ccomp(said-2, was-5)
dep(was-5, nervous-6)
advmod(was-5, ahead-7)
prep(ahead-7, of-8)
det(holders-12, a-9)
amod(holders-12, special-10)
nn(holders-12, B.A.T-11)
poss(meeting-14, holders-12)
possessive(holders-12, '-13)
nn(today-15, meeting-14)
pobj(of-8, today-15)
punct(said-2, .-16)

det(session-2, The-1)
nsubj(is-3, session-2)
root(ROOT-0, is-3)
aux(consider-5, to-4)
xcomp(is-3, consider-5)
det(plan-8, a-6)
amod(plan-8, defensive-7)
dobj(consider-5, plan-8)
aux(spin-10, to-9)
vmod(plan-8, spin-10)
dep(spin-10, off-11)
dep(spin-10, assets-12)
aux(fend-14, to-13)
xcomp(spin-10, fend-14)
dep(fend-14, off-15)
nn(Goldsmith-18, Sir-16)
nn(Goldsmith-18, James-17)
poss(bid-23, Goldsmith-18)
possessive(Goldsmith-18, 's-19)
number(billion-22, #-20)
number(billion-22, 13.4-21)
num(bid-23, billion-22)
dobj(fend-14, bid-23)
prep(bid-23, for-24)
dep(for-24, B.A.T-25)
punct(is-3, .-26)

det(drop-5, The-1)
amod(drop-5, recent-2)
nn(drop-5, stock-3)
nn(drop-5, market-4)
nsubj(shaken-7, drop-5)
aux(shaken-7, has-6)
root(ROOT-0, shaken-7)
dobj(shaken-7, confidence-8)
prep(confidence-8, in-9)
det(plan-11, the-10)
pobj(in-9, plan-11)
punct(shaken-7, ,-12)
cc(shaken-7, but-13)
dep(said-15, dealers-14)
conj(shaken-7, said-15)
det(shares-17, the-16)
nsubj(fell-18, shares-17)
ccomp(said-15, fell-18)
advmod(fell-18, initially-19)
prep(fell-18, on-20)
pobj(on-20, questions-21)
prep(questions-21, about-22)
mark(come-31, whether-23)
nn(Goldsmith-25, Mr.-24)
poss(bid-29, Goldsmith-25)
possessive(Goldsmith-25, 's-26)
advmod(leveraged-28, highly-27)
amod(bid-29, leveraged-28)
nsubj(come-31, bid-29)
aux(come-31, will-30)
pcomp(about-22, come-31)
prep(come-31, to-32)
dep(to-32, fruition-33)
punct(shaken-7, .-34)

nsubjpass(suspended-3, Trading-1)
auxpass(suspended-3, was-2)
root(ROOT-0, suspended-3)
prep(suspended-3, in-4)
nn(Group-6, WCRS-5)
pobj(in-4, Group-6)
punct(Group-6, ,-7)
det(concern-11, a-8)
nn(concern-11, U.K.-9)
nn(concern-11, advertising-10)
appos(Group-6, concern-11)
punct(Group-6, ,-12)
prep(suspended-3, pending-13)
det(announcement-15, an-14)
pobj(pending-13, announcement-15)
mark(buying-19, that-16)
dep(buying-19, it-17)
aux(buying-19, is-18)
ccomp(announcement-15, buying-19)
det(%-23, the-20)
amod(%-23, remaining-21)
num(%-23, 50-22)
dobj(buying-19, %-23)
prep(%-23, of-24)
poss(Holding-28, France-25)
possessive(France-25, 's-26)
nn(Holding-28, Carat-27)
pobj(of-24, Holding-28)
prep(buying-19, for-29)
number(billion-31, 2.02-30)
num(francs-33, billion-31)
nn(francs-33, French-32)
pobj(for-29, francs-33)
punct($-35, -LRB--34)
dep(francs-33, $-35)
number(million-37, 318.7-36)
num($-35, million-37)
punct($-35, -RRB--38)
cc(buying-19, and-39)
conj(buying-19, expanding-40)
amod(ties-44, commercial-41)
cc(commercial-41, and-42)
conj(commercial-41, equity-43)
dobj(expanding-40, ties-44)
prep(ties-44, with-45)
nn(Eurocom-48, advertising-46)
nn(Eurocom-48, group-47)
pobj(with-45, Eurocom-48)
punct(suspended-3, .-49)

nn(Grenfell-4, Merchant-1)
nn(Grenfell-4, banker-2)
nn(Grenfell-4, Morgan-3)
nsubj(climbed-5, Grenfell-4)
root(ROOT-0, climbed-5)
dep(climbed-5, 14-6)
prep(climbed-5, to-7)
dep(to-7, 406-8)
prep(climbed-5, on-9)
amod(speculation-12, renewed-10)
nn(speculation-12, takeover-11)
pobj(on-9, speculation-12)
punct(climbed-5, .-13)

nn(Warburg-2, S.G.-1)
nsubj(jumped-11, Warburg-2)
punct(Warburg-2, ,-3)
advmod(mentioned-5, also-4)
vmod(Warburg-2, mentioned-5)
prep(mentioned-5, in-6)
det(mill-9, the-7)
nn(mill-9, rumor-8)
pobj(in-6, mill-9)
punct(Warburg-2, ,-10)
root(ROOT-0, jumped-11)
dep(jumped-11, 14-12)
dep(jumped-11, at-13)
prep(jumped-11, to-14)
dep(to-14, 414-15)
punct(jumped-11, .-16)

dep(advanced-2, Jaguar-1)
root(ROOT-0, advanced-2)
dep(advanced-2, 19-3)
prep(advanced-2, to-4)
dep(to-4, 673-5)
mark(contemplated-8, as-6)
dep(contemplated-8, traders-7)
advcl(advanced-2, contemplated-8)
det(battle-11, a-9)
amod(battle-11, potential-10)
dobj(contemplated-8, battle-11)
prep(battle-11, between-12)
nn(Motors-14, General-13)
pobj(between-12, Motors-14)
cc(Motors-14, and-15)
nn(Motor-17, Ford-16)
conj(Motors-14, Motor-17)
prep(battle-11, for-18)
pobj(for-18, control-19)
prep(control-19, of-20)
det(maker-25, the-21)
nn(maker-25, U.K.-22)
nn(maker-25, luxury-23)
nn(maker-25, auto-24)
pobj(of-20, maker-25)
punct(advanced-2, .-26)

poss(index-4, Tokyo-1)
possessive(Tokyo-1, 's-2)
nn(index-4, Nikkei-3)
nsubj(rose-8, index-4)
prep(index-4, of-5)
num(issues-7, 225-6)
pobj(of-5, issues-7)
root(ROOT-0, rose-8)
num(points-10, 111.48-9)
dobj(rose-8, points-10)
punct(points-10, ,-11)
cc(points-10, or-12)
num(%-14, 0.32-13)
conj(points-10, %-14)
punct(points-10, ,-15)
prep(rose-8, to-16)
dep(to-16, 35107.56-17)
punct(rose-8, .-18)

det(index-2, The-1)
nsubj(gained-3, index-2)
root(ROOT-0, gained-3)
dep(gained-3, 527.39-4)
dep(gained-3, Tuesday-5)
punct(gained-3, .-6)

dep(estimated-3, Volume-1)
auxpass(estimated-3, was-2)
root(ROOT-0, estimated-3)
prep(estimated-3, at-4)
number(million-6, 800-5)
num(shares-7, million-6)
pobj(at-4, shares-7)
punct(shares-7, ,-8)
prep(shares-7, compared-9)
pcomp(compared-9, with-10)
number(million-12, 678-11)
num(Tuesday-13, million-12)
pobj(with-10, Tuesday-13)
punct(estimated-3, .-14)

amod(issues-2, Declining-1)
nsubj(outnumbered-3, issues-2)
root(ROOT-0, outnumbered-3)
dep(outnumbered-3, advancers-4)
dep(outnumbered-3, 505-455-5)
punct(outnumbered-3, ,-6)
mark(unchanged-9, with-7)
dep(unchanged-9, 172-8)
advcl(outnumbered-3, unchanged-9)
punct(outnumbered-3, .-10)

det(Index-5, The-1)
nn(Index-5, Tokyo-2)
nn(Index-5, Stock-3)
nn(Index-5, Price-4)
nsubj(was-20, Index-5)
prep(Index-5, of-6)
det(issues-8, all-7)
pobj(of-6, issues-8)
vmod(issues-8, listed-9)
prep(listed-9, in-10)
det(section-13, the-11)
amod(section-13, first-12)
pobj(in-10, section-13)
punct(Index-5, ,-14)
dep(gained-16, which-15)
dep(Index-5, gained-16)
dep(gained-16, 41.76-17)
dep(gained-16, Tuesday-18)
punct(Index-5, ,-19)
root(ROOT-0, was-20)
advmod(was-20, up-21)
num(points-23, 0.24-22)
pobj(up-21, points-23)
punct(points-23, ,-24)
cc(points-23, or-25)
num(%-27, 0.01-26)
conj(points-23, %-27)
punct(points-23, ,-28)
prep(was-20, at-29)
dep(at-29, 2642.88-30)
punct(was-20, .-31)

prep(rose-11, In-1)
advmod(trading-3, early-2)
pobj(In-1, trading-3)
prep(rose-11, in-4)
dep(in-4, Tokyo-5)
dep(rose-11, Thursday-6)
punct(rose-11, ,-7)
det(index-10, the-8)
nn(index-10, Nikkei-9)
nsubj(rose-11, index-10)
root(ROOT-0, rose-11)
num(points-13, 135.09-12)
dobj(rose-11, points-13)
prep(rose-11, to-14)
dep(to-14, 35242.65-15)
punct(rose-11, .-16)

prep(pushed-6, On-1)
dep(On-1, Wednesday-2)
punct(pushed-6, ,-3)
dep(pushed-6, shares-4)
auxpass(pushed-6, were-5)
ccomp(said-28, pushed-6)
dep(pushed-6, up-7)
prep(pushed-6, by-8)
amod(buying-10, index-related-9)
pobj(by-8, buying-10)
prep(buying-10, on-11)
det(part-13, the-12)
pobj(on-11, part-13)
prep(part-13, of-14)
nn(trusts-16, investment-15)
pobj(of-14, trusts-16)
advmod(buying-10, as-17)
advmod(buying-10, well-18)
amod(buying-10, as-19)
amod(orders-21, small-20)
dep(buying-10, orders-21)
prep(orders-21, from-22)
pobj(from-22, individuals-23)
cc(individuals-23, and-24)
conj(individuals-23, corporations-25)
punct(said-28, ,-26)
dep(said-28, traders-27)
root(ROOT-0, said-28)
punct(said-28, .-29)

dep(stepped-5, Institutions-1)
punct(stepped-5, ,-2)
advmod(stepped-5, meanwhile-3)
punct(stepped-5, ,-4)
root(ROOT-0, stepped-5)
advmod(stepped-5, back-6)
prep(stepped-5, to-7)
det(sidelines-9, the-8)
pobj(to-7, sidelines-9)
mark(remained-17, as-10)
det(direction-12, the-11)
nsubj(remained-17, direction-12)
prep(direction-12, of-13)
nn(rates-16, U.S.-14)
nn(rates-16, interest-15)
pobj(of-13, rates-16)
advcl(stepped-5, remained-17)
dep(remained-17, unclear-18)
punct(stepped-5, .-19)

det(uncertainty-2, The-1)
nsubjpass(multiplied-4, uncertainty-2)
auxpass(multiplied-4, was-3)
root(ROOT-0, multiplied-4)
prep(multiplied-4, by-5)
det(strength-8, the-6)
amod(strength-8, persistent-7)
pobj(by-5, strength-8)
prep(strength-8, of-9)
det(dollar-11, the-10)
pobj(of-9, dollar-11)
punct(said-14, ,-12)
dep(said-14, traders-13)
dep(by-5, said-14)
punct(said-14, ,-15)
cc(by-5, and-16)
conj(by-5, by-17)
det(deficit-21, the-18)
nn(deficit-21, U.S.-19)
nn(deficit-21, trade-20)
pobj(by-17, deficit-21)
punct(deficit-21, ,-22)
dep(widened-24, which-23)
dep(deficit-21, widened-24)
prep(widened-24, by-25)
num(%-27, 31-26)
pobj(by-25, %-27)
prep(widened-24, in-28)
dep(in-28, August-29)
prep(widened-24, from-30)
det(month-33, the-31)
amod(month-33, previous-32)
pobj(from-30, month-33)
punct(multiplied-4, .-34)

nsubj(said-4, Traders-1)
cc(Traders-1, and-2)
conj(Traders-1, analysts-3)
root(ROOT-0, said-4)
dep(see-8, they-5)
aux(see-8, did-6)
neg(see-8, n't-7)
ccomp(said-4, see-8)
det(effect-10, any-9)
dobj(see-8, effect-10)
prep(effect-10, on-11)
nn(stocks-13, Tokyo-12)
pobj(on-11, stocks-13)
prep(effect-10, from-14)
det(earthquake-17, the-15)
nn(earthquake-17, California-16)
pobj(from-14, earthquake-17)
punct(said-4, .-18)

det(impact-2, The-1)
nsubjpass(assessed-19, impact-2)
prep(impact-2, on-3)
amod(insurers-5, Japanese-4)
pobj(on-3, insurers-5)
cc(insurers-5, and-6)
nn(owners-8, property-7)
conj(insurers-5, owners-8)
prep(insurers-5, with-9)
pobj(with-9, interests-10)
prep(interests-10, in-11)
det(area-15, the-12)
nn(area-15, San-13)
nn(area-15, Francisco-14)
pobj(in-11, area-15)
aux(assessed-19, is-16)
advmod(assessed-19, still-17)
auxpass(assessed-19, being-18)
ccomp(said-22, assessed-19)
punct(said-22, ,-20)
dep(said-22, they-21)
root(ROOT-0, said-22)
punct(said-22, .-23)

dep(scattered-3, Buying-1)
auxpass(scattered-3, was-2)
ccomp(said-18, scattered-3)
prep(scattered-3, across-4)
det(range-7, a-5)
amod(range-7, wide-6)
pobj(across-4, range-7)
prep(range-7, of-8)
dep(of-8, issues-9)
punct(scattered-3, ,-10)
xcomp(scattered-3, making-11)
det(session-13, the-12)
nsubj(characterless-15, session-13)
advmod(characterless-15, fairly-14)
xcomp(making-11, characterless-15)
punct(said-18, ,-16)
dep(said-18, traders-17)
root(ROOT-0, said-18)
punct(said-18, .-19)

prep(failed-14, With-1)
dep(hanging-4, uncertainty-2)
advmod(hanging-4, still-3)
pcomp(With-1, hanging-4)
prep(hanging-4, over-5)
nn(rates-7, interest-6)
pobj(over-5, rates-7)
cc(rates-7, and-8)
det(dollar-10, the-9)
conj(rates-7, dollar-10)
punct(failed-14, ,-11)
det(market-13, the-12)
nsubj(failed-14, market-13)
ccomp(said-28, failed-14)
aux(find-16, to-15)
xcomp(failed-14, find-16)
det(focus-18, a-17)
dobj(find-16, focus-18)
dep(lead-21, that-19)
aux(lead-21, might-20)
dep(focus-18, lead-21)
prep(lead-21, to-22)
amod(commitments-25, further-23)
nn(commitments-25, investor-24)
pobj(to-22, commitments-25)
punct(said-28, ,-26)
dep(said-28, they-27)
root(ROOT-0, said-28)
punct(said-28, .-29)

det(traders-2, Some-1)
nsubj(said-3, traders-2)
root(ROOT-0, said-3)
det(popularity-5, the-4)
nsubj(last-13, popularity-5)
prep(popularity-5, of-6)
pobj(of-6, issues-7)
dep(gained-9, that-8)
ccomp(issues-7, gained-9)
dep(gained-9, yesterday-10)
aux(last-13, wo-11)
neg(last-13, n't-12)
ccomp(said-3, last-13)
advmod(last-13, long-14)
punct(last-13, ,-15)
mark(rotate-19, as-16)
dep(rotate-19, investors-17)
aux(rotate-19, will-18)
advcl(last-13, rotate-19)
poss(choices-22, their-20)
amod(choices-22, buying-21)
dobj(rotate-19, choices-22)
prep(rotate-19, over-23)
det(term-26, the-24)
amod(term-26, short-25)
pobj(over-23, term-26)
punct(said-3, .-27)

npadvmod(rate-sensitive-2, Interest-1)
amod(shares-3, rate-sensitive-2)
nsubj(saw-21, shares-3)
mwe(as-5, such-4)
prep(shares-3, as-5)
nn(construction-8, steel-6)
punct(construction-8, ,-7)
nn(companies-12, construction-8)
cc(construction-8, and-9)
conj(construction-8, electric-10)
nn(companies-12, utility-11)
pobj(as-5, companies-12)
punct(shares-3, ,-13)
dep(rose-15, which-14)
dep(shares-3, rose-15)
advmod(rose-15, early-16)
prep(early-16, in-17)
det(week-19, the-18)
pobj(in-17, week-19)
punct(shares-3, ,-20)
root(ROOT-0, saw-21)
poss(advance-23, their-22)
nsubj(weaken-24, advance-23)
ccomp(saw-21, weaken-24)
dep(weaken-24, yesterday-25)
punct(saw-21, .-26)

dep(said-2, Traders-1)
root(ROOT-0, said-2)
det(issues-4, these-3)
nsubj(need-5, issues-4)
dep(said-2, need-5)
amod(buying-7, large-volume-6)
dobj(need-5, buying-7)
aux(push-9, to-8)
vmod(need-5, push-9)
dep(push-9, up-10)
poss(prices-12, their-11)
dobj(push-9, prices-12)
punct(need-5, ,-13)
advmod(need-5, so-14)
amod(gains-16, substantial-15)
nsubj(are-17, gains-16)
parataxis(need-5, are-17)
neg(are-17, n't-18)
dep(are-17, likely-19)
mark(investors-22, unless-20)
amod(investors-22, institutional-21)
advcl(are-17, investors-22)
dep(investors-22, participate-23)
punct(said-2, .-24)

det(issue-3, An-1)
amod(issue-3, outstanding-2)
nsubj(Rayon-10, issue-3)
prep(issue-3, in-4)
poss(session-7, yesterday-5)
possessive(yesterday-5, 's-6)
pobj(in-4, session-7)
cop(Rayon-10, was-8)
nn(Rayon-10, Mitsubishi-9)
root(ROOT-0, Rayon-10)
punct(Rayon-10, ,-11)
dep(surged-13, which-12)
dep(Rayon-10, surged-13)
dep(surged-13, 95-14)
prep(surged-13, to-15)
num(yen-17, 905-16)
pobj(to-15, yen-17)
punct($-19, -LRB--18)
appos(yen-17, $-19)
num($-19, 6.34-20)
punct($-19, -RRB--21)
det(share-23, a-22)
dep(yen-17, share-23)
punct(Rayon-10, .-24)

poss(popularity-2, Its-1)
nsubj(due-4, popularity-2)
cop(due-4, was-3)
ccomp(said-30, due-4)
prep(due-4, to-5)
pobj(to-5, speculation-6)
prep(speculation-6, about-7)
det(earnings-10, the-8)
amod(earnings-10, strong-9)
pobj(about-7, earnings-10)
amod(earnings-10, potential-11)
prep(earnings-10, of-12)
det(type-15, a-13)
amod(type-15, new-14)
pobj(of-12, type-15)
prep(type-15, of-16)
amod(wrap-18, plastic-17)
pobj(of-16, wrap-18)
prep(type-15, for-19)
nn(use-21, household-20)
pobj(for-19, use-21)
punct(said-30, ,-22)
det(trader-24, a-23)
nsubj(said-30, trader-24)
prep(trader-24, at-25)
nn(Japan-29, County-26)
nn(Japan-29, Natwest-27)
nn(Japan-29, Securities-28)
pobj(at-25, Japan-29)
root(ROOT-0, said-30)
punct(said-30, .-31)

det(issues-4, Some-1)
amod(issues-4, laggard-2)
nn(issues-4, food-3)
nsubj(attracted-5, issues-4)
ccomp(said-9, attracted-5)
dep(attracted-5, bargain-hunters-6)
punct(said-9, ,-7)
dep(said-9, traders-8)
root(ROOT-0, said-9)
punct(said-9, .-10)

nn(Brewery-2, Kirin-1)
nsubj(was-3, Brewery-2)
root(ROOT-0, was-3)
advmod(was-3, up-4)
dep(up-4, 100-5)
prep(was-3, at-6)
dep(at-6, 2,000-7)
punct(was-3, ,-8)
cc(was-3, and-9)
dep(gained-11, Ajinomoto-10)
conj(was-3, gained-11)
dep(gained-11, 70-12)
prep(gained-11, to-13)
dep(to-13, 2,840-14)
punct(was-3, .-15)

dep(higher-4, Pharmaceuticals-1)
cop(higher-4, were-2)
advmod(higher-4, mostly-3)
root(ROOT-0, higher-4)
punct(higher-4, ,-5)
prep(higher-4, with-6)
nn(Pharmaceutical-8, SS-7)
nsubj(gaining-9, Pharmaceutical-8)
pcomp(with-6, gaining-9)
dep(gaining-9, 140-10)
prep(gaining-9, to-11)
dep(to-11, 1,980-12)
punct(higher-4, .-13)

dep(closed-2, Shares-1)
root(ROOT-0, closed-2)
dep(closed-2, lower-3)
prep(closed-2, in-4)
amod(markets-10, other-5)
amod(markets-10, major-6)
amod(markets-10, Asian-7)
cc(Asian-7, and-8)
conj(Asian-7, Pacific-9)
pobj(in-4, markets-10)
punct(markets-10, ,-11)
prep(markets-10, including-12)
pobj(including-12, Sydney-13)
punct(Sydney-13, ,-14)
nn(Kong-16, Hong-15)
conj(Sydney-13, Kong-16)
punct(Sydney-13, ,-17)
conj(Sydney-13, Singapore-18)
punct(Sydney-13, ,-19)
conj(Sydney-13, Taipei-20)
punct(Sydney-13, ,-21)
conj(Sydney-13, Wellington-22)
punct(Sydney-13, ,-23)
conj(Sydney-13, Seoul-24)
cc(Sydney-13, and-25)
conj(Sydney-13, Manila-26)
punct(closed-2, .-27)

nsubj(rebounded-6, Most-1)
prep(Most-1, of-2)
det(markets-4, those-3)
pobj(of-2, markets-4)
aux(rebounded-6, had-5)
root(ROOT-0, rebounded-6)
det(day-8, the-7)
dobj(rebounded-6, day-8)
amod(day-8, before-9)
prep(rebounded-6, from-10)
poss(slide-13, Monday-11)
possessive(Monday-11, 's-12)
pobj(from-10, slide-13)
punct(rebounded-6, .-14)

cc(failed-8, But-1)
prep(failed-8, unlike-2)
det(exchange-5, the-3)
nn(exchange-5, Tokyo-4)
pobj(unlike-2, exchange-5)
punct(failed-8, ,-6)
dep(failed-8, they-7)
root(ROOT-0, failed-8)
aux(extend-10, to-9)
xcomp(failed-8, extend-10)
det(rise-12, the-11)
dobj(extend-10, rise-12)
prep(extend-10, to-13)
det(session-16, a-14)
amod(session-16, second-15)
pobj(to-13, session-16)
punct(failed-8, .-17)

advmod(surged-4, Elsewhere-1)
punct(surged-4, ,-2)
dep(surged-4, prices-3)
root(ROOT-0, surged-4)
prep(surged-4, for-5)
det(day-8, a-6)
amod(day-8, second-7)
pobj(for-5, day-8)
prep(surged-4, in-9)
dep(in-9, Frankfurt-10)
punct(surged-4, ,-11)
conj(surged-4, closed-12)
dep(closed-12, higher-13)
prep(closed-12, in-14)
pobj(in-14, Zurich-15)
punct(Zurich-15, ,-16)
conj(Zurich-15, Stockholm-17)
cc(Zurich-15, and-18)
conj(Zurich-15, Amsterdam-19)
cc(surged-4, and-20)
cop(lower-23, were-21)
advmod(lower-23, broadly-22)
conj(surged-4, lower-23)
prep(lower-23, in-24)
pobj(in-24, Milan-25)
punct(Milan-25, ,-26)
conj(Milan-25, Paris-27)
cc(Milan-25, and-28)
conj(Milan-25, Brussels-29)
punct(surged-4, .-30)

amod(African-2, South-1)
amod(stocks-4, African-2)
nn(stocks-4, gold-3)
nsubj(ended-5, stocks-4)
root(ROOT-0, ended-5)
advmod(firmer-7, marginally-6)
acomp(ended-5, firmer-7)
punct(ended-5, .-8)

prep(day-9, In-1)
dep(In-1, Brussels-2)
punct(day-9, ,-3)
dep(day-9, it-4)
cop(day-9, was-5)
det(day-9, the-6)
amod(day-9, first-7)
nn(day-9, trading-8)
root(ROOT-0, day-9)
prep(day-9, for-10)
amod(shares-13, most-11)
amod(shares-13, major-12)
pobj(for-10, shares-13)
mark(tumbled-16, since-14)
dep(tumbled-16, stocks-15)
advcl(day-9, tumbled-16)
prep(tumbled-16, on-17)
nn(Street-19, Wall-18)
pobj(on-17, Street-19)
dep(tumbled-16, Friday-20)
punct(day-9, .-21)

dep(impeded-4, Trading-1)
aux(impeded-4, had-2)
auxpass(impeded-4, been-3)
root(ROOT-0, impeded-4)
prep(impeded-4, by-5)
det(failure-9, a-6)
amod(failure-9, major-7)
nn(failure-9, computer-8)
pobj(by-5, failure-9)
dep(took-11, that-10)
dep(failure-9, took-11)
dep(took-11, place-12)
prep(took-11, before-13)
det(start-15, the-14)
pobj(before-13, start-15)
prep(start-15, of-16)
poss(session-19, Monday-17)
possessive(Monday-17, 's-18)
pobj(of-16, session-19)
punct(impeded-4, .-20)

advmod(are-2, Here-1)
root(ROOT-0, are-2)
nn(trends-4, price-3)
nsubj(are-2, trends-4)
prep(trends-4, on-5)
det(world-7, the-6)
poss(markets-11, world-7)
possessive(world-7, 's-8)
amod(markets-11, major-9)
nn(markets-11, stock-10)
pobj(on-5, markets-11)
punct(trends-4, ,-12)
mark(calculated-14, as-13)
dep(trends-4, calculated-14)
prep(calculated-14, by-15)
nn(Perspective-20, Morgan-16)
nn(Perspective-20, Stanley-17)
nn(Perspective-20, Capital-18)
nn(Perspective-20, International-19)
nn(Geneva-22, Perspective-20)
punct(Geneva-22, ,-21)
pobj(by-15, Geneva-22)
punct(are-2, .-23)

aux(make-2, To-1)
advcl(based-10, make-2)
dep(comparable-5, them-3)
advmod(comparable-5, directly-4)
acomp(make-2, comparable-5)
punct(based-10, ,-6)
det(index-8, each-7)
nsubjpass(based-10, index-8)
auxpass(based-10, is-9)
root(ROOT-0, based-10)
prep(based-10, on-11)
det(close-13, the-12)
nsubj(equaling-16, close-13)
prep(close-13, of-14)
dep(of-14, 1969-15)
pcomp(on-11, equaling-16)
dep(equaling-16, 100-17)
punct(based-10, .-18)

det(change-3, The-1)
nn(change-3, percentage-2)
nsubj(is-4, change-3)
root(ROOT-0, is-4)
prep(is-4, since-5)
dep(since-5, year-end-6)
punct(is-4, .-7)

nn(construction-2, Housing-1)
nsubj(sank-3, construction-2)
ccomp(reported-18, sank-3)
prep(sank-3, in-4)
dep(in-4, September-5)
prep(sank-3, to-6)
poss(level-9, its-7)
amod(level-9, lowest-8)
pobj(to-6, level-9)
prep(level-9, since-10)
det(recession-13, the-11)
amod(recession-13, last-12)
pobj(since-10, recession-13)
punct(reported-18, ,-14)
det(Department-17, the-15)
nn(Department-17, Commerce-16)
nsubj(reported-18, Department-17)
root(ROOT-0, reported-18)
punct(reported-18, .-19)

nsubj(began-2, Work-1)
ccomp(said-25, began-2)
prep(began-2, on-3)
pobj(on-3, homes-4)
cc(homes-4, and-5)
conj(homes-4, apartments-6)
prep(began-2, at-7)
det(rate-10, an-8)
amod(rate-10, annual-9)
pobj(at-7, rate-10)
prep(rate-10, of-11)
num(units-13, 1,263,000-12)
pobj(of-11, units-13)
amod(month-15, last-14)
tmod(began-2, month-15)
punct(began-2, ,-16)
advmod(began-2, down-17)
num(%-19, 5.2-18)
pobj(down-17, %-19)
prep(down-17, from-20)
dep(from-20, August-21)
punct(said-25, ,-22)
det(department-24, the-23)
nsubj(said-25, department-24)
root(ROOT-0, said-25)
punct(said-25, .-26)

det(decline-3, The-1)
nn(decline-3, September-2)
nsubj(followed-4, decline-3)
root(ROOT-0, followed-4)
det(drop-8, an-5)
advmod(steeper-7, even-6)
amod(drop-8, steeper-7)
dobj(followed-4, drop-8)
prep(drop-8, of-9)
num(%-11, 6.2-10)
pobj(of-9, %-11)
prep(drop-8, in-12)
dep(in-12, August-13)
cc(followed-4, and-14)
conj(followed-4, left-15)
nn(starts-17, housing-16)
dobj(left-15, starts-17)
prep(left-15, at-18)
poss(weakest-20, their-19)
pobj(at-18, weakest-20)
prep(weakest-20, since-21)
pobj(since-21, October-22)
num(October-22, 1982-23)
punct(October-22, ,-24)
advmod(nearing-29, when-25)
det(country-27, the-26)
nsubj(nearing-29, country-27)
aux(nearing-29, was-28)
dep(October-22, nearing-29)
det(end-31, the-30)
dobj(nearing-29, end-31)
prep(end-31, of-32)
det(recession-34, a-33)
pobj(of-32, recession-34)
punct(followed-4, .-35)

advmod(reported-5, Originally-1)
det(department-3, the-2)
nsubj(reported-5, department-3)
aux(reported-5, had-4)
root(ROOT-0, reported-5)
det(decline-8, the-6)
nn(decline-8, August-7)
dobj(reported-5, decline-8)
prep(reported-5, as-9)
num(%-11, 5-10)
pobj(as-9, %-11)
punct(reported-5, .-12)

det(numbers-2, The-1)
nsubj(suggest-3, numbers-2)
root(ROOT-0, suggest-3)
mark(suffering-10, that-4)
det(industry-7, the-5)
nn(industry-7, housing-6)
nsubj(suffering-10, industry-7)
aux(suffering-10, is-8)
advmod(suffering-10, still-9)
ccomp(suggest-3, suffering-10)
det(effects-12, the-11)
dobj(suffering-10, effects-12)
prep(effects-12, of-13)
det(Reserve-16, the-14)
nn(Reserve-16, Federal-15)
poss(battle-18, Reserve-16)
possessive(Reserve-16, 's-17)
pobj(of-13, battle-18)
prep(battle-18, against-19)
dep(against-19, inflation-20)
punct(suggest-3, .-21)

det(industry-2, The-1)
nsubj(shown-4, industry-2)
aux(shown-4, had-3)
root(ROOT-0, shown-4)
dobj(shown-4, signs-5)
prep(signs-5, of-6)
dep(of-6, recovery-7)
det(summer-9, this-8)
tmod(shown-4, summer-9)
punct(shown-4, ,-10)
mark(began-15, after-11)
det(bank-14, the-12)
amod(bank-14, central-13)
nsubj(began-15, bank-14)
advcl(shown-4, began-15)
aux(relax-17, to-16)
xcomp(began-15, relax-17)
poss(clamp-19, its-18)
dobj(relax-17, clamp-19)
prep(clamp-19, on-20)
dep(on-20, credit-21)
punct(relax-17, ,-22)
vmod(relax-17, allowing-23)
nn(rates-25, interest-24)
dobj(allowing-23, rates-25)
aux(drop-27, to-26)
xcomp(allowing-23, drop-27)
det(bit-29, a-28)
dobj(drop-27, bit-29)
prep(drop-27, after-30)
