poss(production-3, Japan-1)
advmod(exceeded-4, consistently-3)
root(ROOT-0, exceeded-4)
prep(exceeded-4, at-5)
num(%-7, 60-6)
pobj(at-5, %-7)
prep(%-7, of-8)
nn(sites-12, nitrogen-9)
nn(sites-12, oxide-10)
amod(sites-12, monitoring-11)
pobj(of-8, sites-12)
cc(%-7, and-13)
num(%-15, 80-14)
conj(%-7, %-15)
prep(%-15, of-16)
pobj(of-16, those-17)
prep(those-17, for-18)
nn(emissions-22, dust-19)
cc(dust-19, and-20)
conj(dust-19, soot-21)
pobj(for-18, emissions-22)
punct(exceeded-4, .-23)

nsubj(become-7, Four-fifths-1)
prep(Four-fifths-1, of-2)
poss(soils-5, Poland-3)
possessive(Poland-3, 's-4)
pobj(of-2, soils-5)
aux(become-7, have-6)
root(ROOT-0, become-7)
advmod(acidified-9, highly-8)
acomp(become-7, acidified-9)
punct(become-7, ;-10)
num(%-12, 70-11)
nsubjpass(projected-18, %-12)
prep(%-12, of-13)
poss(forests-16, its-14)
amod(forests-16, southern-15)
pobj(of-13, forests-16)
auxpass(projected-18, are-17)
parataxis(become-7, projected-18)
aux(die-20, to-19)
xcomp(projected-18, die-20)
prep(die-20, by-21)
poss(end-24, century-22)
possessive(century-22, 's-23)
pobj(by-21, end-24)
punct(become-7, .-25)

prep(dropped-12, Between-1)
pobj(Between-1, 1965-2)
cc(1965-2, and-3)
conj(1965-2, 1985-4)
punct(dropped-12, ,-5)
nn(waters-7, Polish-6)
nsubj(dropped-12, waters-7)
amod(waters-7, fit-8)
prep(fit-8, for-9)
amod(consumption-11, human-10)
pobj(for-9, consumption-11)
root(ROOT-0, dropped-12)
prep(dropped-12, from-13)
num(%-15, 33-14)
pobj(from-13, %-15)
prep(dropped-12, to-16)
num(%-18, 6-17)
pobj(to-16, %-18)
prep(%-18, of-19)
det(waters-22, all-20)
nn(waters-22, surface-21)
pobj(of-19, waters-22)
punct(dropped-12, ,-23)
mark(doubled-32, while-24)
det(unfit-26, those-25)
nsubj(doubled-32, unfit-26)
advmod(for-28, even-27)
prep(unfit-26, for-28)
nn(use-30, industry-29)
pobj(for-28, use-30)
advmod(doubled-32, nearly-31)
advcl(dropped-12, doubled-32)
punct(dropped-12, .-33)

dep(produces-2, Poland-1)
root(ROOT-0, produces-2)
quantmod(times-5, about-3)
number(times-5, 20-4)
num(soot-7, times-5)
quantmod(times-5, more-6)
dobj(produces-2, soot-7)
cc(soot-7, and-8)
number(times-10, five-9)
num(dioxide-13, times-10)
quantmod(times-10, more-11)
nn(dioxide-13, sulfur-12)
conj(soot-7, dioxide-13)
cc(dioxide-13, and-14)
amod(waste-16, solid-15)
conj(dioxide-13, waste-16)
prep(soot-7, per-17)
pobj(per-17, unit-18)
prep(unit-18, of-19)
amod(product-22, gross-20)
amod(product-22, national-21)
pobj(of-19, product-22)
dep(does-24, than-23)
dep(soot-7, does-24)
nn(Europe-26, Western-25)
nsubj(does-24, Europe-26)
punct(produces-2, .-27)

poss(rate-3, Its-1)
nn(rate-3, mortality-2)
nsubj(higher-12, rate-3)
prep(rate-3, for-4)
pobj(for-4, males-5)
prep(males-5, over-6)
dep(over-6, 35-7)
cop(higher-12, is-8)
quantmod(50-10, about-9)
num(%-11, 50-10)
npadvmod(higher-12, %-11)
root(ROOT-0, higher-12)
prep(higher-12, than-13)
nn(Germany-15, West-14)
pobj(than-13, Germany-15)
possessive(Germany-15, 's-16)
punct(higher-12, ,-17)
cc(higher-12, and-18)
num(%-20, 50-19)
npadvmod(higher-21, %-20)
conj(higher-12, higher-21)
prep(higher-21, in-22)
nn(areas-24, hazard-23)
pobj(in-22, areas-24)
prep(higher-21, than-25)
det(average-28, the-26)
amod(average-28, national-27)
pobj(than-25, average-28)
punct(higher-12, .-29)

prep(outstripped-12, Since-1)
dep(Since-1, 1978-2)
punct(outstripped-12, ,-3)
amod(rates-7, average-4)
amod(rates-7, annual-5)
nn(rates-7, growth-6)
nsubj(outstripped-12, rates-7)
prep(rates-7, for-8)
amod(pollutants-10, most-9)
pobj(for-8, pollutants-10)
aux(outstripped-12, have-11)
root(ROOT-0, outstripped-12)
det(growth-14, the-13)
dobj(outstripped-12, growth-14)
prep(growth-14, of-15)
dep(of-15, GNP-16)
punct(outstripped-12, .-17)

nn(participants-2, Conference-1)
nsubj(saw-3, participants-2)
root(ROOT-0, saw-3)
det(effects-5, these-4)
dobj(saw-3, effects-5)
prep(saw-3, as-6)
pcomp(as-6, flowing-7)
advmod(flowing-7, directly-8)
prep(flowing-7, from-9)
punct(a-11, -LRB--10)
dep(devaluation-14, a-11)
punct(a-11, -RRB--12)
amod(devaluation-14, Marxist-13)
pobj(from-9, devaluation-14)
prep(devaluation-14, of-15)
amod(resources-17, environmental-16)
pobj(of-15, resources-17)
punct(resources-17, ,-18)
dep(produced-22, which-19)
auxpass(produced-22, are-20)
neg(produced-22, not-21)
dep(resources-17, produced-22)
prep(produced-22, by-23)
dep(by-23, labor-24)
punct(devaluation-14, ;-25)
punct(b-27, -LRB--26)
dep(inability-32, b-27)
punct(b-27, -RRB--28)
amod(economies-30, planned-29)
poss(inability-32, economies-30)
possessive(economies-30, '-31)
conj(devaluation-14, inability-32)
aux(control-34, to-33)
vmod(inability-32, control-34)
dep(control-34, pollution-35)
advmod(are-38, where-36)
dep(are-38, enterprises-37)
dep(control-34, are-38)
dep(are-38, state-owned-39)
cc(are-38, and-40)
dep(paid-43, penalties-41)
auxpass(paid-43, are-42)
conj(are-38, paid-43)
prep(paid-43, by-44)
det(government-46, the-45)
pobj(by-44, government-46)
punct(devaluation-14, ;-47)
cc(devaluation-14, and-48)
punct(c-50, -LRB--49)
dep(emphasis-55, c-50)
punct(c-50, -RRB--51)
det(emphasis-55, the-52)
amod(emphasis-55, continuing-53)
amod(emphasis-55, Stalinist-54)
conj(devaluation-14, emphasis-55)
prep(emphasis-55, on-56)
amod(industry-58, heavy-57)
pobj(on-56, industry-58)
prep(emphasis-55, for-59)
amod(development-61, economic-60)
pobj(for-59, development-61)
punct(emphasis-55, ,-62)
vmod(emphasis-55, producing-63)
det(use-70, a-64)
advmod(heavier-66, far-65)
amod(use-70, heavier-66)
cc(heavier-66, and-67)
advmod(wasteful-69, more-68)
conj(heavier-66, wasteful-69)
dobj(producing-63, use-70)
prep(use-70, of-71)
pobj(of-71, energy-72)
cc(energy-72, and-73)
amod(resources-75, natural-74)
conj(energy-72, resources-75)
prep(use-70, than-76)
pcomp(than-76, in-77)
det(West-79, the-78)
pobj(in-77, West-79)
punct(saw-3, .-80)

dep(noted-3, They-1)
advmod(noted-3, repeatedly-2)
root(ROOT-0, noted-3)
mark(secured-10, that-4)
amod(progress-6, environmental-5)
nsubjpass(secured-10, progress-6)
aux(secured-10, could-7)
neg(secured-10, not-8)
auxpass(secured-10, be-9)
ccomp(noted-3, secured-10)
prep(secured-10, without-11)
amod(ownership-13, true-12)
pobj(without-11, ownership-13)
punct(ownership-13, ,-14)
amod(competition-16, genuine-15)
conj(ownership-13, competition-16)
prep(competition-16, based-17)
pcomp(based-17, on-18)
nn(factors-20, market-19)
pobj(on-18, factors-20)
punct(ownership-13, ,-21)
cc(ownership-13, and-22)
det(risk-24, the-23)
conj(ownership-13, risk-24)
prep(risk-24, of-25)
dep(of-25, bankruptcy-26)
mark(makes-30, if-27)
det(business-29, a-28)
nsubj(makes-30, business-29)
dep(risk-24, makes-30)
det(decisions-33, the-31)
amod(decisions-33, wrong-32)
dobj(makes-30, decisions-33)
punct(noted-3, .-34)

det(solutions-2, The-1)
nsubj(included-6, solutions-2)
dep(proposed-5, they-3)
advmod(proposed-5, formally-4)
rcmod(solutions-2, proposed-5)
root(ROOT-0, included-6)
nn(taxes-8, lead/sulfur-7)
dobj(included-6, taxes-8)
punct(taxes-8, ,-9)
nn(incentives-13, conservation-10)
cc(conservation-10, and-11)
conj(conservation-10, recycling-12)
conj(taxes-8, incentives-13)
punct(taxes-8, ,-14)
nn(offsets-16, reforestation-15)
conj(taxes-8, offsets-16)
punct(taxes-8, ,-17)
amod(pollution-19, transferable-18)
conj(taxes-8, pollution-19)
dep(pollution-19, permits-20)
punct(taxes-8, ,-21)
det(bank-24, an-22)
amod(bank-24, ecological-23)
conj(taxes-8, bank-24)
aux(finance-26, to-25)
vmod(bank-24, finance-26)
nn(credits-28, pollution-reduction-27)
dobj(finance-26, credits-28)
punct(taxes-8, ,-29)
cc(taxes-8, and-30)
nn(swaps-32, debt-for-environment-31)
conj(taxes-8, swaps-32)
punct(included-6, .-33)

cc(was-6, But-1)
poss(recommendation-5, their-2)
dep(fundamental-4, most-3)
amod(recommendation-5, fundamental-4)
nsubj(was-6, recommendation-5)
root(ROOT-0, was-6)
aux(separate-8, to-7)
xcomp(was-6, separate-8)
dep(separate-8, industry-9)
prep(separate-8, from-10)
det(state-12, the-11)
pobj(from-10, state-12)
punct(separate-8, ,-13)
xcomp(separate-8, making-14)
dep(accountable-17, it-15)
advmod(accountable-17, fully-16)
acomp(making-14, accountable-17)
prep(accountable-17, for-18)
nn(control-20, pollution-19)
pobj(for-18, control-20)
punct(was-6, .-21)

det(revolution-2, A-1)
nsubj(takes-3, revolution-2)
root(ROOT-0, takes-3)
dobj(takes-3, more-4)
prep(more-4, than-5)
nn(manifestos-7, conference-6)
pobj(than-5, manifestos-7)
punct(takes-3, .-8)

advmod(captured-6, Indeed-1)
punct(captured-6, ,-2)
dep(captured-6, skepticism-3)
auxpass(captured-6, was-4)
advmod(captured-6, amply-5)
root(ROOT-0, captured-6)
prep(captured-6, by-7)
det(joke-9, a-8)
pobj(by-7, joke-9)
vmod(joke-9, told-10)
prep(told-10, by-11)
pobj(by-11, Poles-12)
prep(Poles-12, at-13)
det(conference-15, the-14)
pobj(at-13, conference-15)
punct(joke-9, :-16)
punct(joke-9, ``-17)
det(world-19, The-18)
nsubj(coming-22, world-19)
aux(coming-22, must-20)
aux(coming-22, be-21)
dep(joke-9, coming-22)
prep(coming-22, to-23)
det(end-25, an-24)
pobj(to-23, end-25)
punct(captured-6, .-26)

det(Russians-2, The-1)
nsubj(talking-4, Russians-2)
aux(talking-4, are-3)
root(ROOT-0, talking-4)
dep(talking-4, peace-5)
punct(talking-4, .-6)

det(Palestinians-2, The-1)
nsubj(talking-4, Palestinians-2)
aux(talking-4, are-3)
root(ROOT-0, talking-4)
dep(talking-4, elections-5)
punct(talking-4, .-6)

cc(engaged-5, And-1)
det(Poles-3, the-2)
nsubjpass(engaged-5, Poles-3)
auxpass(engaged-5, are-4)
root(ROOT-0, engaged-5)
prep(engaged-5, in-6)
dep(in-6, commerce-7)
punct(engaged-5, .-8)
punct(engaged-5, ''-9)

cc(go-11, But-1)
det(implications-3, the-2)
nsubj(go-11, implications-3)
prep(implications-3, of-4)
predet(shift-7, such-5)
det(shift-7, a-6)
pobj(of-4, shift-7)
prep(shift-7, to-8)
nn(approaches-10, market-9)
pobj(to-8, approaches-10)
root(ROOT-0, go-11)
advmod(beyond-13, well-12)
prep(go-11, beyond-13)
det(fact-15, the-14)
pobj(beyond-13, fact-15)
mark(working-20, that-16)
dep(working-20, Poland-17)
aux(working-20, is-18)
advmod(working-20, already-19)
ccomp(fact-15, working-20)
prep(working-20, on-21)
amod(trades-24, nationwide-22)
nn(trades-24, emissions-23)
pobj(on-21, trades-24)
aux(reduce-26, to-25)
vmod(trades-24, reduce-26)
nn(pollution-28, smelter-27)
dobj(reduce-26, pollution-28)
punct(working-20, ,-29)
cc(working-20, or-30)
mark(plan-34, that-31)
det(Soviets-33, the-32)
nsubj(plan-34, Soviets-33)
conj(working-20, plan-34)
aux(introduce-36, to-35)
xcomp(plan-34, introduce-36)
amod(permits-39, marketable-37)
nn(permits-39, pollution-38)
dobj(introduce-36, permits-39)
prep(introduce-36, in-40)
det(republics-42, some-41)
pobj(in-40, republics-42)
amod(year-44, next-43)
tmod(introduce-36, year-44)
punct(go-11, .-45)

det(implications-2, Those-1)
nsubj(include-3, implications-2)
root(ROOT-0, include-3)
punct(include-3, :-4)
punct(include-3, ---5)
dep(include-3, Privatization-6)
punct(include-3, .-7)

dep(privatize-15, Faced-1)
prep(Faced-1, with-2)
det(debt-8, a-3)
amod(debt-8, $-4)
number(billion-6, 40-5)
num($-4, billion-6)
amod(debt-8, foreign-7)
pobj(with-2, debt-8)
cc(debt-8, and-9)
amod(inflation-11, skyrocketing-10)
conj(debt-8, inflation-11)
punct(privatize-15, ,-12)
dep(privatize-15, Poland-13)
aux(privatize-15, must-14)
root(ROOT-0, privatize-15)
dep(privatize-15, industry-16)
cc(privatize-15, and-17)
conj(privatize-15, eliminate-18)
dep(eliminate-18, subsidies-19)
aux(stabilize-21, to-20)
xcomp(privatize-15, stabilize-21)
poss(currency-23, its-22)
dobj(stabilize-21, currency-23)
cc(stabilize-21, and-24)
conj(stabilize-21, qualify-25)
prep(qualify-25, for-26)
amod(assistance-28, international-27)
pobj(for-26, assistance-28)
punct(privatize-15, .-29)

amod(control-3, Market-based-1)
nn(control-3, pollution-2)
nsubj(consume-5, control-3)
aux(consume-5, may-4)
root(ROOT-0, consume-5)
det(capital-7, some-6)
dobj(consume-5, capital-7)
dep(purchase-11, that-8)
aux(purchase-11, would-9)
advmod(purchase-11, otherwise-10)
dep(capital-7, purchase-11)
nn(industries-13, state-12)
dobj(purchase-11, industries-13)
punct(consume-5, .-14)

cc(accelerate-5, But-1)
dep(accelerate-5, it-2)
aux(accelerate-5, could-3)
advmod(accelerate-5, also-4)
root(ROOT-0, accelerate-5)
punct(accelerate-5, ``-6)
dep(accelerate-5, marketization-7)
punct(accelerate-5, ''-8)
prep(accelerate-5, by-9)
pcomp(by-9, reinforcing-10)
amod(accountability-12, industrial-11)
dobj(reinforcing-10, accountability-12)
punct(reinforcing-10, ,-13)
conj(reinforcing-10, breaking-14)
dep(breaking-14, up-15)
nn(monopolies-17, state-16)
dobj(breaking-14, monopolies-17)
punct(reinforcing-10, ,-18)
conj(reinforcing-10, giving-19)
dep(giving-19, managers-20)
det(stake-22, a-21)
dobj(giving-19, stake-22)
prep(stake-22, in-23)
dep(in-23, solutions-24)
punct(reinforcing-10, ,-25)
cc(reinforcing-10, and-26)
conj(reinforcing-10, ensuring-27)
mark(reversible-32, that-28)
dep(reversible-32, modernization-29)
cop(reversible-32, is-30)
neg(reversible-32, not-31)
ccomp(ensuring-27, reversible-32)
prep(reversible-32, for-33)
pobj(for-33, failure-34)
aux(address-36, to-35)
vmod(failure-34, address-36)
amod(effects-38, environmental-37)
dobj(address-36, effects-38)
punct(accelerate-5, .-39)

punct(solutions-3, ---1)
amod(solutions-3, Least-cost-2)
root(ROOT-0, solutions-3)
punct(solutions-3, .-4)

mark(noted-3, As-1)
dep(noted-3, conferees-2)
advcl(means-7, noted-3)
punct(means-7, ,-4)
amod(capital-6, scarce-5)
nsubj(means-7, capital-6)
root(ROOT-0, means-7)
det(costs-9, the-8)
nsubjpass(minimized-14, costs-9)
prep(costs-9, of-10)
dep(of-10, control-11)
aux(minimized-14, must-12)
auxpass(minimized-14, be-13)
ccomp(means-7, minimized-14)
prep(minimized-14, through-15)
det(menu-18, a-16)
amod(menu-18, broad-17)
pobj(through-15, menu-18)
prep(menu-18, of-19)
nn(choices-21, compliance-20)
pobj(of-19, choices-21)
prep(choices-21, for-22)
amod(firms-24, individual-23)
pobj(for-22, firms-24)
punct(means-7, .-25)

dep(means-2, That-1)
root(ROOT-0, means-2)
amod(rules-6, simple-3)
punct(rules-6, ,-4)
amod(rules-6, clear-5)
dobj(means-2, rules-6)
dep(secure-8, that-7)
dep(rules-6, secure-8)
det(blocks-12, the-9)
amod(blocks-12, first-10)
amod(blocks-12, large-11)
dobj(secure-8, blocks-12)
prep(blocks-12, of-13)
dep(of-13, reduction-14)
punct(secure-8, ,-15)
vmod(secure-8, deferring-16)
dep(complex-18, more-17)
amod(issues-19, complex-18)
dobj(deferring-16, issues-19)
mwe(as-21, such-20)
prep(issues-19, as-21)
dep(as-21, risk-22)
punct(means-2, .-23)

dep(means-3, It-1)
advmod(means-3, also-2)
root(ROOT-0, means-3)
dobj(means-3, use-4)
prep(use-4, of-5)
amod(limits-8, quantity-based-6)
nn(limits-8, pollution-7)
pobj(of-5, limits-8)
mwe(as-10, such-9)
prep(limits-8, as-10)
amod(permits-12, transferable-11)
pobj(as-10, permits-12)
punct(limits-8, ,-13)
advmod(than-15, rather-14)
prep(limits-8, than-15)
amod(limits-17, price-based-16)
pobj(than-15, limits-17)
mwe(as-19, such-18)
prep(limits-17, as-19)
amod(fees-21, effluent-20)
pobj(as-19, fees-21)
punct(means-3, .-22)

dep('s-2, That-1)
root(ROOT-0, 's-2)
mark(respond-8, because-3)
amod(managers-5, quota-trained-4)
nsubj(respond-8, managers-5)
aux(respond-8, will-6)
advmod(respond-8, likely-7)
advcl('s-2, respond-8)
advmod(respond-8, better-9)
prep(respond-8, to-10)
dep(to-10, quantity-11)
prep(respond-8, than-12)
pcomp(than-12, to-13)
nn(signals-15, price-14)
pobj(to-13, signals-15)
punct('s-2, .-16)

punct(financing-3, ---1)
amod(financing-3, Creative-2)
root(ROOT-0, financing-3)
punct(financing-3, .-4)

advmod(solutions-4, Even-1)
amod(solutions-4, least-cost-2)
amod(solutions-4, environmental-3)
nsubj(require-6, solutions-4)
aux(require-6, will-5)
root(ROOT-0, require-6)
dobj(require-6, billions-7)
prep(billions-7, of-8)
dep(of-8, dollars-9)
punct(require-6, .-10)

amod(types-2, New-1)
nsubj(make-6, types-2)
prep(types-2, of-3)
dep(of-3, financing-4)
aux(make-6, must-5)
root(ROOT-0, make-6)
dep(available-8, funds-7)
dep(make-6, available-8)
prep(make-6, without-9)
pcomp(without-9, draining-10)
poss(reserves-14, Poland-11)
possessive(Poland-11, 's-12)
nn(reserves-14, hard-currency-13)
dobj(draining-10, reserves-14)
punct(make-6, .-15)

punct(Democratization-2, ---1)
root(ROOT-0, Democratization-2)
punct(Democratization-2, .-3)

nn(data-4, East-1)
nn(data-4, Bloc-2)
nn(data-4, pollution-3)
nsubj(secrets-9, data-4)
advmod(secrets-9, typically-5)
aux(secrets-9, have-6)
cop(secrets-9, been-7)
nn(secrets-9, state-8)
root(ROOT-0, secrets-9)
punct(secrets-9, .-10)

mark(available-7, While-1)
nn(data-3, Polish-2)
nsubj(available-7, data-3)
aux(available-7, have-4)
cop(available-7, been-5)
advmod(available-7, freely-6)
advcl(accident-14, available-7)
prep(available-7, since-8)
dep(since-8, 1980-9)
punct(accident-14, ,-10)
nsubj(accident-14, it-11)
cop(accident-14, was-12)
neg(accident-14, no-13)
root(ROOT-0, accident-14)
mark(urged-17, that-15)
dep(urged-17, participants-16)
ccomp(accident-14, urged-17)
det(flow-20, the-18)
amod(flow-20, free-19)
dobj(urged-17, flow-20)
prep(flow-20, of-21)
dep(of-21, information-22)
punct(accident-14, .-23)

dep(participation-7, For-1)
advmod(flows-4, once-2)
dep(flows-4, information-3)
dep(participation-7, flows-4)
punct(participation-7, ,-5)
amod(participation-7, public-6)
root(ROOT-0, participation-7)
dep(participation-7, follows-8)
cc(participation-7, and-9)
dep(becomes-11, repression-10)
conj(participation-7, becomes-11)
acomp(becomes-11, difficult-12)
xcomp(difficult-12, to-13)
dep(to-13, reimpose-14)
punct(participation-7, .-15)

punct(reciprocity-3, ---1)
amod(reciprocity-3, Global-2)
root(ROOT-0, reciprocity-3)
punct(reciprocity-3, .-4)

num(participant-2, One-1)
nsubj(declared-4, participant-2)
advmod(declared-4, prematurely-3)
root(ROOT-0, declared-4)
mark(had-8, that-5)
dep(had-8, America-6)
aux(had-8, has-7)
ccomp(declared-4, had-8)
det(market-11, a-9)
amod(market-11, free-10)
dobj(had-8, market-11)
prep(market-11, in-12)
dep(in-12, goods-13)
cc(market-11, but-14)
det(economy-17, a-15)
amod(economy-17, planned-16)
conj(market-11, economy-17)
prep(economy-17, for-18)
amod(protection-20, environmental-19)
pobj(for-18, protection-20)
punct(had-8, ,-21)
mark(represents-24, while-22)
dep(represents-24, Poland-23)
advcl(had-8, represents-24)
det(opposite-26, the-25)
dobj(represents-24, opposite-26)
punct(declared-4, .-27)

poss(point-2, His-1)
root(ROOT-0, point-2)
punct(point-2, :-3)
nsubj(difficult-8, It-4)
aux(difficult-8, will-5)
cop(difficult-8, be-6)
advmod(difficult-8, increasingly-7)
dep(point-2, difficult-8)
mark(cling-13, for-9)
det(U.S.-11, the-10)
nsubj(cling-13, U.S.-11)
aux(cling-13, to-12)
advcl(difficult-8, cling-13)
prep(cling-13, to-14)
amod(measures-16, command-and-control-15)
pobj(to-14, measures-16)
mark(steps-22, if-17)
advmod(Bloc-21, even-18)
det(Bloc-21, the-19)
nn(Bloc-21, East-20)
nsubj(steps-22, Bloc-21)
advcl(cling-13, steps-22)
prep(steps-22, to-23)
det(drummer-26, a-24)
amod(drummer-26, different-25)
pobj(to-23, drummer-26)
punct(point-2, .-27)

prep(resembles-6, At-1)
det(moment-3, the-2)
pobj(At-1, moment-3)
punct(resembles-6, ,-4)
dep(resembles-6, Poland-5)
root(ROOT-0, resembles-6)
amod(Pittsburgh-8, 19th-century-7)
xcomp(resembles-6, Pittsburgh-8)
acomp(resembles-6, more-9)
prep(more-9, than-10)
det(society-14, a-11)
amod(society-14, modern-12)
amod(society-14, industrial-13)
pobj(than-10, society-14)
punct(resembles-6, ---15)
prep(resembles-6, with-16)
amod(production-18, antiquated-17)
pobj(with-16, production-18)
punct(production-18, ,-19)
amod(management-22, inadequate-20)
amod(management-22, environmental-21)
conj(production-18, management-22)
punct(production-18, ,-23)
cc(production-18, and-24)
advmod(awareness-27, little-25)
amod(awareness-27, ecological-26)
conj(production-18, awareness-27)
punct(resembles-6, .-28)

cc(suggest-8, But-1)
det(pressures-4, the-2)
amod(pressures-4, continuing-3)
nsubj(suggest-8, pressures-4)
prep(pressures-4, for-5)
amod(economics-7, free-market-6)
pobj(for-5, economics-7)
root(ROOT-0, suggest-8)
det(conference-10, the-9)
poss(vision-12, conference-10)
possessive(conference-10, 's-11)
nsubj(fantasy-16, vision-12)
cop(fantasy-16, was-13)
neg(fantasy-16, not-14)
det(fantasy-16, all-15)
ccomp(suggest-8, fantasy-16)
punct(suggest-8, .-17)

nn(Levin-2, Mr.-1)
nsubj(adapted-13, Levin-2)
punct(Levin-2, ,-3)
amod(head-5, former-4)
appos(Levin-2, head-5)
prep(head-5, of-6)
poss(staff-11, EPA-7)
possessive(EPA-7, 's-8)
amod(staff-11, regulatory-9)
nn(staff-11, reform-10)
pobj(of-6, staff-11)
punct(Levin-2, ,-12)
root(ROOT-0, adapted-13)
dep(adapted-13, this-14)
prep(adapted-13, from-15)
poss(column-18, his-16)
nn(column-18, November-17)
pobj(from-15, column-18)
prep(column-18, for-19)
det(Journal-21, the-20)
pobj(for-19, Journal-21)
prep(Journal-21, of-22)
det(Air-24, the-23)
pobj(of-22, Air-24)
cc(Air-24, and-25)
nn(Association-28, Waste-26)
nn(Association-28, Management-27)
conj(Air-24, Association-28)
punct(adapted-13, .-29)

amod(news-3, Disappointing-1)
nn(news-3, earnings-2)
nsubj(unnerved-8, news-3)
prep(news-3, from-4)
det(companies-7, some-5)
nn(companies-7, technology-6)
pobj(from-4, companies-7)
root(ROOT-0, unnerved-8)
dobj(unnerved-8, investors-9)
prep(investors-9, in-10)
det(market-13, the-11)
amod(market-13, over-the-counter-12)
pobj(in-10, market-13)
punct(investors-9, ,-14)
dep(sold-16, who-15)
ccomp(investors-9, sold-16)
dobj(sold-16, shares-17)
prep(shares-17, of-18)
nn(Computer-20, Apple-19)
nn(Intel-22, Computer-20)
punct(Intel-22, ,-21)
pobj(of-18, Intel-22)
cc(Intel-22, and-23)
amod(concerns-27, many-24)
amod(concerns-27, other-25)
amod(concerns-27, computer-related-26)
conj(Intel-22, concerns-27)
punct(unnerved-8, .-28)

det(drop-2, The-1)
nsubj(contributed-9, drop-2)
prep(drop-2, in-3)
nn(stocks-8, those-4)
cc(those-4, and-5)
conj(those-4, other-6)
nn(stocks-8, technology-7)
pobj(in-3, stocks-8)
root(ROOT-0, contributed-9)
prep(contributed-9, to-10)
det(slide-14, an-11)
number(%-13, 0.7-12)
amod(slide-14, %-13)
pobj(to-10, slide-14)
prep(slide-14, by-15)
det(index-19, the-16)
nn(index-19, Nasdaq-17)
amod(index-19, composite-18)
pobj(by-15, index-19)
punct(contributed-9, .-20)

dep(finished-2, It-1)
root(ROOT-0, finished-2)
prep(finished-2, at-3)
dep(at-3, 467.22-4)
punct(finished-2, ,-5)
advmod(finished-2, down-6)
dep(down-6, 3.45-7)
punct(finished-2, .-8)

det(nervousness-2, The-1)
nsubj(hurt-9, nervousness-2)
prep(nervousness-2, about-3)
det(outlook-7, the-4)
nn(outlook-7, technology-5)
nn(outlook-7, stock-6)
pobj(about-3, outlook-7)
advmod(hurt-9, also-8)
root(ROOT-0, hurt-9)
det(Average-14, the-10)
nn(Average-14, Dow-11)
nn(Average-14, Jones-12)
nn(Average-14, Industrial-13)
dobj(hurt-9, Average-14)
punct(Average-14, ,-15)
dep(slipped-17, which-16)
dep(Average-14, slipped-17)
quantmod(1-19, about-18)
num(%-20, 1-19)
dobj(slipped-17, %-20)
punct(hurt-9, .-21)

advmod(of-3, Mostly-1)
mwe(of-3, because-2)
prep(dropped-21, of-3)
det(sell-off-5, the-4)
pobj(of-3, sell-off-5)
prep(sell-off-5, in-6)
nn(stocks-8, technology-7)
pobj(in-6, stocks-8)
punct(dropped-21, ,-9)
det(Index-13, the-10)
nn(Index-13, Nasdaq-11)
num(Index-13, 100-12)
nsubj(dropped-21, Index-13)
prep(Index-13, of-14)
det(OTC-16, the-15)
poss(issues-20, OTC-16)
possessive(OTC-16, 's-17)
amod(issues-20, largest-18)
amod(issues-20, non-financial-19)
pobj(of-14, issues-20)
root(ROOT-0, dropped-21)
dep(dropped-21, 4.58-22)
prep(dropped-21, to-23)
dep(to-23, 457.52-24)
punct(dropped-21, .-25)

det(Index-4, The-1)
nn(Index-4, Nasdaq-2)
nn(Index-4, Financial-3)
nsubj(lost-11, Index-4)
prep(Index-4, of-5)
amod(insurance-7, giant-6)
pobj(of-5, insurance-7)
cc(insurance-7, and-8)
nn(issues-10, banking-9)
conj(insurance-7, issues-10)
root(ROOT-0, lost-11)
dep(lost-11, 2.38-12)
prep(lost-11, to-13)
dep(to-13, 458.32-14)
punct(lost-11, .-15)

det(traders-2, Some-1)
nsubj(said-3, traders-2)
root(ROOT-0, said-3)
det(sell-off-5, the-4)
nsubj(reflected-12, sell-off-5)
prep(sell-off-5, of-6)
nn(stocks-8, technology-7)
pobj(of-6, stocks-8)
prep(sell-off-5, on-9)
amod(volume-11, low-10)
pobj(on-9, volume-11)
ccomp(said-3, reflected-12)
det(lack-14, a-13)
dobj(reflected-12, lack-14)
prep(lack-14, of-15)
pobj(of-15, conviction-16)
prep(conviction-16, by-17)
dep(by-17, investors-18)
punct(said-3, .-19)

cc(said-20, But-1)
nn(Howley-3, Charlie-2)
nsubj(said-20, Howley-3)
punct(Howley-3, ,-4)
nn(president-6, vice-5)
appos(Howley-3, president-6)
prep(president-6, in-7)
pobj(in-7, charge-8)
prep(charge-8, of-9)
nn(trading-11, OTC-10)
pobj(of-9, trading-11)
prep(trading-11, at-12)
nn(Financial-14, SoundView-13)
pobj(at-12, Financial-14)
prep(Financial-14, in-15)
nn(Conn.-18, Stamford-16)
punct(Conn.-18, ,-17)
pobj(in-15, Conn.-18)
punct(Conn.-18, ,-19)
root(ROOT-0, said-20)
det(selling-22, the-21)
nsubj(was-23, selling-22)
ccomp(said-20, was-23)
dep(was-23, orderly-24)
punct(said-20, .-25)

punct(said-9, ``-1)
