amod(members-2, Influential-1)
dep(other-13, half-11)
det(other-13, the-12)
conj(saying-7, other-13)
punct(other-13, ''-14)
prep(saying-7, about-15)
det(course-17, the-16)
pobj(about-15, course-17)
prep(course-17, of-18)
det(economy-20, the-19)
pobj(of-18, economy-20)
punct(have-3, .-21)

nn(Holzfaster-2, Ralph-1)
nsubj(says-15, Holzfaster-2)
punct(Holzfaster-2, ,-3)
det(farmer-5, a-4)
appos(Holzfaster-2, farmer-5)
cc(farmer-5, and-6)
amod(operator-9, farm-supply-7)
nn(operator-9, store-8)
conj(farmer-5, operator-9)
prep(farmer-5, in-10)
nn(Neb.-13, Ogallala-11)
punct(Neb.-13, ,-12)
pobj(in-10, Neb.-13)
punct(Holzfaster-2, ,-14)
root(ROOT-0, says-15)
prep(says-15, of-16)
det(events-21, the-17)
amod(few-19, last-18)
amod(events-21, few-19)
nn(events-21, days-20)
pobj(of-16, events-21)
punct(says-15, ,-22)
punct(be-34, ``-23)
mark(comes-27, If-24)
nsubj(comes-27, anything-25)
amod(anything-25, good-26)
advcl(be-34, comes-27)
prep(comes-27, out-28)
pcomp(out-28, of-29)
dep(of-29, this-30)
punct(be-34, ,-31)
dep(be-34, it-32)
aux(be-34, might-33)
ccomp(says-15, be-34)
mark(puts-37, that-35)
dep(puts-37, it-36)
ccomp(be-34, puts-37)
dobj(puts-37, some-38)
prep(some-38, of-39)
det(LBOs-41, these-40)
pobj(of-39, LBOs-41)
prep(puts-37, on-42)
det(skids-44, the-43)
pobj(on-42, skids-44)
punct(be-34, .-45)
punct(be-34, ''-46)

root(ROOT-0, Says-1)
nn(Fines-3, Gordon-2)
nsubj(Says-1, Fines-3)
punct(Fines-3, ,-4)
det(manager-7, a-5)
nn(manager-7, money-6)
appos(Fines-3, manager-7)
prep(manager-7, at-8)
nn(Services-11, IDS-9)
nn(Services-11, Financial-10)
pobj(at-8, Services-11)
prep(Services-11, in-12)
dep(in-12, Minneapolis-13)
punct(Fines-3, ,-14)
punct('re-17, ``-15)
dep('re-17, You-16)
ccomp(Says-1, 're-17)
prep('re-17, on-18)
det(coaster-21, a-19)
nn(coaster-21, roller-20)
pobj(on-18, coaster-21)
punct('re-17, ,-22)
cc('re-17, and-23)
dep(may-25, that-24)
conj('re-17, may-25)
dep(may-25, last-26)
punct(Says-1, .-27)

det(public-2, The-1)
nsubj(is-3, public-2)
root(ROOT-0, is-3)
advmod(is-3, still-4)
dep(is-3, cautious-5)
punct(is-3, .-6)

poss(Inc.-3, Skipper-1)
possessive(Skipper-1, 's-2)
nsubj(said-9, Inc.-3)
punct(Inc.-3, ,-4)
nn(Wash.-7, Bellevue-5)
punct(Wash.-7, ,-6)
appos(Inc.-3, Wash.-7)
punct(Wash.-7, ,-8)
root(ROOT-0, said-9)
dep(signed-11, it-10)
ccomp(said-9, signed-11)
det(agreement-15, a-12)
amod(agreement-15, definitive-13)
nn(agreement-15, merger-14)
dobj(signed-11, agreement-15)
mark(acquire-23, for-16)
det(unit-21, a-17)
nn(unit-21, National-18)
nn(unit-21, Pizza-19)
nn(unit-21, Corp.-20)
nsubj(acquire-23, unit-21)
aux(acquire-23, to-22)
vmod(agreement-15, acquire-23)
det(%-26, the-24)
num(%-26, 90.6-25)
dobj(acquire-23, %-26)
prep(%-26, of-27)
poss(Inc.-30, Skipper-28)
possessive(Skipper-28, 's-29)
pobj(of-27, Inc.-30)
dep(own-34, it-31)
aux(own-34, does-32)
neg(own-34, n't-33)
rcmod(%-26, own-34)
prep(acquire-23, for-35)
pobj(for-35, $-36)
num($-36, 11.50-37)
det(share-39, a-38)
dep($-36, share-39)
punct($-36, ,-40)
cc($-36, or-41)
quantmod($-43, about-42)
conj($-36, $-43)
number(million-45, 28.1-44)
num($-43, million-45)
punct(said-9, .-46)

nn(Co.-3, NP-1)
nn(Co.-3, Acquisition-2)
nsubj(plans-10, Co.-3)
punct(Co.-3, ,-4)
det(unit-8, a-5)
nn(unit-8, National-6)
nn(unit-8, Pizza-7)
appos(Co.-3, unit-8)
punct(Co.-3, ,-9)
root(ROOT-0, plans-10)
aux(begin-12, to-11)
xcomp(plans-10, begin-12)
det(offer-15, a-13)
nn(offer-15, tender-14)
dobj(begin-12, offer-15)
prep(offer-15, for-16)
pobj(for-16, Skipper-17)
possessive(Skipper-17, 's-18)
prep(begin-12, on-19)
dep(on-19, Friday-20)
punct(begin-12, ,-21)
prep(begin-12, conditioned-22)
pcomp(conditioned-22, on-23)
quantmod(two-thirds-26, at-24)
quantmod(two-thirds-26, least-25)
pobj(on-23, two-thirds-26)
prep(two-thirds-26, of-27)
poss(shares-30, Skipper-28)
possessive(Skipper-28, 's-29)
pobj(of-27, shares-30)
auxpass(tendered-32, being-31)
vmod(shares-30, tendered-32)
punct(plans-10, .-33)

amod(Kan.-based-3, Pittsburg-1)
punct(Kan.-based-3, ,-2)
amod(Pizza-5, Kan.-based-3)
nn(Pizza-5, National-4)
nsubj(said-6, Pizza-5)
root(ROOT-0, said-6)
det(transaction-8, the-7)
nsubjpass(financed-11, transaction-8)
aux(financed-11, will-9)
auxpass(financed-11, be-10)
ccomp(said-6, financed-11)
prep(financed-11, under-12)
poss(agreement-16, its-13)
amod(agreement-16, revolving-14)
nn(agreement-16, credit-15)
pobj(under-12, agreement-16)
punct(said-6, .-17)

prep(rose-9, In-1)
amod(trading-4, national-2)
amod(trading-4, over-the-counter-3)
pobj(In-1, trading-4)
punct(rose-9, ,-5)
poss(shares-8, Skipper-6)
possessive(Skipper-6, 's-7)
nsubj(rose-9, shares-8)
root(ROOT-0, rose-9)
num(cents-11, 50-10)
dobj(rose-9, cents-11)
prep(rose-9, to-12)
pobj(to-12, $-13)
num($-13, 11-14)
punct(rose-9, .-15)

nsubj(said-3, Skipper-1)
possessive(Skipper-1, 's-2)
root(ROOT-0, said-3)
det(merger-5, the-4)
nsubj(help-7, merger-5)
aux(help-7, will-6)
ccomp(said-3, help-7)
ccomp(help-7, finance-8)
dobj(finance-8, remodeling-9)
cc(remodeling-9, and-10)
amod(growth-12, future-11)
conj(remodeling-9, growth-12)
punct(said-3, .-13)

nsubj(turned-4, Skipper-1)
possessive(Skipper-1, 's-2)
advmod(turned-4, previously-3)
root(ROOT-0, turned-4)
dep(turned-4, down-5)
det(proposal-9, a-6)
amod(proposal-9, $-7)
dep($-7, 10-a-share-8)
dobj(turned-4, proposal-9)
prep(proposal-9, from-10)
nn(Pizza-12, National-11)
pobj(from-10, Pizza-12)
cc(turned-4, and-13)
nn(Inc.-16, Pizza-14)
nn(Inc.-16, Hut-15)
nsubj(questioned-17, Inc.-16)
conj(turned-4, questioned-17)
mark(violate-22, whether-18)
det(purchase-20, the-19)
nsubj(violate-22, purchase-20)
aux(violate-22, would-21)
ccomp(questioned-17, violate-22)
nn(Pizza-24, National-23)
poss(agreements-27, Pizza-24)
possessive(Pizza-24, 's-25)
nn(agreements-27, franchise-26)
dobj(violate-22, agreements-27)
punct(turned-4, .-28)

nn(Pizza-2, National-1)
nsubj(said-3, Pizza-2)
root(ROOT-0, said-3)
dep(settled-5, it-4)
ccomp(said-3, settled-5)
poss(dispute-7, its-6)
dobj(settled-5, dispute-7)
prep(dispute-7, with-8)
nn(Hut-10, Pizza-9)
pobj(with-8, Hut-10)
punct(settled-5, ,-11)
vmod(settled-5, allowing-12)
dep(make-15, it-13)
aux(make-15, to-14)
xcomp(allowing-12, make-15)
det(purchase-17, the-16)
dobj(make-15, purchase-17)
punct(said-3, .-18)

advmod(began-6, Also-1)
punct(began-6, ,-2)
poss(results-5, Skipper-3)
possessive(Skipper-3, 's-4)
nsubj(began-6, results-5)
ccomp(said-18, began-6)
aux(turn-8, to-7)
xcomp(began-6, turn-8)
dep(turn-8, around-9)
punct(turn-8, ,-10)
xcomp(turn-8, permitting-11)
det(offer-14, a-12)
amod(offer-14, higher-13)
dobj(permitting-11, offer-14)
punct(said-18, ,-15)
nn(Pizza-17, National-16)
nsubj(said-18, Pizza-17)
root(ROOT-0, said-18)
punct(said-18, .-19)

prep(had-11, For-1)
det(weeks-4, the-2)
num(weeks-4, 12-3)
pobj(For-1, weeks-4)
vmod(weeks-4, ended-5)
tmod(ended-5, Sept.-6)
num(Sept.-6, 3-7)
punct(had-11, ,-8)
nsubj(had-11, Skipper-9)
possessive(Skipper-9, 's-10)
root(ROOT-0, had-11)
amod(income-13, net-12)
dobj(had-11, income-13)
prep(income-13, of-14)
pobj(of-14, $-15)
num($-15, 361,000-16)
punct($-15, ,-17)
cc($-15, or-18)
num(cents-20, 13-19)
conj($-15, cents-20)
det(share-22, a-21)
dep(cents-20, share-22)
punct($-15, ,-23)
prep(had-11, compared-24)
pcomp(compared-24, with-25)
det(loss-28, a-26)
amod(loss-28, net-27)
pobj(with-25, loss-28)
det(year-30, a-29)
npadvmod(earlier-31, year-30)
advmod(loss-28, earlier-31)
punct(had-11, .-32)

dep($-3, Revenue-1)
cop($-3, was-2)
root(ROOT-0, $-3)
number(million-5, 19.9-4)
num($-3, million-5)
punct($-3, .-6)

nn(GERMANS-2, EAST-1)
nsubj(RALLIED-3, GERMANS-2)
root(ROOT-0, RALLIED-3)
mark(sought-7, as-4)
dep(sought-7, officials-5)
advmod(sought-7, reportedly-6)
advcl(RALLIED-3, sought-7)
poss(ouster-10, Honecker-8)
possessive(Honecker-8, 's-9)
dobj(sought-7, ouster-10)
punct(RALLIED-3, .-11)

dep(marched-20, In-1)
dep(considered-4, what-2)
auxpass(considered-4, was-3)
pcomp(In-1, considered-4)
det(protest-7, the-5)
amod(protest-7, largest-6)
xcomp(considered-4, protest-7)
prep(protest-7, in-8)
det(state-11, the-9)
amod(state-11, Communist-10)
poss(history-14, state-11)
possessive(state-11, 's-12)
amod(history-14, 40-year-13)
pobj(in-8, history-14)
punct(marched-20, ,-15)
quantmod(120,000-18, at-16)
mwe(at-16, least-17)
num(demonstrators-19, 120,000-18)
nsubj(marched-20, demonstrators-19)
vmod(said-36, marched-20)
prep(marched-20, through-21)
det(city-24, the-22)
amod(city-24, southern-23)
pobj(through-21, city-24)
prep(city-24, of-25)
dep(of-25, Leipzig-26)
aux(press-28, to-27)
xcomp(marched-20, press-28)
dobj(press-28, demands-29)
prep(demands-29, for-30)
amod(freedoms-32, democratic-31)
pobj(for-30, freedoms-32)
punct(said-36, ,-33)
nn(activists-35, opposition-34)
nsubj(said-36, activists-35)
root(ROOT-0, said-36)
punct(said-36, .-37)

dep(did-2, Police-1)
root(ROOT-0, did-2)
neg(did-2, n't-3)
dep(did-2, intervene-4)
punct(did-2, .-5)

advmod(reported-28, Meanwhile-1)
punct(reported-28, ,-2)
mark(renounced-20, as-3)
det(first-5, the-4)
nsubj(renounced-20, first-5)
prep(first-5, of-6)
mwe(than-8, more-7)
quantmod(1,300-9, than-8)
num(Germans-11, 1,300-9)
nn(Germans-11, East-10)
pobj(of-6, Germans-11)
vmod(Germans-11, trying-12)
aux(flee-14, to-13)
xcomp(trying-12, flee-14)
prep(flee-14, to-15)
det(West-17, the-16)
pobj(to-15, West-17)
prep(flee-14, through-18)
dep(through-18, Poland-19)
advcl(reported-28, renounced-20)
poss(citizenship-22, their-21)
dobj(renounced-20, citizenship-22)
punct(reported-28, ,-23)
det(newspaper-27, a-24)
amod(German-26, West-25)
amod(newspaper-27, German-26)
nsubj(reported-28, newspaper-27)
root(ROOT-0, reported-28)
mark(demanded-33, that-29)
amod(officials-32, regional-30)
amod(officials-32, Communist-31)
nsubj(demanded-33, officials-32)
ccomp(reported-28, demanded-33)
det(dismissal-35, the-34)
dobj(demanded-33, dismissal-35)
prep(dismissal-35, of-36)
amod(Honecker-39, hard-line-37)
nn(Honecker-39, leader-38)
pobj(of-36, Honecker-39)
punct(reported-28, .-40)

dep(Baker-4, Secretary-1)
prep(Secretary-1, of-2)
dep(of-2, State-3)
nsubj(called-12, Baker-4)
punct(called-12, ,-5)
prep(called-12, in-6)
det(speech-10, a-7)
amod(speech-10, foreign-8)
nn(speech-10, policy-9)
pobj(in-6, speech-10)
punct(called-12, ,-11)
root(ROOT-0, called-12)
prep(called-12, for-13)
det(reunification-15, the-14)
pobj(for-13, reunification-15)
prep(reunification-15, of-16)
dep(of-16, Germany-17)
punct(called-12, ,-18)
xcomp(called-12, saying-19)
dep(right-25, it-20)
cop(right-25, was-21)
det(right-25, the-22)
punct(right-25, ``-23)
amod(right-25, legitimate-24)
ccomp(saying-19, right-25)
punct(right-25, ''-26)
prep(right-25, of-27)
det(people-30, the-28)
amod(people-30, German-29)
pobj(of-27, people-30)
punct(called-12, .-31)

dep(blamed-2, Gorbachev-1)
root(ROOT-0, blamed-2)
det(Union-5, the-3)
nn(Union-5, Soviet-4)
poss(press-7, Union-5)
possessive(Union-5, 's-6)
dobj(blamed-2, press-7)
prep(blamed-2, for-8)
pcomp(for-8, contributing-9)
prep(contributing-9, to-10)
det(nation-12, the-11)
poss(problems-15, nation-12)
possessive(nation-12, 's-13)
amod(problems-15, mounting-14)
pobj(to-10, problems-15)
punct(blamed-2, .-16)

prep(complained-9, At-1)
det(meeting-3, a-2)
pobj(At-1, meeting-3)
dep(complained-9, Friday-4)
punct(complained-9, ,-5)
det(leader-8, the-6)
nn(leader-8, Kremlin-7)
nsubj(complained-9, leader-8)
root(ROOT-0, complained-9)
prep(complained-9, about-10)
amod(articles-12, recent-11)
pobj(about-10, articles-12)
dep(raised-14, that-13)
dep(articles-12, raised-14)
det(possiblity-16, the-15)
dobj(raised-14, possiblity-16)
prep(possiblity-16, of-17)
amod(unrest-19, civil-18)
pobj(of-17, unrest-19)
punct(complained-9, ,-20)
cc(complained-9, and-21)
conj(complained-9, accused-22)
det(media-24, the-23)
dobj(accused-22, media-24)
prep(media-24, of-25)
pcomp(of-25, fueling-26)
dobj(fueling-26, panic-27)
amod(panic-27, buying-28)
prep(panic-27, of-29)
dep(of-29, goods-30)
prep(fueling-26, by-31)
pcomp(by-31, publishing-32)
dobj(publishing-32, stories-33)
prep(stories-33, about-34)
amod(shortages-36, impending-35)
pobj(about-34, shortages-36)
punct(complained-9, .-37)

amod(conferees-2, House-Senate-1)
nsubj(approved-3, conferees-2)
root(ROOT-0, approved-3)
det(ban-7, a-4)
amod(ban-7, permanent-5)
nn(ban-7, smoking-6)
dobj(approved-3, ban-7)
prep(ban-7, on-8)
amod(routes-11, domestic-9)
nn(routes-11, airline-10)
pobj(on-8, routes-11)
prep(routes-11, within-12)
det(U.S.-15, the-13)
amod(U.S.-15, continental-14)
pobj(within-12, U.S.-15)
cc(on-8, and-16)
conj(on-8, on-17)
pobj(on-17, flights-18)
prep(flights-18, of-19)
mwe(than-21, less-20)
quantmod(six-22, than-21)
num(hours-23, six-22)
pobj(of-19, hours-23)
prep(flights-18, to-24)
pobj(to-24, Alaska-25)
cc(Alaska-25, and-26)
conj(Alaska-25, Hawaii-27)
punct(approved-3, .-28)

det(curbs-2, The-1)
nsubj(cover-4, curbs-2)
aux(cover-4, would-3)
root(ROOT-0, cover-4)
dobj(cover-4, all-5)
prep(all-5, but-6)
det(percentage-9, a-7)
amod(percentage-9, small-8)
pobj(but-6, percentage-9)
prep(all-5, of-10)
dep(of-10, flights-11)
punct(cover-4, ,-12)
cc(cover-4, and-13)
conj(cover-4, represent-14)
det(expansion-16, an-15)
dobj(represent-14, expansion-16)
prep(expansion-16, of-17)
det(ban-20, the-18)
amod(ban-20, current-19)
pobj(of-17, ban-20)
prep(ban-20, on-21)
pobj(on-21, flights-22)
prep(flights-22, of-23)
mwe(than-25, less-24)
quantmod(two-26, than-25)
num(hours-27, two-26)
pobj(of-23, hours-27)
punct(cover-4, .-28)

nn(Wallach-3, E.-1)
nn(Wallach-3, Robert-2)
nsubjpass(sentenced-5, Wallach-3)
auxpass(sentenced-5, was-4)
root(ROOT-0, sentenced-5)
prep(sentenced-5, by-6)
det(judge-9, a-7)
nn(judge-9, U.S.-8)
pobj(by-6, judge-9)
prep(judge-9, in-10)
nn(York-12, New-11)
pobj(in-10, York-12)
prep(sentenced-5, to-13)
num(years-15, six-14)
pobj(to-13, years-15)
prep(years-15, in-16)
dep(in-16, prison-17)
cc(sentenced-5, and-18)
conj(sentenced-5, fined-19)
dobj(fined-19, $-20)
num($-20, 250,000-21)
prep(fined-19, for-22)
poss(conviction-25, his-23)
nn(conviction-25, racketeering-24)
pobj(for-22, conviction-25)
prep(conviction-25, in-26)
det(scandal-29, the-27)
nn(scandal-29, Wedtech-28)
pobj(in-26, scandal-29)
punct(sentenced-5, .-30)

nsubjpass(found-11, Wallach-1)
punct(Wallach-1, ,-2)
det(associate-4, an-3)
dep(Wallach-1, associate-4)
prep(associate-4, of-5)
nn(Meese-8, ex-Attorney-6)
nn(Meese-8, General-7)
pobj(of-5, Meese-8)
punct(Wallach-1, ,-9)
auxpass(found-11, was-10)
root(ROOT-0, found-11)
xcomp(found-11, guilty-12)
prep(found-11, in-13)
dep(in-13, August-14)
prep(found-11, of-15)
pcomp(of-15, taking-16)
dobj(taking-16, $-17)
num($-17, 425,000-18)
prep($-17, in-19)
amod(payoffs-21, illegal-20)
pobj(in-19, payoffs-21)
prep(taking-16, from-22)
det(contractor-26, the-23)
amod(contractor-26, now-defunct-24)
nn(contractor-26, defense-25)
pobj(from-22, contractor-26)
punct(found-11, .-27)

dep(resumed-2, NASA-1)
root(ROOT-0, resumed-2)
det(countdown-4, the-3)
dobj(resumed-2, countdown-4)
prep(countdown-4, for-5)
poss(launch-8, today-6)
possessive(today-6, 's-7)
pobj(for-5, launch-8)
prep(launch-8, of-9)
det(Atlantis-13, the-10)
nn(Atlantis-13, space-11)
nn(Atlantis-13, shuttle-12)
pobj(of-9, Atlantis-13)
punct(resumed-2, ,-14)
cc(resumed-2, and-15)
det(court-19, a-16)
amod(court-19, federal-17)
nn(court-19, appeals-18)
nsubj(dismissed-22, court-19)
prep(court-19, in-20)
dep(in-20, Washington-21)
conj(resumed-2, dismissed-22)
det(lawsuit-24, a-23)
dobj(dismissed-22, lawsuit-24)
prep(lawsuit-24, by-25)
amod(groups-27, anti-nuclear-26)
pobj(by-25, groups-27)
aux(delay-29, to-28)
vmod(lawsuit-24, delay-29)
det(flight-31, the-30)
dobj(delay-29, flight-31)
mark(was-38, because-32)
det(probe-37, the-33)
amod(probe-37, plutonium-powered-34)
nn(probe-37, Galileo-35)
nn(probe-37, space-36)
nsubj(was-38, probe-37)
advcl(delay-29, was-38)
advmod(was-38, aboard-39)
punct(resumed-2, .-40)

det(agency-3, The-1)
nn(agency-3, space-2)
nsubj(said-4, agency-3)
root(ROOT-0, said-4)
dep(expect-8, it-5)
aux(expect-8, did-6)
neg(expect-8, n't-7)
ccomp(said-4, expect-8)
dobj(expect-8, weather-9)
cc(weather-9, or-10)
conj(weather-9, protesters-11)
aux(block-13, to-12)
xcomp(expect-8, block-13)
det(liftoff-15, the-14)
dobj(block-13, liftoff-15)
punct(said-4, .-16)

det(administration-3, The-1)
nn(administration-3, Bush-2)
nsubj(preparing-5, administration-3)
aux(preparing-5, is-4)
ccomp(said-21, preparing-5)
aux(extend-7, to-6)
xcomp(preparing-5, extend-7)
det(ban-9, a-8)
dobj(extend-7, ban-9)
prep(ban-9, on-10)
amod(financing-12, federal-11)
pobj(on-10, financing-12)
prep(financing-12, of-13)
pobj(of-13, research-14)
dep(research-14, using-15)
amod(tissue-17, fetal-16)
dobj(using-15, tissue-17)
punct(said-21, ,-18)
nn(sources-20, government-19)
nsubj(said-21, sources-20)
root(ROOT-0, said-21)
punct(said-21, .-22)

det(prohibition-3, A-1)
amod(prohibition-3, temporary-2)
nsubjpass(imposed-5, prohibition-3)
auxpass(imposed-5, was-4)
root(ROOT-0, imposed-5)
prep(imposed-5, in-6)
pobj(in-6, March-7)
num(March-7, 1988-8)
punct(imposed-5, .-9)

mark(opposed-5, While-1)
amod(groups-3, anti-abortion-2)
nsubjpass(opposed-5, groups-3)
auxpass(opposed-5, are-4)
advcl(said-12, opposed-5)
prep(opposed-5, to-6)
amod(research-8, such-7)
pobj(to-6, research-8)
punct(said-12, ,-9)
dep(said-12, scientists-10)
aux(said-12, have-11)
root(ROOT-0, said-12)
csubj(effective-18, transplanting-13)
amod(tissue-15, such-14)
dobj(transplanting-13, tissue-15)
aux(effective-18, could-16)
cop(effective-18, be-17)
ccomp(said-12, effective-18)
prep(effective-18, in-19)
pcomp(in-19, treating-20)
dep(treating-20, diabetes-21)
punct(said-12, .-22)

nsubj(endorsed-5, Delegates-1)
prep(Delegates-1, from-2)
num(nations-4, 91-3)
pobj(from-2, nations-4)
root(ROOT-0, endorsed-5)
det(ban-7, a-6)
dobj(endorsed-5, ban-7)
prep(ban-7, on-8)
nn(trade-11, world-9)
nn(trade-11, ivory-10)
pobj(on-8, trade-11)
prep(endorsed-5, in-12)
det(attempt-14, an-13)
pobj(in-12, attempt-14)
aux(rescue-16, to-15)
vmod(attempt-14, rescue-16)
det(elephant-19, the-17)
amod(elephant-19, endangered-18)
dobj(rescue-16, elephant-19)
prep(rescue-16, from-20)
dep(from-20, extinction-21)
punct(endorsed-5, .-22)

num(nations-3, Five-1)
amod(nations-3, African-2)
nsubj(said-7, nations-3)
punct(said-7, ,-4)
advmod(said-7, however-5)
punct(said-7, ,-6)
root(ROOT-0, said-7)
dep(continue-10, they-8)
aux(continue-10, would-9)
ccomp(said-7, continue-10)
xcomp(continue-10, selling-11)
det(tusks-14, the-12)
amod(tusks-14, valuable-13)
dobj(selling-11, tusks-14)
punct(said-7, .-15)

dep(held-2, Mubarak-1)
root(ROOT-0, held-2)
nn(talks-4, reconciliation-3)
dobj(held-2, talks-4)
prep(held-2, with-5)
dep(with-5, Gadhafi-6)
prep(held-2, at-7)
det(resort-10, the-8)
amod(resort-10, Egyptian-9)
pobj(at-7, resort-10)
prep(resort-10, of-11)
nn(Metruh-13, Mersa-12)
pobj(of-11, Metruh-13)
punct(held-2, .-14)

dep(trip-8, It-1)
cop(trip-8, was-2)
det(leader-5, the-3)
amod(leader-5, Libyan-4)
poss(trip-8, leader-5)
possessive(leader-5, 's-6)
amod(trip-8, first-7)
root(ROOT-0, trip-8)
prep(trip-8, to-9)
dep(to-9, Egypt-10)
prep(trip-8, in-11)
num(years-13, 16-12)
pobj(in-11, years-13)
punct(trip-8, .-14)

dep(announced-2, They-1)
root(ROOT-0, announced-2)
det(reduction-4, a-3)
dobj(announced-2, reduction-4)
prep(reduction-4, in-5)
pobj(in-5, formalities-6)
prep(formalities-6, for-7)
dep(for-7, travel-8)
punct(announced-2, ,-9)
cc(announced-2, but-10)
aux(show-13, did-11)
neg(show-13, n't-12)
conj(announced-2, show-13)
det(signs-16, any-14)
amod(signs-16, real-15)
dobj(show-13, signs-16)
prep(signs-16, of-17)
pcomp(of-17, resuming-18)
amod(ties-21, full-19)
amod(ties-21, diplomatic-20)
dobj(resuming-18, ties-21)
punct(announced-2, .-22)

det(president-3, The-1)
amod(president-3, Egyptian-2)
nsubj(said-4, president-3)
root(ROOT-0, said-4)
dep(visit-7, he-5)
aux(visit-7, would-6)
ccomp(said-4, visit-7)
dep(visit-7, Libya-8)
dep(visit-7, today-9)
aux(resume-11, to-10)
xcomp(visit-7, resume-11)
det(talks-13, the-12)
dobj(resume-11, talks-13)
punct(said-4, .-14)

nsubj(reached-4, Seoul-1)
cc(Seoul-1, and-2)
conj(Seoul-1, Pyongyang-3)
root(ROOT-0, reached-4)
det(agreement-7, a-5)
amod(agreement-7, tentative-6)
dobj(reached-4, agreement-7)
aux(allow-9, to-8)
vmod(agreement-7, allow-9)
dobj(allow-9, visits-10)
prep(visits-10, between-11)
dep(between-11, families-12)
prep(allow-9, on-13)
det(peninsula-17, the-14)
amod(peninsula-17, divided-15)
amod(peninsula-17, Korean-16)
pobj(on-13, peninsula-17)
punct(reached-4, .-18)

amod(reunions-3, Such-1)
nn(reunions-3, family-2)
nsubj(second-7, reunions-3)
aux(second-7, would-4)
cop(second-7, be-5)
det(second-7, the-6)
root(ROOT-0, second-7)
prep(second-7, since-8)
dep(since-8, 1945-9)
punct(second-7, .-10)

nsubj(remained-2, Differences-1)
root(ROOT-0, remained-2)
prep(remained-2, between-3)
det(North-5, the-4)
pobj(between-3, North-5)
cc(North-5, and-6)
amod(governments-9, South-7)
amod(governments-9, Korean-8)
conj(North-5, governments-9)
punct(remained-2, ,-10)
advmod(remained-2, however-11)
punct(remained-2, ,-12)
prep(remained-2, over-13)
pobj(over-13, conditions-14)
prep(conditions-14, for-15)
det(exchanges-17, the-16)
pobj(for-15, exchanges-17)
punct(remained-2, .-18)

amod(nationalists-3, Freed-1)
amod(nationalists-3, black-2)
nsubj(resumed-4, nationalists-3)
root(ROOT-0, resumed-4)
amod(activity-6, political-5)
dobj(resumed-4, activity-6)
prep(resumed-4, in-7)
nn(Africa-9, South-8)
pobj(in-7, Africa-9)
cc(resumed-4, and-10)
conj(resumed-4, vowed-11)
aux(fight-13, to-12)
xcomp(vowed-11, fight-13)
prep(fight-13, against-14)
dep(against-14, apartheid-15)
punct(resumed-4, ,-16)
vmod(resumed-4, raising-17)
dobj(raising-17, fears-18)
prep(fears-18, of-19)
det(backlash-23, a-20)
amod(backlash-23, possible-21)
amod(backlash-23, white-22)
pobj(of-19, backlash-23)
punct(resumed-4, .-24)

det(nation-2, The-1)
poss(party-7, nation-2)
possessive(nation-2, 's-3)
amod(party-7, main-4)
amod(party-7, white-5)
nn(party-7, opposition-6)
nsubj(warned-8, party-7)
root(ROOT-0, warned-8)
mark(risked-20, that-9)
det(government-11, the-10)
poss(release-13, government-11)
possessive(government-11, 's-12)
nn(Sunday-14, release-13)
nsubj(risked-20, Sunday-14)
prep(Sunday-14, of-15)
num(prisoners-19, eight-16)
amod(prisoners-19, black-17)
amod(prisoners-19, political-18)
pobj(of-15, prisoners-19)
ccomp(warned-8, risked-20)
xcomp(risked-20, bringing-21)
dobj(bringing-21, chaos-22)
cc(chaos-22, and-23)
amod(rule-27, eventual-24)
amod(rule-27, black-25)
amod(rule-27, Marxist-26)
conj(chaos-22, rule-27)
prep(bringing-21, to-28)
det(nation-30, the-29)
pobj(to-28, nation-30)
punct(warned-8, .-31)

det(House-3, The-1)
nn(House-3, White-2)
nsubj(said-4, House-3)
root(ROOT-0, said-4)
dep(satisfied-9, Bush-5)
auxpass(satisfied-9, is-6)
punct(satisfied-9, ``-7)
advmod(satisfied-9, fully-8)
ccomp(said-4, satisfied-9)
punct(satisfied-9, ''-10)
prep(satisfied-9, with-11)
nn(Webster-14, CIA-12)
nn(Webster-14, Director-13)
pobj(with-11, Webster-14)
cc(Webster-14, and-15)
det(agency-18, the-16)
nn(agency-18, intelligence-17)
poss(performance-20, agency-18)
possessive(agency-18, 's-19)
conj(Webster-14, performance-20)
prep(performance-20, during-21)
det(coup-26, the-22)
nn(coup-26, Oct.-23)
num(coup-26, 3-24)
amod(coup-26, failed-25)
pobj(during-21, coup-26)
prep(coup-26, in-27)
dep(in-27, Panama-28)
punct(said-4, .-29)

det(Post-3, The-1)
nn(Post-3, Washington-2)
nsubj(reported-4, Post-3)
root(ROOT-0, reported-4)
mark(frustrated-11, that-5)
amod(officials-9, unidentified-6)
amod(officials-9, senior-7)
nn(officials-9, administration-8)
nsubjpass(frustrated-11, officials-9)
auxpass(frustrated-11, were-10)
ccomp(reported-4, frustrated-11)
prep(frustrated-11, with-12)
poss(activities-16, Webster-13)
possessive(Webster-13, 's-14)
amod(activities-16, low-profile-15)
pobj(with-12, activities-16)
prep(activities-16, during-17)
det(insurrection-19, the-18)
pobj(during-17, insurrection-19)
cc(frustrated-11, and-20)
conj(frustrated-11, wanted-21)
dep(replaced-23, him-22)
dep(wanted-21, replaced-23)
punct(reported-4, .-24)

