nsubj(continue-15, Efforts-1)
prep(volume-21, of-22)
num(shares-24, 2,633,700-23)
pobj(of-22, shares-24)
punct(plunged-4, .-25)

nsubjpass(attributed-8, Most-1)
prep(Most-1, of-2)
poss(decline-5, Compaq-3)
possessive(Compaq-3, 's-4)
pobj(of-2, decline-5)
aux(attributed-8, is-6)
auxpass(attributed-8, being-7)
root(ROOT-0, attributed-8)
prep(attributed-8, to-9)
det(report-13, a-10)
amod(report-13, third-quarter-11)
nn(report-13, earnings-12)
pobj(to-9, report-13)
dep(came-15, that-14)
dep(report-13, came-15)
dep(came-15, in-16)
prep(came-15, at-17)
det(end-20, the-18)
amod(end-20, low-19)
pobj(at-17, end-20)
prep(end-20, of-21)
poss(expectations-24, analysts-22)
possessive(analysts-22, '-23)
pobj(of-21, expectations-24)
punct(attributed-8, .-25)

dep(said-2, Intel-1)
root(ROOT-0, said-2)
dep(corrected-5, it-3)
aux(corrected-5, had-4)
ccomp(said-2, corrected-5)
det(problems-7, the-6)
dobj(corrected-5, problems-7)
cc(corrected-5, and-8)
aux(start-10, would-9)
conj(corrected-5, start-10)
xcomp(start-10, producing-11)
amod(chips-13, bugless-12)
dobj(producing-11, chips-13)
amod(week-15, next-14)
tmod(producing-11, week-15)
punct(said-2, .-16)

punct(seeing-6, ``-1)
dep(seeing-6, We-2)
aux(seeing-6, should-3)
neg(seeing-6, not-4)
aux(seeing-6, be-5)
dep(said-11, seeing-6)
det(more-8, any-7)
dobj(seeing-6, more-8)
punct(seeing-6, ,-9)
punct(seeing-6, ''-10)
root(ROOT-0, said-11)
nn(Rash-13, Bill-12)
nsubj(said-11, Rash-13)
punct(Rash-13, ,-14)
poss(director-17, Intel-15)
possessive(Intel-15, 's-16)
appos(Rash-13, director-17)
prep(director-17, for-18)
det(chip-21, the-19)
num(chip-21, 486-20)
pobj(for-18, chip-21)
punct(said-11, .-22)

dep('s-2, What-1)
advcl(emerge-8, 's-2)
dep('s-2, more-3)
punct(emerge-8, ,-4)
det(bugs-6, the-5)
nsubj(emerge-8, bugs-6)
advmod(emerge-8, only-7)
csubj(said-21, emerge-8)
prep(emerge-8, on-9)
amod(applications-11, esoteric-10)
pobj(on-9, applications-11)
mwe(as-13, such-12)
prep(applications-11, as-13)
amod(design-15, computer-aided-14)
pobj(as-13, design-15)
cc(design-15, and-16)
amod(calculations-18, scientific-17)
conj(design-15, calculations-18)
punct(emerge-8, ,-19)
dep(said-21, he-20)
root(ROOT-0, said-21)
punct(said-21, ,-22)
cc(said-21, and-23)
conj(said-21, then-24)
advmod(seldom-26, very-25)
dep(then-24, seldom-26)
punct(said-21, .-27)

punct(affect-6, ``-1)
det(errata-3, These-2)
nsubj(affect-6, errata-3)
aux(affect-6, do-4)
neg(affect-6, not-5)
csubj(said-12, affect-6)
nn(programs-8, business-7)
dobj(affect-6, programs-8)
punct(affect-6, ,-9)
punct(affect-6, ''-10)
dep(said-12, he-11)
root(ROOT-0, said-12)
punct(said-12, .-13)

det(bugs-2, The-1)
nsubj(cause-4, bugs-2)
aux(cause-4, will-3)
dep(said-26, cause-4)
dep(cause-4, problems-5)
prep(cause-4, in-6)
punct(specific-8, ``-7)
pobj(in-6, specific-8)
cc(specific-8, and-9)
amod(circumstances-11, rare-10)
conj(specific-8, circumstances-11)
dep(occur-15, that-12)
aux(occur-15, will-13)
neg(occur-15, not-14)
dep(specific-8, occur-15)
prep(occur-15, in-16)
amod(applications-18, typical-17)
pobj(in-16, applications-18)
punct(applications-18, ''-19)
mwe(as-21, such-20)
prep(applications-18, as-21)
pobj(as-21, word-processing-22)
cc(word-processing-22, and-23)
conj(word-processing-22, spreadsheets-24)
punct(cause-4, ,-25)
root(ROOT-0, said-26)
nn(Slater-28, Michael-27)
nsubj(said-26, Slater-28)
punct(Slater-28, ,-29)
appos(Slater-28, editor-30)
prep(editor-30, of-31)
det(Report-34, the-32)
nn(Report-34, Microprocessor-33)
pobj(of-31, Report-34)
punct(Report-34, ,-35)
det(newsletter-38, an-36)
nn(newsletter-38, industry-37)
appos(Report-34, newsletter-38)
punct(said-26, .-39)

nsubj(say-6, Sun-1)
punct(Sun-1, ,-2)
conj(Sun-1, Hewlett-Packard-3)
cc(Sun-1, and-4)
conj(Sun-1, others-5)
root(ROOT-0, say-6)
dep(is-8, Intel-7)
ccomp(say-6, is-8)
neg(is-8, n't-9)
advmod(is-8, wholly-10)
aux(blame-12, to-11)
xcomp(is-8, blame-12)
prep(blame-12, for-13)
det(snafu-15, the-14)
pobj(for-13, snafu-15)
punct(say-6, .-16)

det(culprits-3, The-1)
amod(culprits-3, real-2)
nsubj(makers-10, culprits-3)
punct(said-6, ,-4)
dep(said-6, they-5)
parataxis(makers-10, said-6)
punct(said-6, ,-7)
cop(makers-10, are-8)
nn(makers-10, computer-9)
root(ROOT-0, makers-10)
mwe(as-12, such-11)
prep(makers-10, as-12)
dep(as-12, IBM-13)
dep(jumped-16, that-14)
aux(jumped-16, have-15)
dep(makers-10, jumped-16)
det(gun-18, the-17)
dobj(jumped-16, gun-18)
aux(unveil-20, to-19)
vmod(jumped-16, unveil-20)
amod(products-22, 486-based-21)
dobj(unveil-20, products-22)
punct(makers-10, .-23)

punct(is-10, ``-1)
det(reason-3, The-2)
nsubj(is-10, reason-3)
dep(getting-6, this-4)
aux(getting-6, is-5)
rcmod(reason-3, getting-6)
advmod(much-8, so-7)
amod(visibility-9, much-8)
dobj(getting-6, visibility-9)
dep(said-21, is-10)
mark(started-13, that-11)
dep(started-13, some-12)
ccomp(is-10, started-13)
dep(started-13, shipping-14)
cc(started-13, and-15)
conj(started-13, announced-16)
amod(availability-18, early-17)
dobj(announced-16, availability-18)
punct(is-10, ,-19)
punct(is-10, ''-20)
root(ROOT-0, said-21)
poss(Archuleta-25, Hewlett-Packard-22)
possessive(Hewlett-Packard-22, 's-23)
nn(Archuleta-25, Mr.-24)
nsubj(said-21, Archuleta-25)
punct(said-21, .-26)

punct(do-4, ``-1)
dep(do-4, You-2)
aux(do-4, can-3)
root(ROOT-0, do-4)
dep(do-4, that-5)
cc(do-4, but-6)
dep(taking-9, you-7)
aux(taking-9, 're-8)
conj(do-4, taking-9)
det(risk-11, a-10)
dobj(taking-9, risk-11)
punct(do-4, .-12)

det(companies-2, Those-1)
nsubj(paying-4, companies-2)
aux(paying-4, are-3)
root(ROOT-0, paying-4)
det(price-6, the-5)
dobj(paying-4, price-6)
prep(price-6, for-7)
pcomp(for-7, taking-8)
det(risk-10, the-9)
dobj(taking-8, risk-10)
punct(paying-4, .-11)
punct(paying-4, ''-12)

prep(began-6, In-1)
amod(September-3, late-2)
pobj(In-1, September-3)
punct(began-6, ,-4)
dep(began-6, IBM-5)
root(ROOT-0, began-6)
xcomp(began-6, shipping-7)
det(card-10, a-8)
amod(card-10, plug-in-9)
dobj(shipping-7, card-10)
dep(converts-12, that-11)
dep(card-10, converts-12)
poss(model-15, its-13)
nn(model-15, PS/2-14)
dobj(converts-12, model-15)
num(model-15, 70-A21-16)
prep(converts-12, from-17)
det(machine-20, a-18)
num(machine-20, 80386-19)
pobj(from-17, machine-20)
prep(converts-12, to-21)
det(machine-24, an-22)
num(machine-24, 80486-23)
pobj(to-21, machine-24)
punct(began-6, .-25)

det(spokeswoman-3, An-1)
nn(spokeswoman-3, IBM-2)
nsubj(said-4, spokeswoman-3)
root(ROOT-0, said-4)
det(company-6, the-5)
nsubj(told-7, company-6)
ccomp(said-4, told-7)
dep(told-7, customers-8)
dep(told-7, Monday-9)
prep(told-7, about-10)
det(bugs-12, the-11)
pobj(about-10, bugs-12)
cc(told-7, and-13)
advmod(stopped-15, temporarily-14)
conj(told-7, stopped-15)
xcomp(stopped-15, shipping-16)
det(product-18, the-17)
dobj(shipping-16, product-18)
punct(said-4, .-19)

dep(has-2, IBM-1)
root(ROOT-0, has-2)
neg(plans-4, no-3)
dobj(has-2, plans-4)
aux(recall-6, to-5)
vmod(plans-4, recall-6)
poss(cards-9, its-7)
amod(cards-9, add-on-8)
dobj(recall-6, cards-9)
punct(said-13, ,-10)
det(spokeswoman-12, the-11)
nsubj(said-13, spokeswoman-12)
parataxis(has-2, said-13)
punct(said-13, ,-14)
cc(has-2, and-15)
aux(circumvent-18, could-16)
advmod(circumvent-18, probably-17)
conj(has-2, circumvent-18)
det(bugs-20, the-19)
dobj(circumvent-18, bugs-20)
prep(circumvent-18, without-21)
amod(delays-24, long-22)
nn(delays-24, product-23)
pobj(without-21, delays-24)
punct(has-2, .-25)

punct(look-5, ``-1)
dep(look-5, We-2)
aux(look-5, do-3)
neg(look-5, n't-4)
csubj(said-17, look-5)
prep(look-5, at-6)
dep(at-6, this-7)
prep(look-5, as-8)
det(problem-11, a-9)
amod(problem-11, major-10)
pobj(as-8, problem-11)
prep(problem-11, for-12)
dep(for-12, us-13)
punct(look-5, ,-14)
punct(look-5, ''-15)
dep(said-17, she-16)
root(ROOT-0, said-17)
punct(said-17, .-18)

nsubj(plans-11, Compaq-1)
punct(Compaq-1, ,-2)
dep(said-4, which-3)
dep(Compaq-1, said-4)
dep(discovered-6, it-5)
ccomp(said-4, discovered-6)
det(bugs-8, the-7)
dobj(discovered-6, bugs-8)
punct(Compaq-1, ,-9)
advmod(plans-11, still-10)
root(ROOT-0, plans-11)
aux(announce-13, to-12)
xcomp(plans-11, announce-13)
amod(products-16, new-14)
num(products-16, 486-15)
dobj(announce-13, products-16)
prep(announce-13, on-17)
pobj(on-17, Nov.-18)
num(Nov.-18, 6-19)
punct(plans-11, .-20)

mwe(of-2, Because-1)
prep(said-10, of-2)
det(glitch-4, the-3)
pobj(of-2, glitch-4)
punct(said-10, ,-5)
advmod(said-10, however-6)
punct(said-10, ,-7)
det(company-9, the-8)
nsubj(said-10, company-9)
root(ROOT-0, said-10)
dep(know-14, it-11)
aux(know-14, does-12)
neg(know-14, n't-13)
ccomp(said-10, know-14)
advmod(available-21, when-15)
poss(machine-17, its-16)
nsubj(available-21, machine-17)
aux(available-21, will-18)
cop(available-21, be-19)
advmod(available-21, commercially-20)
ccomp(know-14, available-21)
punct(said-10, .-22)

dep(break-4, That-1)
cop(break-4, 's-2)
det(break-4, a-3)
root(ROOT-0, break-4)
prep(break-4, from-5)
nn(tradition-7, Compaq-6)
pobj(from-5, tradition-7)
punct(break-4, ,-8)
mark(announce-14, because-9)
det(company-11, the-10)
nsubj(announce-14, company-11)
aux(announce-14, does-12)
neg(announce-14, n't-13)
advcl(break-4, announce-14)
dep(announce-14, products-15)
mark('re-18, until-16)
dep('re-18, they-17)
advcl(announce-14, 're-18)
advmod('re-18, actually-19)
prep('re-18, at-20)
det(dealers-22, the-21)
pobj(at-20, dealers-22)
punct(break-4, .-23)

det(problem-2, The-1)
nsubjpass(ballyhooed-5, problem-2)
aux(ballyhooed-5, is-3)
auxpass(ballyhooed-5, being-4)
root(ROOT-0, ballyhooed-5)
punct(say-8, ,-6)
dep(say-8, experts-7)
parataxis(ballyhooed-5, say-8)
punct(say-8, ,-9)
mark(flagship-17, because-10)
det(486-12, the-11)
nsubj(flagship-17, 486-12)
cop(flagship-17, is-13)
poss(flagship-17, Intel-14)
possessive(Intel-14, 's-15)
amod(flagship-17, future-16)
advcl(ballyhooed-5, flagship-17)
punct(ballyhooed-5, .-18)

poss(microprocessors-3, Intel-1)
possessive(Intel-1, 's-2)
nsubj(chips-6, microprocessors-3)
cop(chips-6, are-4)
det(chips-6, the-5)
root(ROOT-0, chips-6)
prep(chips-6, of-7)
dep(of-7, choice-8)
prep(chips-6, in-9)
pobj(in-9, many-10)
prep(many-10, of-11)
poss(computers-15, today-12)
possessive(today-12, 's-13)
amod(computers-15, personal-14)
pobj(of-11, computers-15)
cc(chips-6, and-16)
det(microprocessor-19, the-17)
num(microprocessor-19, 80486-18)
nsubj(spearhead-22, microprocessor-19)
cop(spearhead-22, is-20)
det(spearhead-22, the-21)
conj(chips-6, spearhead-22)
prep(spearhead-22, of-23)
det(company-25, the-24)
poss(bid-27, company-25)
possessive(company-25, 's-26)
pobj(of-23, bid-27)
aux(guard-29, to-28)
vmod(bid-27, guard-29)
det(spot-31, that-30)
dobj(guard-29, spot-31)
prep(guard-29, in-32)
det(generation-35, the-33)
amod(generation-35, next-34)
pobj(in-32, generation-35)
prep(generation-35, of-36)
dep(of-36, machines-37)
punct(chips-6, .-38)

punct(product-19, ``-1)
mark(uncommon-11, Although-2)
det(sorts-4, these-3)
nsubj(uncommon-11, sorts-4)
prep(sorts-4, of-5)
dep(of-5, bugs-6)
cop(uncommon-11, are-7)
neg(uncommon-11, not-8)
advmod(uncommon-11, at-9)
advmod(at-9, all-10)
advcl(product-19, uncommon-11)
punct(product-19, ,-12)
det(486-14, the-13)
nsubj(product-19, 486-14)
cop(product-19, is-15)
det(product-19, an-16)
advmod(high-profile-18, extremely-17)
amod(product-19, high-profile-18)
dep(said-22, product-19)
punct(product-19, ,-20)
punct(product-19, ''-21)
root(ROOT-0, said-22)
nn(Slater-24, Mr.-23)
nsubj(said-22, Slater-24)
punct(Slater-24, ,-25)
det(editor-28, the-26)
nn(editor-28, newsletter-27)
appos(Slater-24, editor-28)
punct(said-22, .-29)

poss(chip-4, Intel-1)
possessive(Intel-1, 's-2)
num(chip-4, 80486-3)
nsubj(Corvette-7, chip-4)
cop(Corvette-7, is-5)
det(Corvette-7, the-6)
root(ROOT-0, Corvette-7)
prep(Corvette-7, of-8)
poss(microprocessors-11, Intel-9)
possessive(Intel-9, 's-10)
pobj(of-8, microprocessors-11)
punct(Corvette-7, ,-12)
det(chip-17, a-13)
amod(super-expensive-16, super-fast-14)
punct(super-expensive-16, ,-15)
amod(chip-17, super-expensive-16)
appos(Corvette-7, chip-17)
mark(likely-26, that-18)
advmod(users-24, only-19)
det(users-24, the-20)
advmod(power-hungry-22, most-21)
amod(users-24, power-hungry-22)
nn(users-24, computer-23)
nsubj(likely-26, users-24)
cop(likely-26, are-25)
dep(chip-17, likely-26)
aux(buy-28, to-27)
xcomp(likely-26, buy-28)
prep(buy-28, for-29)
advmod(years-33, at-30)
pobj(at-30, least-31)
amod(years-33, several-32)
pobj(for-29, years-33)
punct(Corvette-7, .-34)

vmod(crams-7, Unveiled-1)
amod(April-3, last-2)
tmod(Unveiled-1, April-3)
punct(crams-7, ,-4)
det(chip-6, the-5)
nsubj(crams-7, chip-6)
root(ROOT-0, crams-7)
number(million-9, 1.2-8)
num(transistors-10, million-9)
dobj(crams-7, transistors-10)
prep(crams-7, on-11)
det(sliver-13, a-12)
pobj(on-11, sliver-13)
prep(sliver-13, of-14)
dep(of-14, silicon-15)
punct(crams-7, ,-16)
mwe(than-18, more-17)
quantmod(four-19, than-18)
dobj(crams-7, four-19)
cc(four-19, times-20)
advmod(many-22, as-21)
amod(four-19, many-22)
prep(many-22, as-23)
pcomp(as-23, on-24)
poss(model-28, Intel-25)
possessive(Intel-25, 's-26)
amod(model-28, earlier-27)
pobj(on-24, model-28)
punct(model-28, ,-29)
num(model-28, 80386-30)
punct(crams-7, .-31)

dep(clocks-2, Intel-1)
root(ROOT-0, clocks-2)
det(chip-4, the-3)
poss(speed-6, chip-4)
possessive(chip-4, 's-5)
dobj(clocks-2, speed-6)
prep(clocks-2, at-7)
number(million-9, 15-8)
num(instructions-10, million-9)
pobj(at-7, instructions-10)
prep(instructions-10, per-11)
dep(per-11, second-12)
punct(instructions-10, ,-13)
cc(instructions-10, or-14)
conj(instructions-10, MIPs-15)
punct(clocks-2, .-16)

dep(four-3, That-1)
cop(four-3, 's-2)
root(ROOT-0, four-3)
cc(four-3, times-4)
advmod(fast-6, as-5)
amod(four-3, fast-6)
prep(fast-6, as-7)
det(386-9, the-8)
pobj(as-7, 386-9)
punct(four-3, .-10)

nsubjpass(expected-6, Machines-1)
dep(Machines-1, using-2)
det(486-4, the-3)
dobj(using-2, 486-4)
auxpass(expected-6, are-5)
root(ROOT-0, expected-6)
aux(challenge-8, to-7)
xcomp(expected-6, challenge-8)
amod(stations-11, higher-priced-9)
nn(stations-11, work-10)
dobj(challenge-8, stations-11)
cc(stations-11, and-12)
conj(stations-11, minicomputers-13)
prep(challenge-8, in-14)
pobj(in-14, applications-15)
mwe(as-17, such-16)
prep(applications-15, as-17)
amod(servers-19, so-called-18)
pobj(as-17, servers-19)
punct(servers-19, ,-20)
dep(connect-22, which-21)
dep(servers-19, connect-22)
dobj(connect-22, groups-23)
prep(groups-23, of-24)
dep(of-24, computers-25)
advmod(connect-22, together-26)
punct(servers-19, ,-27)
cc(in-14, and-28)
conj(in-14, in-29)
amod(design-31, computer-aided-30)
pobj(in-29, design-31)
punct(expected-6, .-32)

cc(lies-17, But-1)
mark(is-10, while-2)
det(chip-4, the-3)
poss(speed-6, chip-4)
possessive(chip-4, 's-5)
nsubj(is-10, speed-6)
prep(speed-6, in-7)
amod(power-9, processing-8)
pobj(in-7, power-9)
advcl(lies-17, is-10)
dep(is-10, dazzling-11)
punct(lies-17, ,-12)
poss(strength-16, it-13)
possessive(it-13, 's-14)
amod(strength-16, real-15)
nsubj(lies-17, strength-16)
root(ROOT-0, lies-17)
prep(lies-17, in-18)
poss(inheritance-21, its-19)
nn(inheritance-21, software-20)
pobj(in-18, inheritance-21)
punct(lies-17, .-22)

det(486-2, The-1)
nsubj(descendant-5, 486-2)
cop(descendant-5, is-3)
det(descendant-5, the-4)
root(ROOT-0, descendant-5)
prep(descendant-5, of-6)
det(series-9, a-7)
amod(series-9, long-8)
pobj(of-6, series-9)
prep(series-9, of-10)
nn(chips-12, Intel-11)
pobj(of-10, chips-12)
dobj(dominating-15, that-13)
dep(series-9, began-14)
xcomp(began-14, dominating-15)
det(market-17, the-16)
dobj(dominating-15, market-17)
advmod(picked-21, ever-18)
mark(picked-21, since-19)
dep(picked-21, IBM-20)
advcl(began-14, picked-21)
det(chip-25, the-22)
amod(chip-25, 16-bit-23)
num(chip-25, 8088-24)
dobj(picked-21, chip-25)
prep(picked-21, for-26)
poss(computer-30, its-27)
amod(computer-30, first-28)
amod(computer-30, personal-29)
pobj(for-26, computer-30)
punct(descendant-5, .-31)

punct(processes-5, -LRB--1)
det(microprocessor-4, A-2)
amod(microprocessor-4, 16-bit-3)
nsubj(processes-5, microprocessor-4)
root(ROOT-0, processes-5)
num(pieces-7, 16-6)
dobj(processes-5, pieces-7)
prep(pieces-7, of-8)
dep(of-8, data-9)
prep(pieces-7, at-10)
det(time-12, a-11)
pobj(at-10, time-12)
cc(processes-5, and-13)
cop(slower-15, is-14)
conj(processes-5, slower-15)
prep(slower-15, than-16)
amod(chips-20, newer-17)
punct(chips-20, ,-18)
amod(chips-20, 32-bit-19)
pobj(than-16, chips-20)
punct(processes-5, .-21)
punct(processes-5, -RRB--22)

prep(cornered-6, Since-1)
dep(Since-1, then-2)
punct(cornered-6, ,-3)
dep(cornered-6, Intel-4)
aux(cornered-6, has-5)
root(ROOT-0, cornered-6)
det(part-9, a-7)
amod(part-9, large-8)
dobj(cornered-6, part-9)
prep(part-9, of-10)
det(market-12, the-11)
pobj(of-10, market-12)
prep(cornered-6, with-13)
amod(generations-15, successive-14)
pobj(with-13, generations-15)
prep(generations-15, of-16)
amod(chips-20, 16-bit-17)
cc(16-bit-17, and-18)
conj(16-bit-17, 32-bit-19)
pobj(of-16, chips-20)
punct(chips-20, ,-21)
dep(of-23, all-22)
nsubj(run-26, of-23)
dep(of-23, which-24)
aux(run-26, can-25)
rcmod(chips-20, run-26)
dobj(run-26, software-27)
dep(software-27, written-28)
prep(written-28, for-29)
amod(models-31, previous-30)
pobj(for-29, models-31)
punct(cornered-6, .-32)

dep('s-2, That-1)
root(ROOT-0, 's-2)
dep(keep-5, what-3)
aux(keep-5, will-4)
ccomp('s-2, keep-5)
nn(makers-7, computer-6)
dep(keep-5, makers-7)
dep(makers-7, coming-8)
prep(keep-5, in-9)
pobj(in-9, spite-10)
prep(spite-10, of-11)
det(irritation-13, the-12)
pobj(of-11, irritation-13)
prep(irritation-13, of-14)
dep(of-14, bugs-15)
punct('s-2, .-16)

amod(makers-4, Big-1)
amod(makers-4, personal-2)
nn(makers-4, computer-3)
nsubj(developing-12, makers-4)
cc(makers-4, and-5)
amod(makers-7, many-6)
conj(makers-4, makers-7)
prep(makers-7, of-8)
nn(workstations-10, engineering-9)
pobj(of-8, workstations-10)
aux(developing-12, are-11)
root(ROOT-0, developing-12)
amod(machines-14, 486-based-13)
dobj(developing-12, machines-14)
punct(machines-14, ,-15)
dobj(reach-20, which-16)
auxpass(expected-18, are-17)
dep(machines-14, expected-18)
aux(reach-20, to-19)
xcomp(expected-18, reach-20)
det(market-22, the-21)
dobj(reach-20, market-22)
amod(year-25, early-23)
amod(year-25, next-24)
tmod(reach-20, year-25)
punct(developing-12, .-26)

ccomp(bases-11, Of-1)
det(makers-5, the-2)
amod(makers-5, big-3)
nn(makers-5, computer-4)
pobj(Of-1, makers-5)
punct(bases-11, ,-6)
advmod(Co.-10, only-7)
nn(Co.-10, Apple-8)
nn(Co.-10, Computer-9)
nsubj(bases-11, Co.-10)
root(ROOT-0, bases-11)
poss(machines-13, its-12)
dobj(bases-11, machines-13)
prep(bases-11, on-14)
nn(chips-16, Motorola-15)
pobj(on-14, chips-16)
advmod(bases-11, instead-17)
punct(bases-11, .-18)

punct(going-5, ``-1)
det(486-3, The-2)
nsubj(going-5, 486-3)
aux(going-5, is-4)
dep(said-16, going-5)
aux(have-7, to-6)
xcomp(going-5, have-7)
det(impact-10, a-8)
amod(impact-10, big-9)
dobj(have-7, impact-10)
prep(have-7, on-11)
det(industry-13, the-12)
pobj(on-11, industry-13)
punct(going-5, ,-14)
punct(going-5, ''-15)
root(ROOT-0, said-16)
poss(Archuleta-20, Hewlett-Packard-17)
possessive(Hewlett-Packard-17, 's-18)
nn(Archuleta-20, Mr.-19)
nsubj(said-16, Archuleta-20)
punct(said-16, .-21)

punct(going-4, ``-1)
dep(going-4, It-2)
aux(going-4, 's-3)
root(ROOT-0, going-4)
aux(technology-10, to-5)
cop(technology-10, be-6)
det(technology-10, the-7)
amod(technology-10, leading-8)
nn(technology-10, edge-9)
xcomp(going-4, technology-10)
prep(technology-10, in-11)
amod(computers-13, personal-12)
pobj(in-11, computers-13)
prep(technology-10, for-14)
det(years-18, the-15)
amod(years-18, next-16)
amod(years-18, few-17)
pobj(for-14, years-18)
punct(going-4, .-19)

det(bug-2, This-1)
nsubj(going-5, bug-2)
aux(going-5, is-3)
neg(going-5, not-4)
root(ROOT-0, going-5)
aux(have-7, to-6)
xcomp(going-5, have-7)
dobj(have-7, any-8)
dep(any-8, affect-9)
prep(any-8, on-10)
dep(on-10, that-11)
advmod(have-7, at-12)
pobj(at-12, all-13)
punct(going-5, .-14)
punct(going-5, ''-15)

nn(Zipser-2, Andy-1)
nsubj(contributed-5, Zipser-2)
prep(Zipser-2, in-3)
dep(in-3, Dallas-4)
root(ROOT-0, contributed-5)
prep(contributed-5, to-6)
det(article-8, this-7)
pobj(to-6, article-8)
punct(contributed-5, .-9)

nn(Corp.-3, Bethlehem-1)
nn(Corp.-3, Steel-2)
nsubj(agreed-5, Corp.-3)
aux(agreed-5, has-4)
root(ROOT-0, agreed-5)
prep(agreed-5, in-6)
dep(in-6, principle-7)
aux(form-9, to-8)
xcomp(agreed-5, form-9)
det(venture-12, a-10)
amod(venture-12, joint-11)
dobj(form-9, venture-12)
prep(form-9, with-13)
det(world-15, the-14)
poss(steelmaker-18, world-15)
possessive(world-15, 's-16)
amod(steelmaker-18, second-largest-17)
pobj(with-13, steelmaker-18)
punct(steelmaker-18, ,-19)
appos(steelmaker-18, Usinor-Sacilor-20)
prep(Usinor-Sacilor-20, of-21)
dep(of-21, France-22)
punct(steelmaker-18, ,-23)
aux(modernize-25, to-24)
vmod(form-9, modernize-25)
det(portion-27, a-26)
dobj(modernize-25, portion-27)
prep(portion-27, of-28)
poss(division-33, Bethlehem-29)
possessive(Bethlehem-29, 's-30)
amod(division-33, ailing-31)
nn(division-33, BethForge-32)
pobj(of-28, division-33)
punct(agreed-5, .-34)

det(venture-2, The-1)
nsubj(part-16, venture-2)
punct(venture-2, ,-3)
dep(involves-5, which-4)
dep(venture-2, involves-5)
xcomp(involves-5, adding-6)
amod(equipment-8, sophisticated-7)
dobj(adding-6, equipment-8)
aux(make-10, to-9)
vmod(equipment-8, make-10)
nn(rolls-13, cast-iron-11)
nn(rolls-13, mill-12)
dobj(make-10, rolls-13)
punct(venture-2, ,-14)
cop(part-16, is-15)
root(ROOT-0, part-16)
prep(part-16, of-17)
det(effort-20, a-18)
amod(effort-20, two-pronged-19)
pobj(of-17, effort-20)
aux(shore-22, to-21)
vmod(effort-20, shore-22)
dep(shore-22, up-23)
det(division-25, a-24)
dobj(shore-22, division-25)
dep(posted-28, that-26)
aux(posted-28, has-27)
dep(division-25, posted-28)
amod(losses-31, continuing-29)
nn(losses-31, operating-30)
dobj(posted-28, losses-31)
prep(posted-28, for-32)
amod(years-34, several-33)
pobj(for-32, years-34)
punct(part-16, .-35)

det(element-3, The-1)
amod(element-3, other-2)
nsubj(includes-4, element-3)
root(ROOT-0, includes-4)
xcomp(includes-4, consolidating-5)
poss(operations-9, BethForge-6)
possessive(BethForge-6, 's-7)
nn(operations-9, press-forge-8)
dobj(consolidating-5, operations-9)
punct(includes-4, .-10)

det(division-3, The-1)
amod(division-3, entire-2)
nsubj(employs-4, division-3)
root(ROOT-0, employs-4)
quantmod(850-6, about-5)
num(workers-7, 850-6)
dobj(employs-4, workers-7)
punct(employs-4, .-8)

mark(affects-5, While-1)
det(venture-4, the-2)
amod(venture-4, joint-3)
nsubj(affects-5, venture-4)
advcl(is-16, affects-5)
advmod(part-9, only-6)
det(part-9, a-7)
amod(part-9, small-8)
dobj(affects-5, part-9)
prep(part-9, of-10)
poss(operations-13, Bethlehem-11)
possessive(Bethlehem-11, 's-12)
pobj(of-10, operations-13)
punct(is-16, ,-14)
dep(is-16, it-15)
root(ROOT-0, is-16)
dep(is-16, significant-17)
mark(marks-20, because-18)
dep(marks-20, it-19)
advcl(is-16, marks-20)
det(time-23, the-21)
amod(time-23, first-22)
dobj(marks-20, time-23)
det(nation-25, the-24)
poss(steelmaker-29, nation-25)
possessive(nation-25, 's-26)
nn(steelmaker-29, No.-27)
num(steelmaker-29, 2-28)
nsubj(joined-31, steelmaker-29)
aux(joined-31, has-30)
rcmod(time-23, joined-31)
dep(joined-31, forces-32)
prep(joined-31, with-33)
det(partner-36, a-34)
amod(partner-36, foreign-35)
pobj(with-33, partner-36)
punct(is-16, .-37)

nn(analysts-3, Wall-1)
nn(analysts-3, Street-2)
nsubj(criticized-5, analysts-3)
aux(criticized-5, have-4)
root(ROOT-0, criticized-5)
dep(criticized-5, Bethlehem-6)
prep(criticized-5, for-7)
neg(following-9, not-8)
pcomp(for-7, following-9)
poss(competitors-12, its-10)
amod(competitors-12, major-11)
dobj(following-9, competitors-12)
prep(following-9, in-13)
pcomp(in-13, linking-14)
prep(linking-14, with-15)
det(company-18, a-16)
amod(company-18, foreign-17)
pobj(with-15, company-18)
aux(share-20, to-19)
xcomp(linking-14, share-20)
dep(share-20, costs-21)
cc(share-20, and-22)
conj(share-20, provide-23)
dobj(provide-23, technology-24)
aux(modernize-26, to-25)
vmod(technology-24, modernize-26)
amod(facilities-28, old-27)
dobj(modernize-26, facilities-28)
cc(modernize-26, or-29)
conj(modernize-26, build-30)
amod(ones-32, new-31)
dobj(build-30, ones-32)
punct(criticized-5, .-33)

punct(think-3, ``-1)
dep(think-3, We-2)
dep(said-16, think-3)
dep(step-7, it-4)
cop(step-7, 's-5)
det(step-7, a-6)
ccomp(think-3, step-7)
prep(step-7, in-8)
det(direction-11, the-9)
