nsubjpass(expected-7, Confidence-1)
xcomp(learn-10, ask-12)
amod(questions-14, pointed-13)
dobj(ask-12, questions-14)
prep(questions-14, about-15)
pobj(about-15, some-16)
prep(some-16, of-17)
det(assumptions-19, the-18)
pobj(of-17, assumptions-19)
vmod(assumptions-19, built-20)
prep(built-20, into-21)
punct(illustrations-24, ``-22)
nn(illustrations-24, policy-23)
pobj(into-21, illustrations-24)
punct(illustrations-24, ''-25)
punct(illustrations-24, ---26)
det(rows-28, the-27)
dep(illustrations-24, rows-28)
prep(rows-28, of-29)
dep(of-29, numbers-30)
dep(show-32, that-31)
dep(rows-28, show-32)
dep(show-32, me-33)
det(buildup-35, the-34)
dobj(show-32, buildup-35)
prep(buildup-35, of-36)
poss(values-39, my-37)
nn(values-39, cash-38)
pobj(of-36, values-39)
prep(buildup-35, over-40)
det(years-42, the-41)
pobj(over-40, years-42)
punct(learn-10, .-43)

dep(give-3, They-1)
advmod(give-3, commonly-2)
root(ROOT-0, give-3)
num(scenarios-5, two-4)
dobj(give-3, scenarios-5)
punct(scenarios-5, :-6)
dep(based-9, One-7)
auxpass(based-9, is-8)
dep(scenarios-5, based-9)
prep(based-9, on-10)
nn(rates-12, interest-11)
pobj(on-10, rates-12)
mark(guarantees-16, that-13)
det(company-15, the-14)
nsubj(guarantees-16, company-15)
dep(rates-12, guarantees-16)
punct(%-23, -LRB--17)
dep(%-23, usually-18)
number(%-23, 4-19)
dep(%-23, %-20)
dep(%-23, to-21)
number(%-23, 4.5-22)
dep(rates-12, %-23)
punct(%-23, -RRB--24)
cc(based-9, and-25)
det(other-27, the-26)
conj(based-9, other-27)
dep(other-27, on-28)
det(rate-30, the-29)
pobj(on-28, rate-30)
dep(getting-34, it-31)
aux(getting-34, is-32)
advmod(getting-34, currently-33)
rcmod(rate-30, getting-34)
prep(getting-34, on-35)
dep(on-35, investment-36)
punct(rate-30, ,-37)
advmod(rate-30, often-38)
num(%-40, 8.5-39)
dep(rate-30, %-40)
cc(more-42, or-41)
num(%-40, more-42)
punct(give-3, .-43)

dep(find-9, Projecting-1)
det(latter-3, the-2)
dobj(Projecting-1, latter-3)
prep(Projecting-1, over-4)
amod(decades-6, several-5)
pobj(over-4, decades-6)
punct(find-9, ,-7)
dep(find-9, I-8)
root(ROOT-0, find-9)
poss(buildup-12, my-10)
nn(buildup-12, cash-11)
nsubj(is-13, buildup-12)
ccomp(find-9, is-13)
dep(is-13, impressive-14)
punct(find-9, ---15)
cc(find-9, but-16)
aux(prevail-22, can-17)
det(rate-21, any-18)
amod(rate-21, high-19)
nn(rate-21, interest-20)
nsubj(prevail-22, rate-21)
conj(find-9, prevail-22)
prep(prevail-22, for-23)
det(long-25, that-24)
pobj(for-23, long-25)
punct(prevail-22, ?-26)

neg(likely-2, Not-1)
dep(think-5, likely-2)
punct(think-5, ,-3)
dep(think-5, I-4)
root(ROOT-0, think-5)
punct(think-5, .-6)

advmod(assume-6, Also-1)
punct(assume-6, ,-2)
det(illustrations-5, some-3)
nn(illustrations-5, policy-4)
nsubj(assume-6, illustrations-5)
root(ROOT-0, assume-6)
mark(will-10, that-7)
nn(costs-9, mortality-8)
nsubj(will-10, costs-9)
ccomp(assume-6, will-10)
dep(will-10, decline-11)
cc(will-10, or-12)
mark(get-16, that-13)
dep(get-16, I-14)
aux(get-16, will-15)
conj(will-10, get-16)
det(sort-18, some-17)
dobj(get-16, sort-18)
prep(sort-18, of-19)
nn(bonus-21, dividend-20)
pobj(of-19, bonus-21)
prep(get-16, after-22)
det(year-25, the-23)
amod(year-25, 10th-24)
pobj(after-22, year-25)
punct(assume-6, .-26)

dep(are-2, These-1)
root(ROOT-0, are-2)
neg(are-2, not-3)
dep(are-2, certain-4)
punct(are-2, ,-5)
advmod(are-2, either-6)
punct(are-2, .-7)

dep(comfortable-5, Companies-1)
punct(comfortable-5, ``-2)
cop(comfortable-5, are-3)
neg(comfortable-5, n't-4)
ccomp(says-25, comfortable-5)
dep(comfortable-5, playing-6)
det(games-8, these-7)
dobj(playing-6, games-8)
punct(comfortable-5, ,-9)
cc(comfortable-5, but-10)
dep(realize-12, they-11)
conj(comfortable-5, realize-12)
dep('re-14, they-13)
ccomp(realize-12, 're-14)
prep('re-14, under-15)
pobj(under-15, pressure-16)
aux(make-18, to-17)
vmod(pressure-16, make-18)
poss(policies-20, their-19)
nsubj(look-21, policies-20)
ccomp(make-18, look-21)
dep(look-21, good-22)
punct(says-25, ,-23)
punct(says-25, ''-24)
root(ROOT-0, says-25)
nn(Pfiefer-27, Timothy-26)
nsubj(says-25, Pfiefer-27)
punct(Pfiefer-27, ,-28)
det(consultant-31, an-29)
amod(consultant-31, actuarial-30)
appos(Pfiefer-27, consultant-31)
prep(consultant-31, at-32)
pobj(at-32, Tillinghast-33)
punct(Tillinghast-33, ,-34)
det(unit-36, a-35)
dep(Tillinghast-33, unit-36)
prep(unit-36, of-37)
nn(Co.-40, Towers-38)
nn(Co.-40, Perrin-39)
pobj(of-37, Co.-40)
punct(Co.-40, ,-41)
det(firm-47, the-42)
amod(firm-47, big-43)
nn(firm-47, New-44)
nn(firm-47, York-45)
amod(firm-47, consulting-46)
appos(Co.-40, firm-47)
punct(says-25, .-48)

det(factor-2, Another-1)
root(ROOT-0, factor-2)
aux(consider-4, to-3)
vmod(factor-2, consider-4)
punct(factor-2, :-5)
nsubj(doing-16, Some-6)
prep(Some-6, of-7)
det(companies-9, the-8)
pobj(of-7, companies-9)
advmod(earning-11, currently-10)
vmod(companies-9, earning-11)
advmod(high-13, very-12)
amod(yields-14, high-13)
dobj(earning-11, yields-14)
aux(doing-16, are-15)
dep(factor-2, doing-16)
advmod(doing-16, so-17)
prep(doing-16, through-18)
amod(investment-20, substantial-19)
pobj(through-18, investment-20)
prep(investment-20, in-21)
nn(bonds-23, junk-22)
pobj(in-21, bonds-23)
punct(doing-16, ,-24)
cc(doing-16, and-25)
dep(know-27, you-26)
conj(doing-16, know-27)
advmod(nervous-29, how-28)
dep(been-33, nervous-29)
det(market-31, the-30)
nsubj(been-33, market-31)
aux(been-33, has-32)
ccomp(know-27, been-33)
prep(been-33, about-34)
dep(about-34, those-35)
advmod(been-33, lately-36)
punct(factor-2, .-37)

dep(are-2, There-1)
root(ROOT-0, are-2)
advmod(endless-4, seemingly-3)
amod(twists-5, endless-4)
dep(are-2, twists-5)
prep(twists-5, to-6)
amod(life-8, universal-7)
pobj(to-6, life-8)
punct(are-2, ,-9)
cc(are-2, and-10)
nsubj(pays-12, it-11)
conj(are-2, pays-12)
aux(ask-14, to-13)
xcomp(pays-12, ask-14)
dep(ask-14, questions-15)
prep(ask-14, about-16)
pobj(about-16, all-17)
prep(all-17, of-18)
dep(of-18, them-19)
punct(are-2, .-20)

prep(boasts-11, At-1)
det(barbecue-4, a-2)
amod(barbecue-4, back-yard-3)
pobj(At-1, barbecue-4)
punct(boasts-11, ,-5)
prep(boasts-11, for-6)
dep(for-6, example-7)
punct(boasts-11, ,-8)
det(friend-10, a-9)
nsubj(boasts-11, friend-10)
root(ROOT-0, boasts-11)
mark(have-16, that-12)
dep(have-16, she-13)
aux(have-16, 'll-14)
advmod(have-16, only-15)
ccomp(boasts-11, have-16)
aux(pay-18, to-17)
xcomp(have-16, pay-18)
dep(pay-18, premiums-19)
prep(pay-18, on-20)
poss(policy-24, her-21)
nn(policy-24, John-22)
nn(policy-24, Hancock-23)
pobj(on-20, policy-24)
prep(pay-18, for-25)
num(years-27, seven-26)
pobj(for-25, years-27)
cc(have-16, and-28)
mark(guaranteed-37, that-29)
poss(benefits-32, her-30)
nn(benefits-32, death-31)
nsubjpass(guaranteed-37, benefits-32)
aux(guaranteed-37, will-33)
advmod(guaranteed-37, then-34)
auxpass(guaranteed-37, be-35)
punct(guaranteed-37, ``-36)
conj(have-16, guaranteed-37)
punct(boasts-11, .-38)
punct(boasts-11, ''-39)

dep(call-2, I-1)
root(ROOT-0, call-2)
dep(agent-4, her-3)
dobj(call-2, agent-4)
punct(agent-4, ,-5)
nn(Dominici-7, David-6)
appos(agent-4, Dominici-7)
punct(call-2, .-8)

advmod(structured-13, Yes-1)
punct(says-4, ,-2)
dep(says-4, he-3)
parataxis(structured-13, says-4)
punct(says-4, ,-5)
nsubjpass(structured-13, premiums-6)
prep(premiums-6, on-7)
amod(coverage-10, such-8)
amod(coverage-10, variable-rate-9)
pobj(on-7, coverage-10)
aux(structured-13, can-11)
auxpass(structured-13, be-12)
root(ROOT-0, structured-13)
aux(vanish-16, to-14)
punct(vanish-16, ``-15)
xcomp(structured-13, vanish-16)
punct(vanish-16, ''-17)
prep(vanish-16, after-18)
det(period-21, a-19)
amod(period-21, certain-20)
pobj(after-18, period-21)
punct(structured-13, ---22)
cc(usually-24, but-23)
dep(structured-13, usually-24)
advmod(stay-29, only-25)
mark(stay-29, if-26)
nn(rates-28, interest-27)
nsubj(stay-29, rates-28)
dep(usually-24, stay-29)
acomp(stay-29, high-30)
advmod(high-30, enough-31)
aux(generate-33, to-32)
xcomp(high-30, generate-33)
amod(cash-35, sufficient-34)
dobj(generate-33, cash-35)
aux(cover-37, to-36)
vmod(cash-35, cover-37)
det(cost-40, the-38)
amod(cost-40, annual-39)
dobj(cover-37, cost-40)
prep(cost-40, of-41)
nn(protection-43, insurance-42)
pobj(of-41, protection-43)
punct(structured-13, .-44)

mark(rates-3, If-1)
nn(rates-3, interest-2)
advcl(knocking-10, rates-3)
dep(rates-3, plunge-4)
punct(knocking-10, ,-5)
det(insurer-7, the-6)
nsubj(knocking-10, insurer-7)
aux(knocking-10, may-8)
aux(knocking-10, be-9)
root(ROOT-0, knocking-10)
prep(knocking-10, on-11)
poss(door-13, my-12)
pobj(on-11, door-13)
punct(knocking-10, ,-14)
vmod(knocking-10, asking-15)
prep(asking-15, for-16)
amod(payments-19, steeper-17)
nn(payments-19, premium-18)
pobj(for-16, payments-19)
aux(maintain-21, to-20)
vmod(payments-19, maintain-21)
det(amount-24, the-22)
amod(amount-24, same-23)
dobj(maintain-21, amount-24)
prep(amount-24, of-25)
dep(of-25, protection-26)
punct(knocking-10, .-27)

dep(like-4, I-1)
aux(like-4, do-2)
neg(like-4, n't-3)
root(ROOT-0, like-4)
det(sound-6, the-5)
dobj(like-4, sound-6)
prep(sound-6, of-7)
dep(of-7, that-8)
punct(like-4, .-9)

det(insurers-2, Some-1)
nsubj(started-5, insurers-2)
aux(started-5, have-3)
advmod(started-5, also-4)
root(ROOT-0, started-5)
xcomp(started-5, offering-6)
punct(bonuses-9, ``-7)
nn(bonuses-9, persistency-8)
dobj(offering-6, bonuses-9)
punct(bonuses-9, ,-10)
punct(bonuses-9, ''-11)
mwe(as-13, such-12)
prep(bonuses-9, as-13)
amod(dividends-15, extra-14)
pobj(as-13, dividends-15)
cc(dividends-15, or-16)
det(yield-21, a-17)
advmod(higher-19, marginally-18)
amod(yield-21, higher-19)
nn(yield-21, interest-20)
conj(dividends-15, yield-21)
punct(started-5, ,-22)
mark(maintained-27, if-23)
det(policy-25, the-24)
nsubjpass(maintained-27, policy-25)
auxpass(maintained-27, is-26)
advcl(started-5, maintained-27)
prep(maintained-27, for-28)
num(years-30, 10-29)
pobj(for-28, years-30)
punct(started-5, .-31)

cc(warns-11, But-1)
nn(Daily-3, Glenn-2)
nsubj(warns-11, Daily-3)
punct(Daily-3, ,-4)
det(consultant-9, a-5)
amod(York-based-7, New-6)
amod(consultant-9, York-based-7)
amod(consultant-9, financial-8)
appos(Daily-3, consultant-9)
punct(Daily-3, ,-10)
root(ROOT-0, warns-11)
mark(fantasies-20, that-12)
nsubj(fantasies-20, many-13)
prep(many-13, of-14)
det(bonuses-16, these-15)
pobj(of-14, bonuses-16)
cop(fantasies-20, are-17)
punct(fantasies-20, ``-18)
advmod(fantasies-20, just-19)
ccomp(warns-11, fantasies-20)
punct(fantasies-20, ,-21)
punct(fantasies-20, ''-22)
mark(guaranteed-27, because-23)
dep(guaranteed-27, most-24)
auxpass(guaranteed-27, are-25)
neg(guaranteed-27, n't-26)
advcl(fantasies-20, guaranteed-27)
prep(guaranteed-27, by-28)
det(companies-30, the-29)
pobj(by-28, companies-30)
punct(warns-11, .-31)

cc(new-6, And-1)
det(feature-3, the-2)
nsubj(new-6, feature-3)
cop(new-6, is-4)
advmod(new-6, so-5)
root(ROOT-0, new-6)
punct(adds-9, ,-7)
dep(adds-9, he-8)
dep(new-6, adds-9)
punct(adds-9, ,-10)
mark(established-16, that-11)
neg(insurer-13, no-12)
nsubj(established-16, insurer-13)
aux(established-16, has-14)
advmod(established-16, yet-15)
ccomp(new-6, established-16)
det(record-19, a-17)
nn(record-19, track-18)
dobj(established-16, record-19)
prep(record-19, for-20)
advmod(making-22, actually-21)
pcomp(for-20, making-22)
amod(payments-24, such-23)
dobj(making-22, payments-24)
punct(new-6, .-25)

amod(provisions-3, So-called-1)
amod(provisions-3, living-benefits-2)
nsubj(merit-5, provisions-3)
advmod(merit-5, also-4)
root(ROOT-0, merit-5)
det(inspection-8, a-6)
amod(inspection-8, close-7)
dobj(merit-5, inspection-8)
punct(merit-5, .-9)

dep(let-27, Offered-1)
prep(Offered-1, by-2)
pobj(by-2, insurers-3)
dep(include-5, that-4)
ccomp(insurers-3, include-5)
nn(Co.-9, Security-Connecticut-6)
nn(Co.-9, Life-7)
nn(Co.-9, Insurance-8)
dobj(include-5, Co.-9)
punct(Co.-9, ,-10)
nn(Co.-15, Jackson-11)
nn(Co.-15, National-12)
nn(Co.-15, Life-13)
nn(Co.-15, Insurance-14)
conj(Co.-9, Co.-15)
punct(Co.-9, ,-16)
cc(Co.-9, and-17)
nn(Co.-22, National-18)
nn(Co.-22, Travelers-19)
nn(Co.-22, Life-20)
nn(Co.-22, Insurance-21)
conj(Co.-9, Co.-22)
punct(Co.-9, ,-23)
det(riders-26, these-24)
nn(riders-26, policy-25)
nsubj(let-27, riders-26)
root(ROOT-0, let-27)
dep(tap-29, me-28)
ccomp(let-27, tap-29)
det(portion-31, a-30)
dobj(tap-29, portion-31)
prep(portion-31, of-32)
poss(benefits-35, my-33)
nn(benefits-35, death-34)
pobj(of-32, benefits-35)
mark('m-38, while-36)
dep('m-38, I-37)
advcl(tap-29, 'm-38)
advmod('m-38, still-39)
dep('m-38, alive-40)
punct(let-27, .-41)

det(provisions-2, Some-1)
nsubj(let-4, provisions-2)
aux(let-4, would-3)
root(ROOT-0, let-4)
dep(collect-6, me-5)
ccomp(let-4, collect-6)
det(percentage-8, a-7)
dobj(collect-6, percentage-8)
prep(percentage-8, of-9)
det(policy-11, the-10)
poss(value-14, policy-11)
possessive(policy-11, 's-12)
nn(value-14, face-13)
pobj(of-9, value-14)
aux(pay-16, to-15)
vmod(collect-6, pay-16)
prep(pay-16, for-17)
amod(care-19, long-term-18)
pobj(for-17, care-19)
mwe(as-21, such-20)
prep(care-19, as-21)
nn(stays-23, nursing-home-22)
pobj(as-21, stays-23)
punct(let-4, ;-24)
dep(allow-27, others-25)
aux(allow-27, would-26)
parataxis(let-4, allow-27)
dobj(allow-27, payments-28)
prep(payments-28, for-29)
amod(illnesses-31, catastrophic-30)
pobj(for-29, illnesses-31)
cc(illnesses-31, and-32)
conj(illnesses-31, conditions-33)
mwe(as-35, such-34)
prep(illnesses-31, as-35)
pobj(as-35, cancer-36)
punct(cancer-36, ,-37)
nn(attarcks-39, heart-38)
conj(cancer-36, attarcks-39)
punct(cancer-36, ,-40)
amod(failure-42, renal-41)
conj(cancer-36, failure-42)
cc(cancer-36, and-43)
nn(transplants-45, kidney-44)
conj(cancer-36, transplants-45)
punct(let-4, .-46)

cc(defined-13, But-1)
det(events-4, the-2)
amod(events-4, catastrophic-3)
nsubjpass(defined-13, events-4)
prep(collect-10, for-5)
dep(for-5, which-6)
det(policyholder-8, the-7)
nsubj(collect-10, policyholder-8)
aux(collect-10, can-9)
rcmod(events-4, collect-10)
auxpass(defined-13, are-11)
advmod(defined-13, narrowly-12)
root(ROOT-0, defined-13)
punct(defined-13, ,-14)
conj(defined-13, vary-15)
prep(vary-15, from-16)
dep(from-16, policy-17)
prep(from-16, to-18)
dep(to-18, policy-19)
punct(defined-13, ,-20)
cc(defined-13, and-21)
advmod(permit-23, generally-22)
conj(defined-13, permit-23)
dobj(permit-23, use-24)
prep(use-24, of-25)
advmod(fraction-29, only-26)
det(fraction-29, a-27)
amod(fraction-29, small-28)
pobj(of-25, fraction-29)
prep(fraction-29, of-30)
det(amount-33, the-31)
nn(amount-33, face-32)
pobj(of-30, amount-33)
prep(amount-33, of-34)
dep(of-34, insurance-35)
punct(defined-13, .-36)

advmod(say-8, Also-1)
punct(say-8, ,-2)
amod(planners-4, financial-3)
nsubj(say-8, planners-4)
vmod(planners-4, advising-5)
prep(advising-5, on-6)
dep(on-6, insurance-7)
root(ROOT-0, say-8)
mark(ruling-20, that-9)
prep(ruling-20, to-10)
poss(knowledge-12, their-11)
pobj(to-10, knowledge-12)
dep(ruling-20, there-13)
aux(ruling-20, has-14)
neg(ruling-20, not-15)
advmod(ruling-20, yet-16)
cop(ruling-20, been-17)
det(ruling-20, a-18)
nn(ruling-20, tax-19)
ccomp(say-8, ruling-20)
vmod(ruling-20, exempting-21)
det(payments-24, these-22)
nn(payments-24, advance-23)
dobj(exempting-21, payments-24)
prep(exempting-21, from-25)
dep(from-25, taxes-26)
punct(say-8, .-27)

cc(figure-11, And-1)
prep(figure-11, considering-2)
det(cost-5, the-3)
amod(cost-5, extra-4)
pobj(considering-2, cost-5)
prep(cost-5, of-6)
amod(provisions-8, such-7)
pobj(of-6, provisions-8)
punct(figure-11, ,-9)
dep(figure-11, some-10)
root(ROOT-0, figure-11)
mark(better-26, that-12)
nsubj(better-26, people-13)
amod(people-13, interested-14)
prep(interested-14, in-15)
punct(say-17, ,-16)
dep(in-15, say-17)
punct(say-17, ,-18)
dep(in-15, paying-19)
prep(paying-19, for-20)
amod(care-23, extended-21)
nn(care-23, nursing-home-22)
pobj(for-20, care-23)
aux(better-26, would-24)
cop(better-26, be-25)
ccomp(figure-11, better-26)
dep(better-26, off-27)
advmod(buying-29, just-28)
xcomp(better-26, buying-29)
det(policy-32, a-30)
amod(policy-32, separate-31)
dobj(buying-29, policy-32)
dep(provides-34, that-33)
dep(policy-32, provides-34)
dep(provides-34, it-35)
punct(figure-11, .-36)

dep(impressed-5, I-1)
auxpass(impressed-5, 'm-2)
advmod(favorably-4, more-3)
advmod(impressed-5, favorably-4)
root(ROOT-0, impressed-5)
prep(impressed-5, by-6)
punct(by-6, ``-7)
amod(life-9, no-load-8)
pobj(by-6, life-9)
punct(impressed-5, ,-10)
punct(impressed-5, ''-11)
advmod(turns-15, even-12)
mark(turns-15, though-13)
dep(turns-15, it-14)
advcl(impressed-5, turns-15)
dep(turns-15, out-16)
aux(life-20, to-17)
cop(life-20, be-18)
amod(life-20, low-load-19)
xcomp(turns-15, life-20)
punct(impressed-5, .-21)

nsubj(market-5, Insureres-1)
dep(Insureres-1, selling-2)
det(policies-4, these-3)
dobj(selling-2, policies-4)
root(ROOT-0, market-5)
dep(market-5, them-6)
advmod(market-5, directly-7)
prep(market-5, to-8)
det(public-10, the-9)
pobj(to-8, public-10)
cc(market-5, or-11)
advmod(use-15, otherwise-12)
aux(use-15, do-13)
neg(use-15, n't-14)
conj(market-5, use-15)
amod(salesmen-17, commissioned-16)
dobj(use-15, salesmen-17)
punct(market-5, ;-18)
dep(is-20, there-19)
parataxis(market-5, is-20)
advmod(is-20, still-21)
det(load-23, a-22)
dep(is-20, load-23)
punct(load-23, ---24)
amod(fees-27, annual-25)
amod(fees-27, administrative-26)
dep(load-23, fees-27)
cc(fees-27, and-28)
amod(charges-33, initial-29)
punct(charges-33, ``-30)
nn(charges-33, setup-31)
punct(charges-33, ''-32)
conj(fees-27, charges-33)
punct(load-23, ---34)
cc(is-20, but-35)
dep(figure-37, I-36)
conj(is-20, figure-37)
mark(saves-55, that-38)
det(lack-40, the-39)
nsubj(saves-55, lack-40)
prep(lack-40, of-41)
dep(of-41, commission-42)
cc(of-41, and-43)
conj(of-41, of-44)
punct(fees-47, ``-45)
nn(fees-47, surrender-46)
pobj(of-44, fees-47)
punct(fees-47, ''-48)
prep(fees-47, for-49)
pcomp(for-49, dropping-50)
det(policy-52, the-51)
dobj(dropping-50, policy-52)
advmod(dropping-50, early-53)
advmod(saves-55, still-54)
ccomp(figure-37, saves-55)
dep(saves-55, me-56)
det(lot-58, a-57)
dobj(saves-55, lot-58)
punct(market-5, .-59)

dep(compared-2, I-1)
root(ROOT-0, compared-2)
num(policy-5, one-3)
amod(policy-5, universal-4)
dobj(compared-2, policy-5)
prep(policy-5, for-6)
amod(amount-10, $-7)
number($-7, 130,000-8)
nn(amount-10, face-9)
pobj(for-6, amount-10)
prep(policy-5, from-11)
amod(insurer-14, such-12)
det(insurer-14, an-13)
pobj(from-11, insurer-14)
punct(insurer-14, ,-15)
nn(Corp.-19, American-16)
nn(Corp.-19, Life-17)
nn(Corp.-19, Insurance-18)
appos(insurer-14, Corp.-19)
prep(Corp.-19, of-20)
nn(Neb.-23, Lincoln-21)
punct(Neb.-23, ,-22)
pobj(of-20, Neb.-23)
punct(Neb.-23, ,-24)
prep(compared-2, with-25)
det(offering-28, a-26)
amod(offering-28, similar-27)
pobj(with-25, offering-28)
prep(offering-28, from-29)
nn(Society-33, Equitable-30)
nn(Society-33, Life-31)
nn(Society-33, Assurance-32)
pobj(from-29, Society-33)
prep(Society-33, of-34)
det(U.S.-36, the-35)
pobj(of-34, U.S.-36)
punct(Society-33, ,-37)
dep(operates-39, which-38)
dep(Society-33, operates-39)
prep(operates-39, through-40)
num(salesmen-43, 11,000-41)
amod(salesmen-43, commissioned-42)
pobj(through-40, salesmen-43)
punct(compared-2, .-44)

prep(walk-6, After-1)
num(year-3, one-2)
pobj(After-1, year-3)
dep(walk-6, I-4)
aux(walk-6, could-5)
root(ROOT-0, walk-6)
advmod(walk-6, away-7)
prep(away-7, from-8)
det(policy-11, the-9)
nn(policy-11, Ameritas-10)
pobj(from-8, policy-11)
prep(walk-6, with-12)
pobj(with-12, $-13)
num($-13, 792-14)
punct(walk-6, ,-15)
cc(walk-6, but-16)
dep(get-18, Id-17)
conj(walk-6, get-18)
quantmod($-20, only-19)
dobj(get-18, $-20)
num($-20, 14-21)
prep(get-18, from-22)
det(Equitable-24, the-23)
pobj(from-22, Equitable-24)
punct(walk-6, .-25)

det(difference-2, The-1)
nsubjpass(magnified-4, difference-2)
auxpass(magnified-4, is-3)
root(ROOT-0, magnified-4)
prep(magnified-4, by-5)
dep(by-5, time-6)
punct(magnified-4, ,-7)
advmod(magnified-4, too-8)
punct(magnified-4, .-9)

prep(have-16, At-1)
pobj(At-1, age-2)
num(age-2, 65-3)
punct(have-16, ,-4)
advmod(stop-8, when-5)
dep(stop-8, I-6)
aux(stop-8, 'd-7)
advcl(have-16, stop-8)
xcomp(stop-8, paying-9)
dep(paying-9, premiums-10)
punct(have-16, ,-11)
det(offering-14, the-12)
nn(offering-14, Ameritas-13)
nsubj(have-16, offering-14)
aux(have-16, would-15)
root(ROOT-0, have-16)
det(value-20, a-17)
amod(value-20, projected-18)
nn(value-20, cash-19)
dobj(have-16, value-20)
npadvmod(higher-23, $-21)
num($-21, 14,000-22)
amod(value-20, higher-23)
prep(higher-23, than-24)
det(other-26, the-25)
pobj(than-24, other-26)
punct(have-16, ,-27)
advmod(assumed-35, even-28)
mark(assumed-35, though-29)
det(Equitable-31, the-30)
poss(illustration-34, Equitable-31)
possessive(Equitable-31, 's-32)
nn(illustration-34, policy-33)
nsubj(assumed-35, illustration-34)
advcl(have-16, assumed-35)
det(rate-40, a-36)
advmod(higher-38, fractionally-37)
amod(rate-40, higher-38)
nn(rate-40, interest-39)
dobj(assumed-35, rate-40)
punct(have-16, .-41)

aux(buy-3, Did-1)
dep(buy-3, I-2)
root(ROOT-0, buy-3)
dep(buy-3, it-4)
punct(buy-3, ?-5)

root(ROOT-0, Well-1)
punct(Well-1, ,-2)
dep(yet-4, not-3)
dep(Well-1, yet-4)
punct(Well-1, .-5)

dep(thinking-3, I-1)
aux(thinking-3, 'm-2)
root(ROOT-0, thinking-3)
prep(thinking-3, about-4)
pcomp(about-4, using-5)
det(premium-10, the-6)
amod(premium-10, $-7)
number($-7, 871-8)
amod(premium-10, annual-9)
dobj(using-5, premium-10)
aux(finance-12, to-11)
vmod(using-5, finance-12)
det(trip-14, a-13)
dobj(finance-12, trip-14)
prep(trip-14, to-15)
dep(to-15, Paris-16)
advmod(finance-12, first-17)
punct(thinking-3, .-18)

det(person-2, A-1)
nsubj(do-4, person-2)
aux(do-4, can-3)
root(ROOT-0, do-4)
det(thinking-7, some-5)
amod(thinking-7, heavy-6)
dobj(do-4, thinking-7)
prep(thinking-7, about-8)
dep(about-8, insurance-9)
advmod(do-4, there-10)
punct(do-4, ---11)
cc(do-4, and-12)
conj(do-4, shop-13)
prep(shop-13, for-14)
pobj(for-14, something-15)
advmod(exciting-17, more-16)
amod(something-15, exciting-17)
mark(doing-21, while-18)
dep(doing-21, she-19)
aux(doing-21, 's-20)
advcl(do-4, doing-21)
dep(doing-21, it-22)
punct(do-4, .-23)

nn(Inc.-3, Rorer-1)
nn(Inc.-3, Group-2)
nsubj(report-5, Inc.-3)
aux(report-5, will-4)
ccomp(said-40, report-5)
mark(rose-9, that-6)
amod(profit-8, third-quarter-7)
nsubj(rose-9, profit-8)
ccomp(report-5, rose-9)
advmod(than-11, more-10)
quantmod(15-12, than-11)
num(%-13, 15-12)
dobj(rose-9, %-13)
prep(rose-9, from-14)
det(year-16, a-15)
npadvmod(earlier-17, year-16)
pcomp(from-14, earlier-17)
punct(rose-9, ,-18)
mark(due-24, though-19)
det(gain-21, the-20)
nsubj(due-24, gain-21)
cop(due-24, is-22)
advmod(due-24, wholly-23)
advcl(rose-9, due-24)
prep(due-24, to-25)
nn(sales-27, asset-26)
pobj(to-25, sales-27)
punct(said-40, ,-28)
nn(Cawthorn-30, Robert-29)
nsubj(said-40, Cawthorn-30)
punct(Cawthorn-30, ,-31)
nn(president-34, chairman-32)
punct(president-34, ,-33)
appos(Cawthorn-30, president-34)
cc(president-34, and-35)
amod(officer-38, chief-36)
amod(officer-38, executive-37)
conj(president-34, officer-38)
punct(Cawthorn-30, ,-39)
root(ROOT-0, said-40)
punct(said-40, .-41)

poss(projection-2, His-1)
nsubj(indicates-3, projection-2)
root(ROOT-0, indicates-3)
dobj(indicates-3, profit-4)
prep(profit-4, in-5)
det(quarter-8, the-6)
amod(quarter-8, latest-7)
pobj(in-5, quarter-8)
prep(profit-4, of-9)
quantmod($-12, more-10)
quantmod($-12, than-11)
pobj(of-9, $-12)
number(million-14, 17.4-13)
num($-12, million-14)
punct($-12, ,-15)
cc($-12, or-16)
num(cents-18, 55-17)
conj($-12, cents-18)
det(share-20, a-19)
dep(cents-18, share-20)
punct($-12, ,-21)
prep($-12, compared-22)
pcomp(compared-22, with-23)
pobj(with-23, $-24)
number(million-26, 15.2-25)
num($-24, million-26)
punct($-24, ,-27)
cc($-24, or-28)
num(cents-30, 48-29)
conj($-24, cents-30)
det(share-32, a-31)
dep(cents-30, share-32)
punct($-24, ,-33)
det(year-35, a-34)
npadvmod(ago-36, year-35)
advmod($-24, ago-36)
punct(indicates-3, .-37)

nn(Cawthorn-2, Mr.-1)
nsubj(said-3, Cawthorn-2)
root(ROOT-0, said-3)
prep(said-3, in-4)
det(interview-6, an-5)
pobj(in-4, interview-6)
mark(show-10, that-7)
dep(show-10, sales-8)
aux(show-10, will-9)
ccomp(said-3, show-10)
det(increase-12, an-11)
dobj(show-10, increase-12)
prep(increase-12, from-13)
det(year-15, a-14)
