dep(want-3, Consumers-1)
nsubj(remain-11, much-5)
prep(much-5, of-6)
det(market-9, the-7)
amod(market-9, high-yield-8)
pobj(of-6, market-9)
aux(remain-11, will-10)
ccomp(concerned-3, remain-11)
dep(remain-11, treacherous-12)
prep(remain-11, for-13)
dep(for-13, investors-14)
punct(concerned-3, .-15)

nn(Asquith-2, Paul-1)
nsubj(says-38, Asquith-2)
punct(Asquith-2, ,-3)
nn(professor-5, associate-4)
appos(Asquith-2, professor-5)
prep(professor-5, at-6)
det(Massachusetts-8, the-7)
dep('s-12, Massachusetts-8)
dep(Massachusetts-8, Institute-9)
prep(Massachusetts-8, of-10)
dep(of-10, Technology-11)
pobj(at-6, 's-12)
nn(School-14, Sloan-13)
dep('s-12, School-14)
prep('s-12, of-15)
dep(of-15, Management-16)
punct(says-38, ,-17)
vmod(says-38, citing-18)
det(pattern-20, a-19)
dobj(citing-18, pattern-20)
prep(pattern-20, of-21)
nn(rates-24, junk-bond-22)
nn(rates-24, default-23)
pobj(of-21, rates-24)
dep(are-26, that-25)
dep(rates-24, are-26)
dep(are-26, low-27)
prep(are-26, in-28)
det(years-31, the-29)
amod(years-31, early-30)
pobj(in-28, years-31)
prep(years-31, after-32)
dep(after-32, issuance-33)
cc(are-26, and-34)
conj(are-26, rise-35)
advmod(rise-35, later-36)
punct(says-38, ,-37)
root(ROOT-0, says-38)
punct(says-38, ,-39)
punct('re-42, ``-40)
dep('re-42, We-41)
ccomp(says-38, 're-42)
advmod('re-42, now-43)
prep('re-42, in-44)
det(period-46, a-45)
pobj(in-44, period-46)
advmod(starting-50, where-47)
dep(starting-50, we-48)
aux(starting-50, 're-49)
dep(period-46, starting-50)
aux(see-52, to-51)
xcomp(starting-50, see-52)
dobj(see-52, defaults-53)
prep(defaults-53, from-54)
det(years-58, the-55)
amod(years-58, big-56)
nn(years-58, issue-57)
pobj(from-54, years-58)
prep(years-58, of-59)
pobj(of-59, 1984-60)
prep(1984-60, to-61)
dep(to-61, 1986-62)
punct(says-38, .-63)
punct(says-38, ''-64)

nn(Bachmann-2, Mark-1)
nsubj(confirms-15, Bachmann-2)
punct(Bachmann-2, ,-3)
det(president-7, a-4)
amod(president-7, senior-5)
nn(president-7, vice-6)
appos(Bachmann-2, president-7)
prep(president-7, at-8)
poss(Corp.-13, Standard-9)
cc(Standard-9, &-10)
conj(Standard-9, Poor-11)
possessive(Standard-9, 's-12)
pobj(at-8, Corp.-13)
punct(Bachmann-2, ,-14)
root(ROOT-0, confirms-15)
mark(is-18, that-16)
dep(is-18, there-17)
ccomp(confirms-15, is-18)
punct(concern-21, ``-19)
amod(concern-21, increasing-20)
dep(is-18, concern-21)
prep(concern-21, about-22)
det(liquidity-25, the-23)
amod(liquidity-25, future-24)
pobj(about-22, liquidity-25)
prep(liquidity-25, of-26)
det(market-30, the-27)
nn(market-30, junk-28)
nn(market-30, bond-29)
pobj(of-26, market-30)
punct(confirms-15, .-31)
punct(confirms-15, ''-32)

punct(said-11, ``-1)
nn(bonds-3, Junk-2)
nsubj(market-8, bonds-3)
cop(market-8, are-4)
det(market-8, a-5)
advmod(stratified-7, highly-6)
amod(market-8, stratified-7)
ccomp(said-11, market-8)
punct(said-11, ,-9)
punct(said-11, ''-10)
root(ROOT-0, said-11)
nn(Glucksman-13, Lewis-12)
nsubj(said-11, Glucksman-13)
punct(Glucksman-13, ,-14)
nn(chairman-16, vice-15)
appos(Glucksman-13, chairman-16)
prep(chairman-16, of-17)
nn(Upham-22, Smith-18)
nn(Upham-22, Barney-19)
punct(Upham-22, ,-20)
conj(Upham-22, Harris-21)
pobj(of-17, Upham-22)
cc(Upham-22, &-23)
conj(Upham-22, Co-24)
punct(said-11, .-25)

punct('s-3, ``-1)
dep('s-3, There-2)
root(ROOT-0, 's-3)
det(bunch-6, a-4)
amod(bunch-6, whole-5)
dep('s-3, bunch-6)
prep(bunch-6, of-7)
dep(of-7, stuff-8)
dep(good-12, that-9)
cop(good-12, 's-10)
npadvmod(good-12, money-11)
dep(bunch-6, good-12)
cc(bunch-6, and-13)
det(bunch-16, a-14)
amod(bunch-16, whole-15)
conj(bunch-6, bunch-16)
prep(bunch-16, of-17)
dep(of-17, stuff-18)
dep(good-23, that-19)
cop(good-23, 's-20)
neg(good-23, not-21)
advmod(good-23, so-22)
dep(bunch-16, good-23)
punct('s-3, .-24)
punct('s-3, ''-25)

nsubj(say-7, Analysts-1)
prep(Analysts-1, at-2)
pobj(at-2, Standard-3)
cc(Standard-3, &-4)
conj(Standard-3, Poor-5)
possessive(Standard-3, 's-6)
root(ROOT-0, say-7)
nn(offerings-10, junk-8)
nn(offerings-10, bond-9)
nsubj(seem-17, offerings-10)
prep(offerings-10, by-11)
punct(issuers-16, ``-12)
advmod(stretched-14, tightly-13)
amod(issuers-16, stretched-14)
punct(issuers-16, ''-15)
pobj(by-11, issuers-16)
ccomp(say-7, seem-17)
aux(be-19, to-18)
xcomp(seem-17, be-19)
dep(be-19, growing-20)
punct(say-7, .-21)

quantmod($-2, Almost-1)
nsubj(include-12, $-2)
number(billion-4, 8-3)
num($-2, billion-4)
prep($-2, of-5)
nn(bonds-7, junk-6)
pobj(of-5, bonds-7)
dep(considered-10, that-8)
auxpass(considered-10, are-9)
dep(bonds-7, considered-10)
dep(considered-10, untradeable-11)
root(ROOT-0, include-12)
dobj(include-12, issues-13)
prep(issues-13, from-14)
nn(TV-16, SCI-15)
nn(Micropolis-46, TV-16)
punct(Micropolis-46, ,-17)
nn(Holdings-19, Gillette-18)
conj(Micropolis-46, Holdings-19)
punct(related-22, -LRB--20)
neg(related-22, not-21)
dep(Holdings-19, related-22)
prep(related-22, to-23)
nn(Co.-25, Gillette-24)
pobj(to-23, Co.-25)
punct(related-22, -RRB--26)
punct(Micropolis-46, ,-27)
conj(Micropolis-46, Interco-28)
punct(Micropolis-46, ,-29)
nn(Furniture-31, Seaman-30)
conj(Micropolis-46, Furniture-31)
punct(Micropolis-46, ,-32)
nn(Stores-34, Allied-33)
conj(Micropolis-46, Stores-34)
punct(Micropolis-46, ,-35)
nn(Stores-38, Federated-36)
nn(Stores-38, Department-37)
conj(Micropolis-46, Stores-38)
punct(Micropolis-46, ,-39)
nn(Gypsum-41, National-40)
conj(Micropolis-46, Gypsum-41)
punct(Micropolis-46, ,-42)
nn(Holdings-44, M.D.C.-43)
conj(Micropolis-46, Holdings-44)
punct(Micropolis-46, ,-45)
pobj(from-14, Micropolis-46)
punct(Micropolis-46, ,-47)
nn(Transportation-49, Leaseway-48)
conj(Micropolis-46, Transportation-49)
cc(Micropolis-46, and-50)
nn(Communications-52, Price-51)
conj(Micropolis-46, Communications-52)
punct(include-12, .-53)

punct(said-13, ``-1)
dep(have-5, You-2)
aux(have-5, could-3)
advmod(have-5, still-4)
ccomp(said-13, have-5)
det(times-9, some-6)
advmod(bad-8, very-7)
amod(times-9, bad-8)
dobj(have-5, times-9)
advmod(have-5, ahead-10)
punct(said-13, ,-11)
punct(said-13, ''-12)
root(ROOT-0, said-13)
nn(Bachmann-15, Mr.-14)
nsubj(said-13, Bachmann-15)
punct(said-13, .-16)

punct('s-3, ``-1)
nsubj('s-3, It-2)
root(ROOT-0, 's-3)
dep('s-3, possible-4)
aux(have-6, to-5)
xcomp('s-3, have-6)
det(rate-11, a-7)
number(%-9, 10-8)
amod(rate-11, %-9)
nn(rate-11, default-10)
dobj(have-6, rate-11)
prep(have-6, in-12)
num(year-14, one-13)
pobj(in-12, year-14)
punct('s-3, ,-15)
mark(seeing-20, because-16)
dep(seeing-20, we-17)
aux(seeing-20, 're-18)
advmod(seeing-20, already-19)
advcl('s-3, seeing-20)
amod(problems-22, big-21)
dobj(seeing-20, problems-22)
prep(seeing-20, in-23)
det(midst-25, the-24)
pobj(in-23, midst-25)
prep(midst-25, of-26)
det(economy-30, a-27)
advmod(strong-29, pretty-28)
amod(economy-30, strong-29)
pobj(of-26, economy-30)
punct('s-3, .-31)

dep(comfortable-5, I-1)
cop(comfortable-5, 'm-2)
advmod(comfortable-5, certainly-3)
neg(comfortable-5, not-4)
root(ROOT-0, comfortable-5)
dep(comfortable-5, saying-6)
dep(seen-9, we-7)
aux(seen-9, 've-8)
ccomp(saying-6, seen-9)
det(bottom-11, the-10)
dobj(seen-9, bottom-11)
punct(comfortable-5, .-12)
punct(comfortable-5, ''-13)

cc(tonic-14, But-1)
poss(rally-4, yesterday-2)
possessive(yesterday-2, 's-3)
nsubj(tonic-14, rally-4)
prep(rally-4, among-5)
punct(junk-9, ``-6)
amod(junk-9, good-7)
punct(junk-9, ''-8)
pobj(among-5, junk-9)
cop(tonic-14, was-10)
det(tonic-14, a-11)
advmod(tonic-14, badly-12)
amod(tonic-14, needed-13)
root(ROOT-0, tonic-14)
prep(tonic-14, for-15)
det(market-17, the-16)
pobj(for-15, market-17)
punct(tonic-14, .-18)

amod(issues-2, Many-1)
nsubj(bounced-4, issues-2)
punct(bounced-4, ``-3)
root(ROOT-0, bounced-4)
prep(bounced-4, off-5)
det(floor-7, the-6)
pobj(off-5, floor-7)
punct(said-12, ,-8)
punct(said-12, ''-9)
nn(Minella-11, Mr.-10)
nsubj(said-12, Minella-11)
dep(bounced-4, said-12)
punct(said-12, ,-13)
cc(bounced-4, and-14)
amod(issues-17, benchmark-15)
nn(issues-17, junk-16)
nsubj(recovered-19, issues-17)
punct(recovered-19, ``-18)
conj(bounced-4, recovered-19)
dobj(recovered-19, all-20)
prep(all-20, of-21)
poss(losses-23, their-22)
pobj(of-21, losses-23)
punct(losses-23, ''-24)
prep(losses-23, from-25)
pobj(from-25, Friday-26)
cc(Friday-26, and-27)
amod(yesterday-29, early-28)
conj(Friday-26, yesterday-29)
punct(bounced-4, .-30)

prep(gained-11, In-1)
dep(In-1, contrast-2)
punct(says-5, ,-3)
dep(says-5, he-4)
dep(gained-11, says-5)
punct(says-5, ,-6)
punct(gained-11, ``-7)
det(market-10, The-8)
nn(market-10, stock-9)
nsubj(gained-11, market-10)
root(ROOT-0, gained-11)
dep(gained-11, back-12)
quantmod(half-15, only-13)
quantmod(half-15, about-14)
dobj(gained-11, half-15)
dep(lost-18, what-16)
dep(lost-18, it-17)
dep(half-15, lost-18)
dep(lost-18, Friday-19)
punct(gained-11, ,-20)
cc(gained-11, and-21)
det(market-27, the-22)
punct(market-27, -LCB--23)
nn(market-27, government-24)
punct(market-27, -RCB--25)
nn(market-27, bond-26)
nsubj(lost-28, market-27)
conj(gained-11, lost-28)
quantmod(half-30, about-29)
dobj(lost-28, half-30)
dep(gained-33, what-31)
dep(gained-33, it-32)
dep(half-30, gained-33)
dep(gained-33, Friday-34)
punct(gained-11, .-35)
punct(gained-11, ''-36)

dep(said-2, Traders-1)
root(ROOT-0, said-2)
poss(rally-5, yesterday-3)
possessive(yesterday-3, 's-4)
nsubjpass(fueled-7, rally-5)
auxpass(fueled-7, was-6)
ccomp(said-2, fueled-7)
prep(fueled-7, by-8)
nn(companies-10, insurance-9)
pobj(by-8, companies-10)
vmod(companies-10, looking-11)
prep(looking-11, for-12)
dep(for-12, bargains-13)
prep(looking-11, after-14)
det(slide-17, a-15)
amod(slide-17, drastic-16)
pobj(after-14, slide-17)
prep(slide-17, in-18)
dep(in-18, prices-19)
det(month-22, the-20)
amod(month-22, past-21)
dep(slide-17, month-22)
punct(said-2, .-23)

prep(appear-8, In-1)
dep(In-1, addition-2)
punct(appear-8, ,-3)
amod(funds-5, mutual-4)
nsubj(appear-8, funds-5)
aux(appear-8, did-6)
neg(appear-8, n't-7)
root(ROOT-0, appear-8)
aux(sellers-12, to-9)
cop(sellers-12, be-10)
amod(sellers-12, major-11)
xcomp(appear-8, sellers-12)
prep(sellers-12, of-13)
nn(securities-15, high-yield-14)
pobj(of-13, securities-15)
mark(expected-18, as-16)
auxpass(expected-18, was-17)
advcl(sellers-12, expected-18)
punct(appear-8, .-19)

punct(said-9, ``-1)
advmod(is-5, Sometimes-2)
det(shakeout-4, a-3)
nsubj(is-5, shakeout-4)
ccomp(said-9, is-5)
dep(is-5, healthy-6)
punct(said-9, ,-7)
punct(said-9, ''-8)
root(ROOT-0, said-9)
poss(Feinman-13, Drexel-10)
possessive(Drexel-10, 's-11)
nn(Feinman-13, Mr.-12)
nsubj(said-9, Feinman-13)
punct(said-9, .-14)

punct(learn-4, ``-1)
dep(learn-4, People-2)
aux(learn-4, will-3)
root(ROOT-0, learn-4)
aux(circumspect-8, to-5)
cop(circumspect-8, be-6)
advmod(circumspect-8, more-7)
xcomp(learn-4, circumspect-8)
punct(learn-4, .-9)

mark(do-3, If-1)
dep(do-3, they-2)
advcl(avoid-10, do-3)
amod(analysis-6, good-4)
nn(analysis-6, credit-5)
dobj(do-3, analysis-6)
punct(avoid-10, ,-7)
dep(avoid-10, they-8)
aux(avoid-10, will-9)
root(ROOT-0, avoid-10)
det(grenades-13, the-11)
nn(grenades-13, hand-12)
dobj(avoid-10, grenades-13)
punct(avoid-10, .-14)

dep(think-2, I-1)
root(ROOT-0, think-2)
det(market-4, the-3)
nsubj(is-5, market-4)
ccomp(think-2, is-5)
prep(is-5, in-6)
amod(shape-8, good-7)
pobj(in-6, shape-8)
punct(think-2, .-9)

aux(own-4, Should-1)
dep(own-4, you-2)
advmod(own-4, really-3)
root(ROOT-0, own-4)
dep(own-4, stocks-5)
punct(own-4, ?-6)

dep(question-4, That-1)
cop(question-4, 's-2)
det(question-4, a-3)
root(ROOT-0, question-4)
det(lot-6, a-5)
nsubj(asking-10, lot-6)
prep(lot-6, of-7)
dep(of-7, people-8)
aux(asking-10, are-9)
rcmod(question-4, asking-10)
punct(question-4, ,-11)
prep(question-4, following-12)
det(market-15, the-13)
nn(market-15, stock-14)
poss(display-18, market-15)
possessive(market-15, 's-16)
amod(display-18, stunning-17)
pobj(following-12, display-18)
prep(display-18, of-19)
dep(of-19, volatility-20)
punct(question-4, .-21)

ccomp(wondering-25, Whipsawed-1)
advmod(Whipsawed-1, financially-2)
cc(financially-2, and-3)
conj(financially-2, emotionally-4)
prep(Whipsawed-1, by-5)
poss(drop-10, Friday-6)
possessive(Friday-6, 's-7)
amod(drop-10, heartstopping-8)
amod(drop-10, 190-point-9)
pobj(by-5, drop-10)
prep(drop-10, in-11)
det(Average-16, the-12)
nn(Average-16, Dow-13)
nn(Average-16, Jones-14)
nn(Average-16, Industrial-15)
pobj(in-11, Average-16)
cc(drop-10, and-17)
poss(rebound-21, yesterday-18)
possessive(yesterday-18, 's-19)
amod(rebound-21, 88-point-20)
conj(drop-10, rebound-21)
punct(wondering-25, ,-22)
dep(wondering-25, they-23)
aux(wondering-25, 're-24)
root(ROOT-0, wondering-25)
mark(has-29, if-26)
det(individual-28, an-27)
nsubj(has-29, individual-28)
advcl(wondering-25, has-29)
det(business-31, any-30)
dobj(has-29, business-31)
dep(business-31, being-32)
prep(being-32, in-33)
det(market-35, the-34)
pobj(in-33, market-35)
punct(wondering-25, .-36)

det(answer-2, The-1)
nsubj(is-14, answer-2)
punct(say-4, ,-3)
parataxis(is-14, say-4)
amod(researchers-6, academic-5)
nsubj(say-4, researchers-6)
punct(researchers-6, ,-7)
nn(managers-9, money-8)
conj(researchers-6, managers-9)
cc(researchers-6, and-10)
nn(specialists-12, investment-11)
conj(researchers-6, specialists-12)
punct(say-4, ,-13)
root(ROOT-0, is-14)
dep(is-14, yes-15)
punct(is-14, ---16)
advmod(long-18, as-17)
advmod(is-14, long-18)
mark(approach-21, as-19)
dep(approach-21, you-20)
ccomp(long-18, approach-21)
det(market-24, the-22)
nn(market-24, stock-23)
dobj(approach-21, market-24)
prep(approach-21, as-25)
det(investor-27, an-26)
pobj(as-25, investor-27)
punct(is-14, .-28)

cc(try-9, But-1)
punct(say-4, ,-2)
dep(say-4, they-3)
parataxis(try-9, say-4)
punct(say-4, ,-5)
dep(try-9, people-6)
aux(try-9, should-7)
neg(try-9, n't-8)
root(ROOT-0, try-9)
aux(traders-12, to-10)
cop(traders-12, be-11)
xcomp(try-9, traders-12)
punct(traders-12, ,-13)
dep(buy-15, who-14)
ccomp(traders-12, buy-15)
cc(buy-15, and-16)
conj(buy-15, sell-17)
prep(buy-15, in-18)
det(effort-20, an-19)
pobj(in-18, effort-20)
aux(ride-22, to-21)
vmod(effort-20, ride-22)
det(trend-26, the-23)
amod(trend-26, latest-24)
amod(trend-26, economic-25)
dobj(ride-22, trend-26)
cc(ride-22, or-27)
conj(ride-22, catch-28)
det(stock-32, the-29)
amod(stock-32, next-30)
amod(stock-32, hot-31)
dobj(catch-28, stock-32)
punct(try-9, .-33)

det(case-2, The-1)
nsubj(is-9, case-2)
prep(case-2, for-3)
pcomp(for-3, owning-4)
dep(owning-4, stocks-5)
prep(owning-4, over-6)
det(long-term-8, the-7)
pobj(over-6, long-term-8)
root(ROOT-0, is-9)
dep(is-9, compelling-10)
punct(is-9, .-11)

punct(says-39, ``-1)
mark(look-4, If-2)
dep(look-4, you-3)
advcl(outperformed-25, look-4)
prep(look-4, at-5)
num(years-7, 75-6)
tmod(worth-8, years-7)
pobj(at-5, worth-8)
prep(worth-8, of-9)
nn(history-11, investment-10)
pobj(of-9, history-11)
punct(including-13, ---12)
dep(worth-8, including-13)
det(Depression-16, the-14)
amod(Depression-16, Great-15)
pobj(including-13, Depression-16)
cc(Depression-16, and-17)
det(market-20, every-18)
nn(market-20, bear-19)
conj(Depression-16, market-20)
amod(market-20, since-21)
punct(including-13, ---22)
dep(outperformed-25, stocks-23)
aux(outperformed-25, have-24)
ccomp(says-39, outperformed-25)
advmod(everything-27, almost-26)
dobj(outperformed-25, everything-27)
det(individual-29, an-28)
nsubj(owned-32, individual-29)
aux(owned-32, could-30)
aux(owned-32, have-31)
rcmod(everything-27, owned-32)
prep(outperformed-25, by-33)
det(shot-36, a-34)
amod(shot-36, long-35)
pobj(by-33, shot-36)
punct(says-39, ,-37)
punct(says-39, ''-38)
root(ROOT-0, says-39)
nn(Berlin-41, Barry-40)
nsubj(says-39, Berlin-41)
punct(Berlin-41, ,-42)
nn(president-44, vice-43)
appos(Berlin-41, president-44)
prep(president-44, at-45)
nn(Management-49, First-46)
nn(Management-49, Wachovia-47)
nn(Management-49, Capital-48)
pobj(at-45, Management-49)
punct(says-39, .-50)

det(dollar-2, A-1)
nsubj(grown-12, dollar-2)
vmod(dollar-2, invested-3)
prep(invested-3, in-4)
det(market-7, the-5)
nn(market-7, stock-6)
pobj(in-4, market-7)
prep(invested-3, in-8)
dep(in-8, 1926-9)
aux(grown-12, would-10)
aux(grown-12, have-11)
root(ROOT-0, grown-12)
prep(grown-12, to-13)
pobj(to-13, $-14)
num($-14, 473.29-15)
prep(grown-12, by-16)
det(end-18, the-17)
pobj(by-16, end-18)
prep(end-18, of-19)
amod(June-21, last-20)
pobj(of-19, June-21)
punct(grown-12, ,-22)
prep(grown-12, according-23)
pcomp(according-23, to-24)
nn(Siegel-26, Laurence-25)
pobj(to-24, Siegel-26)
punct(Siegel-26, ,-27)
nn(director-29, managing-28)
appos(Siegel-26, director-29)
prep(director-29, at-30)
nn(Inc-33, Ibbotson-31)
nn(Inc-33, Associates-32)
pobj(at-30, Inc-33)
punct(grown-12, .-34)

cc(grown-12, But-1)
det(dollar-3, a-2)
nsubj(grown-12, dollar-3)
vmod(dollar-3, invested-4)
prep(invested-4, in-5)
amod(bonds-7, long-term-6)
pobj(in-5, bonds-7)
prep(invested-4, in-8)
dep(in-8, 1926-9)
aux(grown-12, would-10)
aux(grown-12, have-11)
root(ROOT-0, grown-12)
prep(grown-12, to-13)
quantmod($-15, only-14)
pobj(to-13, $-15)
num($-15, 16.56-16)
punct(grown-12, ,-17)
cc(grown-12, and-18)
det(dollar-20, a-19)
nsubj(equal-26, dollar-20)
vmod(dollar-20, put-21)
prep(put-21, in-22)
nn(bills-24, Treasury-23)
pobj(in-22, bills-24)
aux(equal-26, would-25)
conj(grown-12, equal-26)
det($-29, a-27)
amod($-29, meager-28)
dobj(equal-26, $-29)
num($-29, 9.29-30)
punct(grown-12, .-31)

det(longer-2, The-1)
dep(period-5, longer-2)
det(period-5, the-3)
nn(period-5, time-4)
dep(risk-9, period-5)
punct(risk-9, ,-6)
det(less-8, the-7)
dep(risk-9, less-8)
root(ROOT-0, risk-9)
advmod(is-11, there-10)
ccomp(risk-9, is-11)
prep(risk-9, of-12)
pcomp(of-12, losing-13)
dep(losing-13, money-14)
prep(losing-13, in-15)
det(market-18, the-16)
nn(market-18, stock-17)
pobj(in-15, market-18)
punct(risk-9, .-19)

prep(favor-7, Over-1)
dep(Over-1, time-2)
punct(favor-7, ,-3)
det(odds-5, the-4)
nsubj(favor-7, odds-5)
advmod(favor-7, increasingly-6)
root(ROOT-0, favor-7)
det(investor-9, the-8)
dobj(favor-7, investor-9)
prep(investor-9, with-10)
det(portfolio-13, a-11)
amod(portfolio-13, diversified-12)
pobj(with-10, portfolio-13)
punct(favor-7, .-14)

prep(calculates-13, For-1)
dep(For-1, instance-2)
punct(calculates-13, ,-3)
nn(Gregory-5, Ken-4)
nsubj(calculates-13, Gregory-5)
punct(Gregory-5, ,-6)
det(manager-11, a-7)
nn(manager-11, San-8)
nn(manager-11, Francisco-9)
nn(manager-11, money-10)
appos(Gregory-5, manager-11)
punct(Gregory-5, ,-12)
root(ROOT-0, calculates-13)
mark(%-43, that-14)
mark(holds-18, if-15)
det(investor-17, an-16)
nsubj(holds-18, investor-17)
advcl(%-43, holds-18)
det(basket-20, a-19)
dobj(holds-18, basket-20)
prep(basket-20, of-21)
dep(of-21, stocks-22)
dep(tracks-24, that-23)
dep(basket-20, tracks-24)
det(Standard-26, the-25)
poss(index-31, Standard-26)
cc(Standard-26, &-27)
conj(Standard-26, Poor-28)
possessive(Standard-26, 's-29)
amod(index-31, 500-stock-30)
dobj(tracks-24, index-31)
punct(%-43, ,-32)
det(chance-34, the-33)
nsubj(%-43, chance-34)
prep(chance-34, of-35)
pcomp(of-35, losing-36)
dep(losing-36, money-37)
cop(%-43, is-38)
number(%-43, 3-39)
dep(%-43, %-40)
dep(%-43, to-41)
number(%-43, 4-42)
ccomp(calculates-13, %-43)
prep(%-43, over-44)
det(period-47, a-45)
amod(period-47, 10-year-46)
pobj(over-44, period-47)
punct(%-43, ,-48)
prep(%-43, compared-49)
pcomp(compared-49, with-50)
num(%-52, 15-51)
pobj(with-50, %-52)
prep(%-52, over-53)
num(years-55, three-54)
pobj(over-53, years-55)
cc(%-52, and-56)
num(%-58, 30-57)
conj(%-52, %-58)
prep(%-58, over-59)
num(year-61, one-60)
pobj(over-59, year-61)
punct(calculates-13, .-62)

punct(says-30, ``-1)
mark(need-6, If-2)
dep(need-6, you-3)
aux(need-6, do-4)
neg(need-6, n't-5)
advcl('s-14, need-6)
det(money-8, the-7)
dobj(need-6, money-8)
prep(need-6, for-9)
num(years-11, 10-10)
pobj(for-9, years-11)
punct('s-14, ,-12)
dep('s-14, there-13)
ccomp(says-30, 's-14)
det(case-17, a-15)
amod(case-17, clear-cut-16)
dep('s-14, case-17)
prep(case-17, for-18)
pcomp(for-18, sticking-19)
prep(sticking-19, to-20)
det(core-23, a-21)
amod(core-23, steady-22)
pobj(to-20, core-23)
prep(core-23, of-24)
dep(of-24, stocks-25)
punct(says-30, ,-26)
punct(says-30, ''-27)
nn(Gregory-29, Mr.-28)
nsubj(says-30, Gregory-29)
root(ROOT-0, says-30)
punct(says-30, .-31)

nn(investments-2, Stock-market-1)
nsubj(help-4, investments-2)
advmod(help-4, also-3)
ccomp(says-13, help-4)
ccomp(help-4, balance-5)
det(assets-8, the-6)
amod(assets-8, other-7)
dobj(balance-5, assets-8)
det(individual-10, an-9)
nsubj(owns-11, individual-10)
rcmod(assets-8, owns-11)
punct(says-13, ,-12)
root(ROOT-0, says-13)
nn(Jr.-16, John-14)
nn(Jr.-16, Blankenship-15)
nsubj(says-13, Jr.-16)
punct(Jr.-16, ,-17)
appos(Jr.-16, president-18)
prep(president-18, of-19)
det(Institute-21, the-20)
pobj(of-19, Institute-21)
prep(Institute-21, of-22)
nn(Planners-25, Certified-23)
nn(Planners-25, Financial-24)
pobj(of-22, Planners-25)
punct(says-13, .-26)

dep(have-2, Stocks-1)
ccomp(says-23, have-2)
det(place-4, a-3)
dobj(have-2, place-4)
prep(place-4, in-5)
det(investors-7, an-6)
poss(portfolio-9, investors-7)
possessive(investors-7, '-8)
pobj(in-5, portfolio-9)
prep(have-2, along-10)
pcomp(along-10, with-11)
amod(estate-13, real-12)
pobj(with-11, estate-13)
punct(estate-13, ,-14)
conj(estate-13, bonds-15)
punct(estate-13, ,-16)
amod(securities-18, international-17)
conj(estate-13, securities-18)
cc(estate-13, and-19)
conj(estate-13, cash-20)
punct(says-23, ,-21)
dep(says-23, he-22)
root(ROOT-0, says-23)
punct(says-23, .-24)

dep(are-2, There-1)
root(ROOT-0, are-2)
det(caveats-5, some-3)
amod(caveats-5, important-4)
dep(are-2, caveats-5)
punct(are-2, :-6)
prep(have-14, Before-7)
pcomp(Before-7, investing-8)
prep(investing-8, in-9)
dep(in-9, stocks-10)
punct(have-14, ,-11)
dep(have-14, individuals-12)
aux(have-14, should-13)
ccomp(say-33, have-14)
quantmod(six-19, at-15)
mwe(at-15, least-16)
number(six-19, three-17)
dep(six-19, to-18)
num(months-20, six-19)
dobj(have-14, months-20)
prep(months-20, of-21)
nn(expenses-23, living-22)
pobj(of-21, expenses-23)
vmod(months-20, set-24)
advmod(set-24, aside-25)
prep(set-24, in-26)
det(bank-28, the-27)
pobj(in-26, bank-28)
punct(say-33, ,-29)
amod(advisers-32, most-30)
nn(advisers-32, investment-31)
nsubj(say-33, advisers-32)
parataxis(are-2, say-33)
punct(are-2, .-34)

dep(focus-4, Individuals-1)
advmod(focus-4, also-2)
aux(focus-4, should-3)
root(ROOT-0, focus-4)
prep(focus-4, on-5)
pcomp(on-5, building-6)
dobj(building-6, equity-7)
prep(equity-7, in-8)
det(home-10, a-9)
pobj(in-8, home-10)
punct(equity-7, ,-11)
dep(provides-13, which-12)
ccomp(equity-7, provides-13)
det(protection-15, some-14)
dobj(provides-13, protection-15)
prep(protection-15, against-16)
dep(against-16, inflation-17)
punct(equity-7, ,-18)
advmod(well-20, as-19)
cc(equity-7, well-20)
mwe(well-20, as-21)
det(nest-egg-23, a-22)
conj(equity-7, nest-egg-23)
dep(cashed-27, that-24)
aux(cashed-27, can-25)
auxpass(cashed-27, be-26)
dep(nest-egg-23, cashed-27)
dep(cashed-27, in-28)
advmod(cashed-27, late-29)
prep(late-29, in-30)
dep(in-30, life-31)
aux(help-33, to-32)
xcomp(cashed-27, help-33)
ccomp(help-33, cover-34)
det(cost-36, the-35)
dobj(cover-34, cost-36)
prep(cost-36, of-37)
nn(living-39, retirement-38)
pobj(of-37, living-39)
punct(focus-4, .-40)

dep(invest-5, People-1)
advmod(invest-5, also-2)
aux(invest-5, should-3)
neg(invest-5, n't-4)
root(ROOT-0, invest-5)
dobj(invest-5, money-6)
prep(invest-5, in-7)
dep(in-7, stocks-8)
mark(need-12, that-9)
dep(need-12, they-10)
aux(need-12, 'll-11)
ccomp(invest-5, need-12)
prep(need-12, in-13)
det(future-16, the-14)
amod(future-16, near-15)
pobj(in-13, future-16)
punct(need-12, ---17)
prep(need-12, for-18)
dep(for-18, example-19)
punct(need-12, ,-20)
prep(need-12, for-21)
nn(payments-24, college-22)
nn(payments-24, tuition-23)
pobj(for-21, payments-24)
cc(payments-24, or-25)
nn(expenses-27, retirement-26)
conj(payments-24, expenses-27)
punct(invest-5, .-28)

punct(says-20, ``-1)
dep(have-4, You-2)
aux(have-4, may-3)
ccomp(says-20, have-4)
aux(sell-6, to-5)
xcomp(have-4, sell-6)
