nn(Transcript-2, Debate-1)
root(ROOT-0, put-3)
dobj(put-3, money-4)
prep(put-3, into-5)
det(hands-7, the-6)
pobj(into-5, hands-7)
prep(hands-7, of-8)
pobj(of-8, people-9)
nsubj(work-11, who-10)
rcmod(people-9, work-11)
advmod(work-11, hard-12)
punct(people-9, ,-13)
nsubj(obey-15, who-14)
rcmod(people-9, obey-15)
det(rules-17, the-16)
dobj(obey-15, rules-17)
punct(people-9, ,-18)
nsubj(play-20, who-19)
rcmod(people-9, play-20)
prep(play-20, for-21)
det(dream-24, the-22)
amod(dream-24, American-23)
pobj(for-21, dream-24)
punct(put-3, .-25)

cc(have-9, And-1)
mark(did-4, if-2)
nsubj(did-4, we-3)
advcl(have-9, did-4)
dobj(did-4, that-5)
punct(have-9, ,-6)
nsubj(have-9, we-7)
aux(have-9, 'd-8)
root(ROOT-0, have-9)
amod(ability-12, more-10)
nn(ability-12, consumption-11)
dep(is-17, ability-12)
dep(is-17, in-13)
pobj(in-13, America-14)
punct(is-17, ,-15)
nsubj(is-17, which-16)
dep(have-9, is-17)
dobj(need-20, what-18)
nsubj(need-20, we-19)
ccomp(is-17, need-20)
advmod(now-22, right-21)
advmod(is-17, now-22)
prep(is-17, in-23)
pobj(in-23, order-24)
aux(kick-26, to-25)
vmod(order-24, kick-26)
poss(economy-28, our-27)
dobj(kick-26, economy-28)
prep(kick-26, into-29)
pobj(into-29, gear-30)
punct(have-9, .-31)

nsubj(fight-3, I-1)
aux(fight-3, will-2)
root(ROOT-0, fight-3)
npadvmod(fight-3, tooth-4)
cc(tooth-4, and-5)
conj(tooth-4, nail-6)
aux(pass-8, to-7)
xcomp(fight-3, pass-8)
det(wage-11, the-9)
nn(wage-11, minimum-10)
dobj(pass-8, wage-11)
punct(fight-3, .-12)

advmod(had-5, Actually-1)
punct(had-5, ,-2)
nn(McConnell-4, Mitch-3)
nsubj(had-5, McConnell-4)
root(ROOT-0, had-5)
det(plan-10, a-6)
nn(wage-9, minimum-7)
punct(wage-9, --8)
nn(plan-10, wage-9)
dobj(had-5, plan-10)
dobj(supported-13, that-11)
nsubj(supported-13, I-12)
rcmod(plan-10, supported-13)
nsubj(increased-17, that-14)
aux(increased-17, would-15)
aux(increased-17, have-16)
rcmod(plan-10, increased-17)
det(wage-20, the-18)
nn(wage-20, minimum-19)
dobj(increased-17, wage-20)
punct(had-5, .-21)

cc(let-2, But-1)
root(ROOT-0, let-2)
nsubj(talk-4, me-3)
ccomp(let-2, talk-4)
prep(talk-4, about-5)
nsubj(important-9, what-6)
cop(important-9, 's-7)
advmod(important-9, really-8)
pcomp(about-5, important-9)
prep(important-9, for-10)
det(worker-12, the-11)
pobj(for-10, worker-12)
nsubj(referring-15, you-13)
aux(referring-15, 're-14)
rcmod(worker-12, referring-15)
prep(referring-15, to-16)
punct(let-2, .-17)

cc('s-3, And-1)
nsubj('s-3, that-2)
root(ROOT-0, 's-3)
aux(make-5, to-4)
xcomp('s-3, make-5)
dep(make-5, sure-6)
det(system-9, the-7)
nn(system-9, education-8)
nsubj(works-10, system-9)
dep(sure-6, works-10)
punct('s-3, .-11)

nsubj('s-2, It-1)
root(ROOT-0, 's-2)
aux(make-4, to-3)
xcomp('s-2, make-4)
dep(make-4, sure-5)
nsubj(raise-7, we-6)
dep(sure-5, raise-7)
dobj(raise-7, standards-8)
punct('s-2, .-9)

discourse(act-13, Listen-1)
punct(act-13, ,-2)
det(Act-8, the-3)
neg(Child-5, No-4)
nsubj(Left-6, Child-5)
nn(Act-8, Left-6)
advmod(Left-6, Behind-7)
nsubj(act-13, Act-8)
cop(act-13, is-9)
advmod(act-13, really-10)
det(act-13, a-11)
nn(act-13, jobs-12)
root(ROOT-0, act-13)
advmod(think-16, when-14)
nsubj(think-16, you-15)
advcl(act-13, think-16)
prep(think-16, about-17)
pobj(about-17, it-18)
punct(act-13, .-19)

det(Act-6, The-1)
neg(Child-3, No-2)
nsubj(Left-4, Child-3)
nn(Act-6, Left-4)
advmod(Left-4, Behind-5)
nsubj(says-7, Act-6)
root(ROOT-0, says-7)
punct(says-7, ,-8)
dep(says-7, "-9)
nsubj(raise-12, We-10)
aux(raise-12, 'll-11)
ccomp(says-7, raise-12)
dobj(raise-12, standards-13)
punct(says-7, .-14)

nsubj(increase-3, We-1)
aux(increase-3, 'll-2)
root(ROOT-0, increase-3)
amod(spending-5, federal-4)
dobj(increase-3, spending-5)
punct(increase-3, .-6)

cc(want-10, But-1)
prep(want-10, in-2)
pobj(in-2, return-3)
prep(return-3, for-4)
amod(spending-6, extra-5)
pobj(for-4, spending-6)
punct(want-10, ,-7)
nsubj(want-10, we-8)
advmod(want-10, now-9)
root(ROOT-0, want-10)
nsubj(measure-13, people-11)
aux(measure-13, to-12)
dep(want-10, measure-13)
punct(want-10, --14)
punct(want-10, --15)
dobj(want-10, states-16)
cc(states-16, and-17)
amod(jurisdictions-19, local-18)
conj(states-16, jurisdictions-19)
aux(measure-21, to-20)
dep(show-23, measure-21)
aux(show-23, to-22)
xcomp(want-10, show-23)
dobj(show-23, us-24)
mark(read-31, whether-25)
cc(read-31, or-26)
conj(read-31, not-27)
det(child-29, a-28)
nsubj(read-31, child-29)
aux(read-31, can-30)
ccomp(show-23, read-31)
cc(read-31, or-32)
conj(read-31, write-33)
cc(read-31, or-34)
conj(read-31, add-35)
cc(read-31, and-36)
conj(read-31, subtract-37)
punct(want-10, .-38)
dep(want-10, "-39)

nsubj(solve-4, You-1)
aux(solve-4, can-2)
neg(solve-4, not-3)
root(ROOT-0, solve-4)
det(problem-6, a-5)
dobj(solve-4, problem-6)
mark(diagnose-9, unless-7)
nsubj(diagnose-9, you-8)
advcl(solve-4, diagnose-9)
det(problem-11, the-10)
dobj(diagnose-9, problem-11)
punct(solve-4, .-12)

cc(diagnosing-5, And-1)
nsubj(diagnosing-5, we-2)
aux(diagnosing-5, were-3)
neg(diagnosing-5, n't-4)
root(ROOT-0, diagnosing-5)
dobj(diagnosing-5, problems-6)
punct(diagnosing-5, .-7)

cc(shuffled-7, And-1)
advmod(shuffled-7, therefore-2)
advmod(shuffled-7, just-3)
nsubjpass(shuffled-7, kids-4)
aux(shuffled-7, were-5)
auxpass(shuffled-7, being-6)
root(ROOT-0, shuffled-7)
prep(shuffled-7, through-8)
det(school-10, the-9)
pobj(through-8, school-10)
punct(shuffled-7, .-11)

cc(guess-2, And-1)
root(ROOT-0, guess-2)
nsubjpass(shuffled-6, who-3)
aux(shuffled-6, would-4)
auxpass(shuffled-6, get-5)
ccomp(guess-2, shuffled-6)
prt(shuffled-6, through-7)
punct(guess-2, ?-8)

nsubj(move-13, Children-1)
poss(parents-3, whose-2)
nsubj(speak-6, parents-3)
aux(speak-6, would-4)
neg(speak-6, n't-5)
rcmod(Children-1, speak-6)
dobj(speak-6, English-7)
prep(speak-6, as-8)
det(language-11, a-9)
amod(language-11, first-10)
pobj(as-8, language-11)
advmod(move-13, just-12)
root(ROOT-0, move-13)
prt(move-13, through-14)
punct(move-13, .-15)

amod(kids-5, Many-1)
amod(city-4, inner-2)
punct(city-4, --3)
nn(kids-5, city-4)
nsubj(move-7, kids-5)
advmod(move-7, just-6)
root(ROOT-0, move-7)
prt(move-7, through-8)
punct(move-7, .-9)

nsubj(stopped-3, We-1)
aux(stopped-3, 've-2)
root(ROOT-0, stopped-3)
det(practice-5, that-4)
dobj(stopped-3, practice-5)
advmod(stopped-3, now-6)
prep(stopped-3, by-7)
pcomp(by-7, measuring-8)
advmod(measuring-8, early-9)
punct(stopped-3, .-10)

cc(spend-9, And-1)
advmod(find-4, when-2)
nsubj(find-4, we-3)
advcl(spend-9, find-4)
det(problem-6, a-5)
dobj(find-4, problem-6)
punct(spend-9, ,-7)
nsubj(spend-9, we-8)
root(ROOT-0, spend-9)
amod(money-11, extra-10)
dobj(spend-9, money-11)
aux(correct-13, to-12)
vmod(money-11, correct-13)
dobj(correct-13, it-14)
punct(spend-9, .-15)

nsubj(remember-2, I-1)
root(ROOT-0, remember-2)
det(lady-4, a-3)
nsubj(told-10, lady-4)
prep(told-10, in-5)
pobj(in-5, Houston-6)
punct(Houston-6, ,-7)
appos(Houston-6, Texas-8)
punct(told-10, ,-9)
ccomp(remember-2, told-10)
dobj(told-10, me-11)
punct(told-10, ,-12)
dep(told-10, "-13)
nsubj(right-19, Reading-14)
cop(right-19, is-15)
det(right-19, the-16)
amod(right-19, new-17)
amod(right-19, civil-18)
dep(told-10, right-19)
punct(remember-2, ,-20)
dep(remember-2, "-21)
cc(remember-2, and-22)
nsubj(right-25, she-23)
cop(right-25, 's-24)
conj(remember-2, right-25)
punct(remember-2, .-26)

prep(got-16, In-1)
pobj(In-1, order-2)
aux(make-4, to-3)
vmod(order-2, make-4)
dep(make-4, sure-5)
nsubj(have-7, people-6)
dep(sure-5, have-7)
dobj(have-7, jobs-8)
prep(have-7, for-9)
det(century-12, the-10)
amod(century-12, 21st-11)
pobj(for-9, century-12)
punct(got-16, ,-13)
nsubj(got-16, we-14)
aux(got-16, 've-15)
root(ROOT-0, got-16)
aux(get-18, to-17)
xcomp(got-16, get-18)
nsubj(right-20, it-19)
xcomp(get-18, right-20)
dep(right-20, in-21)
det(system-24, the-22)
nn(system-24, education-23)
pobj(in-21, system-24)
punct(got-16, ,-25)
cc(got-16, and-26)
nsubj(beginning-29, we-27)
aux(beginning-29, 're-28)
conj(got-16, beginning-29)
aux(close-31, to-30)
xcomp(beginning-29, close-31)
det(gap-35, a-32)
nn(achievement-34, minority-33)
nn(gap-35, achievement-34)
dobj(close-31, gap-35)
advmod(beginning-29, now-36)
punct(got-16, .-37)

nsubj(see-2, You-1)
parataxis(able-8, see-2)
punct(able-8, ,-3)
nsubj(able-8, we-4)
aux(able-8, 'll-5)
neg(able-8, never-6)
cop(able-8, be-7)
root(ROOT-0, able-8)
aux(compete-10, to-9)
xcomp(able-8, compete-10)
prep(compete-10, in-11)
det(century-14, the-12)
amod(century-14, 21st-13)
pobj(in-11, century-14)
mark(have-17, unless-15)
nsubj(have-17, we-16)
advcl(able-8, have-17)
det(system-20, an-18)
nn(system-20, education-19)
dobj(have-17, system-20)
nsubj(quit-24, that-21)
aux(quit-24, does-22)
neg(quit-24, n't-23)
rcmod(system-20, quit-24)
prep(quit-24, on-25)
pobj(on-25, children-26)
punct(system-20, ,-27)
det(system-30, an-28)
nn(system-30, education-29)
appos(system-20, system-30)
nsubj(raises-32, that-31)
rcmod(system-30, raises-32)
dobj(raises-32, standards-33)
punct(system-20, ,-34)
det(education-36, an-35)
appos(system-20, education-36)
nsubj(makes-38, that-37)
rcmod(education-36, makes-38)
dep(makes-38, sure-39)
expl('s-41, there-40)
dep(sure-39, 's-41)
nsubj('s-41, excellence-42)
prep('s-41, in-43)
det(classroom-45, every-44)
pobj(in-43, classroom-45)
punct(able-8, .-46)

nn(President-2, Mr.-1)
nsubj(want-5, President-2)
punct(want-5, ,-3)
nsubj(want-5, I-4)
root(ROOT-0, want-5)
aux(go-7, to-6)
xcomp(want-5, go-7)
advmod(go-7, back-8)
prep(back-8, to-9)
pobj(to-9, something-10)
nn(Kerry-12, Senator-11)
nsubj(said-13, Kerry-12)
rcmod(something-10, said-13)
advmod(tonight-15, earlier-14)
tmod(said-13, tonight-15)
cc(go-7, and-16)
conj(go-7, ask-17)
det(follow-up-19, a-18)
dobj(ask-17, follow-up-19)
prep(follow-up-19, of-20)
poss(own-22, my-21)
pobj(of-20, own-22)
punct(want-5, .-23)

nsubj(said-2, He-1)
root(ROOT-0, said-2)
punct(said-2, ---3)
cc(said-2, and-4)
nsubj(question-10, this-5)
aux(question-10, will-6)
cop(question-10, be-7)
det(question-10, a-8)
amod(question-10, new-9)
conj(said-2, question-10)
prep(question-10, to-11)
pobj(to-11, you-12)
punct(said-2, ---13)
nsubj(said-15, he-14)
conj(said-2, said-15)
mark(said-20, that-16)
nsubj(said-20, you-17)
aux(said-20, had-18)
neg(said-20, never-19)
ccomp(said-15, said-20)
mark(like-24, whether-21)
nsubj(like-24, you-22)
aux(like-24, would-23)
ccomp(said-20, like-24)
aux(overturn-26, to-25)
xcomp(like-24, overturn-26)
dobj(overturn-26, Roe-27)
prep(Roe-27, v.-28)
pobj(v.-28, Wade-29)
punct(said-2, .-30)

cc(ask-4, So-1)
nsubj(ask-4, I-2)
aux(ask-4, 'd-3)
root(ROOT-0, ask-4)
dobj(ask-4, you-5)
advmod(ask-4, directly-6)
punct(ask-4, ,-7)
aux(like-10, would-8)
nsubj(like-10, you-9)
dep(ask-4, like-10)
xcomp(like-10, to-11)
punct(ask-4, ?-12)

dobj(asking-4, What-1)
nsubj(asking-4, he-2)
aux(asking-4, 's-3)
csubj(is-6, asking-4)
dobj(asking-4, me-5)
root(ROOT-0, is-6)
punct(is-6, ,-7)
aux(have-10, will-8)
nsubj(have-10, I-9)
dep(is-6, have-10)
det(test-13, a-11)
nn(test-13, litmus-12)
dobj(have-10, test-13)
prep(have-10, for-14)
poss(judges-16, my-15)
pobj(for-14, judges-16)
punct(is-6, ?-17)

cc(is-4, And-1)
det(answer-3, the-2)
nsubj(is-4, answer-3)
root(ROOT-0, is-4)
punct(is-4, ,-5)
discourse(have-11, no-6)
punct(have-11, ,-7)
nsubj(have-11, I-8)
aux(have-11, will-9)
neg(have-11, not-10)
ccomp(is-4, have-11)
det(test-14, a-12)
nn(test-14, litmus-13)
dobj(have-11, test-14)
punct(is-4, .-15)

nsubj(pick-3, I-1)
aux(pick-3, will-2)
root(ROOT-0, pick-3)
dobj(pick-3, judges-4)
nsubj(interpret-7, who-5)
aux(interpret-7, will-6)
rcmod(judges-4, interpret-7)
det(Constitution-9, the-8)
dobj(interpret-7, Constitution-9)
punct(pick-3, ,-10)
cc(pick-3, but-11)
nsubj(have-14, I-12)
aux(have-14, 'll-13)
conj(pick-3, have-14)
neg(test-17, no-15)
nn(test-17, litmus-16)
dobj(have-14, test-17)
punct(pick-3, .-18)

nn(Kerry-2, Senator-1)
nsubj(like-6, Kerry-2)
punct(like-6, ,-3)
nsubj(like-6, you-4)
aux(like-6, 'd-5)
root(ROOT-0, like-6)
aux(respond-8, to-7)
xcomp(like-6, respond-8)
punct(like-6, ?-9)

root(ROOT-0, Is-1)
nsubj(Is-1, that-2)
det(question-5, a-3)
amod(question-5, new-4)
dep(that-2, question-5)
cc(question-5, or-6)
det(question-11, a-7)
num(question-11, 30-8)
punct(question-11, --9)
nn(question-11, second-10)
conj(question-5, question-11)
punct(Is-1, ?-12)

nsubj(question-5, That-1)
cop(question-5, 's-2)
det(question-5, a-3)
amod(question-5, new-4)
root(ROOT-0, question-5)
prep(question-5, for-6)
pobj(for-6, Senator-7)
punct(for-6, ---8)
prep(for-6, for-9)
nn(Bush-11, President-10)
pobj(for-9, Bush-11)
punct(question-5, .-12)

det(limit-3, Which-1)
nn(limit-3, time-2)
root(ROOT-0, limit-3)
punct(limit-3, ...-4)

nsubj(have-2, You-1)
root(ROOT-0, have-2)
num(seconds-4, 90-3)
dobj(have-2, seconds-4)
punct(have-2, .-5)

root(ROOT-0, Thank-1)
dobj(Thank-1, you-2)
advmod(much-4, very-3)
advmod(Thank-1, much-4)
punct(Thank-1, .-5)

discourse(answer-9, Well-1)
punct(answer-9, ,-2)
advmod(answer-9, again-3)
punct(answer-9, ,-4)
det(president-6, the-5)
nsubj(answer-9, president-6)
aux(answer-9, did-7)
neg(answer-9, n't-8)
root(ROOT-0, answer-9)
det(question-11, the-10)
dobj(answer-9, question-11)
punct(answer-9, .-12)

nsubj(answer-3, I-1)
aux(answer-3, 'll-2)
root(ROOT-0, answer-3)
dobj(answer-3, it-4)
advmod(to-6, straight-5)
prep(answer-3, to-6)
pobj(to-6, America-7)
punct(answer-3, .-8)

nsubj(going-4, I-1)
aux(going-4, 'm-2)
neg(going-4, not-3)
root(ROOT-0, going-4)
aux(appoint-6, to-5)
xcomp(going-4, appoint-6)
det(judge-8, a-7)
dobj(appoint-6, judge-8)
prep(appoint-6, to-9)
det(Court-11, the-10)
pobj(to-9, Court-11)
nsubj(going-14, who-12)
aux(going-14, 's-13)
dep(appoint-6, going-14)
aux(undo-16, to-15)
xcomp(going-14, undo-16)
det(right-19, a-17)
amod(right-19, constitutional-18)
dobj(undo-16, right-19)
punct(going-4, ,-20)
mark(Amendment-26, whether-21)
nsubj(Amendment-26, it-22)
cop(Amendment-26, 's-23)
det(Amendment-26, the-24)
nn(Amendment-26, First-25)
ccomp(going-4, Amendment-26)
punct(Amendment-26, ,-27)
cc(Amendment-26, or-28)
det(Amendment-31, the-29)
nn(Amendment-31, Fifth-30)
conj(Amendment-26, Amendment-31)
punct(Amendment-26, ,-32)
cc(Amendment-26, or-33)
det(right-36, some-34)
amod(right-36, other-35)
conj(Amendment-26, right-36)
nsubjpass(given-39, that-37)
auxpass(given-39, 's-38)
rcmod(right-36, given-39)
prep(given-39, under-40)
poss(courts-42, our-41)
pobj(under-40, courts-42)
tmod(given-39, today-43)
punct(given-39, ---44)
prep(given-39, under-45)
det(Constitution-47, the-46)
pobj(under-45, Constitution-47)
punct(going-4, .-48)

cc(believe-3, And-1)
nsubj(believe-3, I-2)
root(ROOT-0, believe-3)
mark(right-12, that-4)
det(right-6, the-5)
nsubj(right-12, right-6)
prep(right-6, of-7)
pobj(of-7, choice-8)
cop(right-12, is-9)
det(right-12, a-10)
amod(right-12, constitutional-11)
ccomp(believe-3, right-12)
punct(believe-3, .-13)

cc(intend-5, So-1)
nsubj(intend-5, I-2)
aux(intend-5, do-3)
neg(intend-5, n't-4)
root(ROOT-0, intend-5)
aux(see-7, to-6)
xcomp(intend-5, see-7)
nsubj(undone-9, it-8)
dep(see-7, undone-9)
punct(intend-5, .-10)

advmod(wants-5, Clearly-1)
punct(wants-5, ,-2)
det(president-4, the-3)
nsubj(wants-5, president-4)
root(ROOT-0, wants-5)
aux(leave-7, to-6)
xcomp(wants-5, leave-7)
prep(leave-7, in-8)
pobj(in-8, ambivalence-9)
cc(wants-5, or-10)
conj(wants-5, intends-11)
aux(undo-13, to-12)
xcomp(intends-11, undo-13)
dobj(undo-13, it-14)
punct(wants-5, .-15)

cc(let-2, But-1)
root(ROOT-0, let-2)
nsubj(go-4, me-3)
ccomp(let-2, go-4)
det(step-6, a-5)
npadvmod(further-7, step-6)
advmod(go-4, further-7)
punct(let-2, .-8)

nsubj(have-2, We-1)
root(ROOT-0, have-2)
det(distance-5, a-3)
amod(distance-5, long-4)
dobj(have-2, distance-5)
advmod(have-2, yet-6)
aux(travel-8, to-7)
xcomp(have-2, travel-8)
prep(have-2, in-9)
pobj(in-9, terms-10)
prep(terms-10, of-11)
pobj(of-11, fairness-12)
prep(have-2, in-13)
pobj(in-13, America-14)
punct(have-2, .-15)

nsubj(know-4, I-1)
aux(know-4, do-2)
neg(know-4, n't-3)
root(ROOT-0, know-4)
advmod(govern-8, how-5)
nsubj(govern-8, you-6)
aux(govern-8, can-7)
ccomp(know-4, govern-8)
prep(govern-8, in-9)
det(country-11, this-10)
pobj(in-9, country-11)
advmod(look-14, when-12)
nsubj(look-14, you-13)
advcl(govern-8, look-14)
prep(look-14, at-15)
nn(York-17, New-16)
nn(City-18, York-17)
pobj(at-15, City-18)
cc(look-14, and-19)
nsubj(see-21, you-20)
conj(look-14, see-21)
mark(unemployed-31, that-22)
num(percent-24, 50-23)
nsubj(unemployed-31, percent-24)
prep(percent-24, of-25)
det(males-28, the-26)
amod(males-28, black-27)
pobj(of-25, males-28)
rcmod(males-28, there-29)
cop(unemployed-31, are-30)
ccomp(see-21, unemployed-31)
punct(look-14, ,-32)
advmod(see-35, when-33)
nsubj(see-35, you-34)
dep(look-14, see-35)
num(percent-37, 40-36)
nsubj(dropping-50, percent-37)
prep(percent-37, of-38)
amod(children-40, Hispanic-39)
pobj(of-38, children-40)
punct(of-38, ---41)
prep(of-38, of-42)
amod(children-44, black-43)
pobj(of-42, children-44)
prep(dropping-50, in-45)
det(cities-47, some-46)
pobj(in-45, cities-47)
punct(dropping-50, --48)
punct(dropping-50, --49)
dep(see-35, dropping-50)
prep(dropping-50, out-51)
pcomp(out-51, of-52)
amod(school-54, high-53)
pobj(of-52, school-54)
punct(know-4, .-55)

cc(refused-12, And-1)
advmod(refused-12, yet-2)
det(president-4, the-3)
nsubj(refused-12, president-4)
nsubj(talks-6, who-5)
rcmod(president-4, talks-6)
prep(talks-6, about-7)
neg(Child-9, No-8)
nsubj(Left-10, Child-9)
pcomp(about-7, Left-10)
advmod(Left-10, Behind-11)
root(ROOT-0, refused-12)
aux(fund-15, to-13)
advmod(fund-15, fully-14)
xcomp(refused-12, fund-15)
punct(fund-15, ---16)
prep(fund-15, by-17)
pobj(by-17, $-18)
number(billion-20, 28-19)
num($-18, billion-20)
punct(fund-15, ---21)
det(program-24, that-22)
amod(program-24, particular-23)
dobj(fund-15, program-24)
mark(make-28, so-25)
nsubj(make-28, you-26)
aux(make-28, can-27)
advcl(fund-15, make-28)
det(difference-30, a-29)
dobj(make-28, difference-30)
prep(make-28, in-31)
det(lives-33, the-32)
pobj(in-31, lives-33)
prep(lives-33, of-34)
det(people-37, those-35)
amod(people-37, young-36)
pobj(of-34, people-37)
punct(refused-12, .-38)

discourse($-12, Now-1)
advmod(here-3, right-2)
advmod($-12, here-3)
prep($-12, in-4)
pobj(in-4, Arizona-5)
punct($-12, ,-6)
det(difference-8, that-7)
nsubj($-12, difference-8)
aux($-12, would-9)
aux($-12, have-10)
cop($-12, been-11)
root(ROOT-0, $-12)
number(million-14, 131-13)
num($-12, million-14)
prep($-12, to-15)
det(state-17, the-16)
pobj(to-15, state-17)
prep(state-17, of-18)
pobj(of-18, Arizona-19)
aux(help-21, to-20)
xcomp($-12, help-21)
poss(kids-23, its-22)
dobj(help-21, kids-23)
cop(able-25, be-24)
dep(help-21, able-25)
aux(have-27, to-26)
xcomp(able-25, have-27)
amod(education-29, better-28)
dobj(have-27, education-29)
cc(have-27, and-30)
aux(lift-32, to-31)
conj(have-27, lift-32)
det(burden-36, the-33)
nn(tax-35, property-34)
nn(burden-36, tax-35)
dobj(lift-32, burden-36)
prep(lift-32, from-37)
poss(citizens-39, its-38)
pobj(from-37, citizens-39)
punct($-12, .-40)

det(president-2, The-1)
nsubj(reneged-3, president-2)
root(ROOT-0, reneged-3)
prep(reneged-3, on-4)
poss(promise-6, his-5)
pobj(on-4, promise-6)
aux(fund-8, to-7)
vmod(promise-6, fund-8)
neg(Child-10, No-9)
nsubj(Left-11, Child-10)
dobj(fund-8, Left-11)
advmod(Left-11, Behind-12)
punct(reneged-3, .-13)

nsubj(tell-3, He-1)
aux(tell-3, 'll-2)
root(ROOT-0, tell-3)
dobj(tell-3, you-4)
nsubjpass(raised-7, he-5)
auxpass(raised-7, 's-6)
dep(tell-3, raised-7)
det(money-9, the-8)
dobj(raised-7, money-9)
punct(tell-3, ,-10)
cc(tell-3, and-11)
nsubj(has-13, he-12)
conj(tell-3, has-13)
punct(tell-3, .-14)

cc(put-5, But-1)
nsubj(put-5, he-2)
aux(put-5, did-3)
neg(put-5, n't-4)
root(ROOT-0, put-5)
prt(put-5, in-6)
dobj(promised-9, what-7)
nsubj(promised-9, he-8)
ccomp(put-5, promised-9)
punct(put-5, ,-10)
cc(put-5, and-11)
nsubj(makes-13, that-12)
conj(put-5, makes-13)
det(difference-15, a-14)
dobj(makes-13, difference-15)
prep(makes-13, in-16)
det(lives-18, the-17)
pobj(in-16, lives-18)
prep(lives-18, of-19)
poss(children-21, our-20)
pobj(of-19, children-21)
punct(put-5, .-22)

discourse(sir-3, Yes-1)
punct(sir-3, ,-2)
root(ROOT-0, sir-3)
punct(sir-3, ?-4)

num(things-2, Two-1)
root(ROOT-0, things-2)
punct(things-2, .-3)

dep(has-5, One-1)
punct(has-5, ,-2)
nsubj(has-5, he-3)
advmod(has-5, clearly-4)
root(ROOT-0, has-5)
det(test-8, a-6)
nn(test-8, litmus-7)
dobj(has-5, test-8)
prep(test-8, for-9)
poss(judges-11, his-10)
pobj(for-9, judges-11)
punct(test-8, ,-12)
pobj(with-16, which-13)
nsubj(disagree-15, I-14)
rcmod(test-8, disagree-15)
prep(disagree-15, with-16)
punct(has-5, .-17)

cc(say-11, And-1)
advmod(senator-7, secondly-2)
punct(senator-7, ,-3)
advmod(senator-7, only-4)
det(senator-7, a-5)
amod(senator-7, liberal-6)
nsubj(say-11, senator-7)
prep(senator-7, from-8)
pobj(from-8, Massachusetts-9)
aux(say-11, would-10)
root(ROOT-0, say-11)
mark(enough-23, that-12)
det(increase-16, a-13)
num(percent-15, 49-14)
nn(increase-16, percent-15)
nsubj(enough-23, increase-16)
prep(increase-16, in-17)
pobj(in-17, funding-18)
prep(funding-18, for-19)
pobj(for-19, education-20)
cop(enough-23, was-21)
neg(enough-23, not-22)
ccomp(say-11, enough-23)
punct(say-11, .-24)

nsubj(increased-3, We-1)
aux(increased-3, 've-2)
root(ROOT-0, increased-3)
dobj(increased-3, funds-4)
punct(increased-3, .-5)

cc(reformed-7, But-1)
advmod(importantly-3, more-2)
advmod(reformed-7, importantly-3)
punct(reformed-7, ,-4)
nsubj(reformed-7, we-5)
aux(reformed-7, 've-6)
root(ROOT-0, reformed-7)
det(system-9, the-8)
dobj(reformed-7, system-9)
aux(make-11, to-10)
vmod(reformed-7, make-11)
dep(make-11, sure-12)
mark(solve-15, that-13)
nsubj(solve-15, we-14)
dep(sure-12, solve-15)
dobj(solve-15, problems-16)
advmod(solve-15, early-17)
punct(solve-15, ,-18)
mark(late-23, before-19)
nsubj(late-23, they-20)
cop(late-23, 're-21)
advmod(late-23, too-22)
advcl(solve-15, late-23)
punct(reformed-7, .-24)

nsubj(talked-2, He-1)
root(ROOT-0, talked-2)
prep(talked-2, about-3)
det(unemployed-5, the-4)
pobj(about-3, unemployed-5)
punct(talked-2, .-6)

advmod(got-4, Absolutely-1)
nsubj(got-4, we-2)
aux(got-4, 've-3)
root(ROOT-0, got-4)
aux(make-6, to-5)
xcomp(got-4, make-6)
dep(make-6, sure-7)
nsubjpass(educated-10, they-8)
auxpass(educated-10, get-9)
dep(sure-7, educated-10)
punct(got-4, .-11)

nsubj(talked-2, He-1)
root(ROOT-0, talked-2)
prep(talked-2, about-3)
pobj(about-3, children-4)
poss(parents-6, whose-5)
nsubj(speak-9, parents-6)
aux(speak-9, do-7)
neg(speak-9, n't-8)
rcmod(children-4, speak-9)
dobj(speak-9, English-10)
prep(speak-9, as-11)
det(language-14, a-12)
amod(language-14, first-13)
pobj(as-11, language-14)
punct(talked-2, ?-15)

advmod(got-4, Absolutely-1)
nsubj(got-4, we-2)
aux(got-4, 've-3)
root(ROOT-0, got-4)
aux(make-6, to-5)
xcomp(got-4, make-6)
dep(make-6, sure-7)
nsubjpass(educated-10, they-8)
auxpass(educated-10, get-9)
dep(sure-7, educated-10)
punct(got-4, .-11)

cc('s-3, And-1)
nsubj('s-3, that-2)
root(ROOT-0, 's-3)
dobj(does-11, what-4)
det(Act-10, the-5)
neg(Child-7, No-6)
nsubj(Left-8, Child-7)
nn(Act-10, Left-8)
advmod(Left-8, Behind-9)
nsubj(does-11, Act-10)
ccomp('s-3, does-11)
punct('s-3, .-12)

root(ROOT-0, Senator-1)
punct(Senator-1, ?-2)

nsubj(measure-4, You-1)
aux(measure-4, do-2)
neg(measure-4, n't-3)
root(ROOT-0, measure-4)
dobj(measure-4, it-5)
prep(measure-4, by-6)
det(increase-9, a-7)
nn(increase-9, percentage-8)
pobj(by-6, increase-9)
punct(measure-4, .-10)

nn(President-2, Mr.-1)
nsubj(measure-5, President-2)
punct(measure-5, ,-3)
nsubj(measure-5, you-4)
