amod(Pants-2, Red-1)
aux(approaching-62, were-60)
dep(approaching-62, -RSB--61)
parataxis(beware-21, approaching-62)
det(obstacle-65, the-63)
nn(obstacle-65, water-64)
dobj(approaching-62, obstacle-65)
prep(approaching-62, during-66)
det(section-69, the-67)
amod(section-69, cross-country-68)
pobj(during-66, section-69)
prep(section-69, of-70)
det(Prix-75, the-71)
nn(Prix-75, Harrods-72)
nn(Prix-75, International-73)
nn(Prix-75, Grand-74)
pobj(of-70, Prix-75)
advmod(became-80, when-76)
det(pair-79, the-77)
amod(pair-79, leading-78)
nsubj(became-80, pair-79)
advcl(approaching-62, became-80)
acomp(became-80, confused-81)
punct(became-80, ,-82)
conj(became-80, turned-83)
prt(turned-83, back-84)
cc(became-80, and-85)
conj(became-80, became-86)
acomp(became-86, entangled-87)
prep(entangled-87, with-88)
det(pair-91, the-89)
amod(pair-91, second-90)
pobj(with-88, pair-91)
punct(beware-21, .-92)

nn(Pendlebury-2, Mr-1)
nsubjpass(eliminated-14, Pendlebury-2)
punct(Pendlebury-2, ,-3)
prep(Pendlebury-2, of-4)
pobj(of-4, Smithills-5)
punct(Smithills-5, ,-6)
prep(Smithills-5, near-7)
pobj(near-7, Bolton-8)
punct(Bolton-8, ,-9)
nn(Manchester-11, Greater-10)
appos(Bolton-8, Manchester-11)
punct(eliminated-14, ,-12)
auxpass(eliminated-14, was-13)
root(ROOT-0, eliminated-14)
punct(eliminated-14, .-15)

dep(From-2, -LSB--1)
root(ROOT-0, From-2)
det(Times-4, The-3)
pobj(From-2, Times-4)
punct(Times-4, ,-5)
num(May-7, 16-6)
tmod(Times-4, May-7)
dep(May-7, 1988-8)
dep(From-2, -RSB--9)

amod(Cannons-2, Loose-1)
root(ROOT-0, Cannons-2)
cc(Cannons-2, &-3)
amod(Herrings-5, Red-4)
conj(Cannons-2, Herrings-5)

nsubj(familiar-4, Readers-1)
aux(familiar-4, should-2)
cop(familiar-4, be-3)
root(ROOT-0, familiar-4)
prep(familiar-4, with-5)
nn(Claiborne-7, Robert-6)
poss(books-10, Claiborne-7)
possessive(Claiborne-7, 's-8)
amod(books-10, earlier-9)
pobj(with-5, books-10)
punct(books-10, ,-11)
advmod(Tongue-16, especially-12)
poss(Tongue-16, Our-13)
amod(Tongue-16, Marvelous-14)
amod(Tongue-16, Native-15)
appos(books-10, Tongue-16)
punct(Tongue-16, :-17)
det(Life-19, The-18)
dep(Tongue-16, Life-19)
cc(Life-19, and-20)
conj(Life-19, Times-21)
prep(Life-19, of-22)
det(Language-25, the-23)
nn(Language-25, English-24)
pobj(of-22, Language-25)
punct(familiar-4, .-26)

nsubj(say-3, One-1)
aux(say-3, might-2)
root(ROOT-0, say-3)
mark(example-18, that-4)
csubj(example-18, subtitling-5)
det(book-8, the-6)
amod(book-8, present-7)
dobj(subtitling-5, book-8)
punct(subtitling-5, “-9)
det(Book-11, A-10)
dobj(subtitling-5, Book-11)
prep(Book-11, of-12)
amod(Metaphors-14, Lost-13)
pobj(of-12, Metaphors-14)
punct(subtitling-5, ”-15)
cop(example-18, is-16)
det(example-18, an-17)
ccomp(say-3, example-18)
prep(example-18, of-19)
det(canon-22, a-20)
amod(canon-22, loose-21)
pobj(of-19, canon-22)
dep(canon-22, -LSB--23)
dep(canon-22, sic-24)
dep(canon-22, -RSB--25)
punct(example-18, —-26)
mark(taken-30, unless-27)
nsubjpass(taken-30, metaphor-28)
auxpass(taken-30, is-29)
advcl(example-18, taken-30)
prep(taken-30, in-31)
poss(sense-34, its-32)
amod(sense-34, broadest-33)
pobj(in-31, sense-34)
punct(example-18, —-35)
cc(say-3, but-36)
nsubj(unlikely-39, one-37)
cop(unlikely-39, is-38)
conj(say-3, unlikely-39)
aux(find-41, to-40)
xcomp(unlikely-39, find-41)
amod(herrings-43, red-42)
dobj(find-41, herrings-43)
advmod(find-41, here-44)
punct(unlikely-39, :-45)
det(etymologies-47, the-46)
nsubjpass(given-56, etymologies-47)
prep(etymologies-47, of-48)
quantmod(hundred-51, a-49)
quantmod(hundred-51, few-50)
num(words-52, hundred-51)
pobj(of-48, words-52)
cc(words-52, and-53)
conj(words-52, phrases-54)
auxpass(given-56, are-55)
parataxis(unlikely-39, given-56)
punct(given-56, ,-57)
nsubj(findable-61, many-58)
neg(findable-61, not-59)
advmod(findable-61, readily-60)
xcomp(given-56, findable-61)
prep(findable-61, in-62)
amod(works-64, standard-63)
pobj(in-62, works-64)
prep(works-64, of-65)
pobj(of-65, reference-66)
punct(say-3, .-67)

det(rationale-2, The-1)
nsubj(arises-11, rationale-2)
prep(rationale-2, behind-3)
pcomp(behind-3, referring-4)
prep(referring-4, to-5)
pobj(to-5, them-6)
prep(referring-4, as-7)
punct(as-7, “-8)
pobj(as-7, lost-9)
punct(as-7, ”-10)
root(ROOT-0, arises-11)
prep(arises-11, from-12)
det(author-14, the-13)
poss(observation-16, author-14)
possessive(author-14, 's-15)
pobj(from-12, observation-16)
prep(observation-16, of-17)
det(state-20, an-18)
amod(state-20, unfortunate-19)
pobj(of-17, state-20)
prep(state-20, of-21)
pobj(of-21, affairs-22)
punct(arises-11, :-23)
mwe(of-25, because-24)
prep(unable-60, of-25)
det(lack-29, an-26)
advmod(widespread-28, increasingly-27)
amod(lack-29, widespread-28)
pobj(of-25, lack-29)
prep(lack-29, of-30)
pobj(of-30, familiarity-31)
prep(familiarity-31, with-32)
det(elements-37, the-33)
amod(elements-37, basic-34)
punct(elements-37, ,-35)
amod(elements-37, structural-36)
pobj(with-32, elements-37)
prep(elements-37, of-38)
poss(culture-40, our-39)
pobj(of-38, culture-40)
punct(elements-37, —-41)
amod(mythology-45, Greek-42)
cc(Greek-42, and-43)
conj(Greek-42, Roman-44)
dep(elements-37, mythology-45)
punct(mythology-45, ,-46)
det(Bible-48, the-47)
conj(mythology-45, Bible-48)
punct(mythology-45, ,-49)
conj(mythology-45, literature-50)
punct(mythology-45, ,-51)
cc(mythology-45, and-52)
amod(fact-55, ordinary-53)
amod(fact-55, historical-54)
conj(mythology-45, fact-55)
punct(elements-37, —-56)
nsubj(unable-60, people-57)
tmod(people-57, today-58)
cop(unable-60, are-59)
parataxis(arises-11, unable-60)
aux(discern-62, to-61)
xcomp(unable-60, discern-62)
det(origins-64, the-63)
dobj(discern-62, origins-64)
prep(origins-64, of-65)
pobj(of-65, terms-66)
prep(terms-66, like-67)
pobj(like-67, aphrodisiac-68)
punct(aphrodisiac-68, ,-69)
nn(heel-74, Achilles-70)
dep(Achilles-70, -LSB--71)
dep(Achilles-70, sic-72)
dep(Achilles-70, -RSB--73)
conj(aphrodisiac-68, heel-74)
cc(heel-74, or-75)
conj(heel-74, tendon-76)
punct(aphrodisiac-68, ,-77)
conj(aphrodisiac-68, meet-78)
poss(Waterloo-81, one-79)
possessive(one-79, 's-80)
dobj(meet-78, Waterloo-81)
punct(aphrodisiac-68, ,-82)
conj(aphrodisiac-68, sow-83)
poss(teeth-86, dragon-84)
possessive(dragon-84, 's-85)
dobj(sow-83, teeth-86)
punct(aphrodisiac-68, ,-87)
cc(aphrodisiac-68, and-88)
conj(aphrodisiac-68, hand-writing-89)
prep(hand-writing-89, on-90)
det(wall-92, the-91)
pobj(on-90, wall-92)
punct(aphrodisiac-68, ,-93)
aux(name-95, to-94)
dep(aphrodisiac-68, name-95)
quantmod(few-97, a-96)
dobj(name-95, few-97)
punct(arises-11, .-98)

expl(are-2, There-1)
root(ROOT-0, are-2)
acomp(are-2, many-3)
punct(are-2, ,-4)
prep(are-2, of-5)
pobj(of-5, course-6)
punct(are-2, ,-7)
cc(are-2, but-8)
advmod(focus-15, unaccountably-9)
punct(focus-15, ,-10)
nsubj(focus-15, they-11)
cop(focus-15, are-12)
neg(focus-15, not-13)
det(focus-15, the-14)
conj(are-2, focus-15)
prep(focus-15, of-16)
det(book-18, this-17)
pobj(of-16, book-18)
punct(are-2, .-19)

nsubj(investigates-2, Claiborne-1)
root(ROOT-0, investigates-2)
cc(investigates-2, and-3)
conj(investigates-2, reports-4)
prep(reports-4, on-5)
dobj(investigates-2, expressions-6)
prep(expressions-6, like-7)
pcomp(like-7, sow-8)
poss(oats-12, one-9)
possessive(one-9, 's-10)
amod(oats-12, wild-11)
dobj(sow-8, oats-12)
punct(expressions-6, ,-13)
prep(tells-17, about-14)
pobj(about-14, which-15)
nsubj(tells-17, he-16)
rcmod(expressions-6, tells-17)
iobj(tells-17, us-18)
dobj(tells-17, little-19)
cc(little-19, or-20)
conj(little-19, nothing-21)
punct(investigates-2, :-22)
det(designation-26, the-23)
amod(designation-26, modern-24)
amod(designation-26, Latinate-25)
nsubj(came-29, designation-26)
nn(fatua-28, Avena-27)
dep(designation-26, fatua-28)
parataxis(investigates-2, came-29)
advmod(many-31, too-30)
amod(centuries-32, many-31)
npadvmod(after-33, centuries-32)
prep(came-29, after-33)
det(expression-36, the-34)
amod(expression-36, original-35)
pobj(after-33, expression-36)
aux(have-38, to-37)
xcomp(came-29, have-38)
det(relevance-40, any-39)
dobj(have-38, relevance-40)
prep(relevance-40, to-41)
pobj(to-41, it-42)
punct(came-29, ,-43)
cc(came-29, so-44)
advmod(bring-46, why-45)
conj(came-29, bring-46)
prt(bring-46, up-47)
det(information-49, the-48)
dobj(bring-46, information-49)
mark(Latin-53, that-50)
nsubj(Latin-53, fatua-51)
cop(Latin-53, is-52)
ccomp(information-49, Latin-53)
prep(Latin-53, for-54)
punct(for-54, `-55)
pobj(for-54, foolish-56)
punct(for-54, '-57)
punct(came-29, :-58)
nsubj(Latin-62, it-59)
cop(Latin-62, was-60)
advmod(Latin-62, also-61)
conj(came-29, Latin-62)
prep(Latin-62, for-63)
punct(for-63, `-64)
pobj(for-63, wild-65)
punct(Latin-62, ,-66)
punct(Latin-62, '-67)
nsubj(be-70, which-68)
aux(be-70, might-69)
dep(Latin-62, be-70)
advmod(to-72, more-71)
prep(be-70, to-72)
det(point-74, the-73)
pobj(to-72, point-74)
punct(investigates-2, .-75)

prep(hard-7, In-1)
det(event-3, any-2)
pobj(In-1, event-3)
punct(hard-7, ,-4)
nsubj(hard-7, it-5)
cop(hard-7, is-6)
root(ROOT-0, hard-7)
aux(discern-9, to-8)
xcomp(hard-7, discern-9)
punct(discern-9, ,-10)
prep(discern-9, from-11)
det(style-14, the-12)
amod(style-14, arch-13)
pobj(from-11, style-14)
vmod(style-14, affected-15)
prep(affected-15, in-16)
det(attempt-18, an-17)
pobj(in-16, attempt-18)
aux(make-20, to-19)
vmod(attempt-18, make-20)
amod(facts-22, dull-21)
nsubj(interesting-23, facts-22)
xcomp(make-20, interesting-23)
punct(discern-9, ,-24)
dep(is-27, just-25)
dep(just-25, what-26)
dep(discern-9, is-27)
det(origin-29, the-28)
nsubj(is-27, origin-29)
prep(origin-29, of-30)
pcomp(of-30, sow-31)
poss(oats-35, one-32)
possessive(one-32, 's-33)
amod(oats-35, wild-34)
dobj(sow-31, oats-35)
punct(hard-7, .-36)

prep(labors-6, In-1)
amod(entries-3, many-2)
pobj(In-1, entries-3)
punct(labors-6, ,-4)
nsubj(labors-6, Claiborne-5)
root(ROOT-0, labors-6)
det(obvious-8, the-7)
dobj(labors-6, obvious-8)
punct(labors-6, ,-9)
vmod(labors-6, offering-10)
dobj(offering-10, little-11)
cc(little-11, or-12)
conj(little-11, nothing-13)
nsubj(know-18, we-14)
aux(know-18, do-15)
neg(know-18, not-16)
advmod(know-18, already-17)
rcmod(little-11, know-18)
punct(know-18, ,-19)
aux(imagine-22, could-20)
advmod(imagine-22, easily-21)
dep(know-18, imagine-22)
punct(little-11, ,-23)
cc(little-11, or-24)
prep(offers-29, for-25)
pobj(for-25, which-26)
det(author-28, the-27)
nsubj(offers-29, author-28)
conj(little-11, offers-29)
neg(explanation-31, no-30)
dobj(offers-29, explanation-31)
punct(labors-6, .-32)

prep(are-6, Among-1)
pobj(Among-1, examples-2)
prep(examples-2, of-3)
det(first-5, the-4)
pobj(of-3, first-5)
root(ROOT-0, are-6)
nsubj(are-6, spit-7)
cc(spit-7, and-8)
conj(spit-7, polish-9)
punct(spit-7, ,-10)
conj(spit-7, on-11)
det(spot-13, the-12)
pobj(on-11, spot-13)
punct(spit-7, ,-14)
conj(spit-7, on-15)
det(square-17, the-16)
pobj(on-15, square-17)
punct(spit-7, ,-18)
conj(spit-7, stick-19)
poss(neck-22, one-20)
possessive(one-20, 's-21)
dobj(stick-19, neck-22)
prt(stick-19, out-23)
punct(spit-7, ,-24)
conj(spit-7, etc-25)
punct(are-6, .-26)

nsubj(include-5, Examples-1)
prep(Examples-1, of-2)
det(last-4, the-3)
pobj(of-2, last-4)
root(ROOT-0, include-5)
dep(stalemate-14, spill-6)
det(beans-8, the-7)
dobj(spill-6, beans-8)
punct(stalemate-14, ,-9)
conj(stalemate-14, square-10)
det(circle-12, the-11)
dobj(square-10, circle-12)
punct(stalemate-14, ,-13)
dobj(include-5, stalemate-14)
punct(stalemate-14, ,-15)
conj(stalemate-14, etc-16)
punct(include-5, .-17)

prep(is-3, Between-1)
pobj(Between-1, these-2)
root(ROOT-0, is-3)
det(flash-6, an-4)
amod(flash-6, occasional-5)
nsubj(is-3, flash-6)
prep(flash-6, of-7)
amod(wisdom-9, useful-8)
pobj(of-7, wisdom-9)
punct(is-3, ,-10)
nsubj(covered-16, much-11)
prep(much-11, of-12)
pobj(of-12, it-13)
advmod(well-15, pretty-14)
advmod(covered-16, well-15)
vmod(is-3, covered-16)
prep(covered-16, by-17)
amod(books-19, other-18)
pobj(by-17, books-19)
prep(books-19, of-20)
det(type-22, this-21)
pobj(of-20, type-22)
punct(books-19, -LRB--23)
nsubj(seem-25, which-24)
rcmod(books-19, seem-25)
aux(proliferating-28, to-26)
aux(proliferating-28, be-27)
xcomp(seem-25, proliferating-28)
punct(books-19, -RRB--29)
punct(is-3, .-30)

nsubj(missing-3, What-1)
aux(missing-3, is-2)
dep(information-15, missing-3)
punct(missing-3, ,-4)
prep(at-8, for-5)
pobj(for-5, example-6)
punct(at-8, ,-7)
prep(missing-3, at-8)
pcomp(at-8, square-9)
det(circle-11, the-10)
dobj(square-9, circle-11)
punct(information-15, ,-12)
cop(information-15, is-13)
det(information-15, the-14)
root(ROOT-0, information-15)
mark(is-34, that-16)
mark(calculated-25, because-17)
det(area-19, the-18)
nsubjpass(calculated-25, area-19)
prep(area-19, of-20)
det(circle-22, a-21)
pobj(of-20, circle-22)
auxpass(calculated-25, is-23)
advmod(calculated-25, mathematically-24)
advcl(is-34, calculated-25)
xcomp(calculated-25, using-26)
dobj(using-26, pi-27)
punct(pi-27, ,-28)
nsubj(irrational-31, which-29)
cop(irrational-31, is-30)
rcmod(pi-27, irrational-31)
punct(is-34, ,-32)
expl(is-34, there-33)
ccomp(information-15, is-34)
neg(way-37, no-35)
amod(way-37, mathematical-36)
nsubj(is-34, way-37)
prep(way-37, of-38)
pcomp(of-38, calculating-39)
det(dimensions-41, the-40)
dobj(calculating-39, dimensions-41)
prep(dimensions-41, of-42)
det(square-44, a-43)
pobj(of-42, square-44)
prep(square-44, with-45)
det(area-48, the-46)
amod(area-48, same-47)
pobj(with-45, area-48)
prep(area-48, as-49)
pobj(as-49, that-50)
prep(that-50, of-51)
det(circle-54, a-52)
amod(circle-54, given-53)
pobj(of-51, circle-54)
punct(information-15, .-55)

cc(mean-5, But-1)
nsubj(mean-5, that-2)
aux(mean-5, does-3)
neg(mean-5, not-4)
root(ROOT-0, mean-5)
mark(exist-12, that-6)
predet(square-9, such-7)
det(square-9, a-8)
nsubj(exist-12, square-9)
aux(exist-12, can-10)
neg(exist-12, not-11)
ccomp(mean-5, exist-12)
punct(mean-5, .-13)

prep(important-16, As-1)
pcomp(As-1, for-2)
pobj(for-2, stalemate-3)
punct(stalemate-3, ,-4)
nsubjpass(related-7, which-5)
auxpass(related-7, is-6)
rcmod(stalemate-3, related-7)
prep(related-7, to-8)
pobj(to-8, checkmate-9)
punct(important-16, ,-10)
aux(important-16, would-11)
nsubj(important-16, it-12)
neg(important-16, not-13)
aux(important-16, have-14)
cop(important-16, been-15)
root(ROOT-0, important-16)
aux(indicate-18, to-17)
xcomp(important-16, indicate-18)
mark(has-24, that-19)
det(part-23, the-20)
punct(part-23, --21)
nn(part-23, mate-22)
nsubj(has-24, part-23)
ccomp(indicate-18, has-24)
dobj(has-24, nothing-25)
aux(do-27, to-26)
vmod(nothing-25, do-27)
prep(do-27, with-28)
pobj(with-28, English-29)
punct(has-24, ,-30)
aux(borrowed-33, having-31)
auxpass(borrowed-33, been-32)
vmod(has-24, borrowed-33)
prep(borrowed-33, from-34)
pobj(from-34, checkmate-35)
nsubj(loanword-39, which-36)
cop(loanword-39, is-37)
det(loanword-39, a-38)
rcmod(checkmate-35, loanword-39)
prep(loanword-39, from-40)
pobj(from-40, Persian-41)
punct(loanword-39, -LRB--42)
cc(loanword-39, and-43)
conj(loanword-39, has-44)
dobj(has-44, nothing-45)
aux(do-47, to-46)
vmod(nothing-45, do-47)
prep(do-47, with-48)
pobj(with-48, check-49)
punct(do-47, ,-50)
advmod(do-47, either-51)
punct(loanword-39, -RRB--52)
punct(important-16, .-53)

advmod(offers-5, Often-1)
punct(offers-5, ,-2)
det(entry-4, an-3)
nsubj(offers-5, entry-4)
root(ROOT-0, offers-5)
dobj(offers-5, nothing-6)
prep(nothing-6, in-7)
det(way-9, the-8)
pobj(in-7, way-9)
prep(way-9, of-10)
pobj(of-10, etymology-11)
cc(offers-5, and-12)
advmod(explains-14, merely-13)
conj(offers-5, explains-14)
det(meaning-16, the-15)
dobj(explains-14, meaning-16)
punct(offers-5, .-17)

aux(need-4, Does-1)
det(reader-3, any-2)
nsubj(need-4, reader-3)
root(ROOT-0, need-4)
det(entry-6, an-5)
dobj(need-4, entry-6)
prep(entry-6, like-7)
det(one-9, this-8)
pobj(like-7, one-9)
punct(need-4, ?-10)

root(ROOT-0, straddle-1)
punct(straddle-1, .-2)

advmod(straddle-3, When-1)
nsubj(straddle-3, you-2)
advcl(got-9, straddle-3)
det(horse-5, a-4)
dobj(straddle-3, horse-5)
punct(got-9, ,-6)
nsubj(got-9, you-7)
aux(got-9, 've-8)
root(ROOT-0, got-9)
num(leg-11, one-10)
dobj(got-9, leg-11)
prep(leg-11, on-12)
det(side-14, either-13)
pobj(on-12, side-14)
prep(side-14, of-15)
det(animal-17, the-16)
pobj(of-15, animal-17)
punct(got-9, .-18)

advmod(straddles-4, When-1)
det(politican-3, a-2)
nsubj(straddles-4, politican-3)
advcl('s-9, straddles-4)
det(issue-6, an-5)
dobj(straddles-4, issue-6)
punct('s-9, ,-7)
nsubj('s-9, he-8)
root(ROOT-0, 's-9)
prep('s-9, in-10)
advmod(position-14, much-11)
det(position-14, the-12)
amod(position-14, same-13)
pobj(in-10, position-14)
punct('s-9, .-15)

det(suggestions-3, Some-1)
amod(suggestions-3, speculative-2)
nsubj(nonsense-21, suggestions-3)
punct(suggestions-3, ,-4)
prep(suggestions-3, as-5)
det(derivation-7, the-6)
pobj(as-5, derivation-7)
punct(derivation-7, -LRB--8)
cc(derivation-7, or-9)
conj(derivation-7, reinforcement-10)
punct(reinforcement-10, -RRB--11)
prep(derivation-7, from-12)
nn(powders-14, Seidlitz-13)
pobj(from-12, powders-14)
prep(derivation-7, for-15)
pcomp(for-15, take-16)
det(powder-18, a-17)
dobj(take-16, powder-18)
cop(nonsense-21, are-19)
amod(nonsense-21, sheer-20)
root(ROOT-0, nonsense-21)
punct(nonsense-21, .-22)

neg(entries-3, Not-1)
det(entries-3, all-2)
nsubj(contain-4, entries-3)
root(ROOT-0, contain-4)
amod(information-11, misleading-5)
punct(misleading-5, ,-6)
conj(misleading-5, dull-7)
punct(misleading-5, ,-8)
cc(misleading-5, or-9)
conj(misleading-5, incorrect-10)
dobj(contain-4, information-11)
punct(contain-4, ,-12)
cc(contain-4, but-13)
nsubjpass(marked-19, those-14)
nsubj(do-16, that-15)
rcmod(those-14, do-16)
neg(do-16, not-17)
auxpass(marked-19, are-18)
conj(contain-4, marked-19)
prep(marked-19, by-20)
det(lack-22, a-21)
pobj(by-20, lack-22)
prep(lack-22, of-23)
pobj(of-23, originality-24)
punct(contain-4, .-25)

nn(Urdang-2, Laurence-1)
root(ROOT-0, Urdang-2)

nn(Maps-2, Word-1)
root(ROOT-0, Maps-2)

nn(geography-2, Dialect-1)
nsubj(describes-9, geography-2)
punct(geography-2, ,-3)
det(branch-5, a-4)
appos(geography-2, branch-5)
prep(branch-5, of-6)
pobj(of-6, dialectology-7)
punct(describes-9, ,-8)
root(ROOT-0, describes-9)
amod(features-11, certain-10)
dobj(describes-9, features-11)
prep(features-11, of-12)
det(dialects-14, the-13)
pobj(of-12, dialects-14)
prep(dialects-14, of-15)
det(language-17, a-16)
pobj(of-15, language-17)
cc(features-11, and-18)
poss(distribution-20, their-19)
conj(features-11, distribution-20)
punct(describes-9, .-21)

det(field-2, The-1)
nsubj(old-7, field-2)
cop(old-7, is-3)
quantmod(100-5, about-4)
num(years-6, 100-5)
dep(old-7, years-6)
root(ROOT-0, old-7)
punct(old-7, .-8)

advmod(prominent-2, Most-1)
dep(was-9, prominent-2)
prep(prominent-2, among-3)
poss(practitioners-6, its-4)
amod(practitioners-6, earliest-5)
pobj(among-3, practitioners-6)
prep(practitioners-6, in-7)
pobj(in-7, England-8)
dep(Orton-40, was-9)
nn(Wright-11, Joseph-10)
nsubj(was-9, Wright-11)
punct(Wright-11, ,-12)
nsubj(prepared-14, who-13)
rcmod(Wright-11, prepared-14)
det(Dictionary-21, the-15)
num(volume-18, six-16)
punct(volume-18, --17)
dep(Dictionary-21, volume-18)
amod(Dictionary-21, English-19)
nn(Dictionary-21, Dialect-20)
dobj(prepared-14, Dictionary-21)
punct(Dictionary-21, ,-22)
nsubjpass(published-25, which-23)
auxpass(published-25, was-24)
rcmod(Dictionary-21, published-25)
prep(published-25, between-26)
pobj(between-26, 1898-27)
cc(1898-27, and-28)
conj(1898-27, 1905-29)
punct(Orton-40, ;-30)
det(specialist-37, the-31)
advmod(known-34, best-32)
punct(known-34, --33)
amod(specialist-37, known-34)
amod(specialist-37, contemporary-35)
amod(specialist-37, British-36)
nsubj(Orton-40, specialist-37)
cop(Orton-40, is-38)
nn(Orton-40, Harold-39)
root(ROOT-0, Orton-40)
punct(Orton-40, .-41)

prep(proceeded-5, In-1)
pobj(In-1, America-2)
punct(proceeded-5, ,-3)
nsubj(proceeded-5, work-4)
root(ROOT-0, proceeded-5)
advmod(proceeded-5, space-6)
prep(proceeded-5, during-7)
det(1930s-9, the-8)
pobj(during-7, 1930s-9)
punct(proceeded-5, ,-10)
advmod(under-12, largely-11)
prep(proceeded-5, under-12)
det(direction-14, the-13)
pobj(under-12, direction-14)
prep(direction-14, of-15)
nn(McDavid-17, Raven-16)
pobj(of-15, McDavid-17)
punct(McDavid-17, ,-18)
nn(Kurath-20, Hans-19)
conj(McDavid-17, Kurath-20)
punct(McDavid-17, ,-21)
cc(McDavid-17, and-22)
punct(McDavid-17, ,-23)
advmod(McDavid-17, later-24)
punct(McDavid-17, ,-25)
nn(Allen-27, Harold-26)
conj(McDavid-17, Allen-27)
punct(proceeded-5, ;-28)
advmod(recently-30, more-29)
advmod(investigated-37, recently-30)
punct(investigated-37, ,-31)
nn(Pedersen-33, Lee-32)
nsubj(investigated-37, Pedersen-33)
cc(Pedersen-33, and-34)
conj(Pedersen-33, others-35)
aux(investigated-37, have-36)
parataxis(proceeded-5, investigated-37)
amod(English-39, American-38)
nn(dialects-40, English-39)
dobj(investigated-37, dialects-40)
punct(proceeded-5, .-41)

prep(conducted-13, Between-1)
pobj(Between-1, 1948-2)
cc(1948-2, and-3)
conj(1948-2, 1961-4)
punct(conducted-13, ,-5)
nsubj(conducted-13, fieldworkers-6)
vmod(fieldworkers-6, based-7)
prep(based-7, at-8)
det(University-10, the-9)
pobj(at-8, University-10)
prep(University-10, of-11)
pobj(of-11, Leeds-12)
root(ROOT-0, conducted-13)
det(Survey-15, the-14)
dobj(conducted-13, Survey-15)
prep(Survey-15, of-16)
nn(Dialects-18, English-17)
pobj(of-16, Dialects-18)
punct(Survey-15, ,-19)
nsubj(studied-21, which-20)
rcmod(Survey-15, studied-21)
num(localities-23, 313-22)
dobj(studied-21, localities-23)
prep(localities-23, in-24)
pobj(in-24, England-25)
punct(England-25, -LRB--26)
dep(include-37, which-27)
punct(include-37, ,-28)
mark(ought-31, as-29)
nsubj(ought-31, everyone-30)
advcl(include-37, ought-31)
aux(know-33, to-32)
xcomp(ought-31, know-33)
punct(include-37, ,-34)
aux(include-37, does-35)
neg(include-37, not-36)
rcmod(England-25, include-37)
dobj(include-37, Wales-38)
cc(Wales-38, or-39)
conj(Wales-38, Scotland-40)
punct(England-25, -RRB--41)
punct(conducted-13, .-42)

det(book-3, The-1)
amod(book-3, present-2)
nsubjpass(extracted-5, book-3)
auxpass(extracted-5, is-4)
root(ROOT-0, extracted-5)
prep(extracted-5, from-6)
det(works-10, the-7)
num(works-10, two-8)
amod(works-10, major-9)
pobj(from-6, works-10)
nsubj(resulted-12, that-11)
rcmod(works-10, resulted-12)
prep(resulted-12, from-13)
det(Survey-15, the-14)
pobj(from-13, Survey-15)
punct(works-10, ,-16)
det(Atlas-19, The-17)
amod(Atlas-19, Linguistic-18)
appos(works-10, Atlas-19)
prep(Atlas-19, of-20)
pobj(of-20, England-21)
punct(Atlas-19, -LRB--22)
tmod(Atlas-19, 1978-23)
punct(Atlas-19, -RRB--24)
cc(Atlas-19, and-25)
det(Geography-28, A-26)
nn(Geography-28, Word-27)
conj(Atlas-19, Geography-28)
prep(Geography-28, of-29)
pobj(of-29, England-30)
punct(Geography-28, -LRB--31)
tmod(Geography-28, 1974-32)
punct(Geography-28, -RRB--33)
dep(works-10, both-34)
dep(both-34, under-35)
det(direction-37, the-36)
pobj(under-35, direction-37)
prep(direction-37, of-38)
nn(Orton-40, Harold-39)
pobj(of-38, Orton-40)
punct(Orton-40, ,-41)
vmod(Orton-40, aided-42)
prep(aided-42, by-43)
pobj(by-43, Sanderson-44)
cc(Sanderson-44, and-45)
conj(Sanderson-44, Widdowson-46)
prep(aided-42, in-47)
det(effort-50, the-48)
amod(effort-50, latter-49)
pobj(in-47, effort-50)
punct(extracted-5, .-51)

nsubj(seem-3, People-1)
advmod(seem-3, generally-2)
root(ROOT-0, seem-3)
aux(find-5, to-4)
xcomp(seem-3, find-5)
nn(study-7, dialect-6)
nsubj(interesting-8, study-7)
xcomp(find-5, interesting-8)
punct(seem-3, .-9)

num(writer-3, One-1)
nn(writer-3, letter-2)
nsubj(reported-12, writer-3)
prep(writer-3, to-4)
det(Times-6, The-5)
pobj(to-4, Times-6)
dep(Times-6, -LSB--7)
num(June-9, 21-8)
tmod(Times-6, June-9)
dep(June-9, 1988-10)
dep(Times-6, -RSB--11)
root(ROOT-0, reported-12)
punct(reported-12, :-13)
poss(neighbour-16, Our-14)
amod(neighbour-16, close-15)
nsubj(uses-38, neighbour-16)
punct(neighbour-16, ...-17)
prep(neighbour-16, in-18)
nn(Regis-20, Bere-19)
pobj(in-18, Regis-20)
punct(neighbour-16, ,-21)
nsubjpass(born-24, who-22)
auxpass(born-24, was-23)
rcmod(neighbour-16, born-24)
prep(born-24, in-25)
det(village-27, the-26)
pobj(in-25, village-27)
cc(born-24, and-28)
nsubj(speaks-30, who-29)
conj(born-24, speaks-30)
prep(speaks-30, with-31)
det(burr-35, a-32)
amod(burr-35, delicious-33)
nn(burr-35, Dorset-34)
pobj(with-31, burr-35)
punct(uses-38, ,-36)
advmod(uses-38, always-37)
ccomp(reported-12, uses-38)
punct(I-40, “-39)
dobj(uses-38, I-40)
punct(I-40, ”-41)
