det(History-3, A-1)
possessive(world-2, RSQUOs-3)
advmod(expensive-5, most-4)
amod(resort-6, expensive-5)
ccomp(include-16, resort-6)
prep(resort-6, at-7)
pobj(at-7, $-8)
number(billion-10, 1.6-9)
num($-8, billion-10)
punct(include-16, ,-11)
det(Bellagio-13, the-12)
poss(amenities-15, Bellagio-13)
possessive(Bellagio-13, RSQUOs-14)
nsubj(include-16, amenities-15)
root(ROOT-0, include-16)
num(star-19, 5-17)
punct(star-19, --18)
nn(dining-20, star-19)
dobj(include-16, dining-20)
punct(dining-20, ,-21)
nn(caliber-24, Chanel-22)
punct(caliber-24, --23)
nn(boutiques-25, caliber-24)
conj(dining-20, boutiques-25)
punct(dining-20, ,-26)
cc(dining-20, and-27)
det(collection-32, a-28)
nn(class-31, world-29)
punct(class-31, --30)
nn(collection-32, class-31)
conj(dining-20, collection-32)
prep(collection-32, of-33)
amod(masterworks-35, artistic-34)
pobj(of-33, masterworks-35)
punct(include-16, .-36)

advmod(important-3, Perhaps-1)
advmod(important-3, more-2)
ccomp(raise-10, important-3)
punct(raise-10, ,-4)
amod(accommodations-9, such-5)
amod(end-8, high-6)
punct(end-8, --7)
nn(accommodations-9, end-8)
nsubj(raise-10, accommodations-9)
root(ROOT-0, raise-10)
det(standards-12, the-11)
dobj(raise-10, standards-12)
prep(standards-12, of-13)
pobj(of-13, expectations-14)
advmod(to-16, back-15)
prep(raise-10, to-16)
det(mythology-18, the-17)
pobj(to-16, mythology-18)
prep(mythology-18, of-19)
det(era-23, the-20)
nn(Pack-22, Rat-21)
nn(era-23, Pack-22)
pobj(of-19, era-23)
punct(raise-10, .-24)

mark(changed-3, As-1)
nsubj(changed-3, it-2)
advcl(skyrocketed-18, changed-3)
prep(changed-3, from-4)
nn(town-7, mob-5)
nn(town-7, gambling-6)
pobj(from-4, town-7)
prep(changed-3, to-8)
amod(venue-11, corporate-9)
nn(venue-11, gaming-10)
pobj(to-8, venue-11)
punct(skyrocketed-18, ,-12)
det(population-14, the-13)
nsubj(skyrocketed-18, population-14)
prep(population-14, of-15)
nn(Vegas-17, Las-16)
pobj(of-15, Vegas-17)
root(ROOT-0, skyrocketed-18)
punct(skyrocketed-18, .-19)

quantmod(20,000-2, Over-1)
num(rooms-5, 20,000-2)
amod(rooms-5, additional-3)
nn(rooms-5, hotel-4)
nsubjpass(added-8, rooms-5)
aux(added-8, have-6)
auxpass(added-8, been-7)
root(ROOT-0, added-8)
prep(added-8, in-9)
quantmod(few-11, a-10)
num(years-13, few-11)
amod(years-13, short-12)
pobj(in-9, years-13)
punct(added-8, ,-14)
prep(added-8, including-15)
pobj(including-15, resorts-16)
prep(resorts-16, in-17)
pobj(in-17, Summerlin-18)
cc(Summerlin-18, and-19)
nn(Vegas-22, Lake-20)
nn(Vegas-22, Las-21)
conj(Summerlin-18, Vegas-22)
punct(added-8, .-23)

amod(projections-3, Recent-1)
nn(projections-3, business-2)
nsubj(predict-7, projections-3)
prep(projections-3, for-4)
nn(Vegas-6, Las-5)
pobj(for-4, Vegas-6)
root(ROOT-0, predict-7)
dobj(predict-7, challenges-8)
punct(predict-7, ;-9)
nn(revenues-11, tourism-10)
nsubj(increase-13, revenues-11)
aux(increase-13, must-12)
parataxis(predict-7, increase-13)
advmod(increase-13, substantially-14)
aux(sustain-16, to-15)
xcomp(increase-13, sustain-16)
nsubjpass(built-20, what-17)
auxpass(built-20, is-18)
advmod(built-20, already-19)
ccomp(sustain-16, built-20)
punct(increase-13, ,-21)
mark(show-25, while-22)
amod(figures-24, actual-23)
nsubj(show-25, figures-24)
advcl(increase-13, show-25)
dobj(show-25, visitation-26)
prep(show-25, as-27)
pobj(as-27, steady-28)
cc(steady-28, or-29)
conj(steady-28, declining-30)
punct(predict-7, .-31)

det(growth-2, The-1)
nsubj(facing-14, growth-2)
nsubj(characterized-5, that-3)
aux(characterized-5, has-4)
rcmod(growth-2, characterized-5)
nn(Vegas-7, Las-6)
dobj(characterized-5, Vegas-7)
prep(characterized-5, for-8)
advmod(century-11, nearly-9)
det(century-11, a-10)
pobj(for-8, century-11)
aux(facing-14, may-12)
aux(facing-14, be-13)
root(ROOT-0, facing-14)
det(roadblock-16, a-15)
dobj(facing-14, roadblock-16)
punct(facing-14, .-17)

advmod(sure-9, Still-1)
punct(sure-9, ,-2)
det(future-4, the-3)
nsubj(sure-9, future-4)
prep(future-4, of-5)
nn(Vegas-7, Las-6)
pobj(of-5, Vegas-7)
cop(sure-9, is-8)
root(ROOT-0, sure-9)
aux(determined-12, to-10)
auxpass(determined-12, be-11)
xcomp(sure-9, determined-12)
advmod(much-14, as-13)
advmod(by-15, much-14)
prep(determined-12, by-15)
det(spirit-18, the-16)
amod(spirit-18, pioneering-17)
pobj(by-15, spirit-18)
nsubj(built-20, that-19)
rcmod(spirit-18, built-20)
det(city-22, the-21)
dobj(built-20, city-22)
prep(determined-12, as-23)
dep(as-23, by-24)
pobj(by-24, anything-25)
advmod(anything-25, else-26)
punct(sure-9, .-27)

prep(good-12, With-1)
poss(look-4, its-2)
amod(look-4, new-3)
pobj(With-1, look-4)
cc(look-4, and-5)
amod(aim-7, new-6)
conj(look-4, aim-7)
punct(good-12, ,-8)
det(prospects-10, the-9)
nsubj(good-12, prospects-10)
cop(good-12, are-11)
root(ROOT-0, good-12)
prep(good-12, despite-13)
det(warnings-15, the-14)
pobj(despite-13, warnings-15)
punct(good-12, .-16)

advmod(burned-7, Inevitably-1)
punct(burned-7, ,-2)
det(people-4, some-3)
nsubjpass(burned-7, people-4)
aux(burned-7, will-5)
auxpass(burned-7, get-6)
root(ROOT-0, burned-7)
prep(burned-7, in-8)
det(process-10, the-9)
pobj(in-8, process-10)
punct(burned-7, ,-11)
cc(burned-7, but-12)
nsubj(rise-15, others-13)
aux(rise-15, will-14)
conj(burned-7, rise-15)
advmod(rise-15, triumphantly-16)
prep(rise-15, from-17)
det(fray-19, the-18)
pobj(from-17, fray-19)
prep(rise-15, to-20)
advmod(greater-22, even-21)
amod(successes-23, greater-22)
pobj(to-20, successes-23)
punct(burned-7, .-24)

cc(constant-11, And-1)
nsubj(constant-11, that-2)
punct(constant-11, ,-3)
advmod(constant-11, more-4)
prep(more-4, than-5)
pobj(than-5, anything-6)
punct(constant-11, ,-7)
cop(constant-11, is-8)
det(constant-11, the-9)
num(constant-11, one-10)
root(ROOT-0, constant-11)
nsubj(characterizes-13, that-12)
rcmod(constant-11, characterizes-13)
det(past-15, the-14)
dobj(characterizes-13, past-15)
punct(past-15, ,-16)
conj(past-15, present-17)
punct(past-15, ,-18)
cc(past-15, and-19)
conj(past-15, future-20)
prep(past-15, of-21)
nn(Vegas-23, Las-22)
pobj(of-21, Vegas-23)
punct(constant-11, .-24)

