advmod(Go-3, Where-1)
pobj(in-5, paper-6)
auxpass(hung-9, are-7)
advmod(hung-9, still-8)
root(ROOT-0, hung-9)
prt(hung-9, out-10)
aux(dry-12, to-11)
xcomp(hung-9, dry-12)
prep(hung-9, in-13)
det(sun-15, the-14)
pobj(in-13, sun-15)
punct(hung-9, .-16)

nn(Chau-2, Cheung-1)
nsubj(becomes-3, Chau-2)
root(ROOT-0, becomes-3)
det(center-5, the-4)
xcomp(becomes-3, center-5)
prep(center-5, of-6)
nn(Kong-8, Hong-7)
nn(life-9, Kong-8)
pobj(of-6, life-9)
advmod(becomes-3, once-10)
det(year-12, a-11)
pobj(once-10, year-12)
punct(becomes-3, ,-13)
advmod(in-15, usually-14)
prep(becomes-3, in-15)
pobj(in-15, May-16)
punct(becomes-3, ,-17)
prep(becomes-3, during-18)
det(Festival-21, the-19)
nn(Festival-21, Bun-20)
pobj(during-18, Festival-21)
punct(Festival-21, ,-22)
det(extravaganza-25, a-23)
nn(extravaganza-25, folklore-24)
appos(Festival-21, extravaganza-25)
dep(becomes-3, see-26)
dobj(see-26, page-27)
num(page-27, 89-28)
punct(becomes-3, .-29)

det(rest-2, The-1)
tmod(goes-8, rest-2)
prep(rest-2, of-3)
det(year-5, the-4)
pobj(of-3, year-5)
punct(goes-8, ,-6)
nsubj(goes-8, life-7)
root(ROOT-0, goes-8)
prt(goes-8, on-9)
prep(goes-8, at-10)
poss(pace-13, its-11)
amod(pace-13, accustomed-12)
pobj(at-10, pace-13)
punct(goes-8, :-14)
amod(machines-16, rickety-15)
nsubj(chugging-17, machines-16)
parataxis(goes-8, chugging-17)
prep(chugging-17, in-18)
num(man-21, two-19)
punct(man-21, --20)
nn(factories-22, man-21)
pobj(in-18, factories-22)
punct(chugging-17, ,-23)
nsubjpass(ferried-29, children-24)
prep(children-24, in-25)
nn(uniforms-27, school-26)
pobj(in-25, uniforms-27)
auxpass(ferried-29, being-28)
conj(chugging-17, ferried-29)
advmod(ferried-29, home-30)
prep(ferried-29, to-31)
pobj(to-31, houseboats-32)
punct(chugging-17, ,-33)
cc(chugging-17, and-34)
det(fishermen-37, the-35)
amod(fishermen-37, old-36)
nsubj(stirring-38, fishermen-37)
conj(chugging-17, stirring-38)
nn(paste-40, shrimp-39)
dobj(stirring-38, paste-40)
punct(goes-8, .-41)

prep(has-16, By-1)
pobj(By-1, way-2)
prep(way-2, of-3)
amod(attractions-6, formal-4)
nn(attractions-6, tourist-5)
pobj(of-3, attractions-6)
punct(has-16, ,-7)
nn(Tai-9, Pak-8)
nn(Temple-10, Tai-9)
nsubj(has-16, Temple-10)
punct(Temple-10, ,-11)
vmod(Temple-10, built-12)
prep(built-12, in-13)
pobj(in-13, 1783-14)
punct(has-16, ,-15)
root(ROOT-0, has-16)
det(carvings-19, some-17)
amod(carvings-19, fine-18)
dobj(has-16, carvings-19)
cc(carvings-19, and-20)
det(sword-24, a-21)
amod(sword-24, great-22)
nn(sword-24, iron-23)
conj(carvings-19, sword-24)
vmod(sword-24, said-25)
aux(old-30, to-26)
cop(old-30, be-27)
num(years-29, 600-28)
dep(old-30, years-29)
xcomp(said-25, old-30)
punct(has-16, .-31)

cc(is-9, But-1)
det(thing-5, the-2)
advmod(interesting-4, most-3)
amod(thing-5, interesting-4)
nsubj(is-9, thing-5)
aux(do-7, to-6)
vmod(thing-5, do-7)
advmod(do-7, here-8)
root(ROOT-0, is-9)
aux(explore-11, to-10)
xcomp(is-9, explore-11)
det(villages-14, the-12)
num(villages-14, two-13)
dobj(explore-11, villages-14)
prep(villages-14, on-15)
det(island-17, the-16)
pobj(on-15, island-17)
punct(villages-14, ,-18)
nn(Chau-20, Cheung-19)
appos(villages-14, Chau-20)
cc(Chau-20, and-21)
nn(Wai-23, San-22)
conj(Chau-20, Wai-23)
punct(is-9, .-24)

nsubj(walk-5, They-1)
cop(walk-5, are-2)
det(walk-5, an-3)
amod(walk-5, easy-4)
root(ROOT-0, walk-5)
advmod(walk-5, apart-6)
prep(walk-5, by-7)
det(road-10, the-8)
nn(road-10, harbor-9)
pobj(by-7, road-10)
punct(road-10, ,-11)
cc(road-10, or-12)
det(longer-14, a-13)
conj(road-10, longer-14)
num(hike-18, 45-15)
punct(hike-18, --16)
nn(hike-18, minute-17)
dep(road-10, hike-18)
prep(hike-18, on-19)
det(Road-23, the-20)
amod(Road-23, scenic-21)
nn(Road-23, Peak-22)
pobj(on-19, Road-23)
punct(walk-5, .-24)

det(Praya-2, The-1)
nsubj(place-16, Praya-2)
punct(Praya-2, ,-3)
det(promenade-5, the-4)
appos(Praya-2, promenade-5)
prep(promenade-5, in-6)
pobj(in-6, front-7)
prep(front-7, of-8)
det(pier-11, the-9)
nn(pier-11, ferry-10)
pobj(of-8, pier-11)
punct(place-16, ,-12)
cop(place-16, is-13)
det(place-16, a-14)
amod(place-16, good-15)
root(ROOT-0, place-16)
aux(observe-18, to-17)
vmod(place-16, observe-18)
det(junks-21, the-19)
amod(junks-21, many-20)
dobj(observe-18, junks-21)
cc(junks-21, and-22)
nn(boats-24, fishing-23)
conj(junks-21, boats-24)
prep(junks-21, in-25)
det(harbor-27, the-26)
pobj(in-25, harbor-27)
punct(place-16, .-28)

expl(are-2, There-1)
root(ROOT-0, are-2)
advmod(are-2, also-3)
amod(restaurants-8, several-4)
amod(air-7, open-5)
punct(air-7, --6)
nn(restaurants-8, air-7)
nsubj(are-2, restaurants-8)
advmod(enjoy-12, where-9)
nsubj(enjoy-12, you-10)
aux(enjoy-12, can-11)
rcmod(restaurants-8, enjoy-12)
amod(seafood-14, fresh-13)
dobj(enjoy-12, seafood-14)
punct(are-2, .-15)

nn(Island-2, Lamma-1)
root(ROOT-0, Island-2)

quantmod(35-2, Only-1)
num(minutes-3, 35-2)
advmod(perfect-12, minutes-3)
prep(minutes-3, by-4)
pobj(by-4, ferry-5)
prep(minutes-3, from-6)
pobj(from-6, Central-7)
punct(perfect-12, ,-8)
nn(Island-10, Lamma-9)
nsubj(perfect-12, Island-10)
cop(perfect-12, is-11)
root(ROOT-0, perfect-12)
prep(perfect-12, for-13)
nn(birdwatching-20, swimming-14)
punct(birdwatching-20, ,-15)
dep(birdwatching-20, hiking-16)
punct(birdwatching-20, ,-17)
dep(birdwatching-20, picnicking-18)
punct(birdwatching-20, ,-19)
pobj(for-13, birdwatching-20)
punct(birdwatching-20, ,-21)
cc(birdwatching-20, or-22)
advmod(sitting-24, just-23)
conj(birdwatching-20, sitting-24)
advmod(sitting-24, back-25)
aux(watch-27, to-26)
xcomp(sitting-24, watch-27)
det(bananas-29, the-28)
nsubj(grow-30, bananas-29)
ccomp(watch-27, grow-30)
punct(perfect-12, .-31)

nn(Kong-2, Hong-1)
poss(island-6, Kong-2)
possessive(Kong-2, RSQUOs-3)
advmod(largest-5, third-4)
amod(island-6, largest-5)
nsubj(has-7, island-6)
root(ROOT-0, has-7)
det(population-9, a-8)
dobj(has-7, population-9)
prep(population-9, of-10)
quantmod(12,000-13, only-11)
number(12,000-13, about-12)
pobj(of-10, 12,000-13)
punct(has-7, ;-14)
nsubj(undeveloped-19, it-15)
cop(undeveloped-19, is-16)
advmod(undeveloped-19, still-17)
advmod(undeveloped-19, largely-18)
ccomp(has-7, undeveloped-19)
punct(has-7, ,-20)
cc(has-7, and-21)
nsubj(close-32, life-22)
prep(close-32, on-23)
pobj(on-23, Lamma-24)
punct(close-32, ,-25)
prep(close-32, if-26)
dep(if-26, not-27)
advmod(primitive-29, totally-28)
dep(not-27, primitive-29)
punct(close-32, ,-30)
cop(close-32, is-31)
conj(has-7, close-32)
prep(close-32, to-33)
det(essentials-35, the-34)
pobj(to-33, essentials-35)
punct(has-7, .-36)

nsubj(indicate-2, Archaeologists-1)
root(ROOT-0, indicate-2)
mark(inhabited-8, that-3)
nsubjpass(inhabited-8, Lamma-4)
aux(inhabited-8, has-5)
advmod(inhabited-8, probably-6)
auxpass(inhabited-8, been-7)
ccomp(indicate-2, inhabited-8)
prep(inhabited-8, for-9)
det(years-12, some-10)
num(years-12, 4,000-11)
pobj(for-9, years-12)
punct(inhabited-8, ,-13)
cc(inhabited-8, and-14)
det(island-16, the-15)
nsubjpass(known-18, island-16)
auxpass(known-18, is-17)
conj(inhabited-8, known-18)
prep(known-18, as-19)
dep(as-19, "-20)
nn(Kong-22, Hong-21)
poss(Island-26, Kong-22)
possessive(Kong-22, RSQUOs-23)
nn(Age-25, Stone-24)
nn(Island-26, Age-25)
pobj(as-19, Island-26)
punct(indicate-2, .-27)
dep(indicate-2, "-28)

det(settlements-3, The-1)
amod(settlements-3, principal-2)
nsubj(Wan-7, settlements-3)
cop(Wan-7, are-4)
nn(Wan-7, Yung-5)
nn(Wan-7, Shue-6)
root(ROOT-0, Wan-7)
prep(Wan-7, on-8)
poss(northwest-11, Lamma-9)
possessive(Lamma-9, RSQUOs-10)
pobj(on-8, northwest-11)
punct(Wan-7, ,-12)
cc(Wan-7, and-13)
nn(Wan-16, Sok-14)
nn(Wan-16, Kwu-15)
conj(Wan-7, Wan-16)
punct(Wan-16, ,-17)
prep(Wan-16, on-18)
det(coast-21, the-19)
amod(coast-21, east-20)
pobj(on-18, coast-21)
punct(Wan-7, .-22)

det(villages-2, Both-1)
nsubj(offer-3, villages-2)
root(ROOT-0, offer-3)
amod(restaurants-6, good-4)
nn(restaurants-6, waterfront-5)
dobj(offer-3, restaurants-6)
prep(restaurants-6, with-7)
amod(food-10, homestyle-8)
amod(food-10, Chinese-9)
pobj(with-7, food-10)
punct(food-10, ,-11)
advmod(seafood-13, principally-12)
appos(food-10, seafood-13)
advmod(from-15, fresh-14)
prep(seafood-13, from-15)
det(tank-17, the-16)
pobj(from-15, tank-17)
punct(offer-3, .-18)

det(ports-2, The-1)
nsubj(are-3, ports-2)
root(ROOT-0, are-3)
prep(are-3, within-4)
nn(distance-6, hiking-5)
pobj(within-4, distance-6)
prep(distance-6, of-7)
amod(beaches-10, several-8)
amod(beaches-10, beautiful-9)
pobj(of-7, beaches-10)
punct(within-4, ,-11)
cc(within-4, and-12)
conj(within-4, within-13)
det(hike-18, a-14)
num(hour-17, one-15)
punct(hour-17, --16)
nn(hike-18, hour-17)
pobj(within-13, hike-18)
prep(hike-18, of-19)
det(other-21, each-20)
pobj(of-19, other-21)
dep(within-4, on-22)
det(trail-25, a-23)
amod(trail-25, marked-24)
pobj(on-22, trail-25)
punct(are-3, .-26)

nsubj(build-3, You-1)
aux(build-3, can-2)
root(ROOT-0, build-3)
det(appetite-5, an-4)
dobj(build-3, appetite-5)
prep(build-3, for-6)
pobj(for-6, dinner-7)
prep(build-3, by-8)
pcomp(by-8, making-9)
poss(way-11, your-10)
dobj(making-9, way-11)
prep(making-9, from-12)
det(beach-14, the-13)
pobj(from-12, beach-14)
prep(making-9, to-15)
det(restaurant-17, the-16)
pobj(to-15, restaurant-17)
punct(build-3, .-18)

nn(Wan-3, Yung-1)
nn(Wan-3, Shue-2)
nsubj(enclave-10, Wan-3)
cop(enclave-10, is-4)
advmod(enclave-10, still-5)
det(enclave-10, a-6)
advmod(British-8, very-7)
amod(enclave-10, British-8)
amod(enclave-10, residential-9)
root(ROOT-0, enclave-10)
punct(enclave-10, ,-11)
prep(enclave-10, with-12)
amod(pubs-15, many-13)
amod(pubs-15, nice-14)
pobj(with-12, pubs-15)
punct(enclave-10, .-16)

det(Excursion-2, An-1)
root(ROOT-0, Excursion-2)
prep(Excursion-2, to-3)
pobj(to-3, Macau-4)

nsubj(more-17, Macau-1)
punct(bastion-5, ,-2)
det(bastion-5, the-3)
amod(bastion-5, final-4)
dep(Macau-1, bastion-5)
prep(bastion-5, of-6)
poss(empire-13, Portugal-7)
possessive(Portugal-7, RSQUOs-8)
amod(empire-13, great-9)
amod(empire-13, 16th-10)
punct(empire-13, --11)
nn(empire-13, century-12)
pobj(of-6, empire-13)
punct(more-17, ,-14)
cop(more-17, is-15)
npadvmod(more-17, much-16)
root(ROOT-0, more-17)
prep(more-17, than-18)
advmod(quirk-21, just-19)
det(quirk-21, a-20)
pobj(than-18, quirk-21)
prep(quirk-21, of-22)
pobj(of-22, history-23)
punct(more-17, .-24)

advmod(combines-11, Here-1)
punct(Here-1, ,-2)
advmod(met-8, where-3)
nsubj(met-8, East-4)
cc(East-4, and-5)
conj(East-4, West-6)
advmod(met-8, first-7)
advcl(Here-1, met-8)
punct(combines-11, ,-9)
nsubj(combines-11, life-10)
root(ROOT-0, combines-11)
det(spirit-13, the-12)
dobj(combines-11, spirit-13)
prep(spirit-13, of-14)
pobj(of-14, Asia-15)
prep(combines-11, with-16)
pobj(with-16, something-17)
prep(something-17, of-18)
det(atmosphere-21, the-19)
amod(atmosphere-21, sunny-20)
pobj(of-18, atmosphere-21)
prep(atmosphere-21, of-22)
det(Mediterranean-24, the-23)
pobj(of-22, Mediterranean-24)
punct(combines-11, .-25)

poss(center-4, Macau-1)
possessive(Macau-1, RSQUOs-2)
amod(center-4, historic-3)
nsubj(has-11, center-4)
punct(with-6, ,-5)
prep(center-4, with-6)
poss(architecture-9, its-7)
amod(architecture-9, colonial-8)
pobj(with-6, architecture-9)
punct(has-11, ,-10)
root(ROOT-0, has-11)
det(flavor-15, a-12)
advmod(Mediterranean-14, distinctly-13)
amod(flavor-15, Mediterranean-14)
dobj(has-11, flavor-15)
punct(has-11, .-16)

amod(buildings-3, Colonnaded-1)
amod(buildings-3, public-2)
nsubj(speak-18, buildings-3)
punct(buildings-3, ,-4)
nn(balconies-6, iron-5)
conj(buildings-3, balconies-6)
punct(buildings-3, ,-7)
amod(streets-9, winding-8)
conj(buildings-3, streets-9)
punct(buildings-3, ,-10)
amod(squares-12, flagstoned-11)
conj(buildings-3, squares-12)
cc(buildings-3, and-13)
det(churches-16, the-14)
amod(churches-16, many-15)
conj(buildings-3, churches-16)
advmod(speak-18, all-17)
root(ROOT-0, speak-18)
prep(speak-18, of-19)
det(inheritance-22, the-20)
amod(inheritance-22, Portuguese-21)
pobj(of-19, inheritance-22)
advmod(well-24, as-23)
cc(inheritance-22, well-24)
mwe(well-24, as-25)
det(Chinese-27, the-26)
conj(inheritance-22, Chinese-27)
punct(speak-18, ,-28)
det(fusion-30, a-29)
npadvmod(speak-18, fusion-30)
prep(fusion-30, of-31)
pobj(of-31, East-32)
cc(East-32, and-33)
conj(East-32, West-34)
nsubj(produced-37, that-35)
aux(produced-37, has-36)
rcmod(fusion-30, produced-37)
det(culture-41, the-38)
amod(culture-41, unique-39)
amod(culture-41, Macanese-40)
dobj(produced-37, culture-41)
punct(speak-18, .-42)

det(story-2, The-1)
nsubj(begins-9, story-2)
prep(story-2, of-3)
det(discovery-6, the-4)
amod(discovery-6, Western-5)
pobj(of-3, discovery-6)
prep(discovery-6, of-7)
pobj(of-7, Macau-8)
root(ROOT-0, begins-9)
prep(begins-9, in-10)
pobj(in-10, 1513-11)
advmod(reached-19, when-12)
amod(explorer-14, Portuguese-13)
nsubj(reached-19, explorer-14)
punct(explorer-14, ,-15)
nn(Alvares-17, Jorge-16)
appos(explorer-14, Alvares-17)
punct(reached-19, ,-18)
rcmod(1513-11, reached-19)
det(coast-22, the-20)
amod(coast-22, south-21)
dobj(reached-19, coast-22)
prep(coast-22, of-23)
pobj(of-23, China-24)
punct(begins-9, .-25)

nsubj(followed-2, Traders-1)
root(ROOT-0, followed-2)
prep(followed-2, in-3)
poss(wake-5, his-4)
pobj(in-3, wake-5)
punct(followed-2, ,-6)
xcomp(followed-2, setting-7)
prt(setting-7, up-8)
dobj(setting-7, bases-9)
prep(bases-9, in-10)
amod(parts-12, several-11)
pobj(in-10, parts-12)
prep(parts-12, of-13)
det(estuary-17, the-14)
nn(River-16, Pearl-15)
nn(estuary-17, River-16)
pobj(of-13, estuary-17)
punct(followed-2, .-18)

advmod(consolidated-9, Finally-1)
punct(consolidated-9, ,-2)
prep(consolidated-9, in-3)
pobj(in-3, 1557-4)
punct(consolidated-9, ,-5)
nsubjpass(consolidated-9, they-6)
auxpass(consolidated-9, were-7)
advmod(consolidated-9, all-8)
root(ROOT-0, consolidated-9)
prep(consolidated-9, in-10)
pobj(in-10, Macau-11)
punct(consolidated-9, .-12)

nsubj(gateway-6, It-1)
cop(gateway-6, was-2)
det(gateway-6, the-3)
amod(gateway-6, only-4)
amod(gateway-6, European-5)
root(ROOT-0, gateway-6)
prep(gateway-6, to-7)
pobj(to-7, China-8)
punct(gateway-6, ,-9)
cc(gateway-6, and-10)
conj(gateway-6, through-11)
pobj(through-11, Macau-12)
dep(gateway-6, flowed-13)
amod(technology-15, Western-14)
dobj(flowed-13, technology-15)
cc(technology-15, and-16)
conj(technology-15, religion-17)
punct(gateway-6, .-18)

prep(created-6, In-1)
pobj(In-1, 1576-2)
nn(Gregory-4, Pope-3)
nsubj(created-6, Gregory-4)
num(Gregory-4, XIII-5)
root(ROOT-0, created-6)
det(diocese-9, the-7)
nn(diocese-9, Macau-8)
dobj(created-6, diocese-9)
punct(covering-11, ,-10)
vmod(diocese-9, covering-11)
dobj(covering-11, all-12)
prep(all-12, of-13)
pobj(of-13, China-14)
cc(China-14, and-15)
conj(China-14, Japan-16)
punct(created-6, .-17)

nsubj(challenges-7, No-1)
advmod(impressive-3, less-2)
amod(No-1, impressive-3)
cop(challenges-7, were-4)
det(challenges-7, the-5)
amod(challenges-7, secular-6)
root(ROOT-0, challenges-7)
punct(challenges-7, .-8)

nsubj(were-4, China-1)
cc(China-1, and-2)
conj(China-1, Japan-3)
root(ROOT-0, were-4)
neg(were-4, not-5)
prep(were-4, on-6)
amod(terms-8, speaking-7)
pobj(on-6, terms-8)
punct(were-4, ,-9)
advmod(had-14, so-10)
nsubj(had-14, trade-11)
prep(trade-11, between-12)
pobj(between-12, them-13)
parataxis(were-4, had-14)
aux(channeled-17, to-15)
auxpass(channeled-17, be-16)
xcomp(had-14, channeled-17)
prep(channeled-17, through-18)
det(middleman-21, a-19)
amod(middleman-21, neutral-20)
pobj(through-18, middleman-21)
punct(were-4, .-22)

amod(Macau-2, Lucky-1)
nsubj(fit-3, Macau-2)
root(ROOT-0, fit-3)
det(specifications-5, the-4)
dobj(fit-3, specifications-5)
advmod(fit-3, exactly-6)
punct(fit-3, .-7)

poss(monopoly-6, Portugal-1)
possessive(Portugal-1, RSQUOs-2)
amod(monopoly-6, resulting-3)
amod(monopoly-6, near-4)
punct(monopoly-6, --5)
nsubj(awakened-13, monopoly-6)
prep(monopoly-6, of-7)
nn(West-10, East-8)
punct(West-10, ?-9)
nn(trade-11, West-10)
pobj(of-7, trade-11)
advmod(awakened-13, understandably-12)
root(ROOT-0, awakened-13)
det(instincts-16, the-14)
amod(instincts-16, competitive-15)
dobj(awakened-13, instincts-16)
prep(instincts-16, of-17)
amod(powers-20, other-18)
amod(powers-20, European-19)
pobj(of-17, powers-20)
punct(awakened-13, .-21)

det(Dutch-2, The-1)
nsubj(sent-3, Dutch-2)
root(ROOT-0, sent-3)
det(flotilla-6, an-4)
nn(flotilla-6, invasion-5)
dobj(sent-3, flotilla-6)
prep(sent-3, to-7)
pobj(to-7, Macau-8)
prep(sent-3, in-9)
pobj(in-9, 1622-10)
punct(sent-3, ,-11)
cc(sent-3, but-12)
det(defenders-14, the-13)
nsubj(triumphed-15, defenders-14)
conj(sent-3, triumphed-15)
punct(sent-3, .-16)

advmod(drawing-10, However-1)
punct(drawing-10, ,-2)
det(end-4, the-3)
nsubj(drawing-10, end-4)
prep(end-4, of-5)
det(age-8, the-6)
amod(age-8, golden-7)
pobj(of-5, age-8)
aux(drawing-10, was-9)
root(ROOT-0, drawing-10)
advmod(drawing-10, near-11)
punct(drawing-10, .-12)

nsubj(began-2, China-1)
root(ROOT-0, began-2)
aux(relax-4, to-3)
xcomp(began-2, relax-4)
nn(restrictions-6, trade-5)
dobj(relax-4, restrictions-6)
punct(began-2, ,-7)
cc(began-2, and-8)
prep(became-17, with-9)
det(rise-11, the-10)
pobj(with-9, rise-11)
prep(rise-11, of-12)
nn(Kong-14, Hong-13)
pobj(of-12, Kong-14)
punct(became-17, ,-15)
nsubj(became-17, Macau-16)
conj(began-2, became-17)
det(outpost-21, an-18)
amod(outpost-21, isolated-19)
amod(outpost-21, Portuguese-20)
xcomp(became-17, outpost-21)
punct(began-2, .-22)

det(haven-2, A-1)
ccomp(assured-19, haven-2)
prep(haven-2, for-3)
amod(Christians-6, persecuted-4)
amod(Christians-6, Japanese-5)
pobj(for-3, Christians-6)
prep(haven-2, in-7)
det(century-10, the-8)
amod(century-10, 17th-9)
pobj(in-7, century-10)
punct(assured-19, ,-11)
poss(neutrality-14, Portugal-12)
possessive(Portugal-12, RSQUOs-13)
nsubj(assured-19, neutrality-14)
prep(assured-19, during-15)
nn(War-17, World-16)
nn(II-18, War-17)
pobj(during-15, II-18)
root(ROOT-0, assured-19)
det(territory-21, the-20)
iobj(assured-19, territory-21)
det(flood-23, a-22)
dobj(assured-19, flood-23)
prep(flood-23, of-24)
pobj(of-24, refugees-25)
punct(assured-19, .-26)

nsubjpass(joined-3, They-1)
auxpass(joined-3, were-2)
root(ROOT-0, joined-3)
prep(joined-3, by-4)
det(swarm-6, a-5)
pobj(by-4, swarm-6)
prep(swarm-6, of-7)
pobj(of-7, spies-8)
prep(swarm-6, of-9)
det(nationalities-12, all-10)
amod(nationalities-12, conceivable-11)
pobj(of-9, nationalities-12)
punct(joined-3, ,-13)
cc(joined-3, and-14)
nsubj(won-16, Macau-15)
conj(joined-3, won-16)
det(name-18, a-17)
dobj(won-16, name-18)
prep(name-18, for-19)
amod(intrigue-21, international-20)
pobj(for-19, intrigue-21)
punct(joined-3, .-22)

poss(foothold-5, Portugal-1)
possessive(Portugal-1, RSQUOs-2)
advmod(precarious-4, very-3)
amod(foothold-5, precarious-4)
nsubj(ended-10, foothold-5)
prep(foothold-5, on-6)
det(coast-9, the-7)
amod(coast-9, Asian-8)
pobj(on-6, coast-9)
root(ROOT-0, ended-10)
prep(ended-10, in-11)
pobj(in-11, 1999-12)
prep(ended-10, with-13)
det(handover-16, a-14)
amod(handover-16, formal-15)
pobj(with-13, handover-16)
prep(handover-16, to-17)
pobj(to-17, China-18)
punct(ended-10, .-19)

nsubj(becoming-13, Macau-1)
punct(Macau-1, ,-2)
advmod(Zone-8, now-3)
det(Zone-8, the-4)
amod(Zone-8, Chinese-5)
nn(Zone-8, Special-6)
nn(Zone-8, Economic-7)
rcmod(Macau-1, Zone-8)
prep(Zone-8, of-9)
pobj(of-9, Zhuhai-10)
punct(becoming-13, ,-11)
aux(becoming-13, is-12)
root(ROOT-0, becoming-13)
xcomp(becoming-13, something-14)
prep(something-14, like-15)
det(boomtown-17, a-16)
pobj(like-15, boomtown-17)
prep(becoming-13, as-18)
det(exporter-20, an-19)
pobj(as-18, exporter-20)
prep(exporter-20, of-21)
pobj(of-21, toys-22)
punct(toys-22, ,-23)
conj(toys-22, furniture-24)
punct(toys-22, ,-25)
cc(toys-22, and-26)
conj(toys-22, electronics-27)
punct(becoming-13, .-28)

amod(construction-2, New-1)
nsubj(changed-9, construction-2)
prep(construction-2, in-3)
det(years-7, the-4)
amod(years-7, past-5)
num(years-7, 10-6)
pobj(in-3, years-7)
aux(changed-9, has-8)
root(ROOT-0, changed-9)
det(city-11, the-10)
poss(skyline-13, city-11)
possessive(city-11, RSQUOs-12)
dobj(changed-9, skyline-13)
punct(changed-9, ;-14)
prep(beginning-28, with-15)
amod(hotels-19, new-16)
punct(hotels-19, ,-17)
amod(hotels-19, glittering-18)
pobj(with-15, hotels-19)
cc(hotels-19, and-20)
amod(apartment-22, highrise-21)
nn(blocks-23, apartment-22)
conj(hotels-19, blocks-23)
punct(beginning-28, ,-24)
det(city-26, the-25)
nsubj(beginning-28, city-26)
aux(beginning-28, is-27)
parataxis(changed-9, beginning-28)
aux(look-30, to-29)
xcomp(beginning-28, look-30)
det(little-32, a-31)
npadvmod(more-33, little-32)
dep(like-34, more-33)
prep(look-30, like-34)
nn(Kong-36, Hong-35)
pobj(like-34, Kong-36)
punct(changed-9, .-37)

poss(population-3, Macau-1)
possessive(Macau-1, RSQUOs-2)
nsubjpass(estimated-5, population-3)
auxpass(estimated-5, is-4)
root(ROOT-0, estimated-5)
prep(estimated-5, at-6)
quantmod(450,000-8, around-7)
pobj(at-6, 450,000-8)
punct(450,000-8, ,-9)
det(figure-13, an-10)
advmod(high-12, appallingly-11)
amod(figure-13, high-12)
appos(450,000-8, figure-13)
prep(figure-13, for-14)
predet(area-18, such-15)
det(area-18, a-16)
amod(area-18, small-17)
pobj(for-14, area-18)
punct(estimated-5, ;-19)
amod(reclamation-22, recent-20)
nn(reclamation-22, land-21)
nsubj(eased-24, reclamation-22)
aux(eased-24, has-23)
parataxis(estimated-5, eased-24)
det(situation-26, the-25)
dobj(eased-24, situation-26)
prep(eased-24, to-27)
det(extent-29, some-28)
pobj(to-27, extent-29)
punct(estimated-5, .-30)

mark(adds-8, If-1)
det(trace-3, a-2)
nsubj(adds-8, trace-3)
prep(trace-3, of-4)
amod(lethargy-6, tropical-5)
pobj(of-4, lethargy-6)
advmod(adds-8, still-7)
advcl(ends-28, adds-8)
prep(adds-8, to-9)
det(charm-11, the-10)
pobj(to-9, charm-11)
prep(adds-8, in-12)
det(city-14, this-13)
pobj(in-12, city-14)
prep(city-14, of-15)
nn(cafés-17, sidewalk-16)
pobj(of-15, cafés-17)
punct(cafés-17, ,-18)
amod(trees-20, palm-19)
conj(cafés-17, trees-20)
punct(cafés-17, ,-21)
cc(cafés-17, and-22)
conj(cafés-17, pedicabs-23)
punct(ends-28, ,-24)
det(torpor-26, any-25)
nsubj(ends-28, torpor-26)
advmod(ends-28, definitely-27)
root(ROOT-0, ends-28)
advmod(ends-28, once-29)
dep(once-29, inside-30)
det(doors-32, the-31)
pobj(inside-30, doors-32)
prep(doors-32, of-33)
poss(casinos-36, Macau-34)
possessive(Macau-34, RSQUOs-35)
pobj(of-33, casinos-36)
punct(casinos-36, ,-37)
appos(casinos-36, scene-38)
prep(scene-38, of-39)
num(gambling-44, some-40)
quantmod(some-40, of-41)
det(gambling-44, the-42)
amod(gambling-44, liveliest-43)
pobj(of-39, gambling-44)
dep(gambling-44, west-45)
prep(west-45, of-46)
nn(Vegas-48, Las-47)
pobj(of-46, Vegas-48)
punct(ends-28, .-49)

nsubj(provides-2, Gambling-1)
root(ROOT-0, provides-2)
quantmod(40-4, almost-3)
num(percent-5, 40-4)
dobj(provides-2, percent-5)
prep(percent-5, of-6)
det(government-8, the-7)
poss(revenues-11, government-8)
possessive(government-8, RSQUOs-9)
nn(revenues-11, tax-10)
pobj(of-6, revenues-11)
punct(provides-2, ,-12)
cc(provides-2, and-13)
cop(source-17, is-14)
det(source-17, a-15)
amod(source-17, major-16)
conj(provides-2, source-17)
prep(source-17, of-18)
pobj(of-18, employment-19)
punct(provides-2, .-20)

poss(industries-5, Its-1)
amod(industries-5, spin-2)
punct(spin-2, --3)
prt(spin-2, off-4)
nsubj(thrive-13, industries-5)
punct(industries-5, ,-6)
appos(industries-5, prostitution-7)
cc(prostitution-7, and-8)
nn(shops-10, pawn-9)
conj(prostitution-7, shops-10)
punct(thrive-13, ,-11)
advmod(thrive-13, also-12)
root(ROOT-0, thrive-13)
punct(thrive-13, .-14)

root(ROOT-0, Arriving-1)

det(way-3, The-1)
amod(way-3, easiest-2)
nsubj(is-8, way-3)
aux(get-5, to-4)
vmod(way-3, get-5)
prep(get-5, to-6)
pobj(to-6, Macau-7)
root(ROOT-0, is-8)
prep(is-8, by-9)
pobj(by-9, jetfoil-10)
punct(jetfoil-10, ,-11)
vmod(jetfoil-10, operated-12)
prep(operated-12, by-13)
pobj(by-13, TurboJet-14)
